   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      20	   8.728	0.016316	  1.1580	 -0.0667	  1.1470	-0.159590	1.007E+6	   0.075	  395.70	   25.78	   0.000	 0.07522	 0.04905	 0.00957	-0.04681	-0.11843	-0.20933	-0.31183	-0.42007	-0.52700	-0.64155	-0.75691	-0.88068	-0.99008	-1.09441	-1.18764	-1.26893	-1.34883	-1.40200	-1.43231	-1.50104	-1.56532	-1.59944	-1.64518	-1.69221	-1.71730	-1.72900	-1.79151	-1.87567	-1.98570	-2.02151	-2.05140	-2.10423	-2.21108	-2.32832	-2.47703	-2.51159	-2.49666	-2.30036	-1.70614	-1.38074	-1.38214	 0.64698	 0.96041	 0.99081	 0.88876	 0.76405	 0.64209	 0.52274	 0.43028	 0.34270	 0.25603	 0.18378	 0.11852	 0.06769	 0.03169	 0.02890	 0.04754	 0.07260	 0.11335	 0.15217	 0.22142	 0.30417	 0.07406	  1.1482	-0.158825	 -0.0672	
      21	   7.704	0.013412	  1.1155	 -0.0757	  1.1073	-0.136246	1.008E+6	   0.075	  396.06	   25.79	   0.000	 0.14000	 0.08589	 0.02070	-0.05727	-0.14260	-0.23984	-0.34258	-0.44935	-0.55157	-0.65971	-0.76993	-0.88617	-0.98665	-1.07352	-1.15385	-1.28361	-1.36459	-1.41216	-1.45245	-1.48300	-1.51361	-1.53460	-1.57578	-1.61411	-1.62754	-1.62903	-1.67796	-1.75395	-1.85256	-1.87106	-1.88285	-1.91394	-1.99412	-2.07880	-2.18750	-2.18652	-2.12367	-1.89222	-1.31401	-0.98916	-0.98488	 0.76500	 0.98767	 0.96812	 0.84235	 0.71231	 0.58543	 0.46615	 0.37761	 0.29596	 0.20970	 0.14236	 0.08107	 0.03442	 0.00413	 0.00648	 0.03104	 0.06102	 0.10323	 0.14206	 0.24399	 0.31972	 0.14919	  1.1083	-0.135465	 -0.0762	
      22	  -1.030	0.006583	  0.1702	 -0.0720	  0.1701	0.009643	1.011E+6	   0.075	  398.53	   25.87	   0.000	 0.19320	 0.10388	 0.04631	-0.01674	-0.08168	-0.14884	-0.21544	-0.28078	-0.33431	-0.49830	-0.54019	-0.58245	-0.62345	-0.66968	-0.70432	-0.72467	-0.73850	-0.73582	-0.72033	-0.69526	-0.67073	-0.63027	-0.60688	-0.56396	-0.51340	-0.44477	-0.39303	-0.35569	-0.32376	-0.22306	-0.11494	-0.00115	 0.09791	 0.23277	 0.37570	 0.57286	 0.75525	 0.92834	 1.00000	 0.96190	 0.96201	 0.26276	-0.08620	-0.28507	-0.35338	-0.40722	-0.44594	-0.47301	-0.46698	-0.47811	-0.49511	-0.49566	-0.49445	-0.48213	-0.44886	-0.38704	-0.33473	-0.16829	-0.08237	 0.01182	 0.11065	 0.26872	 0.19438	  0.1702	0.009670	 -0.0721	
      23	  -2.066	0.006543	  0.0513	 -0.0699	  0.0510	0.008389	1.011E+6	   0.075	  398.34	   25.86	   0.000	 0.19448	 0.10712	 0.05303	-0.00673	-0.06843	-0.13131	-0.19330	-0.25137	-0.33334	-0.45531	-0.48611	-0.53186	-0.57245	-0.61379	-0.64277	-0.65758	-0.66534	-0.65814	-0.63764	-0.60570	-0.57651	-0.52994	-0.50160	-0.45060	-0.39540	-0.32278	-0.26418	-0.21951	-0.17625	-0.06873	 0.04328	 0.16286	 0.26766	 0.40671	 0.55145	 0.73316	 0.88249	 0.99319	 0.99013	 0.85724	 0.85387	-0.05313	-0.39187	-0.55300	-0.57389	-0.59437	-0.60726	-0.61391	-0.58904	-0.58584	-0.59100	-0.58039	-0.56863	-0.54811	-0.50614	-0.44256	-0.39546	-0.18724	-0.11028	-0.00817	 0.09590	 0.26080	 0.19581	  0.0511	0.008438	 -0.0699	
      24	  -3.085	0.006425	 -0.0689	 -0.0683	 -0.0691	0.002709	1.011E+6	   0.075	  398.74	   25.87	   0.000	 0.19635	 0.11240	 0.06168	 0.00522	-0.05265	-0.11162	-0.16729	-0.21884	-0.35527	-0.40146	-0.43453	-0.48075	-0.51877	-0.55505	-0.57795	-0.58666	-0.58963	-0.57560	-0.55095	-0.51391	-0.48014	-0.42782	-0.39430	-0.33734	-0.27801	-0.20134	-0.13718	-0.08405	-0.03162	 0.07951	 0.19526	 0.31564	 0.42437	 0.56392	 0.70112	 0.86002	 0.96603	 1.00000	 0.91069	 0.66964	 0.66385	-0.43769	-0.74541	-0.85430	-0.81651	-0.79774	-0.78067	-0.76319	-0.71778	-0.69885	-0.69070	-0.66784	-0.64610	-0.61635	-0.56808	-0.50685	-0.38991	-0.23047	-0.13731	-0.02714	 0.08262	 0.25426	 0.19797	 -0.0691	0.002806	 -0.0683	
      25	  -4.106	0.006477	 -0.1866	 -0.0665	 -0.1866	-0.006901	1.011E+6	   0.075	  398.40	   25.86	   0.000	 0.19731	 0.11618	 0.06919	 0.01609	-0.03811	-0.09235	-0.14193	-0.21229	-0.32785	-0.35412	-0.38925	-0.43582	-0.46859	-0.49932	-0.51735	-0.52092	-0.51814	-0.49982	-0.46930	-0.42797	-0.38873	-0.33358	-0.29452	-0.23266	-0.16942	-0.08829	-0.02054	 0.03874	 0.09249	 0.21464	 0.32966	 0.45206	 0.55809	 0.69316	 0.81670	 0.94627	 1.00000	 0.97171	 0.76970	 0.41890	 0.40450	-0.86708	-1.12832	-1.17300	-1.07161	-1.00809	-0.95941	-0.91585	-0.85026	-0.81376	-0.79230	-0.75737	-0.72533	-0.68843	-0.63789	-0.54767	-0.38743	-0.27206	-0.16404	-0.04634	 0.06759	 0.24364	 0.19841	 -0.1867	-0.006731	 -0.0664	
      26	  -5.148	0.006982	 -0.3013	 -0.0642	 -0.3008	-0.020085	1.011E+6	   0.075	  398.52	   25.87	   0.000	 0.19631	 0.11991	 0.07701	 0.02785	-0.02205	-0.07081	-0.11687	-0.23082	-0.28417	-0.30868	-0.34528	-0.38922	-0.41777	-0.44335	-0.45515	-0.45413	-0.44623	-0.42423	-0.38853	-0.34231	-0.29944	-0.23960	-0.19673	-0.13060	-0.06389	 0.01892	 0.09158	 0.15600	 0.21612	 0.33887	 0.45334	 0.57036	 0.67464	 0.80035	 0.90421	 0.99594	 0.99279	 0.88169	 0.56237	 0.08762	 0.06808	-1.34686	-1.54344	-1.50989	-1.33914	-1.22595	-1.14226	-1.07044	-0.98466	-0.92949	-0.89521	-0.84909	-0.80204	-0.72478	-0.65632	-0.55567	-0.44174	-0.30608	-0.18696	-0.06288	 0.05138	 0.22369	 0.19837	 -0.3009	-0.019827	 -0.0641	
      27	  -6.166	0.008342	 -0.4062	 -0.0616	 -0.4048	-0.035336	1.010E+6	   0.075	  397.90	   25.85	   0.000	 0.18877	 0.11952	 0.08161	 0.03677	-0.00877	-0.05191	-0.11400	-0.21752	-0.24598	-0.27266	-0.30890	-0.34912	-0.37310	-0.39278	-0.39966	-0.39386	-0.38199	-0.35618	-0.31722	-0.26622	-0.22067	-0.15649	-0.10988	-0.03926	 0.02961	 0.11369	 0.18925	 0.25725	 0.32236	 0.44500	 0.55676	 0.66998	 0.76685	 0.87779	 0.96014	 1.00000	 0.94850	 0.74782	 0.31312	-0.28653	-0.31293	-1.84104	-1.96148	-1.84183	-1.60517	-1.44106	-1.32270	-1.22673	-1.12229	-1.00549	-0.94112	-0.89610	-0.85545	-0.79360	-0.71269	-0.59651	-0.47315	-0.33025	-0.20329	-0.07572	 0.03534	 0.19776	 0.19145	 -0.4051	-0.034994	 -0.0614	
      28	  -7.189	0.009748	 -0.5151	 -0.0597	 -0.5123	-0.054788	1.010E+6	   0.075	  397.69	   25.84	   0.000	 0.17676	 0.11860	 0.08650	 0.04652	 0.00641	-0.03361	-0.14066	-0.18147	-0.20915	-0.23648	-0.26962	-0.30639	-0.32542	-0.34007	-0.34230	-0.33167	-0.31490	-0.28500	-0.24122	-0.18740	-0.13864	-0.07116	-0.02039	 0.05324	 0.12350	 0.21003	 0.28564	 0.35839	 0.42690	 0.54790	 0.65413	 0.75796	 0.84677	 0.93952	 0.99275	 0.99583	 0.86086	 0.55500	-0.00875	-0.74790	-0.78009	-2.40499	-2.42812	-2.20346	-1.90852	-1.71050	-1.51044	-1.32315	-1.19366	-1.12259	-1.05720	-0.98525	-0.92717	-0.85231	-0.75930	-0.63246	-0.49979	-0.34919	-0.21554	-0.08524	 0.02164	 0.17030	 0.17987	 -0.5127	-0.054341	 -0.0595	
      29	  -8.217	0.011720	 -0.6155	 -0.0581	 -0.6109	-0.076366	1.002E+6	   0.074	  391.29	   25.63	   0.000	 0.15473	 0.11308	 0.08831	 0.05435	 0.02080	-0.04074	-0.12585	-0.14954	-0.17827	-0.20415	-0.23496	-0.26695	-0.28104	-0.29175	-0.28830	-0.27366	-0.25192	-0.21889	-0.17193	-0.11421	-0.06258	 0.00752	 0.05954	 0.13646	 0.20872	 0.29609	 0.37304	 0.44747	 0.51723	 0.63439	 0.73579	 0.83385	 0.90750	 0.97934	 0.99932	 0.95200	 0.74042	 0.32573	-0.36711	-1.24405	-1.28315	-2.97353	-2.88574	-2.54175	-2.26944	-1.93641	-1.59031	-1.49306	-1.32555	-1.22947	-1.14641	-1.06011	-0.98798	-0.90131	-0.79647	-0.65924	-0.51738	-0.35784	-0.21928	-0.08827	 0.00805	 0.13482	 0.15672	 -0.6114	-0.075831	 -0.0578	
      30	  -9.238	0.014322	 -0.6997	 -0.0570	 -0.6929	-0.098189	1.002E+6	   0.074	  391.04	   25.62	   0.000	 0.11580	 0.09983	 0.08452	 0.05781	 0.02398	-0.07171	-0.10174	-0.12661	-0.15516	-0.17929	-0.20686	-0.23478	-0.24427	-0.25051	-0.24211	-0.22409	-0.19796	-0.16167	-0.11154	-0.05139	 0.00328	 0.07658	 0.13102	 0.21064	 0.28372	 0.37005	 0.44782	 0.52390	 0.59313	 0.70757	 0.80213	 0.88852	 0.94948	 0.99878	 0.98713	 0.88303	 0.59252	 0.06921	-0.74889	-1.76123	-1.80687	-3.54091	-3.33321	-2.89170	-2.69050	-1.88028	-1.77812	-1.63380	-1.43975	-1.32391	-1.22469	-1.12400	-1.03849	-0.93999	-0.82273	-0.67336	-0.52079	-0.35197	-0.20802	-0.08498	-0.00836	 0.08423	 0.11493	 -0.6936	-0.097614	 -0.0567	
      31	 -10.255	0.017613	 -0.7660	 -0.0560	 -0.7569	-0.119032	1.001E+6	   0.074	  390.31	   25.60	   0.000	 0.05707	 0.07542	 0.07166	 0.05120	-0.01252	-0.06601	-0.09032	-0.11762	-0.14461	-0.16548	-0.18834	-0.21251	-0.21808	-0.22050	-0.20791	-0.18637	-0.15758	-0.11808	-0.06414	-0.00128	 0.05489	 0.13116	 0.18740	 0.26908	 0.34200	 0.42918	 0.50748	 0.58361	 0.65250	 0.76156	 0.84953	 0.93066	 0.97537	 1.00000	 0.96154	 0.80611	 0.44706	-0.17236	-1.09670	-2.22431	-2.27189	-4.02585	-3.70887	-3.22456	-3.07431	-2.12460	-1.91557	-1.73915	-1.52246	-1.39007	-1.27509	-1.16099	-1.06173	-0.95114	-0.81935	-0.65610	-0.49005	-0.31291	-0.17584	-0.08513	-0.04760	 0.00942	 0.03253	 -0.7577	-0.118493	 -0.0557	
      32	 -11.266	0.025553	 -0.8300	 -0.0492	 -0.8190	-0.137085	1.000E+6	   0.074	  389.71	   25.58	   0.000	 0.00493	 0.05577	 0.06222	 0.02692	-0.03434	-0.05582	-0.08224	-0.10966	-0.13456	-0.15227	-0.17149	-0.19157	-0.19287	-0.19054	-0.17441	-0.14888	-0.11644	-0.07482	-0.01795	 0.04754	 0.10707	 0.18396	 0.24231	 0.32477	 0.39853	 0.48542	 0.56243	 0.63818	 0.70626	 0.81080	 0.89079	 0.95988	 0.99035	 0.99785	 0.92233	 0.71249	 0.28030	-0.43755	-1.46946	-2.71393	-2.75171	-4.51867	-4.08649	-3.60988	-3.09226	-2.32222	-2.04252	-1.83622	-1.59698	-1.44598	-1.31605	-1.18709	-1.07365	-0.94879	-0.80156	-0.62284	-0.44679	-0.28016	-0.18246	-0.13309	-0.11847	-0.07087	-0.03982	 -0.8201	-0.136654	 -0.0489	
      33	 -12.245	0.036954	 -0.8378	 -0.0364	 -0.8265	-0.141573	9.989E+5	   0.074	  388.69	   25.54	   0.000	-0.12275	-0.00638	-0.00485	-0.02688	-0.04343	-0.06603	-0.09127	-0.11631	-0.13686	-0.15032	-0.16556	-0.18099	-0.17902	-0.17273	-0.15226	-0.12291	-0.08693	-0.04377	 0.01577	 0.08464	 0.14489	 0.22461	 0.28368	 0.36832	 0.44158	 0.52856	 0.60499	 0.68061	 0.74675	 0.84608	 0.91924	 0.98033	 0.99741	 0.98628	 0.88351	 0.62996	 0.14168	-0.65285	-1.75908	-3.09106	-3.12532	-4.86775	-4.34416	-3.91187	-2.60478	-2.42069	-2.09747	-1.86384	-1.60398	-1.43324	-1.28207	-1.13000	-0.98486	-0.82088	-0.61872	-0.39792	-0.26795	-0.24383	-0.25306	-0.25379	-0.25778	-0.21574	-0.16562	 -0.8277	-0.141534	 -0.0361	
      34	 -13.245	0.043996	 -0.8341	 -0.0357	 -0.8220	-0.148272	9.972E+5	   0.074	  387.35	   25.50	   0.000	-0.23073	-0.07977	-0.05079	-0.05272	-0.06608	-0.08584	-0.10747	-0.12885	-0.14578	-0.15469	-0.16667	-0.17818	-0.17259	-0.16268	-0.13833	-0.10587	-0.06695	-0.02023	 0.04278	 0.11284	 0.17668	 0.25574	 0.31699	 0.40209	 0.47590	 0.56217	 0.63818	 0.71275	 0.77722	 0.87234	 0.94050	 0.99271	 0.99825	 0.97081	 0.84416	 0.55217	 0.01544	-0.84518	-2.01950	-3.41506	-3.45427	-5.15173	-4.55362	-4.17892	-2.68299	-2.48244	-2.12532	-1.86820	-1.58915	-1.39842	-1.22669	-1.04760	-0.86898	-0.66529	-0.43871	-0.30235	-0.26779	-0.27246	-0.28686	-0.29259	-0.30403	-0.29597	-0.22772	 -0.8232	-0.148530	 -0.0354	
      35	 -14.255	0.056038	 -0.8470	 -0.0306	 -0.8347	-0.154257	9.991E+5	   0.074	  388.74	   25.55	   0.000	-0.29182	-0.11788	-0.07921	-0.07516	-0.08441	-0.10113	-0.11945	-0.13798	-0.15139	-0.15733	-0.16558	-0.17492	-0.16539	-0.15133	-0.12547	-0.08937	-0.04813	 0.00171	 0.06653	 0.13902	 0.20355	 0.28484	 0.34685	 0.43310	 0.50688	 0.59243	 0.66786	 0.74153	 0.80410	 0.89420	 0.95652	 0.99999	 0.99581	 0.95286	 0.80314	 0.47389	-0.10789	-1.02719	-2.26079	-3.71779	-3.73777	-5.40587	-4.74813	-4.43279	-2.83105	-2.52915	-2.14270	-1.86417	-1.56820	-1.35864	-1.16630	-0.96470	-0.75373	-0.53295	-0.36575	-0.31538	-0.30483	-0.31368	-0.33050	-0.33941	-0.35276	-0.35414	-0.27577	 -0.8362	-0.154783	 -0.0303	
      36	 -15.235	0.069697	 -0.8245	 -0.0255	 -0.8139	-0.149425	9.968E+5	   0.074	  386.92	   25.49	   0.000	-0.35325	-0.16388	-0.11663	-0.10697	-0.11202	-0.12534	-0.14039	-0.15611	-0.16665	-0.16913	-0.17465	-0.18053	-0.16780	-0.15122	-0.12177	-0.08341	-0.03960	 0.01321	 0.07908	 0.15389	 0.22027	 0.30247	 0.36609	 0.45273	 0.52757	 0.61210	 0.68632	 0.75972	 0.82101	 0.90779	 0.96662	 0.99999	 0.99244	 0.93956	 0.77583	 0.42599	-0.18149	-1.13142	-2.38953	-3.86919	-3.87780	-5.49042	-4.80255	-4.54225	-2.85276	-2.48872	-2.08318	-1.78503	-1.47302	-1.24085	-1.01969	-0.78401	-0.55056	-0.39540	-0.35030	-0.34363	-0.34251	-0.35436	-0.37641	-0.38644	-0.40126	-0.40309	-0.31569	 -0.8155	-0.150256	 -0.0252	
      37	  -4.634	0.006535	 -0.2425	 -0.0657	 -0.2422	-0.013078	1.008E+6	   0.075	  395.61	   25.77	   0.000	 0.19795	 0.11862	 0.07351	 0.02226	-0.02978	-0.08150	-0.12846	-0.21845	-0.30639	-0.33064	-0.36731	-0.41173	-0.44332	-0.47189	-0.48584	-0.48736	-0.48244	-0.46262	-0.42966	-0.38514	-0.34356	-0.28635	-0.24627	-0.18075	-0.11600	-0.03404	 0.03517	 0.09790	 0.15509	 0.27667	 0.39180	 0.50727	 0.61846	 0.74826	 0.86362	 0.97582	 1.00000	 0.93387	 0.67538	 0.26484	 0.24908	-1.09540	-1.32755	-1.33420	-1.19937	-1.11303	-1.04786	-0.99026	-0.91419	-0.86939	-0.84009	-0.80061	-0.76344	-0.72368	-0.66406	-0.51709	-0.41649	-0.28867	-0.17438	-0.05387	 0.06120	 0.23708	 0.20023	 -0.2424	-0.012869	 -0.0656	
      38	  -5.650	0.007477	 -0.3552	 -0.0630	 -0.3542	-0.027528	1.007E+6	   0.075	  395.28	   25.76	   0.000	 0.19234	 0.11944	 0.07896	 0.03189	-0.01568	-0.06179	-0.11292	-0.23051	-0.26460	-0.28980	-0.32717	-0.36865	-0.39536	-0.41699	-0.42625	-0.42305	-0.41276	-0.38945	-0.35172	-0.30343	-0.25844	-0.19646	-0.15128	-0.08360	-0.01518	 0.06904	 0.14286	 0.21005	 0.27241	 0.39488	 0.50888	 0.62003	 0.72464	 0.84286	 0.93716	 1.00000	 0.97515	 0.81864	 0.44188	-0.09919	-0.12015	-1.59732	-1.75665	-1.67969	-1.47416	-1.33565	-1.23395	-1.14828	-1.05429	-0.99106	-0.93715	-0.84506	-0.81664	-0.76325	-0.68884	-0.57787	-0.45829	-0.32002	-0.19561	-0.06903	 0.04361	 0.21000	 0.19566	 -0.3544	-0.027224	 -0.0629	
      39	   5.657	0.010638	  0.9227	 -0.0788	  0.9192	-0.080361	1.006E+6	   0.075	  394.09	   25.72	   0.000	 0.17664	 0.09253	 0.01915	-0.06146	-0.14551	-0.23741	-0.33271	-0.43228	-0.52459	-0.62014	-0.71470	-0.80687	-0.91250	-1.09455	-1.13283	-1.17539	-1.22492	-1.26317	-1.29109	-1.30865	-1.32606	-1.32942	-1.35489	-1.37379	-1.37019	-1.34728	-1.36738	-1.41370	-1.48129	-1.46174	-1.43442	-1.42007	-1.43748	-1.44504	-1.46392	-1.37030	-1.21971	-0.93104	-0.41639	-0.11802	-0.10426	 0.96101	 0.97749	 0.84861	 0.68156	 0.53821	 0.41126	 0.29868	 0.22133	 0.14926	 0.07292	 0.01669	-0.03441	-0.07062	-0.08970	-0.07323	-0.03715	 0.00372	 0.04424	 0.13910	 0.21520	 0.31486	 0.17982	  0.9199	-0.079806	 -0.0792	
      40	   6.685	0.011472	  1.0275	 -0.0779	  1.0218	-0.108224	1.006E+6	   0.075	  394.07	   25.72	   0.000	 0.16598	 0.09223	 0.01989	-0.06135	-0.14717	-0.24246	-0.34186	-0.44531	-0.54248	-0.64485	-0.74690	-0.85410	-0.93703	-1.06047	-1.20458	-1.24490	-1.29926	-1.34275	-1.37624	-1.40037	-1.42577	-1.43730	-1.47110	-1.50045	-1.50593	-1.49419	-1.52864	-1.59103	-1.67425	-1.67457	-1.66696	-1.67569	-1.72410	-1.77067	-1.83492	-1.78687	-1.67740	-1.41517	-0.86374	-0.54694	-0.53895	 0.87728	 0.99590	 0.92205	 0.77377	 0.63502	 0.50690	 0.39009	 0.30610	 0.22870	 0.14664	 0.08513	 0.02779	-0.01380	-0.03890	-0.02979	 0.00028	 0.03570	 0.07812	 0.13328	 0.23303	 0.31991	 0.17002	  1.0227	-0.107535	 -0.0784	
      41	   7.966	0.013501	  1.1324	 -0.0737	  1.1233	-0.143549	1.005E+6	   0.074	  393.30	   25.69	   0.000	 0.12511	 0.07959	 0.02015	-0.05400	-0.13730	-0.23408	-0.33725	-0.44466	-0.54788	-0.65831	-0.76984	-0.88846	-0.99300	-1.08734	-1.16688	-1.24175	-1.36206	-1.42525	-1.46698	-1.50089	-1.53476	-1.55673	-1.59939	-1.63866	-1.65587	-1.66037	-1.71361	-1.79215	-1.89454	-1.91822	-1.93525	-1.97448	-2.06143	-2.15572	-2.27867	-2.28315	-2.24054	-2.01880	-1.43517	-1.11081	-1.10745	 0.72947	 0.98092	 0.97698	 0.85815	 0.73053	 0.60442	 0.48510	 0.39507	 0.31219	 0.22497	 0.15700	 0.09430	 0.04587	 0.01324	 0.01454	 0.03742	 0.06607	 0.10792	 0.14567	 0.24116	 0.31690	 0.13269	  1.1244	-0.142751	 -0.0742	
      42	   0.006	0.007504	  0.2842	 -0.0722	  0.2842	0.007475	1.008E+6	   0.075	  395.79	   25.77	   0.000	 0.19190	 0.10067	 0.04003	-0.02611	-0.09437	-0.16551	-0.23712	-0.30889	-0.36891	-0.46060	-0.59862	-0.63748	-0.67672	-0.72642	-0.76589	-0.79201	-0.81274	-0.81641	-0.80588	-0.78646	-0.76768	-0.73282	-0.71681	-0.67965	-0.63541	-0.57253	-0.52794	-0.50151	-0.48072	-0.38895	-0.28677	-0.18021	-0.09093	 0.03445	 0.17166	 0.37480	 0.57864	 0.80512	 0.96717	 0.99196	 0.99779	 0.52483	 0.18330	-0.03793	-0.14457	-0.22804	-0.28858	-0.33562	-0.34603	-0.37080	-0.39939	-0.41073	-0.41831	-0.41517	-0.39159	-0.33402	-0.27729	-0.21789	-0.05119	 0.03326	 0.12545	 0.27597	 0.19369	  0.2844	0.007521	 -0.0724	
