   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      10	  13.219	0.063154	  1.1070	 -0.0573	  1.0921	-0.191670	2.995E+6	   0.233	 3827.42	   81.78	   0.000	-0.31263	-0.41185	-0.43545	-0.43948	-0.43590	-0.43299	-0.42640	-0.41725	-0.40556	-0.39848	-0.39603	-0.40137	-0.42180	-0.47599	-0.58287	-0.73579	-0.90178	-1.04575	-1.17125	-1.28914	-1.37732	-1.47680	-1.55144	-1.64658	-1.70736	-1.77441	-1.85266	-1.99825	-2.17233	-2.26106	-2.33204	-2.52408	-2.71958	-2.94406	-3.26342	-3.45933	-3.56228	-3.48681	-2.79808	-2.50426	-2.50506	 0.30600	 0.83554	 0.99696	 0.96668	 0.87604	 0.76348	 0.64799	 0.54718	 0.44581	 0.35037	 0.26460	 0.18054	 0.11133	 0.05592	 0.03111	 0.02712	 0.03975	 0.06589	 0.09266	 0.13757	 0.14410	-0.36550	  1.0928	-0.192621	 -0.0576	
      11	  11.224	0.039107	  1.0771	 -0.0523	  1.0641	-0.171300	3.008E+6	   0.234	 3866.81	   82.21	   0.000	-0.24045	-0.31769	-0.32813	-0.33057	-0.33119	-0.33219	-0.33077	-0.33004	-0.33073	-0.33937	-0.36090	-0.41207	-0.51644	-0.66987	-0.83614	-0.98992	-1.11914	-1.22084	-1.30496	-1.39109	-1.45145	-1.52438	-1.57590	-1.64741	-1.68660	-1.73163	-1.78607	-1.90936	-2.05589	-2.11350	-2.14972	-2.29916	-2.45700	-2.63060	-2.87093	-2.97112	-2.99112	-2.84190	-2.15747	-1.84627	-1.84655	 0.53699	 0.92560	 0.99833	 0.92511	 0.81531	 0.69363	 0.57504	 0.47618	 0.37775	 0.28682	 0.20757	 0.12933	 0.06881	 0.02309	 0.00936	 0.01453	 0.04446	 0.06997	 0.10120	 0.15069	 0.17020	-0.26942	  1.0642	-0.171577	 -0.0525	
      12	   9.210	0.024127	  1.0450	 -0.0521	  1.0354	-0.143434	3.009E+6	   0.234	 3872.90	   82.28	   0.000	-0.11439	-0.15501	-0.16031	-0.16912	-0.17942	-0.19326	-0.21698	-0.26067	-0.34058	-0.45148	-0.57827	-0.71338	-0.84117	-0.95858	-1.06860	-1.17337	-1.25645	-1.32124	-1.37121	-1.43019	-1.46633	-1.51515	-1.54532	-1.59399	-1.61285	-1.63670	-1.66773	-1.76716	-1.88416	-1.91078	-1.91323	-2.02473	-2.13574	-2.26858	-2.39995	-2.42452	-2.36410	-2.14988	-1.49419	-1.17629	-1.17617	 0.73977	 0.98457	 0.97323	 0.85872	 0.73387	 0.60628	 0.48692	 0.39256	 0.30024	 0.21878	 0.14792	 0.07116	 0.02188	-0.01493	-0.01941	-0.00619	 0.03140	 0.06615	 0.10742	 0.16473	 0.21090	-0.13539	  1.0352	-0.143101	 -0.0523	
      13	   7.693	0.015680	  0.9723	 -0.0551	  0.9656	-0.114623	3.007E+6	   0.234	 3866.79	   82.21	   0.000	-0.02998	-0.05723	-0.07272	-0.09190	-0.11706	-0.15684	-0.22026	-0.30755	-0.41672	-0.53210	-0.64972	-0.77200	-0.88459	-0.98651	-1.08290	-1.17534	-1.24531	-1.29796	-1.33494	-1.38212	-1.40659	-1.44232	-1.46050	-1.49478	-1.50065	-1.51063	-1.52526	-1.60597	-1.69917	-1.70294	-1.68343	-1.76233	-1.83267	-1.91635	-1.98398	-1.95161	-1.83386	-1.57809	-0.96227	-0.64906	-0.64872	 0.87076	 0.99991	 0.92471	 0.78256	 0.65003	 0.52033	 0.40287	 0.31427	 0.22838	 0.15173	 0.08577	 0.01552	-0.02673	-0.05575	-0.05186	-0.03080	 0.01503	 0.05746	 0.10570	 0.16887	 0.23235	-0.04358	  0.9653	-0.114143	 -0.0553	
      14	   7.187	0.014544	  0.9459	 -0.0579	  0.9403	-0.103909	3.007E+6	   0.234	 3869.77	   82.25	   0.000	 0.00143	-0.02429	-0.04502	-0.07163	-0.10689	-0.16145	-0.23964	-0.33470	-0.44448	-0.55643	-0.66935	-0.78709	-0.89444	-0.99116	-1.08279	-1.17098	-1.23639	-1.28477	-1.31725	-1.36025	-1.38052	-1.41176	-1.42557	-1.45476	-1.45615	-1.46126	-1.47046	-1.54411	-1.62889	-1.62498	-1.59787	-1.66428	-1.72189	-1.78698	-1.83418	-1.78295	-1.64687	-1.37911	-0.78024	-0.47127	-0.47077	 0.90766	 0.99791	 0.90042	 0.75009	 0.61595	 0.48636	 0.37009	 0.28425	 0.20016	 0.12571	 0.06230	-0.00561	-0.04510	-0.07118	-0.06412	-0.04016	 0.00884	 0.05414	 0.10516	 0.17055	 0.24064	-0.00585	  0.9399	-0.103416	 -0.0580	
      15	   6.669	0.012982	  0.9166	 -0.0602	  0.9119	-0.093557	3.008E+6	   0.234	 3873.22	   82.29	   0.000	 0.02792	 0.00162	-0.02518	-0.05953	-0.10504	-0.17089	-0.25690	-0.35408	-0.46196	-0.57050	-0.67927	-0.79325	-0.89653	-0.98892	-1.07664	-1.16122	-1.22276	-1.26742	-1.29597	-1.33505	-1.35187	-1.37873	-1.38888	-1.41340	-1.41074	-1.41123	-1.41512	-1.48237	-1.55894	-1.54794	-1.51370	-1.56773	-1.61467	-1.66172	-1.68955	-1.62091	-1.46822	-1.19030	-0.60949	-0.30556	-0.30509	 0.93802	 0.99133	 0.87297	 0.71581	 0.58076	 0.45164	 0.33674	 0.25375	 0.17146	 0.09926	 0.03837	-0.02746	-0.06429	-0.08754	-0.07752	-0.05071	 0.00129	 0.04933	 0.10292	 0.17062	 0.24694	 0.02236	  0.9115	-0.093060	 -0.0604	
      16	   5.651	0.011816	  0.8368	 -0.0639	  0.8339	-0.070641	3.001E+6	   0.234	 3856.56	   82.12	   0.000	 0.07138	 0.04050	 0.00194	-0.04732	-0.10837	-0.18640	-0.27780	-0.37399	-0.47694	-0.57883	-0.68057	-0.78755	-0.88291	-0.96723	-1.04697	-1.12399	-1.17735	-1.21434	-1.23457	-1.26569	-1.27473	-1.29267	-1.29455	-1.30876	-1.29731	-1.28822	-1.28066	-1.33329	-1.39189	-1.36571	-1.31607	-1.34216	-1.37249	-1.37470	-1.36110	-1.25623	-1.07071	-0.77620	-0.24179	 0.04514	 0.04621	 0.98589	 0.95678	 0.79500	 0.62607	 0.49150	 0.36498	 0.25428	 0.18240	 0.10133	 0.03508	-0.02010	-0.08105	-0.11172	-0.12863	-0.11171	-0.07866	-0.01959	 0.03463	 0.09366	 0.16615	 0.25427	 0.06839	  0.8335	-0.070204	 -0.0640	
      17	   5.141	0.011260	  0.7917	 -0.0651	  0.7895	-0.059725	2.999E+6	   0.234	 3850.44	   82.05	   0.000	 0.08841	 0.05398	 0.01019	-0.04448	-0.10991	-0.19030	-0.28188	-0.37663	-0.47715	-0.57613	-0.67483	-0.77848	-0.87030	-0.95079	-1.02681	-1.10028	-1.14979	-1.18305	-1.19935	-1.22655	-1.23199	-1.24547	-1.24334	-1.25244	-1.23697	-1.22310	-1.21005	-1.25521	-1.30514	-1.27173	-1.21402	-1.22966	-1.24809	-1.23011	-1.19723	-1.07590	-0.87679	-0.57715	-0.06835	 0.20696	 0.20818	 0.99774	 0.92784	 0.74674	 0.57425	 0.44159	 0.31729	 0.20939	 0.14216	 0.06368	 0.00039	-0.05154	-0.10978	-0.13721	-0.15082	-0.13036	-0.09399	-0.03140	 0.02586	 0.08772	 0.16266	 0.25604	 0.08565	  0.7891	-0.059328	 -0.0653	
      18	   8.209	0.018056	  0.9972	 -0.0534	  0.9896	-0.124518	2.989E+6	   0.233	 3826.64	   81.81	   0.000	-0.05882	-0.08987	-0.10126	-0.11567	-0.13413	-0.16405	-0.21319	-0.28873	-0.39252	-0.50845	-0.62910	-0.75490	-0.87175	-0.97851	-1.07911	-1.17570	-1.24993	-1.30669	-1.34806	-1.39937	-1.42779	-1.46813	-1.49050	-1.52985	-1.54010	-1.55489	-1.57530	-1.66221	-1.76363	-1.77545	-1.76307	-1.85353	-1.93723	-2.03952	-2.12727	-2.11428	-2.01572	-1.77317	-1.14250	-0.82676	-0.82652	 0.82971	 0.99832	 0.94471	 0.81132	 0.68089	 0.55156	 0.43311	 0.34214	 0.25429	 0.17603	 0.10763	 0.03474	-0.00963	-0.04162	-0.04080	-0.02255	 0.02028	 0.06002	 0.10576	 0.16684	 0.22459	-0.07860	  0.9893	-0.124075	 -0.0536	
      19	   7.700	0.016067	  0.9710	 -0.0552	  0.9644	-0.114177	2.991E+6	   0.233	 3833.35	   81.89	   0.000	-0.02891	-0.05594	-0.07147	-0.09068	-0.11635	-0.15665	-0.22065	-0.30841	-0.41760	-0.53293	-0.65038	-0.77240	-0.88465	-0.98641	-1.08239	-1.17477	-1.24444	-1.29691	-1.33370	-1.38072	-1.40506	-1.44065	-1.45873	-1.49272	-1.49842	-1.50821	-1.52278	-1.60296	-1.69580	-1.69956	-1.67971	-1.75750	-1.82782	-1.91075	-1.97762	-1.94472	-1.82650	-1.57030	-0.95548	-0.64236	-0.64208	 0.87206	 0.99979	 0.92395	 0.78142	 0.64891	 0.51919	 0.40173	 0.31316	 0.22733	 0.15079	 0.08502	 0.01478	-0.02726	-0.05623	-0.05216	-0.03111	 0.01482	 0.05738	 0.10573	 0.16893	 0.23267	-0.04189	  0.9641	-0.113704	 -0.0554	
      20	   3.086	0.009269	  0.5946	 -0.0678	  0.5942	-0.022750	2.998E+6	   0.234	 3854.55	   82.12	   0.000	 0.13440	 0.08304	 0.02647	-0.03849	-0.11005	-0.19089	-0.27868	-0.36639	-0.45729	-0.54563	-0.63300	-0.72456	-0.80297	-0.86936	-0.93130	-0.99086	-1.02581	-1.04530	-1.04688	-1.05940	-1.05114	-1.04764	-1.03081	-1.02112	-0.99020	-0.95867	-0.92532	-0.94326	-0.96039	-0.89983	-0.81926	-0.80105	-0.75451	-0.67964	-0.58340	-0.41362	-0.18170	 0.11740	 0.50702	 0.71525	 0.71667	 0.95126	 0.72858	 0.49239	 0.32371	 0.20981	 0.10152	 0.00991	-0.03643	-0.10041	-0.15034	-0.18824	-0.23434	-0.24794	-0.24740	-0.21192	-0.16209	-0.08433	-0.01517	 0.05805	 0.14248	 0.25467	 0.13276	  0.5938	-0.022527	 -0.0679	
      21	   1.031	0.008156	  0.3731	 -0.0679	  0.3732	0.001445	3.001E+6	   0.234	 3861.36	   82.19	   0.000	 0.16117	 0.09622	 0.03641	-0.02900	-0.09888	-0.17475	-0.25603	-0.33576	-0.41714	-0.49532	-0.57133	-0.65128	-0.71660	-0.76907	-0.81746	-0.86315	-0.88435	-0.89051	-0.87860	-0.87694	-0.85632	-0.83709	-0.80660	-0.77976	-0.73527	-0.68795	-0.63763	-0.63022	-0.61664	-0.53247	-0.44000	-0.37213	-0.29042	-0.17845	-0.04349	 0.14986	 0.38163	 0.63655	 0.87657	 0.97591	 0.97751	 0.69203	 0.37071	 0.12113	-0.00906	-0.08233	-0.16157	-0.22497	-0.24568	-0.29013	-0.32280	-0.34284	-0.37412	-0.37152	-0.35466	-0.30228	-0.23742	-0.14334	-0.06122	 0.02400	 0.11763	 0.24605	 0.16011	  0.3729	0.001528	 -0.0680	
      22	  -0.009	0.007559	  0.2606	 -0.0672	  0.2606	0.007602	2.999E+6	   0.234	 3859.77	   82.19	   0.000	 0.16957	 0.10011	 0.04101	-0.02293	-0.09069	-0.16339	-0.24104	-0.31678	-0.39336	-0.46656	-0.53725	-0.61152	-0.67061	-0.71680	-0.75834	-0.79748	-0.81218	-0.81245	-0.79422	-0.78637	-0.76020	-0.73392	-0.69758	-0.66298	-0.61284	-0.55842	-0.50150	-0.48245	-0.45626	-0.36885	-0.26165	-0.18006	-0.08839	 0.03604	 0.18359	 0.37782	 0.59489	 0.81009	 0.96782	 0.99852	 1.00000	 0.47960	 0.13547	-0.10141	-0.19897	-0.24651	-0.28986	-0.35287	-0.35676	-0.39002	-0.41287	-0.42285	-0.44576	-0.43457	-0.40905	-0.34782	-0.27516	-0.17306	-0.08431	 0.00699	 0.10436	 0.23928	 0.16912	  0.2604	0.007655	 -0.0673	
      23	  -1.028	0.007202	  0.1453	 -0.0661	  0.1452	0.009808	2.998E+6	   0.234	 3861.21	   82.22	   0.000	 0.17587	 0.10350	 0.04619	-0.01560	-0.08079	-0.15003	-0.22393	-0.29554	-0.36729	-0.43562	-0.50166	-0.56947	-0.62244	-0.66245	-0.69762	-0.73051	-0.73883	-0.73341	-0.70936	-0.69550	-0.66381	-0.63114	-0.58954	-0.54757	-0.49178	-0.43238	-0.36867	-0.33946	-0.30624	-0.20753	-0.09363	-0.00314	 0.09952	 0.23248	 0.38532	 0.57233	 0.76473	 0.92839	 0.99878	 0.96039	 0.96199	 0.20907	-0.14004	-0.35136	-0.41090	-0.42624	-0.44035	-0.48784	-0.47392	-0.49419	-0.50599	-0.50527	-0.51934	-0.49884	-0.46423	-0.39374	-0.31332	-0.20278	-0.10743	-0.01031	 0.09080	 0.23072	 0.17535	  0.1451	0.009853	 -0.0662	
      24	  -2.058	0.006962	  0.0276	 -0.0649	  0.0273	0.007948	2.998E+6	   0.234	 3859.81	   82.21	   0.000	 0.18021	 0.10632	 0.05153	-0.00757	-0.06994	-0.13550	-0.20548	-0.27286	-0.33988	-0.40323	-0.46373	-0.52585	-0.57281	-0.60654	-0.63559	-0.66224	-0.66459	-0.65366	-0.62402	-0.60433	-0.56796	-0.52895	-0.48248	-0.43409	-0.37439	-0.30883	-0.24089	-0.20201	-0.15695	-0.05345	 0.06439	 0.16286	 0.27251	 0.40915	 0.56049	 0.73242	 0.88986	 0.98889	 0.97903	 0.84541	 0.84685	-0.12261	-0.45959	-0.63412	-0.64476	-0.61775	-0.60408	-0.63076	-0.59706	-0.60280	-0.60273	-0.59050	-0.59468	-0.56468	-0.52027	-0.44023	-0.35163	-0.23259	-0.13042	-0.02755	 0.07689	 0.22095	 0.17943	  0.0273	0.008015	 -0.0649	
      25	  -3.087	0.006783	 -0.0864	 -0.0635	 -0.0867	0.002119	2.997E+6	   0.234	 3860.05	   82.22	   0.000	 0.18274	 0.10915	 0.05732	 0.00110	-0.05829	-0.12025	-0.18639	-0.24971	-0.31208	-0.37058	-0.42621	-0.48282	-0.52412	-0.55205	-0.57543	-0.59619	-0.59297	-0.57704	-0.54246	-0.51762	-0.47696	-0.43226	-0.38184	-0.32796	-0.26430	-0.19436	-0.12275	-0.07836	-0.02180	 0.08633	 0.20548	 0.30933	 0.42215	 0.55785	 0.70184	 0.85180	 0.96609	 0.99797	 0.90003	 0.66045	 0.66171	-0.50104	-0.80982	-0.93392	-0.88662	-0.80791	-0.76778	-0.77489	-0.72003	-0.71058	-0.69827	-0.67399	-0.66815	-0.62814	-0.57388	-0.48433	-0.38755	-0.26016	-0.15142	-0.04322	 0.06397	 0.21043	 0.18202	 -0.0866	0.002233	 -0.0635	
      26	  -5.141	0.007077	 -0.3164	 -0.0608	 -0.3158	-0.021308	2.993E+6	   0.234	 3852.30	   82.14	   0.000	 0.18070	 0.11244	 0.06817	 0.01870	-0.03423	-0.08855	-0.14671	-0.20174	-0.25491	-0.30458	-0.34946	-0.39530	-0.42554	-0.44247	-0.45478	-0.46431	-0.45108	-0.42566	-0.38207	-0.34771	-0.29915	-0.24520	-0.18777	-0.12457	-0.05412	 0.02184	 0.09632	 0.15781	 0.22765	 0.33892	 0.45547	 0.56192	 0.67121	 0.79145	 0.90235	 0.98522	 0.99205	 0.87572	 0.55549	 0.06900	 0.06996	-1.43697	-1.63727	-1.61540	-1.39567	-1.23418	-1.12377	-1.08203	-0.98032	-0.93627	-0.89627	-0.84582	-0.81712	-0.75568	-0.68014	-0.57013	-0.45612	-0.31168	-0.18937	-0.07131	 0.03799	 0.18252	 0.18057	 -0.3156	-0.021032	 -0.0608	
