   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      20	  -8.218	0.009860	 -0.6182	 -0.0596	 -0.6132	-0.078598	2.993E+6	   0.240	 3994.09	   84.62	   0.000	 0.12598	 0.09145	 0.06487	 0.02822	-0.01366	-0.05597	-0.10223	-0.14518	-0.18583	-0.22115	-0.25267	-0.28259	-0.29915	-0.30164	-0.30008	-0.29398	-0.26718	-0.23011	-0.17673	-0.13018	-0.07362	-0.00801	 0.05554	 0.12629	 0.20085	 0.28273	 0.36481	 0.43560	 0.51509	 0.61981	 0.72177	 0.81037	 0.89503	 0.96891	 0.99950	 0.95364	 0.76911	 0.36537	-0.31634	-1.21626	-1.21676	-3.09328	-3.04421	-2.72515	-2.28629	-1.90985	-1.65670	-1.52513	-1.35248	-1.24864	-1.16309	-1.07066	-1.00170	-0.90544	-0.79377	-0.65361	-0.51322	-0.34667	-0.20930	-0.09196	-0.00496	 0.09958	 0.12796	 -0.6130	-0.078058	 -0.0596	
      21	 -10.272	0.015608	 -0.7621	 -0.0599	 -0.7527	-0.120543	2.999E+6	   0.240	 4012.56	   84.83	   0.000	 0.03938	 0.05432	 0.04589	 0.02022	-0.01397	-0.04700	-0.08617	-0.12255	-0.15596	-0.18400	-0.20817	-0.22904	-0.23769	-0.23619	-0.22844	-0.21117	-0.17917	-0.13278	-0.07816	-0.02288	 0.03629	 0.10976	 0.17394	 0.24961	 0.32738	 0.41305	 0.49633	 0.56835	 0.64806	 0.74447	 0.83308	 0.90750	 0.96742	 0.99925	 0.97323	 0.82833	 0.50520	-0.09661	-1.00627	-2.17589	-2.17675	-4.18602	-3.93432	-3.32150	-2.78541	-2.31597	-1.97487	-1.77368	-1.54856	-1.40461	-1.28839	-1.16702	-1.07007	-0.94825	-0.80991	-0.64612	-0.48684	-0.31131	-0.18193	-0.10177	-0.05466	 0.00929	 0.04039	 -0.7526	-0.120008	 -0.0598	
      22	 -12.271	0.029218	 -0.8292	 -0.0536	 -0.8165	-0.147686	2.994E+6	   0.240	 4004.62	   84.77	   0.000	-0.10236	-0.01877	-0.00348	-0.01332	-0.03492	-0.06334	-0.11386	-0.13760	-0.15977	-0.17949	-0.19511	-0.20607	-0.20585	-0.19734	-0.18161	-0.15650	-0.11707	-0.06433	-0.00441	 0.05592	 0.11895	 0.19609	 0.26345	 0.34167	 0.41989	 0.50480	 0.58680	 0.65840	 0.73573	 0.82329	 0.89895	 0.95814	 0.99469	 0.99162	 0.91357	 0.68296	 0.24624	-0.51507	-1.59761	-2.96616	-2.96750	-5.00021	-4.61061	-3.75123	-3.10220	-2.60487	-2.19390	-1.91167	-1.63300	-1.44561	-1.29502	-1.13938	-1.00176	-0.83957	-0.65560	-0.46604	-0.32863	-0.24824	-0.21994	-0.20221	-0.18528	-0.14559	-0.10900	 -0.8165	-0.147535	 -0.0535	
      23	 -12.782	0.036386	 -0.8407	 -0.0499	 -0.8279	-0.150503	2.990E+6	   0.240	 3995.16	   84.68	   0.000	-0.12656	-0.03315	-0.01456	-0.02170	-0.04031	-0.08298	-0.11648	-0.13988	-0.16094	-0.17941	-0.19348	-0.20285	-0.20112	-0.19099	-0.17365	-0.14716	-0.10632	-0.05250	 0.00866	 0.06985	 0.13374	 0.21145	 0.27930	 0.35815	 0.43614	 0.52096	 0.60247	 0.67376	 0.75057	 0.83614	 0.90902	 0.96521	 0.99674	 0.98699	 0.89893	 0.65221	 0.19464	-0.59503	-1.70629	-3.10700	-3.10837	-5.12657	-4.71308	-3.80165	-3.14182	-2.65597	-2.23310	-1.92787	-1.63529	-1.43680	-1.27765	-1.11423	-0.96692	-0.79793	-0.61216	-0.43884	-0.32842	-0.26683	-0.24591	-0.23128	-0.21733	-0.17690	-0.14943	 -0.8281	-0.150475	 -0.0498	
      24	 -13.087	0.183764	 -0.5481	  0.0491	 -0.5755	0.054885	2.920E+6	   0.234	 3811.57	   82.77	   0.000	-0.42446	-0.24710	-0.21099	-0.21202	-0.23222	-0.25397	-0.28591	-0.31446	-0.34123	-0.36361	-0.38210	-0.39936	-0.40212	-0.38909	-0.37364	-0.35412	-0.31338	-0.26356	-0.19785	-0.14060	-0.07495	-0.00040	 0.06852	 0.14552	 0.22494	 0.31147	 0.39598	 0.46762	 0.54703	 0.64830	 0.74476	 0.82794	 0.90504	 0.97116	 0.99836	 0.95848	 0.80248	 0.47150	-0.06594	-0.74502	-0.74456	-1.82651	-1.47920	-0.97863	-0.86764	-0.85278	-0.86036	-0.84257	-0.81726	-0.79324	-0.77187	-0.75506	-0.73821	-0.72634	-0.71503	-0.70787	-0.70480	-0.69723	-0.70287	-0.69226	-0.66287	-0.52786	-0.45040	 -0.5773	0.055502	  0.0494	Wake not in center of rake!; 
      25	 -11.273	0.020311	 -0.8058	 -0.0596	 -0.7942	-0.137599	2.998E+6	   0.241	 4018.98	   84.94	   0.000	-0.02337	 0.02431	 0.02685	 0.00837	-0.02032	-0.04447	-0.09558	-0.13266	-0.15807	-0.18134	-0.20081	-0.21493	-0.21927	-0.21476	-0.20271	-0.18056	-0.14493	-0.09520	-0.03784	 0.02007	 0.08141	 0.15668	 0.22266	 0.29958	 0.37813	 0.46314	 0.54583	 0.61783	 0.69667	 0.78858	 0.87057	 0.93790	 0.98525	 0.99854	 0.94549	 0.75517	 0.37110	-0.31708	-1.32220	-2.60184	-2.60283	-4.64325	-4.31311	-3.57785	-2.97546	-2.48039	-2.10119	-1.86262	-1.61185	-1.44780	-1.31628	-1.18009	-1.06701	-0.92978	-0.77420	-0.59562	-0.42850	-0.26521	-0.17287	-0.12536	-0.09695	-0.05611	-0.02922	 -0.7941	-0.137186	 -0.0595	
      26	  -9.232	0.012398	 -0.6987	 -0.0596	 -0.6917	-0.099865	3.003E+6	   0.241	 4034.14	   85.10	   0.000	 0.09071	 0.07621	 0.05759	 0.02611	-0.01188	-0.04988	-0.09240	-0.13151	-0.16800	-0.19913	-0.22643	-0.25210	-0.26399	-0.26156	-0.25542	-0.24553	-0.21468	-0.17438	-0.11961	-0.06999	-0.01270	 0.05460	 0.11628	 0.18989	 0.26700	 0.35248	 0.43557	 0.50733	 0.58744	 0.68831	 0.78383	 0.86600	 0.93840	 0.99127	 0.99338	 0.89825	 0.64319	 0.13892	-0.66049	-1.69961	-1.69987	-3.65664	-3.50208	-3.01498	-2.55029	-2.12185	-1.82380	-1.65854	-1.45966	-1.33570	-1.23482	-1.12801	-1.04559	-0.93689	-0.81285	-0.66149	-0.51206	-0.33945	-0.20130	-0.09389	-0.02493	 0.06125	 0.09167	 -0.6915	-0.099287	 -0.0596	
      27	  -7.199	0.008405	 -0.5222	 -0.0598	 -0.5191	-0.057098	3.007E+6	   0.241	 4047.04	   85.23	   0.000	 0.15131	 0.10143	 0.06786	 0.02639	-0.01943	-0.06589	-0.11625	-0.16327	-0.20827	-0.24811	-0.28411	-0.31884	-0.34019	-0.34762	-0.35086	-0.34947	-0.32680	-0.29282	-0.24361	-0.20059	-0.14671	-0.08446	-0.02193	 0.04766	 0.12218	 0.20204	 0.28251	 0.35045	 0.42824	 0.53581	 0.64381	 0.73829	 0.83338	 0.92752	 0.98910	 0.99008	 0.87765	 0.57889	 0.02333	-0.73074	-0.73033	-2.50491	-2.56061	-2.38018	-2.00020	-1.68004	-1.47534	-1.37635	-1.23024	-1.14684	-1.07721	-0.99957	-0.94435	-0.86013	-0.76086	-0.63155	-0.50029	-0.34099	-0.20766	-0.08774	 0.01038	 0.13043	 0.15259	 -0.5188	-0.056643	 -0.0598	
      28	  -5.148	0.006858	 -0.3111	 -0.0610	 -0.3104	-0.021080	3.002E+6	   0.241	 4033.29	   85.09	   0.000	 0.17488	 0.10808	 0.06394	 0.01443	-0.03853	-0.09288	-0.15118	-0.20632	-0.26014	-0.30895	-0.35444	-0.39908	-0.43064	-0.44823	-0.46090	-0.47008	-0.45638	-0.43036	-0.38823	-0.35316	-0.30587	-0.25071	-0.19351	-0.13133	-0.06042	 0.01596	 0.09524	 0.15419	 0.22398	 0.33388	 0.44979	 0.54652	 0.65738	 0.78319	 0.89645	 0.98199	 0.99351	 0.88336	 0.56846	 0.08753	 0.08872	-1.42070	-1.64387	-1.62968	-1.43626	-1.23067	-1.11351	-1.07248	-0.97598	-0.93107	-0.89171	-0.84212	-0.81207	-0.75088	-0.67444	-0.56595	-0.45205	-0.30873	-0.18668	-0.07053	 0.03499	 0.17226	 0.17509	 -0.3102	-0.020816	 -0.0610	
      29	  -3.088	0.006267	 -0.0913	 -0.0632	 -0.0915	0.001340	3.004E+6	   0.241	 4039.40	   85.16	   0.000	 0.17993	 0.10727	 0.05540	-0.00065	-0.05992	-0.12177	-0.18777	-0.25096	-0.31382	-0.37120	-0.42699	-0.48202	-0.52433	-0.55260	-0.57591	-0.59604	-0.59220	-0.57541	-0.54200	-0.51606	-0.47624	-0.43039	-0.38022	-0.32638	-0.26210	-0.19179	-0.11933	-0.07118	-0.01342	 0.09208	 0.20918	 0.29671	 0.41257	 0.55567	 0.70157	 0.85202	 0.96681	 0.99815	 0.89769	 0.65387	 0.65560	-0.52158	-0.84611	-0.97386	-0.92839	-0.81323	-0.77217	-0.77853	-0.72599	-0.71512	-0.70284	-0.67852	-0.67102	-0.63067	-0.57511	-0.48628	-0.38903	-0.26191	-0.15246	-0.04494	 0.05985	 0.20180	 0.17929	 -0.0914	0.001453	 -0.0632	
      30	  -1.032	0.006735	  0.1404	 -0.0653	  0.1402	0.009262	3.004E+6	   0.241	 4038.73	   85.15	   0.000	 0.17217	 0.10197	 0.04506	-0.01646	-0.08120	-0.15031	-0.22400	-0.29553	-0.36777	-0.43504	-0.50069	-0.56769	-0.62171	-0.66214	-0.69751	-0.72971	-0.73755	-0.73146	-0.70868	-0.69357	-0.66292	-0.62917	-0.58822	-0.54616	-0.48991	-0.43015	-0.36711	-0.33500	-0.29556	-0.19910	-0.09171	-0.02528	 0.08256	 0.22627	 0.38247	 0.57236	 0.76618	 0.93034	 0.99991	 0.95865	 0.96046	 0.19862	-0.16197	-0.38231	-0.45184	-0.42352	-0.44399	-0.49047	-0.47797	-0.49762	-0.50994	-0.50931	-0.52226	-0.50199	-0.46637	-0.39678	-0.31613	-0.20591	-0.10986	-0.01316	 0.08633	 0.22332	 0.17168	  0.1401	0.009303	 -0.0653	
      31	   0.008	0.007149	  0.2527	 -0.0659	  0.2527	0.007115	3.003E+6	   0.241	 4037.60	   85.14	   0.000	 0.16517	 0.09905	 0.04095	-0.02244	-0.08941	-0.16179	-0.23914	-0.31476	-0.39180	-0.46404	-0.53506	-0.60775	-0.66768	-0.71448	-0.75616	-0.79463	-0.80860	-0.80813	-0.79123	-0.78217	-0.75650	-0.72943	-0.69380	-0.65850	-0.60770	-0.55380	-0.49707	-0.47413	-0.44601	-0.35505	-0.25599	-0.20544	-0.10547	 0.03177	 0.18357	 0.38182	 0.60079	 0.81600	 0.97138	 0.99830	 1.00000	 0.46692	 0.11386	-0.13105	-0.23965	-0.25062	-0.29567	-0.35792	-0.36292	-0.39552	-0.41854	-0.42831	-0.45040	-0.43912	-0.41259	-0.35200	-0.27924	-0.17718	-0.08761	 0.00353	 0.09959	 0.23207	 0.16412	  0.2525	0.007159	 -0.0660	
      32	   2.056	0.008378	  0.4745	 -0.0663	  0.4745	-0.008648	3.001E+6	   0.241	 4033.35	   85.10	   0.000	 0.13960	 0.08649	 0.03032	-0.03340	-0.10276	-0.18035	-0.26443	-0.34798	-0.43458	-0.51682	-0.59894	-0.68313	-0.75577	-0.81583	-0.87076	-0.92268	-0.95000	-0.96211	-0.95799	-0.96199	-0.94807	-0.93572	-0.91230	-0.89273	-0.85437	-0.81447	-0.77329	-0.77259	-0.76972	-0.69686	-0.61155	-0.61040	-0.53495	-0.42427	-0.30039	-0.10796	 0.13351	 0.41797	 0.73427	 0.88968	 0.89141	 0.84078	 0.55310	 0.29655	 0.13466	 0.06104	-0.02274	-0.11003	-0.14570	-0.20062	-0.24277	-0.27156	-0.30980	-0.31552	-0.30615	-0.26293	-0.20545	-0.11943	-0.04315	 0.03609	 0.12434	 0.24372	 0.13864	  0.4742	-0.008517	 -0.0664	
      33	   3.605	0.009661	  0.6295	 -0.0650	  0.6289	-0.029947	2.998E+6	   0.241	 4026.39	   85.03	   0.000	 0.10920	 0.06879	 0.01976	-0.03909	-0.10624	-0.18524	-0.27308	-0.36213	-0.45589	-0.54598	-0.63654	-0.72951	-0.81212	-0.88258	-0.94777	-1.01011	-1.04806	-1.07027	-1.07661	-1.09130	-1.08703	-1.08669	-1.07375	-1.06724	-1.03964	-1.01176	-0.98464	-1.00262	-1.02200	-0.96713	-0.89179	-0.93567	-0.88946	-0.81048	-0.72160	-0.55264	-0.31890	-0.01267	 0.40719	 0.63333	 0.63478	 0.97453	 0.77680	 0.54294	 0.36362	 0.26079	 0.15438	 0.05376	 0.00005	-0.06784	-0.12201	-0.16293	-0.21161	-0.22867	-0.23077	-0.19969	-0.15277	-0.07829	-0.01155	 0.05895	 0.14054	 0.24745	 0.10720	  0.6285	-0.029707	 -0.0651	
      34	   6.668	0.013291	  0.8820	 -0.0560	  0.8776	-0.089223	2.991E+6	   0.240	 4009.49	   84.86	   0.000	-0.00508	-0.03085	-0.04974	-0.07423	-0.10644	-0.15630	-0.22984	-0.32112	-0.42841	-0.53688	-0.64770	-0.76110	-0.86648	-0.96062	-1.04857	-1.13322	-1.19454	-1.23892	-1.26904	-1.30709	-1.32442	-1.35053	-1.36090	-1.38372	-1.38086	-1.37993	-1.38520	-1.44308	-1.51066	-1.50119	-1.47322	-1.58306	-1.61048	-1.62972	-1.64687	-1.56206	-1.39887	-1.11462	-0.53963	-0.22806	-0.22769	 0.95089	 0.98660	 0.85481	 0.69045	 0.56369	 0.43446	 0.31973	 0.24092	 0.15448	 0.08193	 0.02141	-0.04385	-0.08033	-0.10268	-0.09306	-0.06568	-0.01260	 0.03579	 0.08957	 0.15692	 0.23117	-0.01226	  0.8772	-0.088804	 -0.0562	
      35	   7.698	0.016794	  0.9328	 -0.0514	  0.9266	-0.108309	2.987E+6	   0.240	 3999.51	   84.76	   0.000	-0.06108	-0.09045	-0.10146	-0.11544	-0.13233	-0.15912	-0.20346	-0.27426	-0.37476	-0.48720	-0.60635	-0.72893	-0.84458	-0.94924	-1.04642	-1.13951	-1.20970	-1.26252	-1.30136	-1.34747	-1.37269	-1.40750	-1.42598	-1.45842	-1.46412	-1.47236	-1.48839	-1.55842	-1.64077	-1.64655	-1.63584	-1.77082	-1.81363	-1.85528	-1.92444	-1.87363	-1.74250	-1.47878	-0.87073	-0.54706	-0.54681	 0.89272	 1.00000	 0.90884	 0.75832	 0.63171	 0.50137	 0.38365	 0.29951	 0.20953	 0.13252	 0.06707	-0.00280	-0.04455	-0.07264	-0.06910	-0.04735	-0.00034	 0.04254	 0.09097	 0.15392	 0.21570	-0.07948	  0.9263	-0.107933	 -0.0516	
      36	   4.611	0.010361	  0.7247	 -0.0632	  0.7232	-0.047936	2.995E+6	   0.241	 4021.42	   85.00	   0.000	 0.08098	 0.04833	 0.00785	-0.04326	-0.10484	-0.18176	-0.27055	-0.36289	-0.46155	-0.55715	-0.65350	-0.75267	-0.84226	-0.92002	-0.99223	-1.06170	-1.10706	-1.13612	-1.15000	-1.17208	-1.17475	-1.18294	-1.17746	-1.18022	-1.16047	-1.14116	-1.12421	-1.15525	-1.19031	-1.15003	-1.08773	-1.14936	-1.13560	-1.08215	-1.02375	-0.87798	-0.66029	-0.35266	 0.12712	 0.38967	 0.39093	 1.00000	 0.87930	 0.67235	 0.49156	 0.37614	 0.25898	 0.15212	 0.08831	 0.01301	-0.04775	-0.09585	-0.15058	-0.17458	-0.18385	-0.16025	-0.12015	-0.05306	 0.00759	 0.07235	 0.14935	 0.24656	 0.07794	  0.7227	-0.047612	 -0.0633	
      37	   5.645	0.011448	  0.8123	 -0.0602	  0.8094	-0.068505	2.992E+6	   0.240	 4014.39	   84.93	   0.000	 0.04262	 0.01545	-0.01421	-0.05266	-0.10223	-0.17105	-0.25723	-0.35164	-0.45538	-0.55712	-0.66013	-0.76613	-0.86308	-0.94880	-1.02857	-1.10556	-1.15877	-1.19542	-1.21723	-1.24724	-1.25717	-1.27440	-1.27682	-1.28966	-1.27833	-1.26825	-1.26226	-1.30711	-1.35866	-1.33383	-1.28831	-1.37237	-1.38539	-1.36439	-1.34255	-1.22561	-1.03263	-0.73294	-0.20028	 0.09085	 0.09189	 0.99010	 0.94921	 0.77780	 0.60244	 0.47920	 0.35412	 0.24283	 0.17056	 0.08904	 0.02199	-0.03266	-0.09318	-0.12373	-0.13993	-0.12354	-0.09007	-0.03025	 0.02426	 0.08320	 0.15529	 0.24149	 0.03864	  0.8090	-0.068112	 -0.0603	
