   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      20	  -5.153	0.007155	 -0.3157	 -0.0612	 -0.3150	-0.021225	3.003E+6	   0.242	 4056.96	   85.43	   0.000	 0.17876	 0.11094	 0.06630	 0.01649	-0.03674	-0.09116	-0.14950	-0.20464	-0.25794	-0.30692	-0.35270	-0.39775	-0.42872	-0.44575	-0.45740	-0.46734	-0.45370	-0.42911	-0.38656	-0.35065	-0.30187	-0.24762	-0.18988	-0.12603	-0.05530	 0.02334	 0.10484	 0.17361	 0.19960	 0.31855	 0.43756	 0.55891	 0.67224	 0.79123	 0.90190	 0.98399	 0.99335	 0.87928	 0.56257	 0.08562	 0.08549	-1.43069	-1.60932	-1.60375	-1.36979	-1.26793	-1.20493	-1.07390	-0.97315	-0.93740	-0.89715	-0.84622	-0.81644	-0.75616	-0.67975	-0.57060	-0.45697	-0.31206	-0.19014	-0.07271	 0.03644	 0.18076	 0.17936	 -0.3148	-0.020948	 -0.0612	
      21	  -7.195	0.008355	 -0.5371	 -0.0591	 -0.5339	-0.058985	3.000E+6	   0.241	 4049.26	   85.36	   0.000	 0.16203	 0.10877	 0.07404	 0.03214	-0.01390	-0.06036	-0.11067	-0.15753	-0.20184	-0.24150	-0.27766	-0.31259	-0.33322	-0.33992	-0.34213	-0.34115	-0.31847	-0.28575	-0.23615	-0.19218	-0.13698	-0.07554	-0.01289	 0.05819	 0.13195	 0.21443	 0.29653	 0.37155	 0.41810	 0.53250	 0.64294	 0.75155	 0.84756	 0.93513	 0.99244	 0.98709	 0.86725	 0.55745	-0.00897	-0.76492	-0.76611	-2.57325	-2.56120	-2.33670	-1.93671	-1.73143	-1.58931	-1.39181	-1.23878	-1.16441	-1.09325	-1.01337	-0.95765	-0.87422	-0.77451	-0.64389	-0.51229	-0.35050	-0.21605	-0.09280	 0.01177	 0.14297	 0.16335	 -0.5337	-0.058488	 -0.0591	
      22	  -9.249	0.011839	 -0.7269	 -0.0584	 -0.7194	-0.105152	2.995E+6	   0.241	 4037.09	   85.24	   0.000	 0.11075	 0.08981	 0.06882	 0.03655	-0.00155	-0.03977	-0.08205	-0.12093	-0.15659	-0.18769	-0.21499	-0.24041	-0.25183	-0.24997	-0.24262	-0.23270	-0.20215	-0.16303	-0.10669	-0.05617	 0.00365	 0.07070	 0.13679	 0.21224	 0.28724	 0.37131	 0.45384	 0.52967	 0.58693	 0.69266	 0.78968	 0.87892	 0.94911	 0.99427	 0.98994	 0.88316	 0.61435	 0.09001	-0.73098	-1.78139	-1.78351	-3.80818	-3.55795	-3.05707	-2.49982	-2.18024	-1.95279	-1.68947	-1.48380	-1.36765	-1.26421	-1.15478	-1.07128	-0.96335	-0.83873	-0.68553	-0.53483	-0.35772	-0.21509	-0.09928	-0.01892	 0.07773	 0.11075	 -0.7192	-0.104490	 -0.0583	
      23	  -9.249	0.011815	 -0.7270	 -0.0584	 -0.7194	-0.105186	2.994E+6	   0.241	 4038.11	   85.25	   0.000	 0.11067	 0.08993	 0.06894	 0.03668	-0.00141	-0.03965	-0.08191	-0.12083	-0.15642	-0.18761	-0.21486	-0.24026	-0.25167	-0.24985	-0.24252	-0.23259	-0.20208	-0.16299	-0.10661	-0.05603	 0.00379	 0.07081	 0.13690	 0.21237	 0.28737	 0.37144	 0.45391	 0.52974	 0.58701	 0.69278	 0.78978	 0.87915	 0.94917	 0.99440	 0.98999	 0.88313	 0.61429	 0.08985	-0.73127	-1.78194	-1.78393	-3.80883	-3.55825	-3.05787	-2.49986	-2.18036	-1.95280	-1.68950	-1.48385	-1.36763	-1.26419	-1.15477	-1.07121	-0.96328	-0.83865	-0.68544	-0.53470	-0.35767	-0.21492	-0.09913	-0.01883	 0.07779	 0.11091	 -0.7192	-0.104524	 -0.0583	
      24	 -11.277	0.021044	 -0.8490	 -0.0556	 -0.8368	-0.145393	2.987E+6	   0.241	 4019.79	   85.08	   0.000	 0.00999	 0.04081	 0.03738	 0.01648	-0.01321	-0.04297	-0.07767	-0.10916	-0.13703	-0.16063	-0.17987	-0.19786	-0.20037	-0.19034	-0.17518	-0.15828	-0.12042	-0.07536	-0.01370	 0.04210	 0.10500	 0.17693	 0.24536	 0.32287	 0.39818	 0.48286	 0.56437	 0.63872	 0.70038	 0.79582	 0.87860	 0.94774	 0.99104	 0.99609	 0.93357	 0.72774	 0.32498	-0.39009	-1.42690	-2.72739	-2.73020	-4.88206	-4.42571	-3.65652	-2.94118	-2.52153	-2.21619	-1.89940	-1.64871	-1.49235	-1.35817	-1.21991	-1.10652	-0.97187	-0.81792	-0.63837	-0.46859	-0.29660	-0.18976	-0.12998	-0.09667	-0.04307	-0.02596	 -0.8367	-0.144860	 -0.0555	
      25	 -12.279	0.032776	 -0.8805	 -0.0449	 -0.8673	-0.155226	2.978E+6	   0.240	 4001.43	   84.91	   0.000	-0.07844	-0.00490	 0.00465	-0.00835	-0.03259	-0.05720	-0.08768	-0.11524	-0.13909	-0.15896	-0.17449	-0.18871	-0.18738	-0.17356	-0.15486	-0.13433	-0.09317	-0.04531	 0.01888	 0.07716	 0.14175	 0.21564	 0.28457	 0.36288	 0.43838	 0.52310	 0.60409	 0.67757	 0.73985	 0.83045	 0.90660	 0.96666	 0.99813	 0.98647	 0.89829	 0.65110	 0.19377	-0.59728	-1.71585	-3.11120	-3.11407	-5.28324	-4.75131	-3.85872	-3.07763	-2.61574	-2.27756	-1.94005	-1.67035	-1.49228	-1.33928	-1.18146	-1.04221	-0.88136	-0.69516	-0.50543	-0.37356	-0.28677	-0.25219	-0.23035	-0.21088	-0.15216	-0.12693	 -0.8674	-0.154994	 -0.0448	
      26	 -13.260	0.055384	 -0.8696	 -0.0311	 -0.8591	-0.145563	2.964E+6	   0.239	 3962.33	   84.50	   0.000	-0.17397	-0.06346	-0.04224	-0.04832	-0.06817	-0.08839	-0.11591	-0.14005	-0.16083	-0.17769	-0.19036	-0.20148	-0.19782	-0.18041	-0.15903	-0.13554	-0.09150	-0.04109	 0.02522	 0.08565	 0.15223	 0.22751	 0.29730	 0.37715	 0.45335	 0.53825	 0.61942	 0.69267	 0.75500	 0.84319	 0.91601	 0.97144	 0.99726	 0.97822	 0.87896	 0.61634	 0.13530	-0.67783	-1.80984	-3.20607	-3.20896	-5.40711	-4.71445	-3.84467	-3.03308	-2.55891	-2.21002	-1.86897	-1.59755	-1.40669	-1.23766	-1.06623	-0.90561	-0.74149	-0.58582	-0.46584	-0.39551	-0.35317	-0.34122	-0.33067	-0.31560	-0.25569	-0.22040	 -0.8595	-0.145704	 -0.0310	Wake not in center of rake!; 
      27	 -13.584	0.198866	 -0.5550	  0.0639	 -0.5862	0.062944	2.935E+6	   0.237	 3881.69	   83.69	   0.000	-0.45142	-0.23741	-0.18104	-0.16803	-0.17541	-0.18571	-0.20671	-0.22585	-0.24295	-0.25679	-0.26771	-0.27733	-0.27398	-0.25734	-0.23731	-0.21512	-0.17348	-0.12487	-0.06016	-0.00271	 0.06144	 0.13361	 0.20158	 0.27798	 0.35231	 0.43371	 0.51214	 0.58206	 0.63581	 0.73099	 0.81668	 0.89399	 0.95412	 0.99292	 0.99197	 0.91286	 0.71559	 0.33783	-0.22718	-0.91036	-0.91125	-1.80384	-1.26423	-0.65335	-0.59304	-0.59109	-0.59753	-0.60157	-0.60380	-0.60780	-0.61141	-0.61675	-0.62505	-0.63506	-0.64677	-0.65815	-0.67086	-0.67156	-0.68071	-0.66955	-0.63722	-0.52096	-0.40623	 -0.5884	0.063588	  0.0643	Wake not in center of rake!; 
      28	 -10.268	0.015064	 -0.7953	 -0.0586	 -0.7852	-0.126940	2.985E+6	   0.241	 4025.41	   85.18	   0.000	 0.06192	 0.06738	 0.05571	 0.02944	-0.00416	-0.03800	-0.07629	-0.11140	-0.14302	-0.17019	-0.19338	-0.21453	-0.22178	-0.21583	-0.20460	-0.19070	-0.15676	-0.11467	-0.05564	-0.00242	 0.05862	 0.12859	 0.19591	 0.27254	 0.34781	 0.43225	 0.51428	 0.58958	 0.64964	 0.75014	 0.84020	 0.91958	 0.97577	 0.99983	 0.96636	 0.80866	 0.46997	-0.15390	-1.08707	-2.27208	-2.27402	-4.37323	-4.01248	-3.38089	-2.74052	-2.36777	-2.09888	-1.80797	-1.57902	-1.44269	-1.32359	-1.20001	-1.10206	-0.98124	-0.84281	-0.67677	-0.51510	-0.33222	-0.19420	-0.09984	-0.04499	 0.02452	 0.05761	 -0.7851	-0.126291	 -0.0585	
      29	  -8.225	0.009779	 -0.6378	 -0.0586	 -0.6327	-0.081574	2.987E+6	   0.241	 4034.92	   85.29	   0.000	 0.14239	 0.10222	 0.07368	 0.03628	-0.00585	-0.04831	-0.09452	-0.13739	-0.17719	-0.21254	-0.24419	-0.27415	-0.29000	-0.29210	-0.28964	-0.28409	-0.25727	-0.22160	-0.16809	-0.12068	-0.06324	 0.00153	 0.06595	 0.13947	 0.21407	 0.29765	 0.38005	 0.45616	 0.50905	 0.61956	 0.72389	 0.82323	 0.90711	 0.97449	 1.00000	 0.94712	 0.75343	 0.33673	-0.35693	-1.26031	-1.26144	-3.18934	-3.05846	-2.71516	-2.22405	-1.96116	-1.77563	-1.54551	-1.36618	-1.27122	-1.18383	-1.08928	-1.01976	-0.92435	-0.81242	-0.67076	-0.52987	-0.36018	-0.22061	-0.09800	-0.00196	 0.11526	 0.14360	 -0.6324	-0.080976	 -0.0586	
      30	  -6.174	0.007791	 -0.4274	 -0.0600	 -0.4257	-0.038217	2.995E+6	   0.242	 4055.43	   85.51	   0.000	 0.17335	 0.11111	 0.07095	 0.02494	-0.02480	-0.07530	-0.12964	-0.18064	-0.22940	-0.27360	-0.31459	-0.35453	-0.38023	-0.39211	-0.39927	-0.40332	-0.38511	-0.35644	-0.30982	-0.27033	-0.21819	-0.16015	-0.09974	-0.03178	 0.04081	 0.12176	 0.20386	 0.27625	 0.31371	 0.43109	 0.54665	 0.66262	 0.76875	 0.87403	 0.96055	 0.99992	 0.95041	 0.74374	 0.30666	-0.30423	-0.30450	-1.97608	-2.06471	-1.95109	-1.64621	-1.49588	-1.39380	-1.23098	-1.10503	-1.05082	-0.99548	-0.93049	-0.88800	-0.81652	-0.72884	-0.60916	-0.48676	-0.33341	-0.20511	-0.08406	 0.02406	 0.16440	 0.17411	 -0.4255	-0.037834	 -0.0600	
      31	  -4.106	0.006760	 -0.2045	 -0.0623	 -0.2044	-0.007900	2.996E+6	   0.242	 4059.67	   85.55	   0.000	 0.18083	 0.10974	 0.06107	 0.00789	-0.04850	-0.10668	-0.16885	-0.22802	-0.28571	-0.33882	-0.38986	-0.44019	-0.47646	-0.49871	-0.51571	-0.53102	-0.52214	-0.50208	-0.46355	-0.43216	-0.38725	-0.33707	-0.28259	-0.22298	-0.15440	-0.07871	 0.00225	 0.06571	 0.07957	 0.19856	 0.31880	 0.44294	 0.56114	 0.68961	 0.81884	 0.93686	 0.99940	 0.96385	 0.75887	 0.40492	 0.40540	-0.94949	-1.19092	-1.26149	-1.11087	-1.05240	-1.02294	-0.92243	-0.84571	-0.82700	-0.80079	-0.76299	-0.74460	-0.69514	-0.62938	-0.53026	-0.42507	-0.28844	-0.17302	-0.06014	 0.04846	 0.19435	 0.18110	 -0.2043	-0.007708	 -0.0623	
      32	  -2.059	0.006916	  0.0259	 -0.0649	  0.0256	0.007841	2.997E+6	   0.242	 4063.48	   85.59	   0.000	 0.17909	 0.10532	 0.05004	-0.00942	-0.07196	-0.13762	-0.20764	-0.27510	-0.34205	-0.40462	-0.46600	-0.52722	-0.57490	-0.60861	-0.63672	-0.66366	-0.66559	-0.65558	-0.62660	-0.60511	-0.56772	-0.52892	-0.48199	-0.43135	-0.37115	-0.30269	-0.22903	-0.17706	-0.19083	-0.07636	 0.03917	 0.16244	 0.28023	 0.41489	 0.56499	 0.73446	 0.89157	 0.98952	 0.98061	 0.84722	 0.84801	-0.12694	-0.44976	-0.63077	-0.62342	-0.64002	-0.67160	-0.62667	-0.59395	-0.60552	-0.60567	-0.59289	-0.59605	-0.56695	-0.52162	-0.44206	-0.35377	-0.23394	-0.13195	-0.02953	 0.07463	 0.21787	 0.17830	  0.0256	0.007908	 -0.0650	
      33	  -0.004	0.007657	  0.2531	 -0.0666	  0.2531	0.007672	2.995E+6	   0.242	 4059.48	   85.56	   0.000	 0.16569	 0.09842	 0.03972	-0.02392	-0.09128	-0.16373	-0.24108	-0.31671	-0.39306	-0.46544	-0.53673	-0.60973	-0.66922	-0.71534	-0.75597	-0.79516	-0.80896	-0.80988	-0.79207	-0.78276	-0.75550	-0.72873	-0.69195	-0.65579	-0.60487	-0.54547	-0.48576	-0.45683	-0.49780	-0.39002	-0.28187	-0.17196	-0.06710	 0.05446	 0.20085	 0.39186	 0.60734	 0.81863	 0.97295	 0.99936	 1.00000	 0.46691	 0.13037	-0.10898	-0.19701	-0.27191	-0.35185	-0.35393	-0.35958	-0.39561	-0.41901	-0.42837	-0.45057	-0.44005	-0.41338	-0.35221	-0.27991	-0.17665	-0.08796	 0.00324	 0.10027	 0.23450	 0.16516	  0.2529	0.007720	 -0.0667	
