   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      Pa	     m/s	 degrees	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	       /	       /	       /
       1	   0.004	0.006956	  0.2437	 -0.0637	  0.2437	0.006939	2.982E+6	   0.235	 3823.97	   82.19	   0.000	 0.15478	 0.09538	 0.04019	-0.02107	-0.08637	-0.15728	-0.23323	-0.30785	-0.38414	-0.45658	-0.52662	-0.59960	-0.65885	-0.70558	-0.74669	-0.78330	-0.79866	-0.79718	-0.78119	-0.77165	-0.74506	-0.71629	-0.67907	-0.64769	-0.65038	-0.59089	-0.52323	-0.49783	-0.48059	-0.38062	-0.27206	-0.16023	-0.06172	 0.06450	 0.20978	 0.40267	 0.61458	 0.82510	 0.97452	 0.99846	 0.99994	 0.46776	 0.12326	-0.11239	-0.20101	-0.28379	-0.33181	-0.38761	-0.40427	-0.40362	-0.41526	-0.42709	-0.44801	-0.43885	-0.41253	-0.35279	-0.28036	-0.17868	-0.09101	-0.00024	 0.09472	 0.22149	 0.15307	  0.2435	0.006983	 -0.0638	
       2	   2.055	0.008244	  0.4619	 -0.0637	  0.4619	-0.008324	2.992E+6	   0.236	 3856.72	   82.57	   0.000	 0.12816	 0.08120	 0.02950	-0.03118	-0.09799	-0.17338	-0.25563	-0.33798	-0.42383	-0.50631	-0.58731	-0.67178	-0.74353	-0.80337	-0.85774	-0.90760	-0.93586	-0.94677	-0.94382	-0.94715	-0.93200	-0.91794	-0.89280	-0.87778	-0.89939	-0.85375	-0.80194	-0.79927	-0.80346	-0.72508	-0.63617	-0.54561	-0.47287	-0.37450	-0.25833	-0.07245	 0.16158	 0.44121	 0.74804	 0.89760	 0.89892	 0.83826	 0.55455	 0.30564	 0.15935	 0.03487	-0.05521	-0.13703	-0.18294	-0.20839	-0.24150	-0.27213	-0.30977	-0.31712	-0.30801	-0.26527	-0.20808	-0.12233	-0.04756	 0.03161	 0.11895	 0.23319	 0.12748	  0.4616	-0.008199	 -0.0638	
       3	   4.104	0.009884	  0.6656	 -0.0618	  0.6646	-0.037775	3.003E+6	   0.237	 3889.42	   82.95	   0.000	 0.08616	 0.05273	 0.01121	-0.04080	-0.10212	-0.17711	-0.26302	-0.35223	-0.44764	-0.54043	-0.63289	-0.72920	-0.81431	-0.88811	-0.95624	-1.02005	-1.06267	-1.08707	-1.09855	-1.11615	-1.11403	-1.11603	-1.10510	-1.10901	-1.15073	-1.12233	-1.08905	-1.11300	-1.14881	-1.08489	-1.02100	-0.96947	-0.93564	-0.88189	-0.81668	-0.66662	-0.44657	-0.14251	 0.29837	 0.53573	 0.53680	 0.99253	 0.83257	 0.61649	 0.44675	 0.30026	 0.17988	 0.08258	 0.01375	-0.03235	-0.08316	-0.12928	-0.18117	-0.20313	-0.20921	-0.18232	-0.13918	-0.06874	-0.00639	 0.06143	 0.14010	 0.23822	 0.08520	  0.6642	-0.037502	 -0.0619	
       4	   6.169	0.013453	  0.8368	 -0.0571	  0.8334	-0.076554	2.991E+6	   0.236	 3872.92	   82.83	   0.000	 0.01974	-0.00410	-0.03119	-0.06622	-0.10767	-0.16326	-0.23998	-0.33146	-0.43570	-0.54009	-0.64526	-0.75434	-0.85376	-0.94268	-1.02545	-1.10357	-1.16134	-1.20024	-1.22726	-1.25982	-1.27190	-1.29147	-1.29614	-1.31993	-1.38228	-1.37267	-1.36102	-1.41153	-1.48151	-1.44736	-1.39697	-1.38006	-1.41018	-1.41324	-1.41693	-1.32644	-1.15179	-0.86136	-0.31697	-0.02600	-0.02547	 0.97576	 0.96958	 0.81982	 0.65676	 0.50615	 0.37528	 0.26243	 0.17814	 0.11642	 0.05224	-0.00640	-0.06953	-0.10405	-0.12356	-0.11053	-0.08019	-0.02384	 0.02690	 0.08375	 0.15334	 0.23183	 0.01823	  0.8330	-0.076166	 -0.0572	
       5	   8.199	0.018841	  0.9499	 -0.0483	  0.9429	-0.116825	2.979E+6	   0.235	 3852.49	   82.66	   0.000	-0.08611	-0.11387	-0.12267	-0.13459	-0.14906	-0.17377	-0.20904	-0.26018	-0.34198	-0.44814	-0.56684	-0.69323	-0.81305	-0.92325	-1.02546	-1.12087	-1.19732	-1.25357	-1.29879	-1.34839	-1.37662	-1.41515	-1.43690	-1.48147	-1.56376	-1.57439	-1.58568	-1.66294	-1.76479	-1.76211	-1.74351	-1.75012	-1.85276	-1.91481	-1.99325	-1.97694	-1.86722	-1.61840	-1.00240	-0.68707	-0.68694	 0.85568	 1.00000	 0.93361	 0.79737	 0.65474	 0.52209	 0.40207	 0.30686	 0.23395	 0.15908	 0.09027	 0.01800	-0.02752	-0.05876	-0.05847	-0.03970	 0.00381	 0.04300	 0.08960	 0.15012	 0.20426	-0.10069	  0.9426	-0.116487	 -0.0484	
       6	   9.216	0.026313	  0.9940	 -0.0477	  0.9854	-0.133225	2.996E+6	   0.237	 3899.40	   83.18	   0.000	-0.13725	-0.17760	-0.18417	-0.19351	-0.20360	-0.21609	-0.23652	-0.26813	-0.32082	-0.40162	-0.50840	-0.63394	-0.76183	-0.88314	-0.99616	-1.10097	-1.18752	-1.25336	-1.30846	-1.36702	-1.40368	-1.45189	-1.48220	-1.53705	-1.62852	-1.64919	-1.67188	-1.76173	-1.87807	-1.89041	-1.88844	-1.91423	-2.04123	-2.13688	-2.25023	-2.27182	-2.19747	-1.97568	-1.33550	-1.01592	-1.01599	 0.77359	 0.99128	 0.96518	 0.84622	 0.71035	 0.57905	 0.45755	 0.35862	 0.28146	 0.20250	 0.12959	 0.05295	 0.00265	-0.03356	-0.03892	-0.02527	 0.01276	 0.04705	 0.08899	 0.14572	 0.18950	-0.16928	  0.9852	-0.133021	 -0.0479	
       7	  10.212	0.034830	  0.9886	 -0.0474	  0.9791	-0.141002	2.987E+6	   0.236	 3880.58	   83.00	   0.000	-0.23243	-0.27925	-0.28481	-0.28877	-0.29309	-0.29670	-0.29955	-0.30441	-0.31352	-0.33500	-0.37538	-0.44540	-0.55563	-0.69395	-0.83630	-0.96801	-1.08110	-1.16908	-1.24417	-1.31838	-1.36897	-1.43074	-1.47266	-1.53945	-1.63940	-1.67148	-1.70607	-1.80698	-1.93518	-1.96183	-1.97559	-2.02074	-2.13495	-2.29258	-2.43088	-2.48328	-2.44103	-2.24534	-1.59355	-1.27468	-1.27489	 0.69988	 0.97519	 0.98200	 0.87848	 0.74898	 0.61951	 0.49755	 0.39593	 0.31564	 0.23349	 0.15703	 0.07684	 0.02233	-0.01859	-0.02913	-0.02033	 0.01265	 0.04210	 0.07907	 0.13096	 0.15709	-0.24111	  0.9791	-0.141139	 -0.0476	
       8	  11.216	0.046893	  1.0065	 -0.0496	  0.9964	-0.149779	2.978E+6	   0.236	 3859.95	   82.80	   0.000	-0.28754	-0.33986	-0.34510	-0.34632	-0.34707	-0.34724	-0.34610	-0.34602	-0.34758	-0.35619	-0.37610	-0.41597	-0.48787	-0.59579	-0.73004	-0.86926	-0.99822	-1.10244	-1.19381	-1.28106	-1.34337	-1.41727	-1.46937	-1.54741	-1.65508	-1.69805	-1.74409	-1.85617	-1.99602	-2.03774	-2.06787	-2.13320	-2.24307	-2.46201	-2.62457	-2.70928	-2.70246	-2.53741	-1.87576	-1.55912	-1.55944	 0.61228	 0.95007	 0.99351	 0.90790	 0.78602	 0.65935	 0.53741	 0.43348	 0.35036	 0.26510	 0.18528	 0.10170	 0.04306	-0.00247	-0.01784	-0.01362	 0.01496	 0.03998	 0.07274	 0.12112	 0.13668	-0.29564	  0.9965	-0.150186	 -0.0498	
       9	  12.209	0.059728	  1.0115	 -0.0519	  1.0012	-0.155536	2.968E+6	   0.235	 3838.68	   82.59	   0.000	-0.35067	-0.40009	-0.40369	-0.40015	-0.39663	-0.39389	-0.39000	-0.38635	-0.38232	-0.38155	-0.38574	-0.39881	-0.43234	-0.50073	-0.60889	-0.74184	-0.88261	-1.00353	-1.11375	-1.21637	-1.29226	-1.37975	-1.44312	-1.53279	-1.64767	-1.70233	-1.75981	-1.88261	-2.03285	-2.08947	-2.13593	-2.21959	-2.34396	-2.59032	-2.78810	-2.90428	-2.92689	-2.79468	-2.12883	-1.81751	-1.81784	 0.52606	 0.92109	 0.99901	 0.93077	 0.81666	 0.69307	 0.57178	 0.46614	 0.38061	 0.29271	 0.20995	 0.12326	 0.06074	 0.01084	-0.00905	-0.00901	 0.01534	 0.03616	 0.06473	 0.10949	 0.11347	-0.34132	  1.0016	-0.156255	 -0.0522	
      10	  13.203	0.074320	  1.0042	 -0.0543	  0.9946	-0.156997	2.968E+6	   0.235	 3841.73	   82.65	   0.000	-0.40638	-0.44863	-0.45001	-0.44535	-0.43952	-0.43410	-0.42810	-0.42267	-0.41674	-0.41352	-0.41217	-0.41480	-0.42674	-0.45597	-0.51395	-0.60879	-0.73927	-0.86934	-0.99769	-1.11754	-1.20983	-1.31281	-1.38930	-1.49129	-1.61277	-1.67955	-1.74869	-1.88102	-2.04042	-2.11117	-2.17284	-2.27252	-2.41483	-2.67106	-2.90696	-3.04998	-3.10322	-3.00026	-2.33520	-2.03056	-2.03113	 0.44976	 0.89256	 0.99999	 0.94719	 0.84019	 0.71982	 0.59921	 0.49221	 0.40471	 0.31447	 0.22896	 0.13929	 0.07324	 0.01945	-0.00453	-0.00813	 0.01234	 0.02905	 0.05372	 0.09520	 0.08883	-0.38142	  0.9952	-0.158044	 -0.0545	
      11	  14.201	0.095372	  0.9883	 -0.0604	  0.9815	-0.150010	2.954E+6	   0.234	 3809.17	   82.32	   0.000	-0.45976	-0.50027	-0.50228	-0.49752	-0.49112	-0.48511	-0.47855	-0.47237	-0.46526	-0.46055	-0.45714	-0.45531	-0.45792	-0.46880	-0.49208	-0.53519	-0.61468	-0.71804	-0.84314	-0.97299	-1.08147	-1.20115	-1.29327	-1.40741	-1.53510	-1.61453	-1.69498	-1.83551	-2.00137	-2.08530	-2.16078	-2.27374	-2.43062	-2.67267	-2.95449	-3.11697	-3.19445	-3.11500	-2.45831	-2.16358	-2.16415	 0.39477	 0.87045	 0.99990	 0.95754	 0.85589	 0.73803	 0.61794	 0.50990	 0.42065	 0.32844	 0.24056	 0.14815	 0.07882	 0.02165	-0.00578	-0.01266	 0.00437	 0.01754	 0.03882	 0.07759	 0.06256	-0.42895	  0.9826	-0.151379	 -0.0606	
      12	  15.180	0.128835	  0.9251	 -0.0732	  0.9266	-0.117913	2.932E+6	   0.233	 3754.10	   81.74	   0.000	-0.52962	-0.56743	-0.57248	-0.57072	-0.56506	-0.55971	-0.55235	-0.54553	-0.53668	-0.52962	-0.52377	-0.51844	-0.51574	-0.51668	-0.52115	-0.52994	-0.55274	-0.58599	-0.64243	-0.72300	-0.81286	-0.92877	-1.03477	-1.15913	-1.29500	-1.39223	-1.49030	-1.63739	-1.80644	-1.90222	-1.99082	-2.11080	-2.26770	-2.49995	-2.77745	-2.94275	-3.02358	-2.95132	-2.31849	-2.03778	-2.03829	 0.41888	 0.87783	 0.99931	 0.95472	 0.85246	 0.73420	 0.61366	 0.50478	 0.41448	 0.32085	 0.23082	 0.13601	 0.06422	 0.00448	-0.02551	-0.03457	-0.01983	-0.00915	 0.00920	 0.04621	 0.02315	-0.48834	  0.9283	-0.119537	 -0.0736	cpt_wake < 0; 
      13	  16.141	0.162574	  0.8773	 -0.0861	  0.8879	-0.087721	2.907E+6	   0.231	 3692.95	   81.10	   0.000	-0.58176	-0.62055	-0.62842	-0.62914	-0.62507	-0.62035	-0.61334	-0.60649	-0.59757	-0.59075	-0.58405	-0.57890	-0.57503	-0.57368	-0.57403	-0.57532	-0.58286	-0.59147	-0.60859	-0.63622	-0.67333	-0.73155	-0.79965	-0.89732	-1.01216	-1.12138	-1.24045	-1.39247	-1.57168	-1.68629	-1.79455	-1.92546	-2.08849	-2.31574	-2.60220	-2.76881	-2.85534	-2.79670	-2.19730	-1.92819	-1.92840	 0.44091	 0.88374	 0.99925	 0.95339	 0.85101	 0.73291	 0.61205	 0.50260	 0.41130	 0.31619	 0.22450	 0.12750	 0.05335	-0.00923	-0.04200	-0.05337	-0.04090	-0.03289	-0.01701	 0.01844	-0.01040	-0.53677	  0.8904	-0.089402	 -0.0866	cpt_wake < 0; 
      14	   7.184	0.015763	  0.9029	 -0.0530	  0.8978	-0.097286	3.000E+6	   0.238	 3939.09	   83.72	   0.000	-0.02864	-0.05101	-0.06803	-0.09101	-0.12201	-0.16304	-0.21780	-0.29604	-0.40049	-0.51126	-0.62441	-0.74174	-0.85007	-0.94817	-1.03954	-1.12553	-1.19189	-1.23883	-1.27431	-1.31517	-1.33515	-1.36370	-1.37662	-1.41075	-1.48330	-1.48370	-1.48332	-1.54760	-1.63376	-1.61535	-1.57975	-1.57252	-1.63939	-1.67326	-1.71414	-1.66023	-1.51325	-1.24276	-0.65771	-0.35176	-0.35124	 0.92531	 0.99516	 0.88626	 0.73503	 0.58714	 0.45461	 0.33722	 0.24706	 0.17917	 0.10919	 0.04522	-0.02255	-0.06280	-0.08813	-0.08175	-0.05731	-0.00747	 0.03733	 0.08914	 0.15419	 0.22087	-0.03194	  0.8974	-0.096887	 -0.0532	
      15	   5.134	0.011491	  0.7556	 -0.0599	  0.7536	-0.056169	3.005E+6	   0.238	 3953.34	   83.86	   0.000	 0.05690	 0.02874	-0.00633	-0.04994	-0.10269	-0.17199	-0.25684	-0.34851	-0.44838	-0.54680	-0.64526	-0.74778	-0.83980	-0.92083	-0.99612	-1.06698	-1.11698	-1.14839	-1.16727	-1.19233	-1.19709	-1.20769	-1.20434	-1.21801	-1.26997	-1.25071	-1.22774	-1.26474	-1.31790	-1.26802	-1.20420	-1.18082	-1.17076	-1.14475	-1.11151	-0.98894	-0.78529	-0.48488	 0.01127	 0.27866	 0.27983	 0.99934	 0.91591	 0.72906	 0.55970	 0.40896	 0.28213	 0.17630	 0.09886	 0.04424	-0.01332	-0.06607	-0.12378	-0.15229	-0.16520	-0.14542	-0.10869	-0.04531	 0.01122	 0.07364	 0.14776	 0.23669	 0.05552	  0.7532	-0.055827	 -0.0600	
      16	   3.072	0.009095	  0.5646	 -0.0630	  0.5643	-0.021180	3.007E+6	   0.239	 3960.15	   83.94	   0.000	 0.10945	 0.06941	 0.02190	-0.03590	-0.10135	-0.17761	-0.26228	-0.34826	-0.43875	-0.52624	-0.61289	-0.70323	-0.78156	-0.84811	-0.90919	-0.96595	-1.00123	-1.01873	-1.02241	-1.03278	-1.02368	-1.01736	-0.99899	-0.99301	-1.02430	-0.98683	-0.94385	-0.95403	-0.97298	-0.89884	-0.82809	-0.75044	-0.69537	-0.61728	-0.52278	-0.35103	-0.11820	 0.17793	 0.55410	 0.75099	 0.75229	 0.93999	 0.70966	 0.47172	 0.30957	 0.17133	 0.06238	-0.02539	-0.08323	-0.11987	-0.16207	-0.20067	-0.24568	-0.26052	-0.25903	-0.22429	-0.17406	-0.09581	-0.02725	 0.04636	 0.12958	 0.23636	 0.10897	  0.5639	-0.020988	 -0.0632	
      17	   1.026	0.007554	  0.3536	 -0.0639	  0.3537	0.001221	3.009E+6	   0.239	 3966.25	   84.01	   0.000	 0.14321	 0.08946	 0.03521	-0.02654	-0.09314	-0.16668	-0.24602	-0.32460	-0.40565	-0.48313	-0.55867	-0.63741	-0.70299	-0.75601	-0.80387	-0.84700	-0.86862	-0.87313	-0.86339	-0.86024	-0.83910	-0.81740	-0.78577	-0.76230	-0.77409	-0.72106	-0.66115	-0.64643	-0.63800	-0.55046	-0.44873	-0.34614	-0.25844	-0.14418	-0.01044	 0.18258	 0.41110	 0.66089	 0.89124	 0.98144	 0.98293	 0.67963	 0.35745	 0.10861	-0.01304	-0.11957	-0.18900	-0.26008	-0.29186	-0.30510	-0.32777	-0.34937	-0.37900	-0.37835	-0.36065	-0.30950	-0.24466	-0.15079	-0.06962	 0.01530	 0.10679	 0.22795	 0.14178	  0.3534	0.001294	 -0.0640	
      18	  -1.035	0.006501	  0.1355	 -0.0635	  0.1354	0.008948	3.006E+6	   0.239	 3957.62	   83.92	   0.000	 0.16308	 0.09932	 0.04445	-0.01557	-0.07907	-0.14710	-0.21975	-0.29054	-0.36220	-0.42990	-0.49546	-0.56247	-0.61586	-0.65644	-0.69155	-0.72214	-0.73133	-0.72437	-0.70248	-0.68734	-0.65549	-0.62060	-0.57804	-0.53947	-0.53371	-0.46854	-0.39440	-0.36117	-0.33149	-0.22388	-0.10977	 0.00899	 0.11591	 0.24914	 0.39903	 0.58427	 0.77273	 0.93305	 1.00000	 0.95870	 0.96005	 0.20877	-0.14110	-0.35301	-0.40134	-0.45667	-0.48033	-0.51949	-0.51926	-0.50462	-0.50413	-0.50584	-0.51777	-0.49985	-0.46447	-0.39596	-0.31580	-0.20608	-0.11205	-0.01592	 0.08242	 0.21393	 0.16126	  0.1353	0.008989	 -0.0635	
      19	  -3.086	0.006302	 -0.0928	 -0.0621	 -0.0931	0.001293	3.005E+6	   0.239	 3957.83	   83.93	   0.000	 0.17228	 0.10477	 0.05388	-0.00149	-0.05981	-0.12097	-0.18624	-0.24888	-0.31104	-0.36890	-0.42388	-0.47967	-0.52138	-0.54971	-0.57290	-0.59128	-0.58881	-0.57113	-0.53844	-0.51228	-0.47118	-0.42457	-0.37283	-0.32133	-0.30102	-0.22445	-0.14281	-0.09542	-0.04100	 0.07493	 0.19488	 0.31871	 0.43440	 0.56934	 0.71022	 0.85769	 0.96834	 0.99776	 0.89748	 0.65749	 0.65863	-0.50082	-0.81181	-0.93263	-0.87107	-0.84226	-0.81186	-0.81127	-0.77093	-0.72310	-0.69477	-0.67299	-0.66396	-0.62630	-0.57095	-0.48351	-0.38681	-0.26056	-0.15338	-0.04667	 0.05681	 0.19396	 0.17069	 -0.0930	0.001405	 -0.0621	
      20	  -5.147	0.007055	 -0.3106	 -0.0605	 -0.3099	-0.020834	3.002E+6	   0.238	 3950.81	   83.87	   0.000	 0.16826	 0.10538	 0.06153	 0.01255	-0.03984	-0.09373	-0.15142	-0.20615	-0.25924	-0.30859	-0.35330	-0.39870	-0.42963	-0.44718	-0.45972	-0.46736	-0.45492	-0.42804	-0.38654	-0.35129	-0.30272	-0.24691	-0.18838	-0.12768	-0.09401	-0.01202	 0.07022	 0.13522	 0.20303	 0.32188	 0.43950	 0.56018	 0.67087	 0.79057	 0.90032	 0.98379	 0.99281	 0.88161	 0.57053	 0.09851	 0.09919	-1.38882	-1.59675	-1.57798	-1.38969	-1.25159	-1.15789	-1.10905	-1.02415	-0.94013	-0.88232	-0.83477	-0.80300	-0.74440	-0.66814	-0.56130	-0.44825	-0.30642	-0.18689	-0.07206	 0.03142	 0.16590	 0.16780	 -0.3097	-0.020573	 -0.0605	
      21	  -7.190	0.009317	 -0.5183	 -0.0591	 -0.5154	-0.055625	2.998E+6	   0.238	 3942.53	   83.79	   0.000	 0.14416	 0.09725	 0.06398	 0.02299	-0.02235	-0.06838	-0.11820	-0.16488	-0.20913	-0.24935	-0.28450	-0.31987	-0.34068	-0.34804	-0.35118	-0.34816	-0.32663	-0.29178	-0.24316	-0.19996	-0.14464	-0.08197	-0.01837	 0.05055	 0.09389	 0.17675	 0.26530	 0.33725	 0.41361	 0.52866	 0.63794	 0.74645	 0.84151	 0.93113	 0.99021	 0.98973	 0.87495	 0.57650	 0.02775	-0.71292	-0.71307	-2.46622	-2.50496	-2.30607	-1.84362	-1.70270	-1.52011	-1.41584	-1.28135	-1.15703	-1.06647	-0.99016	-0.93240	-0.85026	-0.75103	-0.62333	-0.49308	-0.33642	-0.20678	-0.09008	 0.00355	 0.12250	 0.14408	 -0.5151	-0.055176	 -0.0591	
      22	  -9.232	0.013914	 -0.6836	 -0.0593	 -0.6770	-0.095935	2.991E+6	   0.238	 3927.11	   83.64	   0.000	 0.07380	 0.06473	 0.04705	 0.01638	-0.02084	-0.05852	-0.10043	-0.13934	-0.17515	-0.20691	-0.23357	-0.25994	-0.27155	-0.26994	-0.26422	-0.25272	-0.22328	-0.18214	-0.12655	-0.07693	-0.01657	 0.05145	 0.11860	 0.19252	 0.24078	 0.32684	 0.41667	 0.49148	 0.57067	 0.67793	 0.77524	 0.86634	 0.93953	 0.99097	 0.99407	 0.90264	 0.65212	 0.15943	-0.61805	-1.62544	-1.62610	-3.55772	-3.39532	-3.05449	-2.37424	-2.10888	-1.84114	-1.68064	-1.49672	-1.33377	-1.21104	-1.10498	-1.01958	-0.91235	-0.78781	-0.63785	-0.49002	-0.32357	-0.19612	-0.10207	-0.04009	 0.04203	 0.06962	 -0.6768	-0.095400	 -0.0592	
