   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      20	 -13.080	0.187413	 -0.5074	  0.0501	 -0.5366	0.067732	2.956E+6	   0.231	 3784.17	   81.50	   0.000	-0.45787	-0.26707	-0.22715	-0.22643	-0.24543	-0.26632	-0.29805	-0.32663	-0.35298	-0.37640	-0.39403	-0.41200	-0.41455	-0.40176	-0.38605	-0.36775	-0.32602	-0.27738	-0.21221	-0.15518	-0.08889	-0.01358	 0.05785	 0.13636	 0.21627	 0.30117	 0.38453	 0.45220	 0.50866	 0.61887	 0.72143	 0.81657	 0.89773	 0.96529	 0.99808	 0.96878	 0.82660	 0.51802	 0.00304	-0.65595	 0.02604	-1.72392	-1.44315	-0.87760	-0.78000	-0.74884	-0.73100	-0.72936	-0.73138	-0.72505	-0.71432	-0.70422	-0.69706	-0.69208	-0.68826	-0.68756	-0.69125	-0.68990	-0.70293	-0.69761	-0.67218	-0.55195	-0.45682	 -0.5385	0.068500	  0.0504	Wake not in center of rake!; 
      21	 -13.090	0.187611	 -0.5094	  0.0501	 -0.5387	0.067355	2.953E+6	   0.231	 3782.82	   81.51	   0.000	-0.45458	-0.26611	-0.22670	-0.22625	-0.24541	-0.26642	-0.29821	-0.32688	-0.35321	-0.37673	-0.39439	-0.41241	-0.41497	-0.40206	-0.38631	-0.36801	-0.32626	-0.27766	-0.21233	-0.15524	-0.08886	-0.01358	 0.05787	 0.13646	 0.21640	 0.30142	 0.38475	 0.45253	 0.50909	 0.61933	 0.72188	 0.81780	 0.89822	 0.96565	 0.99829	 0.96853	 0.82570	 0.51594	-0.00166	-0.66205	 0.02549	-1.73276	-1.45238	-0.88443	-0.78547	-0.75348	-0.73472	-0.73302	-0.73500	-0.72861	-0.71790	-0.70859	-0.70165	-0.69641	-0.69262	-0.69098	-0.69386	-0.69166	-0.70389	-0.69726	-0.67150	-0.55082	-0.45616	 -0.5406	0.068120	  0.0504	Wake not in center of rake!; 
      22	 -12.251	0.054267	 -0.7705	 -0.0481	 -0.7645	-0.110476	3.024E+6	   0.237	 3972.20	   83.49	   0.000	-0.13041	-0.04591	-0.03036	-0.04058	-0.06312	-0.08650	-0.11679	-0.14427	-0.16868	-0.18958	-0.20450	-0.21893	-0.21904	-0.20588	-0.18817	-0.16811	-0.12634	-0.07817	-0.01468	 0.04255	 0.10679	 0.18203	 0.25147	 0.32916	 0.40614	 0.48868	 0.57069	 0.64049	 0.70454	 0.80039	 0.88224	 0.94964	 0.99127	 0.99515	 0.93017	 0.72145	 0.31316	-0.40423	-1.44227	-2.76539	 0.05549	-4.72347	-4.31858	-3.48893	-2.92489	-2.49648	-2.13326	-1.82862	-1.55715	-1.36735	-1.21571	-1.05791	-0.91611	-0.75492	-0.57876	-0.41882	-0.31918	-0.25964	-0.23960	-0.22500	-0.21198	-0.17752	-0.14341	 -0.7648	-0.110256	 -0.0480	
      23	 -11.260	0.040856	 -0.7658	 -0.0564	 -0.7590	-0.109461	3.003E+6	   0.235	 3918.02	   82.91	   0.000	-0.03193	 0.00891	 0.01041	-0.00821	-0.03651	-0.06517	-0.09974	-0.13125	-0.15953	-0.18410	-0.20276	-0.22070	-0.22460	-0.21519	-0.20103	-0.18408	-0.14570	-0.10052	-0.03961	 0.01511	 0.07750	 0.15096	 0.21926	 0.29585	 0.37277	 0.45486	 0.53697	 0.60679	 0.67024	 0.77000	 0.85713	 0.93165	 0.98252	 0.99899	 0.95331	 0.77574	 0.40771	-0.25455	-1.23567	-2.49339	 0.05700	-4.46588	-4.11428	-3.36379	-2.84378	-2.44544	-2.11067	-1.81432	-1.56517	-1.39793	-1.26843	-1.13167	-1.01782	-0.88228	-0.72859	-0.55449	-0.39889	-0.25698	-0.18110	-0.13795	-0.11128	-0.07063	-0.05700	 -0.7592	-0.108969	 -0.0563	
      24	  -9.231	0.024381	 -0.6807	 -0.0589	 -0.6758	-0.085128	3.006E+6	   0.235	 3924.49	   82.97	   0.000	 0.08549	 0.07269	 0.05445	 0.02336	-0.01402	-0.05172	-0.09402	-0.13309	-0.16916	-0.20138	-0.22780	-0.25362	-0.26539	-0.26357	-0.25756	-0.24822	-0.21659	-0.17738	-0.12171	-0.07236	-0.01302	 0.05533	 0.12134	 0.19538	 0.27141	 0.35321	 0.43480	 0.50331	 0.56314	 0.67200	 0.77238	 0.86452	 0.93825	 0.99034	 0.99401	 0.90259	 0.65133	 0.15468	-0.64024	-1.67891	 0.05654	-3.58892	-3.40840	-2.99455	-2.46567	-2.15680	-1.89513	-1.64167	-1.43794	-1.30988	-1.21312	-1.10579	-1.02281	-0.91572	-0.79268	-0.64239	-0.49650	-0.32825	-0.19656	-0.09435	-0.02781	 0.05730	 0.08460	 -0.6757	-0.084477	 -0.0588	
      25	  -7.193	0.013656	 -0.5123	 -0.0595	 -0.5099	-0.050591	3.004E+6	   0.235	 3921.06	   82.93	   0.000	 0.14852	 0.09981	 0.06653	 0.02530	-0.02025	-0.06636	-0.11673	-0.16382	-0.20839	-0.24917	-0.28432	-0.31941	-0.34057	-0.34783	-0.35076	-0.35026	-0.32657	-0.29378	-0.24491	-0.20222	-0.14760	-0.08492	-0.02216	 0.04715	 0.12147	 0.20238	 0.28318	 0.34552	 0.39626	 0.51355	 0.62746	 0.73759	 0.83546	 0.92683	 0.98872	 0.99157	 0.88025	 0.58532	 0.03098	-0.72323	 0.05427	-2.46587	-2.49814	-2.31834	-1.92491	-1.73451	-1.55906	-1.36588	-1.21408	-1.12750	-1.06352	-0.98570	-0.93040	-0.84771	-0.74966	-0.62082	-0.49198	-0.33468	-0.20494	-0.08640	 0.01032	 0.12851	 0.14840	 -0.5097	-0.050105	 -0.0594	
      26	  -5.136	0.006049	 -0.3077	 -0.0611	 -0.3070	-0.021519	3.007E+6	   0.235	 3926.78	   82.99	   0.000	 0.17151	 0.10646	 0.06273	 0.01348	-0.03907	-0.09295	-0.15135	-0.20654	-0.25998	-0.30984	-0.35444	-0.39942	-0.43077	-0.44811	-0.46035	-0.47040	-0.45566	-0.43096	-0.38884	-0.35404	-0.30596	-0.25022	-0.19217	-0.13063	-0.05963	 0.01760	 0.09704	 0.14794	 0.18181	 0.30337	 0.42662	 0.54862	 0.66304	 0.78418	 0.89642	 0.98259	 0.99337	 0.88502	 0.57033	 0.08973	 0.05082	-1.39968	-1.60384	-1.59554	-1.38993	-1.28981	-1.19674	-1.06506	-0.96408	-0.91722	-0.88316	-0.83335	-0.80332	-0.74322	-0.66773	-0.55929	-0.44717	-0.30471	-0.18518	-0.06960	 0.03526	 0.16878	 0.17047	 -0.3068	-0.021270	 -0.0611	
      27	  -3.088	0.001437	 -0.0936	 -0.0631	 -0.0935	-0.003605	2.999E+6	   0.235	 3906.43	   82.77	   0.000	 0.17502	 0.10502	 0.05386	-0.00162	-0.06020	-0.12136	-0.18737	-0.25050	-0.31286	-0.37123	-0.42616	-0.48145	-0.52342	-0.55139	-0.57432	-0.59503	-0.59010	-0.57460	-0.54115	-0.51549	-0.47481	-0.42815	-0.37650	-0.32406	-0.25923	-0.18765	-0.11523	-0.07715	-0.06513	 0.05252	 0.17900	 0.30422	 0.42481	 0.56052	 0.70443	 0.85354	 0.96644	 0.99824	 0.89661	 0.65244	 0.05682	-0.51429	-0.82475	-0.95402	-0.89754	-0.87398	-0.85041	-0.77410	-0.71891	-0.70717	-0.69895	-0.67440	-0.66682	-0.62724	-0.57237	-0.48330	-0.38746	-0.26061	-0.15315	-0.04576	 0.05859	 0.19541	 0.17308	 -0.0934	-0.003545	 -0.0631	
      28	  -1.033	-0.000421	  0.1322	 -0.0647	  0.1322	0.001964	2.999E+6	   0.235	 3906.65	   82.77	   0.000	 0.16596	 0.09985	 0.04445	-0.01604	-0.07975	-0.14779	-0.22134	-0.29261	-0.36439	-0.43267	-0.49797	-0.56440	-0.61798	-0.65805	-0.69265	-0.72555	-0.73216	-0.72712	-0.70450	-0.68949	-0.65775	-0.62292	-0.57991	-0.53968	-0.48340	-0.42089	-0.35863	-0.33941	-0.35606	-0.24579	-0.12709	-0.00713	 0.10682	 0.23992	 0.39314	 0.57934	 0.77014	 0.93318	 0.99907	 0.95624	 0.06067	 0.19427	-0.15784	-0.37646	-0.43039	-0.48190	-0.51707	-0.49001	-0.47619	-0.49559	-0.51065	-0.50942	-0.52234	-0.50230	-0.46713	-0.39688	-0.31727	-0.20703	-0.11239	-0.01546	 0.08375	 0.21541	 0.16399	  0.1321	0.001924	 -0.0647	
      29	  -0.005	-0.000264	  0.2411	 -0.0651	  0.2411	-0.000242	2.997E+6	   0.235	 3903.47	   82.74	   0.000	 0.15707	 0.09571	 0.03978	-0.02207	-0.08764	-0.15871	-0.23573	-0.31089	-0.38738	-0.46043	-0.53025	-0.60283	-0.66234	-0.70842	-0.74920	-0.78820	-0.80082	-0.80123	-0.78445	-0.77516	-0.74856	-0.72000	-0.68181	-0.64876	-0.59675	-0.54047	-0.48479	-0.47669	-0.50913	-0.40226	-0.29202	-0.17872	-0.07238	 0.05281	 0.20146	 0.39465	 0.61030	 0.82374	 0.97360	 0.99808	 0.06178	 0.45775	 0.10991	-0.13213	-0.22644	-0.30979	-0.36687	-0.36024	-0.36437	-0.39677	-0.42196	-0.43106	-0.45284	-0.44177	-0.41548	-0.35405	-0.28216	-0.17991	-0.09155	 0.00000	 0.09578	 0.22300	 0.15561	  0.2409	-0.000287	 -0.0652	
