   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      21	  -1.031	0.007878	  0.1495	 -0.0670	  0.1493	0.010568	3.019E+6	   0.233	 3837.55	   81.51	   0.000	 0.17673	 0.10354	 0.04569	-0.01644	-0.08228	-0.15166	-0.22580	-0.29757	-0.36935	-0.43731	-0.50400	-0.57091	-0.62477	-0.66534	-0.70016	-0.73299	-0.74083	-0.73634	-0.71217	-0.69879	-0.66686	-0.63344	-0.59145	-0.54894	-0.49172	-0.43314	-0.35567	-0.41473	-0.30098	-0.21329	-0.10405	 0.00969	 0.11891	 0.24823	 0.39744	 0.57999	 0.76768	 0.92969	 0.99908	 0.96256	 0.95882	 0.23582	-0.10735	-0.31666	-0.37021	-0.42553	-0.45546	-0.52859	-0.46125	-0.48831	-0.50279	-0.50201	-0.51890	-0.49846	-0.46418	-0.39371	-0.31415	-0.20216	-0.10710	-0.00999	 0.09327	 0.23722	 0.17636	  0.1492	0.010620	 -0.0670	
      22	  -2.059	0.007598	  0.0273	 -0.0657	  0.0270	0.008573	3.020E+6	   0.233	 3840.53	   81.55	   0.000	 0.18170	 0.10739	 0.05214	-0.00724	-0.07009	-0.13570	-0.20577	-0.27320	-0.34009	-0.40286	-0.46406	-0.52501	-0.57273	-0.60691	-0.63552	-0.66180	-0.66354	-0.65337	-0.62346	-0.60405	-0.56740	-0.52765	-0.48056	-0.43199	-0.37001	-0.30568	-0.22558	-0.26392	-0.14682	-0.05233	 0.06168	 0.17965	 0.29449	 0.42779	 0.57533	 0.74213	 0.89420	 0.99058	 0.97867	 0.84653	 0.83807	-0.10115	-0.43384	-0.60412	-0.60545	-0.62532	-0.62744	-0.68606	-0.58622	-0.60014	-0.60314	-0.59023	-0.59771	-0.56727	-0.52313	-0.44275	-0.35461	-0.23351	-0.13138	-0.02800	 0.07983	 0.23041	 0.18100	  0.0270	0.008647	 -0.0657	
      23	  -3.088	0.007360	 -0.0893	 -0.0644	 -0.0896	0.002536	3.018E+6	   0.233	 3836.90	   81.52	   0.000	 0.18481	 0.11100	 0.05860	 0.00212	-0.05773	-0.11968	-0.18582	-0.24912	-0.31141	-0.36931	-0.42530	-0.48079	-0.52276	-0.55111	-0.57412	-0.59435	-0.59060	-0.57523	-0.54073	-0.51579	-0.47518	-0.42960	-0.37855	-0.32455	-0.25866	-0.18964	-0.10701	-0.12837	-0.00980	 0.09042	 0.20617	 0.32629	 0.44290	 0.57516	 0.71507	 0.85943	 0.96833	 0.99816	 0.89774	 0.66114	 0.64733	-0.48019	-0.78475	-0.90397	-0.84683	-0.82716	-0.79991	-0.84132	-0.70859	-0.70953	-0.70044	-0.67600	-0.67381	-0.63322	-0.57939	-0.48935	-0.39283	-0.26287	-0.15410	-0.04477	 0.06711	 0.22312	 0.18447	 -0.0895	0.002660	 -0.0644	
      24	  -4.116	0.007086	 -0.2114	 -0.0630	 -0.2114	-0.008106	3.017E+6	   0.233	 3837.28	   81.53	   0.000	 0.18737	 0.11527	 0.06614	 0.01283	-0.04379	-0.10188	-0.16390	-0.22295	-0.28053	-0.33408	-0.38418	-0.43408	-0.47028	-0.49280	-0.51011	-0.52437	-0.51524	-0.49482	-0.45569	-0.42565	-0.38098	-0.33022	-0.27524	-0.21672	-0.14690	-0.07456	 0.01085	 0.00529	 0.12455	 0.22833	 0.34397	 0.46348	 0.57862	 0.70504	 0.83025	 0.94335	 0.99819	 0.95872	 0.74807	 0.39114	 0.37032	-0.93581	-1.19266	-1.24409	-1.11763	-1.05020	-0.98949	-1.01592	-0.83932	-0.82545	-0.80401	-0.76636	-0.75372	-0.70216	-0.63777	-0.53741	-0.43194	-0.29266	-0.17662	-0.06119	 0.05451	 0.21480	 0.18732	 -0.2112	-0.007898	 -0.0630	
      25	  -5.159	0.007419	 -0.3271	 -0.0615	 -0.3264	-0.022024	3.015E+6	   0.233	 3832.72	   81.49	   0.000	 0.18859	 0.11900	 0.07342	 0.02334	-0.03004	-0.08437	-0.14247	-0.19739	-0.25051	-0.29930	-0.34449	-0.38896	-0.41987	-0.43702	-0.44901	-0.45766	-0.44384	-0.41891	-0.37551	-0.34089	-0.29284	-0.23734	-0.17931	-0.11642	-0.04391	 0.03121	 0.11820	 0.12617	 0.24435	 0.35012	 0.46399	 0.58052	 0.69074	 0.80712	 0.91244	 0.98801	 0.98818	 0.86656	 0.54252	 0.05932	 0.02902	-1.42909	-1.62264	-1.59457	-1.39616	-1.27907	-1.17886	-1.12365	-0.97660	-0.94038	-0.90538	-0.85253	-0.83049	-0.76808	-0.69315	-0.58220	-0.46814	-0.32006	-0.19724	-0.07590	 0.04245	 0.20581	 0.18881	 -0.3263	-0.021718	 -0.0614	
      26	  -6.177	0.008031	 -0.4414	 -0.0597	 -0.4397	-0.039507	3.014E+6	   0.233	 3831.93	   81.49	   0.000	 0.18699	 0.12141	 0.08000	 0.03347	-0.01654	-0.06705	-0.12114	-0.17193	-0.22052	-0.26473	-0.30500	-0.34445	-0.36996	-0.38190	-0.38944	-0.39218	-0.37379	-0.34450	-0.29731	-0.25903	-0.20723	-0.14819	-0.08736	-0.02040	 0.05418	 0.13159	 0.21951	 0.23878	 0.35551	 0.46132	 0.57149	 0.68290	 0.78539	 0.88743	 0.96740	 0.99899	 0.93825	 0.72194	 0.27598	-0.34334	-0.38286	-1.97824	-2.08989	-1.96739	-1.70272	-1.50425	-1.27921	-1.28432	-1.12011	-1.06505	-1.00825	-0.94180	-0.90554	-0.83166	-0.74516	-0.62381	-0.50119	-0.34422	-0.21452	-0.08860	 0.02983	 0.19019	 0.18731	 -0.4395	-0.039086	 -0.0596	
      27	  -7.199	0.008390	 -0.5565	 -0.0584	 -0.5532	-0.061417	3.010E+6	   0.232	 3824.49	   81.42	   0.000	 0.18285	 0.12329	 0.08644	 0.04367	-0.00284	-0.04956	-0.09960	-0.14627	-0.19043	-0.23014	-0.26564	-0.29994	-0.32052	-0.32743	-0.33014	-0.32789	-0.30504	-0.27177	-0.22184	-0.17897	-0.12422	-0.06177	 0.00138	 0.07121	 0.14712	 0.22621	 0.31417	 0.34267	 0.45723	 0.56143	 0.66626	 0.76997	 0.86216	 0.94555	 0.99529	 0.98099	 0.84779	 0.52605	-0.04890	-0.81573	-0.86478	-2.58206	-2.59390	-2.36453	-2.07342	-1.67905	-1.49606	-1.45675	-1.26023	-1.18465	-1.11105	-1.02960	-0.97982	-0.89423	-0.79606	-0.66402	-0.53235	-0.36632	-0.22976	-0.09958	 0.01842	 0.17382	 0.18366	 -0.5530	-0.060864	 -0.0583	
      28	  -8.227	0.009641	 -0.6660	 -0.0569	 -0.6605	-0.085753	3.009E+6	   0.232	 3823.68	   81.42	   0.000	 0.17492	 0.12382	 0.09198	 0.05316	 0.01021	-0.03260	-0.07868	-0.12133	-0.16119	-0.19642	-0.22738	-0.25674	-0.27234	-0.27453	-0.27257	-0.26566	-0.23874	-0.20250	-0.14861	-0.10237	-0.04508	 0.02033	 0.08546	 0.15764	 0.23440	 0.31420	 0.39980	 0.43743	 0.54878	 0.65005	 0.74795	 0.84198	 0.92085	 0.98209	 0.99845	 0.93095	 0.71893	 0.28311	-0.42667	-1.34982	-1.40902	-3.23268	-3.12928	-2.79355	-2.22662	-1.94290	-1.69552	-1.62639	-1.39844	-1.30214	-1.21134	-1.11533	-1.05149	-0.95373	-0.84356	-0.70050	-0.55953	-0.38444	-0.24119	-0.10774	 0.00727	 0.15487	 0.17590	 -0.6603	-0.085072	 -0.0568	
      29	  -9.250	0.010955	 -0.7701	 -0.0560	 -0.7618	-0.112972	3.005E+6	   0.232	 3816.06	   81.35	   0.000	 0.16017	 0.12122	 0.09507	 0.06049	 0.02123	-0.01769	-0.05992	-0.09858	-0.13418	-0.16530	-0.19174	-0.21645	-0.22756	-0.22584	-0.21896	-0.20756	-0.17696	-0.13748	-0.08078	-0.03127	 0.02753	 0.09620	 0.16227	 0.23644	 0.31362	 0.39338	 0.47840	 0.52142	 0.62868	 0.72553	 0.81555	 0.89829	 0.96174	 0.99833	 0.98077	 0.85352	 0.55866	 0.00446	-0.84225	-1.92741	-1.99830	-3.91115	-3.68163	-3.26789	-2.44012	-2.19106	-1.89048	-1.79198	-1.53219	-1.41475	-1.30690	-1.19587	-1.11793	-1.00780	-0.88551	-0.73136	-0.58077	-0.39681	-0.24712	-0.11247	-0.00417	 0.13036	 0.16111	 -0.7617	-0.112173	 -0.0559	
      30	 -10.295	0.012306	 -0.8689	 -0.0558	 -0.8571	-0.143173	3.004E+6	   0.232	 3813.69	   81.33	   0.000	 0.13425	 0.11361	 0.09452	 0.06474	 0.02945	-0.00537	-0.04367	-0.07838	-0.10983	-0.13669	-0.15890	-0.17979	-0.18577	-0.17977	-0.16872	-0.15392	-0.11914	-0.07646	-0.01721	 0.03515	 0.09574	 0.16686	 0.23159	 0.30854	 0.38596	 0.46563	 0.54947	 0.59615	 0.69871	 0.78986	 0.87085	 0.94074	 0.98712	 0.99777	 0.94235	 0.75084	 0.36939	-0.30888	-1.29478	-2.54356	-2.62920	-4.61719	-4.25366	-3.77058	-2.76919	-2.43288	-2.08153	-1.95223	-1.66089	-1.52126	-1.39577	-1.26923	-1.17668	-1.05375	-0.91861	-0.75256	-0.59162	-0.39859	-0.24309	-0.11193	-0.01767	 0.09560	 0.13410	 -0.8571	-0.142281	 -0.0557	
      31	 -11.315	0.015521	 -0.9452	 -0.0555	 -0.9299	-0.170236	3.000E+6	   0.232	 3805.55	   81.26	   0.000	 0.08997	 0.09610	 0.08598	 0.06184	 0.03092	 0.00036	-0.03401	-0.06495	-0.09238	-0.11540	-0.13347	-0.15017	-0.15202	-0.14214	-0.12733	-0.10866	-0.07075	-0.02525	 0.03619	 0.09114	 0.15319	 0.22602	 0.28963	 0.36924	 0.44592	 0.52541	 0.60767	 0.65683	 0.75420	 0.83942	 0.91134	 0.96859	 0.99795	 0.98447	 0.89153	 0.63919	 0.17642	-0.61686	-1.73013	-3.12989	-3.22966	-5.26941	-4.78373	-4.06738	-3.05132	-2.64122	-2.24494	-2.08618	-1.76689	-1.60692	-1.46390	-1.32260	-1.21586	-1.08018	-0.93158	-0.75274	-0.58027	-0.37848	-0.22140	-0.10687	-0.03967	 0.04289	 0.08551	 -0.9300	-0.169344	 -0.0553	
      32	 -12.312	0.021582	 -1.0079	 -0.0524	 -0.9893	-0.193831	2.996E+6	   0.232	 3798.64	   81.19	   0.000	 0.03748	 0.07391	 0.07296	 0.05443	 0.02763	 0.00108	-0.02965	-0.05714	-0.08145	-0.10023	-0.11457	-0.12732	-0.12517	-0.11146	-0.09300	-0.07079	-0.02984	 0.01846	 0.08232	 0.13959	 0.20282	 0.27653	 0.34087	 0.42045	 0.49778	 0.57668	 0.65719	 0.70781	 0.79975	 0.87868	 0.94140	 0.98601	 0.99875	 0.96117	 0.83143	 0.51981	-0.02031	-0.92324	-2.15568	-3.69473	-3.80072	-5.89417	-5.25361	-4.18550	-3.30222	-2.82328	-2.38488	-2.19769	-1.85301	-1.67397	-1.51331	-1.35724	-1.23623	-1.08788	-0.92517	-0.73317	-0.54984	-0.34645	-0.20542	-0.12471	-0.08459	-0.02457	 0.02577	 -0.9896	-0.193040	 -0.0523	
      33	  -0.003	0.008536	  0.2593	 -0.0680	  0.2593	0.008552	3.007E+6	   0.232	 3827.12	   81.49	   0.000	 0.17163	 0.10039	 0.04069	-0.02367	-0.09210	-0.16482	-0.24260	-0.31832	-0.39466	-0.46726	-0.53848	-0.61140	-0.67093	-0.71742	-0.75811	-0.79715	-0.81063	-0.81148	-0.79269	-0.78499	-0.75789	-0.73070	-0.69352	-0.65765	-0.60432	-0.55225	-0.47857	-0.55945	-0.44767	-0.36824	-0.26431	-0.15769	-0.05589	 0.06558	 0.21036	 0.39993	 0.61069	 0.82083	 0.97103	 0.99785	 0.99851	 0.48736	 0.15012	-0.08140	-0.17395	-0.25587	-0.30798	-0.39500	-0.35014	-0.38993	-0.41408	-0.42357	-0.44818	-0.43661	-0.41093	-0.34917	-0.27717	-0.17332	-0.08467	 0.00687	 0.10590	 0.24341	 0.17144	  0.2591	0.008608	 -0.0680	
      34	   5.657	0.011856	  0.8833	 -0.0698	  0.8802	-0.075272	3.001E+6	   0.232	 3814.28	   81.37	   0.000	 0.11469	 0.07150	 0.01729	-0.04824	-0.12414	-0.21226	-0.30941	-0.40783	-0.51139	-0.61302	-0.71564	-0.82206	-0.91812	-1.00273	-1.08150	-1.16042	-1.21235	-1.25064	-1.26926	-1.30226	-1.30931	-1.32835	-1.32836	-1.34038	-1.32696	-1.31920	-1.27643	-1.52085	-1.44781	-1.44641	-1.40865	-1.38809	-1.38993	-1.40038	-1.39825	-1.30408	-1.13069	-0.84318	-0.30574	-0.01593	-0.00194	 0.97493	 0.97083	 0.82535	 0.66398	 0.51769	 0.39420	 0.26851	 0.20160	 0.12428	 0.05609	 0.00051	-0.06143	-0.09290	-0.11029	-0.09402	-0.06290	-0.00412	 0.04940	 0.10812	 0.18089	 0.27312	 0.11402	  0.8798	-0.074730	 -0.0699	
      35	   6.686	0.012782	  0.9862	 -0.0686	  0.9810	-0.102124	2.997E+6	   0.232	 3807.34	   81.30	   0.000	 0.09369	 0.05756	 0.01011	-0.04985	-0.12268	-0.21080	-0.31020	-0.41255	-0.52120	-0.62836	-0.73710	-0.84986	-0.95293	-1.04485	-1.13125	-1.21783	-1.27747	-1.32319	-1.34982	-1.39100	-1.40557	-1.43405	-1.44215	-1.46428	-1.46026	-1.46204	-1.42566	-1.70702	-1.64460	-1.66118	-1.64174	-1.64440	-1.67543	-1.72465	-1.76791	-1.71529	-1.57995	-1.31365	-0.72564	-0.41759	-0.40483	 0.90960	 0.99817	 0.90325	 0.75717	 0.61490	 0.48895	 0.36171	 0.28572	 0.20257	 0.12865	 0.06702	 0.00036	-0.03724	-0.06099	-0.05188	-0.02725	 0.02412	 0.07173	 0.12479	 0.19262	 0.27509	 0.09322	  0.9807	-0.101453	 -0.0688	
      36	   7.719	0.014796	  1.0759	 -0.0663	  1.0681	-0.129843	2.996E+6	   0.232	 3805.74	   81.29	   0.000	 0.06845	 0.03766	-0.00109	-0.05191	-0.11754	-0.20237	-0.30220	-0.40770	-0.52145	-0.63417	-0.74876	-0.86788	-0.97771	-1.07705	-1.17070	-1.26462	-1.33193	-1.38499	-1.41932	-1.46860	-1.49035	-1.52817	-1.54436	-1.57652	-1.58019	-1.59327	-1.56388	-1.88183	-1.82997	-1.86288	-1.86237	-1.88893	-1.94973	-2.03825	-2.12854	-2.12100	-2.02872	-1.79131	-1.16313	-0.84412	-0.83646	 0.81334	 0.99655	 0.95446	 0.82923	 0.69442	 0.56879	 0.44148	 0.35893	 0.27108	 0.19305	 0.12657	 0.05540	 0.01238	-0.01683	-0.01407	 0.00437	 0.04926	 0.09141	 0.13912	 0.20222	 0.27485	 0.06353	  1.0679	-0.129081	 -0.0665	
