   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      20	  -5.148	0.006804	 -0.3113	 -0.0611	 -0.3106	-0.021154	2.993E+6	   0.239	 3989.61	   84.31	   0.000	 0.17189	 0.10633	 0.06233	 0.01292	-0.03978	-0.09391	-0.15192	-0.20703	-0.25994	-0.30952	-0.35444	-0.39892	-0.43130	-0.44785	-0.46113	-0.46888	-0.45614	-0.43021	-0.38743	-0.35315	-0.30425	-0.24986	-0.19237	-0.12915	-0.05905	 0.01792	 0.09235	 0.15173	 0.18798	 0.30814	 0.43238	 0.55675	 0.66817	 0.78914	 0.90102	 0.98419	 0.99347	 0.88118	 0.56818	 0.09467	 0.09432	-1.40296	-1.61274	-1.59676	-1.41141	-1.28158	-1.20172	-1.07279	-0.96757	-0.92675	-0.88906	-0.84002	-0.80883	-0.74909	-0.67291	-0.56440	-0.45135	-0.30837	-0.18711	-0.07132	 0.03449	 0.16946	 0.17218	 -0.3105	-0.020890	 -0.0611	
      21	  -7.192	0.008676	 -0.5233	 -0.0596	 -0.5203	-0.056914	2.990E+6	   0.238	 3982.74	   84.25	   0.000	 0.14987	 0.10038	 0.06680	 0.02541	-0.02021	-0.06643	-0.11649	-0.16344	-0.20739	-0.24786	-0.28322	-0.31769	-0.33984	-0.34606	-0.34987	-0.34698	-0.32516	-0.29123	-0.24134	-0.19904	-0.14396	-0.08187	-0.01924	 0.05139	 0.12547	 0.20394	 0.28468	 0.35255	 0.40528	 0.52095	 0.63536	 0.74634	 0.84147	 0.93159	 0.99167	 0.98944	 0.87280	 0.57012	 0.01567	-0.73078	-0.73184	-2.49937	-2.53782	-2.33904	-1.87717	-1.74432	-1.57464	-1.38321	-1.22544	-1.14473	-1.07662	-0.99902	-0.94215	-0.85910	-0.75989	-0.63041	-0.49996	-0.34107	-0.20887	-0.08939	 0.00870	 0.12946	 0.15079	 -0.5201	-0.056452	 -0.0596	
      22	  -9.237	0.012422	 -0.7011	 -0.0599	 -0.6940	-0.100273	2.990E+6	   0.238	 3987.39	   84.31	   0.000	 0.09053	 0.07526	 0.05602	 0.02447	-0.01320	-0.05120	-0.09333	-0.13242	-0.16784	-0.19990	-0.22665	-0.25196	-0.26487	-0.26202	-0.25698	-0.24541	-0.21568	-0.17547	-0.11862	-0.06982	-0.00986	 0.05773	 0.12386	 0.19903	 0.27344	 0.35473	 0.43776	 0.50905	 0.57075	 0.67794	 0.77858	 0.87082	 0.94215	 0.99193	 0.99344	 0.89573	 0.63695	 0.13120	-0.66267	-1.68881	-1.69032	-3.64567	-3.47476	-3.12632	-2.43771	-2.17584	-1.91696	-1.66562	-1.45582	-1.33322	-1.23321	-1.12609	-1.04211	-0.93450	-0.81058	-0.65920	-0.51108	-0.33969	-0.20396	-0.09822	-0.02768	 0.06129	 0.08929	 -0.6938	-0.099684	 -0.0598	
      23	 -11.280	0.023385	 -0.7994	 -0.0573	 -0.7885	-0.133433	2.987E+6	   0.238	 3980.17	   84.26	   0.000	-0.02486	 0.01377	 0.01410	-0.00512	-0.03364	-0.06257	-0.09689	-0.12837	-0.15589	-0.18040	-0.19915	-0.21640	-0.22119	-0.21065	-0.19735	-0.17802	-0.14140	-0.09514	-0.03295	 0.02135	 0.08451	 0.15698	 0.22572	 0.30302	 0.37611	 0.46153	 0.54389	 0.61569	 0.68093	 0.77870	 0.86510	 0.93881	 0.98585	 0.99822	 0.94690	 0.75823	 0.37525	-0.30601	-1.29503	-2.55159	-2.55322	-4.59873	-4.24668	-3.47403	-2.85155	-2.48581	-2.14862	-1.85065	-1.59746	-1.43433	-1.30129	-1.16444	-1.04884	-0.91204	-0.75593	-0.57751	-0.41486	-0.26547	-0.18581	-0.14327	-0.11510	-0.06782	-0.05658	 -0.7885	-0.133043	 -0.0572	
      24	 -12.256	0.034899	 -0.8057	 -0.0484	 -0.7947	-0.136931	2.980E+6	   0.238	 3967.78	   84.15	   0.000	-0.13202	-0.04398	-0.02836	-0.03857	-0.06089	-0.08419	-0.11407	-0.14137	-0.16481	-0.18541	-0.20043	-0.21411	-0.21497	-0.20065	-0.18372	-0.16152	-0.12108	-0.07190	-0.00703	 0.04977	 0.11464	 0.18914	 0.25879	 0.33654	 0.41083	 0.49653	 0.57839	 0.65016	 0.71582	 0.80951	 0.89028	 0.95658	 0.99400	 0.99284	 0.92090	 0.69916	 0.27274	-0.46806	-1.51826	-2.84406	-2.84569	-4.88628	-4.47297	-3.55685	-2.94288	-2.54170	-2.17351	-1.86079	-1.59056	-1.40559	-1.25062	-1.09179	-0.94626	-0.78029	-0.59456	-0.42346	-0.32083	-0.26436	-0.24783	-0.23642	-0.22407	-0.18325	-0.14948	 -0.7949	-0.136866	 -0.0483	
      25	 -12.755	0.043668	 -0.8067	 -0.0431	 -0.7965	-0.135526	2.975E+6	   0.238	 3956.09	   84.04	   0.000	-0.16658	-0.06511	-0.04519	-0.05272	-0.07326	-0.09479	-0.12318	-0.14902	-0.17093	-0.19011	-0.20370	-0.21601	-0.21533	-0.19952	-0.18117	-0.15764	-0.11585	-0.06544	 0.00041	 0.05830	 0.12396	 0.19930	 0.26933	 0.34735	 0.42229	 0.50796	 0.58981	 0.66137	 0.72706	 0.81937	 0.89806	 0.96178	 0.99579	 0.98994	 0.91091	 0.67822	 0.23765	-0.52276	-1.58905	-2.93299	-2.93464	-4.95793	-4.52722	-3.58280	-2.95550	-2.54299	-2.16416	-1.84761	-1.57169	-1.37719	-1.21239	-1.04433	-0.88660	-0.71496	-0.53984	-0.40556	-0.33224	-0.29216	-0.28229	-0.27350	-0.26336	-0.22367	-0.19050	 -0.7967	-0.135610	 -0.0431	
      26	 -13.099	0.179575	 -0.5430	  0.0473	 -0.5696	0.051840	2.935E+6	   0.234	 3846.76	   82.92	   0.000	-0.43038	-0.24907	-0.21205	-0.21261	-0.23230	-0.25363	-0.28508	-0.31342	-0.33889	-0.36197	-0.37961	-0.39651	-0.39996	-0.38589	-0.37105	-0.34993	-0.31002	-0.26029	-0.19400	-0.13740	-0.07016	 0.00427	 0.07549	 0.15550	 0.23406	 0.31753	 0.40226	 0.47315	 0.53270	 0.64071	 0.74249	 0.83732	 0.91297	 0.97473	 0.99958	 0.95431	 0.79041	 0.44922	-0.09655	-0.78589	-0.78642	-1.94653	-1.66282	-0.98262	-0.88977	-0.84141	-0.81639	-0.80749	-0.79605	-0.78220	-0.76277	-0.74389	-0.72547	-0.71122	-0.69935	-0.69228	-0.69142	-0.68482	-0.69419	-0.68496	-0.65561	-0.52913	-0.44822	 -0.5714	0.052404	  0.0476	Wake not in center of rake!; 
      27	 -10.265	0.016509	 -0.7617	 -0.0602	 -0.7525	-0.119495	3.005E+6	   0.240	 4038.53	   84.91	   0.000	 0.03982	 0.04998	 0.04012	 0.01449	-0.01877	-0.05239	-0.09067	-0.12597	-0.15750	-0.18564	-0.20840	-0.22961	-0.23860	-0.23218	-0.22268	-0.20713	-0.17388	-0.13070	-0.07121	-0.01949	 0.04172	 0.11216	 0.17976	 0.25634	 0.32900	 0.41317	 0.49610	 0.56772	 0.63176	 0.73429	 0.82753	 0.91044	 0.96936	 0.99935	 0.97413	 0.82932	 0.50561	-0.09247	-0.99009	-2.13929	-2.14054	-4.15926	-3.89130	-3.39840	-2.66972	-2.35206	-2.05224	-1.77536	-1.54260	-1.39971	-1.28380	-1.16250	-1.06416	-0.94343	-0.80574	-0.64220	-0.48502	-0.31234	-0.18733	-0.10592	-0.05591	 0.00848	 0.03450	 -0.7524	-0.118942	 -0.0602	
      28	  -8.210	0.010265	 -0.6179	 -0.0596	 -0.6130	-0.078083	3.005E+6	   0.240	 4039.91	   84.92	   0.000	 0.12671	 0.09129	 0.06411	 0.02724	-0.01459	-0.05687	-0.10302	-0.14606	-0.18565	-0.22194	-0.25295	-0.28272	-0.30026	-0.30187	-0.30119	-0.29380	-0.26785	-0.23098	-0.17721	-0.13147	-0.07369	-0.00878	 0.05569	 0.12890	 0.20397	 0.28268	 0.36568	 0.43568	 0.49370	 0.60558	 0.71357	 0.81607	 0.89970	 0.97062	 1.00000	 0.95371	 0.76735	 0.36398	-0.31019	-1.19596	-1.19685	-3.07144	-3.00892	-2.73486	-2.15733	-1.96631	-1.75190	-1.52994	-1.34586	-1.24439	-1.16076	-1.06857	-0.99859	-0.90359	-0.79245	-0.65239	-0.51325	-0.34740	-0.21154	-0.09479	-0.00712	 0.10090	 0.12733	 -0.6128	-0.077537	 -0.0595	
      29	  -6.173	0.007416	 -0.4198	 -0.0605	 -0.4182	-0.037769	3.001E+6	   0.240	 4031.18	   84.83	   0.000	 0.16435	 0.10483	 0.06555	 0.01986	-0.02947	-0.07975	-0.13390	-0.18497	-0.23337	-0.27835	-0.31861	-0.35809	-0.38526	-0.39667	-0.40544	-0.40742	-0.39010	-0.36007	-0.31316	-0.27532	-0.22291	-0.16422	-0.10446	-0.03697	 0.03531	 0.11427	 0.19112	 0.25560	 0.30101	 0.41973	 0.53977	 0.65910	 0.76326	 0.87071	 0.95913	 1.00000	 0.95265	 0.75037	 0.32036	-0.28442	-0.28483	-1.92576	-2.05905	-1.95427	-1.71213	-1.51042	-1.38662	-1.22703	-1.09616	-1.03615	-0.98378	-0.92085	-0.87736	-0.80628	-0.71895	-0.60015	-0.47854	-0.32751	-0.20049	-0.08178	 0.02192	 0.15216	 0.16491	 -0.4180	-0.037406	 -0.0605	
      30	  -4.105	0.006365	 -0.2030	 -0.0619	 -0.2030	-0.008185	3.003E+6	   0.240	 4035.62	   84.88	   0.000	 0.17521	 0.10628	 0.05832	 0.00555	-0.05018	-0.10806	-0.16990	-0.22898	-0.28619	-0.33978	-0.39014	-0.43974	-0.47740	-0.49916	-0.51769	-0.53079	-0.52276	-0.50139	-0.46257	-0.43280	-0.38772	-0.33740	-0.28328	-0.22429	-0.15688	-0.08272	-0.00784	 0.04208	 0.06772	 0.18771	 0.31479	 0.44309	 0.55816	 0.68885	 0.81894	 0.93767	 0.99940	 0.96419	 0.76004	 0.40741	 0.40751	-0.93262	-1.20226	-1.26238	-1.14130	-1.07255	-1.02345	-0.92383	-0.84274	-0.81931	-0.79536	-0.75929	-0.73969	-0.69063	-0.62502	-0.52646	-0.42164	-0.28667	-0.17142	-0.05960	 0.04656	 0.18388	 0.17515	 -0.2028	-0.008003	 -0.0619	
      31	  -2.059	0.006399	  0.0208	 -0.0637	  0.0206	0.007143	3.004E+6	   0.240	 4040.42	   84.93	   0.000	 0.17311	 0.10301	 0.04901	-0.00957	-0.07108	-0.13607	-0.20548	-0.27262	-0.33902	-0.40205	-0.46245	-0.52282	-0.57175	-0.60485	-0.63440	-0.65902	-0.66174	-0.65022	-0.62082	-0.60116	-0.56417	-0.52453	-0.47834	-0.42931	-0.36977	-0.30282	-0.23472	-0.20196	-0.20334	-0.08899	 0.03873	 0.16679	 0.28116	 0.41917	 0.57048	 0.74069	 0.89529	 0.99109	 0.97884	 0.84311	 0.84329	-0.12811	-0.46948	-0.64524	-0.64532	-0.67236	-0.67909	-0.63242	-0.59620	-0.60408	-0.60562	-0.59400	-0.59593	-0.56712	-0.52176	-0.44251	-0.35419	-0.23550	-0.13314	-0.03107	 0.07165	 0.20808	 0.17177	  0.0206	0.007207	 -0.0637	
      32	  -0.004	0.007194	  0.2441	 -0.0649	  0.2441	0.007212	3.002E+6	   0.240	 4036.05	   84.89	   0.000	 0.15859	 0.09590	 0.03944	-0.02281	-0.08875	-0.16014	-0.23673	-0.31188	-0.38764	-0.46043	-0.53068	-0.60279	-0.66355	-0.70883	-0.75059	-0.78761	-0.80212	-0.80157	-0.78342	-0.77540	-0.74828	-0.72108	-0.68490	-0.64886	-0.59849	-0.54330	-0.48686	-0.46999	-0.50812	-0.40595	-0.28588	-0.16708	-0.06594	 0.06193	 0.21057	 0.40425	 0.61783	 0.82749	 0.97574	 0.99909	 0.99938	 0.46067	 0.11457	-0.12385	-0.21491	-0.30464	-0.36261	-0.36184	-0.36407	-0.39846	-0.42226	-0.43219	-0.45312	-0.44277	-0.41603	-0.35501	-0.28253	-0.18008	-0.09081	 0.00033	 0.09649	 0.22502	 0.15757	  0.2439	0.007253	 -0.0649	
      33	   4.625	0.010622	  0.7186	 -0.0621	  0.7171	-0.047360	2.997E+6	   0.240	 4023.08	   84.77	   0.000	 0.07526	 0.04397	 0.00545	-0.04356	-0.10336	-0.17869	-0.26647	-0.35846	-0.45605	-0.55232	-0.64806	-0.74690	-0.83715	-0.91335	-0.98592	-1.05408	-1.09990	-1.12900	-1.14204	-1.16518	-1.16664	-1.17467	-1.16874	-1.17054	-1.15178	-1.13158	-1.11668	-1.16043	-1.28541	-1.22698	-1.14378	-1.10144	-1.07503	-1.03499	-0.98235	-0.84366	-0.63004	-0.32531	 0.14878	 0.40473	 0.40466	 0.99914	 0.87988	 0.67660	 0.50419	 0.35067	 0.21947	 0.15244	 0.08872	 0.01258	-0.04894	-0.09744	-0.15187	-0.17698	-0.18627	-0.16216	-0.12269	-0.05577	 0.00502	 0.06995	 0.14709	 0.24184	 0.07481	  0.7167	-0.047045	 -0.0622	
