   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      21	   0.001	0.005859	  0.3033	 -0.0747	  0.3033	0.005854	3.000E+6	   0.231	 3766.16	   80.66	   0.000	 0.19673	 0.10032	 0.03668	-0.03156	-0.10394	-0.17672	-0.25702	-0.33245	-0.40975	-0.47955	-0.54344	-0.62663	-0.71993	-0.76177	-0.80374	-0.83519	-0.85288	-0.84895	-0.83835	-0.82632	-0.80452	-0.77113	-0.74724	-0.71688	-0.66642	-0.60311	-0.55050	-0.52831	-0.50580	-0.41793	-0.31093	-0.20387	-0.10319	 0.01664	 0.16038	 0.35160	 0.56756	 0.78711	 0.95679	 0.99810	 1.00000	 0.53563	 0.20083	-0.03484	-0.13546	-0.22368	-0.28925	-0.33893	-0.35174	-0.38341	-0.40867	-0.41999	-0.43048	-0.42888	-0.40461	-0.35122	-0.27268	-0.14387	-0.06749	 0.02029	 0.12486	 0.27438	 0.19591	  0.3030	0.005898	 -0.0748	
      22	  -1.027	0.005525	  0.1792	 -0.0732	  0.1791	0.008735	2.995E+6	   0.230	 3752.75	   80.51	   0.000	 0.19870	 0.10346	 0.04312	-0.02182	-0.09083	-0.15950	-0.23552	-0.30628	-0.37807	-0.44128	-0.49779	-0.60936	-0.65782	-0.69823	-0.73540	-0.76091	-0.77234	-0.76260	-0.74564	-0.72733	-0.69982	-0.66000	-0.62962	-0.59128	-0.53530	-0.46638	-0.40650	-0.37381	-0.33796	-0.24179	-0.12892	-0.01403	 0.09550	 0.22476	 0.37466	 0.55914	 0.75079	 0.91868	 0.99856	 0.96989	 0.96709	 0.26487	-0.07945	-0.29216	-0.35121	-0.41072	-0.45307	-0.48282	-0.47738	-0.49533	-0.50886	-0.50897	-0.50954	-0.49904	-0.46653	-0.40962	-0.28427	-0.18006	-0.09470	 0.00045	 0.10972	 0.26695	 0.19782	  0.1790	0.008757	 -0.0733	
      23	  -2.058	0.005259	  0.0539	 -0.0712	  0.0536	0.007190	2.998E+6	   0.230	 3758.40	   80.57	   0.000	 0.20085	 0.10735	 0.05042	-0.01117	-0.07683	-0.14137	-0.21314	-0.27919	-0.34568	-0.40154	-0.46429	-0.56212	-0.59917	-0.63612	-0.66778	-0.68753	-0.69275	-0.67762	-0.65464	-0.63042	-0.59766	-0.55200	-0.51556	-0.47014	-0.40993	-0.33571	-0.27003	-0.22807	-0.18024	-0.07808	 0.03928	 0.15832	 0.27410	 0.40771	 0.55649	 0.72589	 0.88297	 0.98625	 0.98361	 0.86178	 0.85391	-0.06691	-0.40251	-0.57767	-0.58540	-0.61032	-0.62592	-0.63311	-0.60781	-0.61068	-0.61127	-0.59974	-0.58972	-0.57068	-0.53171	-0.43443	-0.33600	-0.21554	-0.12136	-0.01913	 0.09481	 0.25903	 0.19966	  0.0536	0.007229	 -0.0713	
      24	  -3.091	0.005177	 -0.0670	 -0.0692	 -0.0671	0.001559	2.995E+6	   0.230	 3752.09	   80.51	   0.000	 0.20177	 0.11110	 0.05775	-0.00051	-0.06275	-0.12327	-0.19082	-0.25221	-0.31334	-0.36206	-0.44956	-0.50758	-0.54400	-0.57644	-0.60280	-0.61668	-0.61627	-0.59603	-0.56780	-0.53836	-0.50098	-0.44999	-0.40836	-0.35674	-0.29253	-0.21452	-0.14360	-0.09395	-0.03661	 0.07001	 0.18919	 0.31043	 0.42792	 0.56100	 0.70243	 0.84962	 0.96346	 0.99799	 0.90707	 0.67942	 0.66618	-0.44894	-0.75730	-0.88161	-0.83052	-0.81567	-0.80192	-0.78466	-0.73857	-0.72541	-0.71279	-0.68988	-0.66986	-0.63949	-0.55766	-0.47642	-0.38412	-0.25142	-0.14709	-0.03770	 0.07945	 0.24774	 0.20088	 -0.0671	0.001648	 -0.0692	
      25	  -4.117	0.005605	 -0.1888	 -0.0663	 -0.1887	-0.007961	2.999E+6	   0.230	 3762.93	   80.63	   0.000	 0.20038	 0.11416	 0.06489	 0.01029	-0.04846	-0.10480	-0.16797	-0.22453	-0.27966	-0.32795	-0.42064	-0.45535	-0.48934	-0.51660	-0.53727	-0.54566	-0.53972	-0.51463	-0.48124	-0.44698	-0.40496	-0.34922	-0.30287	-0.24555	-0.17778	-0.09715	-0.02140	 0.03505	 0.09952	 0.20973	 0.32857	 0.44941	 0.56563	 0.69313	 0.82042	 0.93691	 0.99749	 0.96351	 0.76324	 0.41690	 0.39631	-0.89747	-1.15956	-1.21728	-1.09767	-1.03584	-0.98886	-0.94455	-0.87713	-0.84458	-0.78073	-0.74413	-0.74366	-0.69201	-0.62927	-0.53005	-0.42613	-0.28569	-0.17119	-0.05510	 0.06248	 0.22990	 0.20003	 -0.1886	-0.007792	 -0.0663	
      26	  -5.145	0.006322	 -0.3033	 -0.0640	 -0.3027	-0.020905	2.994E+6	   0.230	 3754.47	   80.55	   0.000	 0.19853	 0.11726	 0.07208	 0.02103	-0.03429	-0.08667	-0.14560	-0.19740	-0.24667	-0.31180	-0.37399	-0.40757	-0.43798	-0.46018	-0.47562	-0.47888	-0.46809	-0.43871	-0.40085	-0.36218	-0.31636	-0.25668	-0.20631	-0.14491	-0.07370	 0.00917	 0.08805	 0.14964	 0.22014	 0.33149	 0.44829	 0.56689	 0.67793	 0.79580	 0.90417	 0.98433	 0.99112	 0.87820	 0.56692	 0.09747	 0.06822	-1.37664	-1.57772	-1.55873	-1.36864	-1.25731	-1.17578	-1.10169	-0.94778	-0.91890	-0.88959	-0.84122	-0.82006	-0.75822	-0.68400	-0.57442	-0.46184	-0.31366	-0.19185	-0.07034	 0.04860	 0.21587	 0.19867	 -0.3025	-0.020645	 -0.0640	
      27	  -6.171	0.006945	 -0.4244	 -0.0618	 -0.4227	-0.038714	2.998E+6	   0.231	 3765.85	   80.68	   0.000	 0.19541	 0.12049	 0.07984	 0.03266	-0.01902	-0.06719	-0.12156	-0.16797	-0.21463	-0.29341	-0.32678	-0.35877	-0.38453	-0.40146	-0.41203	-0.40949	-0.39382	-0.36018	-0.31798	-0.27583	-0.22569	-0.16298	-0.10876	-0.04254	 0.03097	 0.11556	 0.19688	 0.26273	 0.33804	 0.44865	 0.56177	 0.67461	 0.77811	 0.88143	 0.96394	 0.99870	 0.94329	 0.73298	 0.29582	-0.31402	-0.35355	-1.94170	-2.05957	-1.94409	-1.68293	-1.50239	-1.28159	-1.24912	-1.11729	-1.05206	-1.00049	-0.93608	-0.89916	-0.82604	-0.73987	-0.61937	-0.49764	-0.34072	-0.21155	-0.08483	 0.03476	 0.19994	 0.19561	 -0.4225	-0.038334	 -0.0618	
      28	  -7.201	0.007474	 -0.5432	 -0.0601	 -0.5399	-0.060675	2.994E+6	   0.230	 3756.12	   80.59	   0.000	 0.18997	 0.12325	 0.08740	 0.04417	-0.00380	-0.04775	-0.09736	-0.13771	-0.19661	-0.25292	-0.28266	-0.31137	-0.33272	-0.34431	-0.34983	-0.34262	-0.32221	-0.28493	-0.23947	-0.19290	-0.13977	-0.07376	-0.01642	 0.05329	 0.12832	 0.21383	 0.29655	 0.36545	 0.44370	 0.55207	 0.65953	 0.76479	 0.85766	 0.94226	 0.99410	 0.98237	 0.85364	 0.53638	-0.03214	-0.79114	-0.84031	-2.55281	-2.57016	-2.34595	-2.05453	-1.66932	-1.50885	-1.42192	-1.26062	-1.17439	-1.10581	-1.02576	-0.97534	-0.89051	-0.79245	-0.66113	-0.53018	-0.36450	-0.22826	-0.09706	 0.02203	 0.18306	 0.19061	 -0.5397	-0.060161	 -0.0600	
      29	  -8.237	0.008722	 -0.6573	 -0.0583	 -0.6517	-0.085527	2.998E+6	   0.231	 3768.10	   80.72	   0.000	 0.18109	 0.12504	 0.09428	 0.05516	 0.01092	-0.02853	-0.07312	-0.11068	-0.18406	-0.21325	-0.24101	-0.26591	-0.28260	-0.28915	-0.28984	-0.27809	-0.25333	-0.21331	-0.16370	-0.11379	-0.05791	 0.01074	 0.07062	 0.14338	 0.21925	 0.30531	 0.38835	 0.45912	 0.53881	 0.64355	 0.74361	 0.83896	 0.91854	 0.98063	 0.99839	 0.93287	 0.72394	 0.29084	-0.41528	-1.33298	-1.39382	-3.21493	-3.11495	-2.78122	-2.24658	-1.94220	-1.71512	-1.59328	-1.40260	-1.29518	-1.20925	-1.11386	-1.04971	-0.95271	-0.84258	-0.69992	-0.55951	-0.38496	-0.24181	-0.10697	 0.01001	 0.16346	 0.18188	 -0.6516	-0.084877	 -0.0582	
      30	  -9.257	0.010168	 -0.7651	 -0.0567	 -0.7568	-0.113035	2.993E+6	   0.230	 3757.82	   80.62	   0.000	 0.16638	 0.12452	 0.09940	 0.06462	 0.02425	-0.01041	-0.04895	-0.10262	-0.15157	-0.17761	-0.20250	-0.22324	-0.23551	-0.23806	-0.23363	-0.21764	-0.18901	-0.14592	-0.09316	-0.04038	 0.01731	 0.08871	 0.15061	 0.22558	 0.30208	 0.38775	 0.47063	 0.54202	 0.62167	 0.72142	 0.81316	 0.89708	 0.96091	 0.99775	 0.98106	 0.85477	 0.56121	 0.00774	-0.83797	-1.92053	-1.99293	-3.90531	-3.67708	-3.26209	-2.44008	-2.19706	-1.91578	-1.75994	-1.53966	-1.41067	-1.30776	-1.19666	-1.11859	-1.00940	-0.88694	-0.73308	-0.58308	-0.39974	-0.24995	-0.11339	-0.00252	 0.13901	 0.16734	 -0.7567	-0.112260	 -0.0566	
      31	 -10.290	0.011959	 -0.8651	 -0.0560	 -0.8533	-0.142773	3.000E+6	   0.231	 3778.65	   80.86	   0.000	 0.14323	 0.12042	 0.10175	 0.07171	 0.03532	 0.00610	-0.03071	-0.09598	-0.12195	-0.14645	-0.16791	-0.18539	-0.19272	-0.19091	-0.18241	-0.16325	-0.13054	-0.08447	-0.02918	 0.02617	 0.08572	 0.15882	 0.22236	 0.29886	 0.37521	 0.46014	 0.54218	 0.61327	 0.69175	 0.78539	 0.86813	 0.93935	 0.98644	 0.99778	 0.94398	 0.75464	 0.37613	-0.29902	-1.28183	-2.52522	-2.61187	-4.59896	-4.23956	-3.76208	-2.76526	-2.43646	-2.10589	-1.91607	-1.66726	-1.51660	-1.39681	-1.27037	-1.17832	-1.05686	-0.92184	-0.75650	-0.59666	-0.40459	-0.24910	-0.11498	-0.01609	 0.10654	 0.14322	 -0.8533	-0.141900	 -0.0559	
      32	 -11.302	0.014469	 -0.9523	 -0.0548	 -0.9367	-0.172451	2.994E+6	   0.231	 3765.68	   80.73	   0.000	 0.09832	 0.10584	 0.09621	 0.07221	 0.04086	 0.01887	-0.03839	-0.07556	-0.09914	-0.12099	-0.13857	-0.15178	-0.15494	-0.14879	-0.13621	-0.11324	-0.07708	-0.02833	 0.02968	 0.08735	 0.14865	 0.22331	 0.28806	 0.36563	 0.44162	 0.52552	 0.60621	 0.67632	 0.75256	 0.83929	 0.91215	 0.96950	 0.99811	 0.98328	 0.88884	 0.63313	 0.16627	-0.63406	-1.75585	-3.16266	-3.26502	-5.30975	-4.81793	-4.09831	-3.07545	-2.66641	-2.28777	-2.06220	-1.78552	-1.61287	-1.47469	-1.33227	-1.22502	-1.09020	-0.94102	-0.76225	-0.59034	-0.38883	-0.23083	-0.11212	-0.04023	 0.05076	 0.09372	 -0.9368	-0.171544	 -0.0547	
      33	 -12.311	0.022345	 -1.0178	 -0.0495	 -0.9992	-0.195197	2.998E+6	   0.231	 3779.20	   80.89	   0.000	 0.05282	 0.08893	 0.08702	 0.06823	 0.04188	 0.01295	-0.04007	-0.06375	-0.08656	-0.10482	-0.11893	-0.12859	-0.12777	-0.11785	-0.10152	-0.07525	-0.03586	 0.01541	 0.07569	 0.13552	 0.19835	 0.27427	 0.34012	 0.41851	 0.49407	 0.57677	 0.65569	 0.72462	 0.79808	 0.87832	 0.94184	 0.98635	 0.99879	 0.96006	 0.82921	 0.51520	-0.02802	-0.93592	-2.17508	-3.71872	-3.82301	-5.92780	-5.28214	-4.20889	-3.32234	-2.84443	-2.42450	-2.16816	-1.86801	-1.67618	-1.52160	-1.36457	-1.24260	-1.09544	-0.93297	-0.74231	-0.56137	-0.36308	-0.22627	-0.14132	-0.09457	-0.01769	 0.02715	 -0.9995	-0.194405	 -0.0494	
      34	   4.634	0.008655	  0.8380	 -0.0796	  0.8360	-0.059077	2.993E+6	   0.231	 3770.35	   80.80	   0.000	 0.17851	 0.09338	 0.01908	-0.06133	-0.14667	-0.23721	-0.33541	-0.43135	-0.53197	-0.62733	-0.72292	-0.82607	-0.91185	-0.96838	-1.08422	-1.16755	-1.20910	-1.23177	-1.25237	-1.27120	-1.27930	-1.28081	-1.29221	-1.30344	-1.28523	-1.25571	-1.24943	-1.28742	-1.33961	-1.31184	-1.25473	-1.21512	-1.19547	-1.17877	-1.14504	-1.02343	-0.82617	-0.52849	-0.03020	 0.24138	 0.25773	 0.99784	 0.92780	 0.75054	 0.58239	 0.43613	 0.31065	 0.20471	 0.13310	 0.05794	-0.00740	-0.05787	-0.10461	-0.13596	-0.14718	-0.12541	-0.08992	-0.04155	 0.05527	 0.11189	 0.19271	 0.30386	 0.18014	  0.8355	-0.058572	 -0.0798	
      35	   5.663	0.009495	  0.9443	 -0.0789	  0.9406	-0.083729	2.997E+6	   0.231	 3781.36	   80.93	   0.000	 0.15788	 0.08903	 0.01769	-0.06207	-0.14804	-0.24159	-0.34304	-0.44356	-0.54915	-0.65028	-0.75251	-0.86225	-0.95800	-1.03590	-1.10964	-1.18488	-1.25026	-1.31006	-1.34012	-1.36516	-1.37996	-1.39017	-1.41063	-1.43238	-1.42298	-1.40316	-1.41047	-1.46441	-1.53528	-1.52551	-1.48520	-1.46707	-1.47426	-1.49306	-1.50076	-1.41533	-1.24952	-0.96545	-0.41237	-0.11485	-0.10000	 0.96247	 0.98082	 0.84732	 0.68863	 0.54323	 0.41374	 0.30200	 0.22229	 0.14095	 0.06929	 0.01225	-0.04087	-0.07832	-0.09633	-0.08173	-0.05210	-0.00798	 0.08044	 0.12966	 0.20496	 0.30564	 0.16434	  0.9402	-0.083088	 -0.0790	
      36	   6.686	0.011048	  1.0308	 -0.0754	  1.0251	-0.109051	2.992E+6	   0.231	 3769.44	   80.80	   0.000	 0.12306	 0.07474	 0.01419	-0.05874	-0.14137	-0.23560	-0.33850	-0.44231	-0.55276	-0.65949	-0.76767	-0.88199	-0.98564	-1.07476	-1.16113	-1.24897	-1.30711	-1.35139	-1.37211	-1.40716	-1.41217	-1.48770	-1.51479	-1.54707	-1.54760	-1.53841	-1.55950	-1.62828	-1.71665	-1.72570	-1.70309	-1.70739	-1.74321	-1.79914	-1.85094	-1.80633	-1.67818	-1.41637	-0.81765	-0.50453	-0.49192	 0.89283	 0.99945	 0.91544	 0.77268	 0.63196	 0.50107	 0.38582	 0.29971	 0.21347	 0.13606	 0.07322	 0.01482	-0.02811	-0.05245	-0.04459	-0.02084	 0.01980	 0.09259	 0.14262	 0.21228	 0.30125	 0.12448	  1.0248	-0.108304	 -0.0756	
      37	   0.004	0.006030	  0.3000	 -0.0747	  0.3000	0.006010	2.998E+6	   0.231	 3785.65	   80.97	   0.000	 0.19683	 0.10048	 0.03692	-0.03125	-0.10353	-0.17622	-0.25644	-0.33178	-0.40904	-0.47879	-0.54259	-0.62635	-0.71860	-0.76058	-0.80226	-0.83381	-0.85114	-0.84708	-0.83637	-0.82407	-0.80197	-0.76850	-0.74429	-0.71370	-0.66298	-0.59955	-0.54671	-0.52413	-0.50127	-0.41314	-0.30569	-0.19847	-0.09732	 0.02304	 0.16704	 0.35825	 0.57361	 0.79228	 0.95905	 0.99832	 1.00000	 0.52943	 0.19385	-0.04120	-0.14105	-0.22824	-0.29373	-0.34283	-0.35530	-0.38661	-0.41151	-0.42251	-0.43289	-0.43082	-0.40631	-0.35279	-0.27299	-0.14502	-0.06831	 0.01961	 0.12435	 0.27422	 0.19604	  0.2998	0.006051	 -0.0748	
