   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
       7	  13.221	0.069592	  1.0706	 -0.0565	  1.0581	-0.177099	2.960E+6	   0.235	 3867.53	   82.87	   0.000	-0.39733	-0.44373	-0.44413	-0.43933	-0.43397	-0.42902	-0.42390	-0.41962	-0.41494	-0.41143	-0.41005	-0.41214	-0.43069	-0.47583	-0.56634	-0.69917	-0.85238	-0.98841	-1.11224	-1.22693	-1.31331	-1.40999	-1.48038	-1.57191	-1.71145	-1.75421	-1.82654	-1.96601	-2.13179	-2.22653	-2.29584	-2.40385	-2.55727	-2.79229	-3.10911	-3.27920	-3.37421	-3.29144	-2.61282	-2.31672	-2.31701	 0.36237	 0.85745	 0.99856	 0.96058	 0.86234	 0.74662	 0.62859	 0.52467	 0.42215	 0.34388	 0.25659	 0.16586	 0.09923	 0.04482	 0.02025	 0.01529	 0.03460	 0.05091	 0.07433	 0.11522	 0.10632	-0.36998	  1.0588	-0.178071	 -0.0568	
       8	  14.223	0.087888	  1.0781	 -0.0617	  1.0666	-0.179699	2.949E+6	   0.234	 3842.07	   82.62	   0.000	-0.44964	-0.49229	-0.49237	-0.48707	-0.48127	-0.47633	-0.47102	-0.46548	-0.45871	-0.45290	-0.44810	-0.44501	-0.45212	-0.47383	-0.52108	-0.60903	-0.74232	-0.88144	-1.01876	-1.14690	-1.24641	-1.35591	-1.43813	-1.53971	-1.68518	-1.73954	-1.82310	-1.97114	-2.14756	-2.25556	-2.33939	-2.46366	-2.63432	-2.88671	-3.22539	-3.44020	-3.56824	-3.51558	-2.84508	-2.55877	-2.55895	 0.26986	 0.81818	 0.99447	 0.97295	 0.88315	 0.77150	 0.65486	 0.55039	 0.44674	 0.36581	 0.27631	 0.18319	 0.11324	 0.05521	 0.02678	 0.01852	 0.03399	 0.04658	 0.06650	 0.10425	 0.08622	-0.41490	  1.0677	-0.181013	 -0.0620	
       9	  15.219	0.110338	  1.0669	 -0.0688	  1.0585	-0.173608	2.950E+6	   0.234	 3845.10	   82.66	   0.000	-0.50720	-0.54436	-0.54548	-0.54152	-0.53618	-0.53177	-0.52584	-0.51979	-0.51063	-0.50174	-0.49341	-0.48503	-0.48410	-0.49257	-0.51572	-0.55477	-0.63204	-0.73850	-0.87076	-1.00963	-1.12488	-1.25079	-1.34842	-1.46046	-1.61166	-1.68009	-1.77482	-1.93010	-2.11440	-2.23438	-2.33160	-2.46826	-2.65143	-2.91782	-3.26943	-3.51716	-3.67151	-3.64418	-2.97914	-2.70531	-2.70551	 0.20591	 0.78941	 0.98919	 0.97932	 0.89577	 0.78703	 0.67155	 0.56657	 0.46190	 0.37888	 0.28725	 0.19182	 0.11880	 0.05768	 0.02595	 0.01463	 0.02681	 0.03605	 0.05265	 0.08799	 0.06111	-0.46495	  1.0601	-0.175281	 -0.0692	cpt_wake < 0; 
      10	   9.201	0.024646	  1.0339	 -0.0509	  1.0246	-0.141003	2.993E+6	   0.238	 3964.79	   83.93	   0.000	-0.11289	-0.15601	-0.16359	-0.17481	-0.18741	-0.20379	-0.22890	-0.27063	-0.34212	-0.44103	-0.55947	-0.68966	-0.81867	-0.93730	-1.04862	-1.15309	-1.23694	-1.30186	-1.35444	-1.41238	-1.44785	-1.49394	-1.51872	-1.56446	-1.67260	-1.66850	-1.69333	-1.78973	-1.90246	-1.93747	-1.94261	-1.98031	-2.06355	-2.20635	-2.34154	-2.36877	-2.31114	-2.10045	-1.45060	-1.13490	-1.13486	 0.74627	 0.98503	 0.97191	 0.85874	 0.72707	 0.59819	 0.47817	 0.38013	 0.28700	 0.22176	 0.14612	 0.06821	 0.01732	-0.01849	-0.02396	-0.01120	 0.02676	 0.06142	 0.10305	 0.16062	 0.20600	-0.14708	  1.0244	-0.140692	 -0.0511	
      11	   7.693	0.016244	  0.9641	 -0.0542	  0.9576	-0.112952	2.998E+6	   0.238	 3980.72	   84.10	   0.000	-0.03240	-0.05742	-0.07268	-0.09202	-0.11805	-0.15750	-0.21845	-0.30402	-0.41192	-0.52574	-0.64255	-0.76323	-0.87694	-0.97864	-1.07464	-1.16571	-1.23531	-1.28680	-1.32542	-1.37048	-1.39382	-1.42568	-1.43779	-1.46790	-1.56216	-1.54367	-1.55126	-1.62859	-1.71761	-1.72832	-1.71111	-1.72128	-1.76439	-1.85783	-1.92945	-1.89914	-1.78367	-1.53133	-0.92163	-0.61117	-0.61118	 0.87546	 0.99899	 0.92257	 0.78246	 0.64111	 0.51026	 0.39237	 0.29937	 0.21146	 0.15416	 0.08403	 0.01265	-0.03085	-0.05908	-0.05586	-0.03527	 0.01136	 0.05387	 0.10266	 0.16650	 0.22864	-0.03960	  0.9572	-0.112490	 -0.0544	
      12	   7.171	0.014801	  0.9363	 -0.0568	  0.9308	-0.102201	2.999E+6	   0.238	 3982.91	   84.12	   0.000	-0.00404	-0.02865	-0.04869	-0.07539	-0.10996	-0.16106	-0.23564	-0.32867	-0.43727	-0.54790	-0.65995	-0.77608	-0.88481	-0.98154	-1.07286	-1.15977	-1.22490	-1.27239	-1.30633	-1.34743	-1.36675	-1.39419	-1.40205	-1.42673	-1.51613	-1.49291	-1.49488	-1.56537	-1.64607	-1.64894	-1.62455	-1.62402	-1.65563	-1.73016	-1.78135	-1.73244	-1.59869	-1.33456	-0.74176	-0.43588	-0.43583	 0.91153	 0.99664	 0.89801	 0.75013	 0.60639	 0.47546	 0.35887	 0.26816	 0.18244	 0.12805	 0.06021	-0.00894	-0.04976	-0.07521	-0.06888	-0.04547	 0.00426	 0.04965	 0.10111	 0.16735	 0.23588	-0.00815	  0.9305	-0.101725	 -0.0569	
      13	   6.675	0.013691	  0.9039	 -0.0588	  0.8993	-0.091459	3.000E+6	   0.238	 3987.07	   84.17	   0.000	 0.01999	-0.00514	-0.03070	-0.06390	-0.10644	-0.16751	-0.24996	-0.34540	-0.45259	-0.55991	-0.66812	-0.78048	-0.88503	-0.97750	-1.06487	-1.14799	-1.20912	-1.25279	-1.28272	-1.31992	-1.33547	-1.35856	-1.36245	-1.38211	-1.46645	-1.43874	-1.43538	-1.49927	-1.57159	-1.56664	-1.53527	-1.52366	-1.54553	-1.60067	-1.63184	-1.56456	-1.41365	-1.13930	-0.56605	-0.26513	-0.26511	 0.94217	 0.98907	 0.86911	 0.71440	 0.56888	 0.43834	 0.32336	 0.23507	 0.15168	 0.10051	 0.03495	-0.03189	-0.07007	-0.09264	-0.08324	-0.05698	-0.00408	 0.04411	 0.09814	 0.16665	 0.24119	 0.01604	  0.8989	-0.090989	 -0.0589	
      14	   5.650	0.012048	  0.8234	 -0.0620	  0.8206	-0.069072	3.001E+6	   0.238	 3991.28	   84.22	   0.000	 0.05921	 0.03080	-0.00436	-0.04971	-0.10606	-0.17967	-0.26849	-0.36373	-0.46653	-0.56751	-0.66899	-0.77445	-0.87142	-0.95582	-1.03525	-1.11091	-1.16410	-1.20024	-1.22179	-1.25102	-1.25886	-1.27328	-1.26901	-1.27796	-1.35139	-1.31467	-1.29998	-1.34959	-1.40434	-1.38334	-1.33654	-1.30341	-1.31235	-1.32123	-1.31027	-1.20752	-1.02435	-0.73384	-0.20611	 0.07663	 0.07706	 0.98720	 0.95314	 0.79124	 0.62591	 0.47883	 0.35073	 0.24014	 0.15969	 0.08075	 0.03685	-0.02315	-0.08527	-0.11737	-0.13372	-0.11750	-0.08499	-0.02519	 0.02907	 0.08846	 0.16166	 0.24729	 0.05721	  0.8202	-0.068658	 -0.0622	
      15	   5.140	0.011428	  0.7783	 -0.0632	  0.7762	-0.058343	3.002E+6	   0.239	 3994.60	   84.26	   0.000	 0.07551	 0.04430	 0.00472	-0.04576	-0.10688	-0.18336	-0.27284	-0.36688	-0.46724	-0.56545	-0.66369	-0.76603	-0.85936	-0.93999	-1.01575	-1.08774	-1.13705	-1.16952	-1.18723	-1.21262	-1.21695	-1.22676	-1.21858	-1.22224	-1.29032	-1.24916	-1.22892	-1.27133	-1.31734	-1.28902	-1.23444	-1.19247	-1.18916	-1.17937	-1.14964	-1.03073	-0.83414	-0.53859	-0.03635	 0.23468	 0.23518	 0.99772	 0.92356	 0.74287	 0.57459	 0.42814	 0.30216	 0.19451	 0.11990	 0.04231	 0.00195	-0.05487	-0.11411	-0.14300	-0.15611	-0.13643	-0.10037	-0.03729	 0.02004	 0.08227	 0.15786	 0.24866	 0.07358	  0.7757	-0.057967	 -0.0633	
      16	   3.077	0.009417	  0.5799	 -0.0658	  0.5796	-0.021726	3.004E+6	   0.239	 4000.98	   84.33	   0.000	 0.12298	 0.07728	 0.02485	-0.03729	-0.10635	-0.18495	-0.27164	-0.35892	-0.44955	-0.53713	-0.62373	-0.71384	-0.79358	-0.85973	-0.92122	-0.97913	-1.01374	-1.03224	-1.03465	-1.04537	-1.03591	-1.02894	-1.00582	-0.98968	-1.03584	-0.97881	-0.93859	-0.95306	-0.96684	-0.90996	-0.83310	-0.76691	-0.70206	-0.63393	-0.54113	-0.37423	-0.14486	 0.14935	 0.53144	 0.73375	 0.73424	 0.94506	 0.71968	 0.48598	 0.32439	 0.19113	 0.08050	-0.01036	-0.06172	-0.12682	-0.14930	-0.19262	-0.23941	-0.25444	-0.25305	-0.21841	-0.16841	-0.09052	-0.02102	 0.05274	 0.13771	 0.24703	 0.12169	  0.5792	-0.021519	 -0.0659	
      17	   1.019	0.008016	  0.3624	 -0.0661	  0.3625	0.001571	3.005E+6	   0.239	 4006.98	   84.40	   0.000	 0.15249	 0.09338	 0.03618	-0.02780	-0.09629	-0.17073	-0.25134	-0.33089	-0.41197	-0.48924	-0.56477	-0.64325	-0.70999	-0.76250	-0.81049	-0.85474	-0.87552	-0.88117	-0.86971	-0.86685	-0.84500	-0.82284	-0.78669	-0.75278	-0.77857	-0.70807	-0.65061	-0.64181	-0.62513	-0.54511	-0.45281	-0.34985	-0.25489	-0.15009	-0.01860	 0.17127	 0.39993	 0.65002	 0.88469	 0.97963	 0.98005	 0.68497	 0.36566	 0.12147	 0.00056	-0.09960	-0.18387	-0.24512	-0.27295	-0.31796	-0.31843	-0.34487	-0.37626	-0.37567	-0.35813	-0.30640	-0.24162	-0.14704	-0.06561	 0.01985	 0.11346	 0.23820	 0.15143	  0.3622	0.001650	 -0.0662	
      18	  -1.028	0.007144	  0.1417	 -0.0650	  0.1415	0.009684	3.006E+6	   0.239	 4008.65	   84.42	   0.000	 0.17033	 0.10195	 0.04555	-0.01589	-0.08046	-0.14910	-0.22252	-0.29417	-0.36583	-0.43333	-0.49828	-0.56575	-0.62039	-0.66029	-0.69570	-0.72726	-0.73558	-0.72965	-0.70650	-0.69163	-0.65841	-0.62337	-0.57691	-0.52838	-0.53299	-0.45378	-0.38408	-0.35334	-0.31441	-0.22264	-0.10985	 0.00527	 0.11671	 0.24396	 0.39304	 0.57678	 0.76721	 0.92915	 0.99963	 0.96159	 0.96192	 0.21585	-0.12881	-0.33415	-0.38449	-0.43685	-0.46012	-0.50605	-0.50163	-0.51999	-0.49646	-0.50302	-0.51662	-0.49871	-0.46374	-0.39451	-0.31446	-0.20399	-0.10949	-0.01260	 0.08812	 0.22383	 0.16915	  0.1414	0.009731	 -0.0651	
      19	  -3.088	0.006858	 -0.0921	 -0.0631	 -0.0923	0.001887	3.005E+6	   0.239	 4009.64	   84.44	   0.000	 0.17911	 0.10808	 0.05632	 0.00009	-0.05893	-0.12044	-0.18623	-0.24952	-0.31162	-0.36916	-0.42414	-0.47940	-0.52233	-0.54996	-0.57322	-0.59247	-0.58897	-0.57220	-0.53840	-0.51233	-0.47024	-0.42311	-0.36826	-0.30648	-0.29678	-0.20821	-0.12946	-0.08121	-0.02617	 0.07999	 0.19775	 0.31954	 0.43772	 0.56914	 0.71004	 0.85635	 0.96843	 0.99767	 0.89755	 0.65700	 0.65719	-0.50214	-0.80498	-0.92030	-0.86144	-0.82766	-0.79580	-0.80183	-0.75679	-0.74311	-0.69104	-0.67454	-0.66672	-0.62904	-0.57398	-0.48540	-0.38863	-0.26108	-0.15299	-0.04482	 0.06206	 0.20482	 0.17838	 -0.0923	0.002007	 -0.0631	
      20	  -5.149	0.007499	 -0.3160	 -0.0608	 -0.3154	-0.020890	3.003E+6	   0.239	 4003.63	   84.38	   0.000	 0.17779	 0.11126	 0.06666	 0.01683	-0.03603	-0.09012	-0.14820	-0.20336	-0.25639	-0.30538	-0.34988	-0.39478	-0.42683	-0.44359	-0.45617	-0.46447	-0.45093	-0.42504	-0.38249	-0.34718	-0.29773	-0.24113	-0.17979	-0.10990	-0.08498	 0.00594	 0.09083	 0.15085	 0.21955	 0.32950	 0.44527	 0.56416	 0.67611	 0.79369	 0.90303	 0.98448	 0.99259	 0.87825	 0.56186	 0.08353	 0.08363	-1.40962	-1.60615	-1.57813	-1.36925	-1.24209	-1.14631	-1.10524	-1.01513	-0.96616	-0.88357	-0.84162	-0.81100	-0.75254	-0.67659	-0.56816	-0.45459	-0.31056	-0.18946	-0.07185	 0.03713	 0.17924	 0.17782	 -0.3152	-0.020610	 -0.0608	
      21	  -7.195	0.008833	 -0.5362	 -0.0588	 -0.5331	-0.058392	2.999E+6	   0.239	 3996.73	   84.32	   0.000	 0.16124	 0.10880	 0.07411	 0.03210	-0.01369	-0.05997	-0.11004	-0.15705	-0.20111	-0.24084	-0.27575	-0.31050	-0.33222	-0.33878	-0.34218	-0.33934	-0.31668	-0.28270	-0.23335	-0.18989	-0.13388	-0.07029	-0.00428	 0.07299	 0.10814	 0.20143	 0.28560	 0.35469	 0.43272	 0.54045	 0.64780	 0.75463	 0.84921	 0.93616	 0.99251	 0.98671	 0.86585	 0.55637	-0.00768	-0.76701	-0.76746	-2.53861	-2.55731	-2.33836	-1.90045	-1.70382	-1.52397	-1.42472	-1.28403	-1.19442	-1.07848	-1.00772	-0.95102	-0.86937	-0.77021	-0.64045	-0.50904	-0.34833	-0.21499	-0.09194	 0.01174	 0.14092	 0.16192	 -0.5329	-0.057895	 -0.0588	
      22	  -9.240	0.012456	 -0.7225	 -0.0580	 -0.7151	-0.103720	2.993E+6	   0.238	 3983.61	   84.20	   0.000	 0.10762	 0.08826	 0.06752	 0.03520	-0.00279	-0.04073	-0.08298	-0.12211	-0.15760	-0.18877	-0.21477	-0.24040	-0.25273	-0.25012	-0.24481	-0.23324	-0.20304	-0.16268	-0.10625	-0.05637	 0.00411	 0.07290	 0.14310	 0.22371	 0.26593	 0.35847	 0.44297	 0.51528	 0.59577	 0.69672	 0.79114	 0.87927	 0.94866	 0.99434	 0.98997	 0.88397	 0.61632	 0.09565	-0.71721	-1.77007	-1.77065	-3.74251	-3.53971	-3.07798	-2.45866	-2.14260	-1.87692	-1.71721	-1.52562	-1.39414	-1.24557	-1.14469	-1.06059	-0.95439	-0.83045	-0.67804	-0.52758	-0.35214	-0.21212	-0.09934	-0.02237	 0.07244	 0.10600	 -0.7149	-0.103071	 -0.0580	
      23	 -11.287	0.023700	 -0.8387	 -0.0543	 -0.8271	-0.140914	2.987E+6	   0.238	 3968.20	   84.05	   0.000	 0.00469	 0.03801	 0.03509	 0.01394	-0.01594	-0.04572	-0.08075	-0.11270	-0.14071	-0.16460	-0.18298	-0.20125	-0.20498	-0.19495	-0.18134	-0.16293	-0.12543	-0.07905	-0.01772	 0.03755	 0.10113	 0.17478	 0.24616	 0.32783	 0.37700	 0.46856	 0.55229	 0.62442	 0.70413	 0.79624	 0.87716	 0.94605	 0.98973	 0.99668	 0.93622	 0.73417	 0.33686	-0.36809	-1.38797	-2.68282	-2.68347	-4.76987	-4.37031	-3.54595	-2.88960	-2.46781	-2.12900	-1.91534	-1.68022	-1.51079	-1.33440	-1.20498	-1.09198	-0.95981	-0.80748	-0.62994	-0.46248	-0.29515	-0.19404	-0.13730	-0.10521	-0.05111	-0.02307	 -0.8271	-0.140416	 -0.0542	
