   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      10	  18.218	0.122532	  1.1193	 -0.0640	  1.1015	-0.233519	9.920E+5	   0.077	  412.19	   26.86	   0.000	-0.50781	-0.54563	-0.54658	-0.54179	-0.53304	-0.52473	-0.51417	-0.50509	-0.48950	-0.48597	-0.47712	-0.47027	-0.46740	-0.46580	-0.46438	-0.47193	-0.48921	-0.53936	-0.65178	-0.81175	-0.97267	-1.14437	-1.28105	-1.43947	-1.55975	-1.66323	-1.80117	-1.96732	-2.31371	-2.45945	-2.60618	-2.79707	-3.05680	-3.45725	-4.08493	-4.37644	-4.69803	-4.86172	-4.36705	-4.13816	-4.14451	-0.47321	 0.47585	 0.90268	 0.99999	 0.97172	 0.88620	 0.79184	 0.69432	 0.59271	 0.49495	 0.39376	 0.30203	 0.21955	 0.14381	 0.10012	 0.07838	 0.07063	 0.07483	 0.08169	 0.10152	 0.06641	-0.46654	  1.1050	-0.236232	 -0.0647	cpt_wake < 0; 
      11	  20.203	0.166498	  1.0791	 -0.0785	  1.0702	-0.216410	9.955E+5	   0.077	  414.59	   26.94	   0.000	-0.56621	-0.59893	-0.60420	-0.60477	-0.59956	-0.59355	-0.58403	-0.57533	-0.55950	-0.55548	-0.54326	-0.53553	-0.52969	-0.52641	-0.52211	-0.52391	-0.52482	-0.52739	-0.53705	-0.56411	-0.62886	-0.76030	-0.91674	-1.10698	-1.26979	-1.41461	-1.58360	-1.77269	-2.12402	-2.30370	-2.47977	-2.70045	-2.98323	-3.38655	-4.10620	-4.44820	-4.79884	-5.02563	-4.58811	-4.39614	-4.40408	-0.63659	 0.38103	 0.86290	 0.99542	 0.98202	 0.90821	 0.81854	 0.72371	 0.62307	 0.52373	 0.42041	 0.32618	 0.23967	 0.15859	 0.10941	 0.08140	 0.06727	 0.06524	 0.06663	 0.08086	 0.03405	-0.52463	  1.0751	-0.219792	 -0.0794	cpt_wake < 0; 
      12	  11.246	0.030286	  1.1587	 -0.0487	  1.1423	-0.196263	1.005E+6	   0.078	  422.88	   27.19	   0.000	-0.18109	-0.22493	-0.22005	-0.21854	-0.21857	-0.22150	-0.22737	-0.24540	-0.29217	-0.38291	-0.50962	-0.65548	-0.80358	-0.93854	-1.06254	-1.17637	-1.27944	-1.35544	-1.42155	-1.49202	-1.54736	-1.60118	-1.65364	-1.71764	-1.75436	-1.76923	-1.81892	-1.90968	-2.22583	-2.26433	-2.31002	-2.40813	-2.64372	-2.81676	-3.01555	-3.15118	-3.23297	-3.12723	-2.52305	-2.18940	-2.19552	 0.38227	 0.88035	 0.99635	 0.95021	 0.84064	 0.71216	 0.60810	 0.50989	 0.41364	 0.32586	 0.23819	 0.16522	 0.10337	 0.05392	 0.03731	 0.04116	 0.06275	 0.09514	 0.12784	 0.17710	 0.20358	-0.19950	  1.1438	-0.196158	 -0.0492	
      13	   9.217	0.018343	  1.0845	 -0.0529	  1.0735	-0.155606	1.007E+6	   0.078	  424.51	   27.24	   0.000	-0.05153	-0.07260	-0.08058	-0.09413	-0.11233	-0.14938	-0.21523	-0.30876	-0.41907	-0.54462	-0.66547	-0.78912	-0.90897	-1.01779	-1.11762	-1.21201	-1.29554	-1.35260	-1.39859	-1.45248	-1.49132	-1.52613	-1.56079	-1.60505	-1.62235	-1.60821	-1.63037	-1.79723	-1.99953	-2.02386	-2.05026	-2.11026	-2.21163	-2.33824	-2.46897	-2.51845	-2.50092	-2.31383	-1.71722	-1.37474	-1.38016	 0.66070	 0.97155	 0.98109	 0.88156	 0.75126	 0.61472	 0.51177	 0.41717	 0.32581	 0.24375	 0.16289	 0.09616	 0.04343	 0.00363	-0.00198	 0.01172	 0.04339	 0.08688	 0.12979	 0.18823	 0.23884	-0.05524	  1.0746	-0.155145	 -0.0534	
      14	   7.168	0.013276	  0.9589	 -0.0611	  0.9531	-0.106477	1.009E+6	   0.078	  425.84	   27.28	   0.000	 0.04953	 0.02577	-0.00505	-0.04921	-0.10728	-0.18660	-0.27874	-0.37952	-0.48144	-0.59313	-0.69772	-0.80569	-0.91035	-1.00343	-1.08822	-1.16810	-1.23486	-1.27774	-1.30885	-1.34586	-1.36977	-1.38718	-1.40492	-1.42820	-1.43023	-1.39528	-1.41607	-1.58888	-1.69541	-1.68211	-1.67950	-1.68882	-1.72639	-1.78029	-1.84242	-1.80544	-1.69023	-1.43350	-0.87391	-0.54247	-0.54622	 0.88579	 1.00000	 0.91018	 0.76289	 0.62038	 0.47413	 0.38105	 0.29510	 0.21304	 0.13636	 0.06625	 0.00781	-0.03626	-0.06446	-0.05880	-0.03422	 0.01544	 0.06757	 0.11772	 0.18313	 0.25726	 0.04809	  0.9539	-0.105984	 -0.0615	
      15	   5.131	0.010983	  0.7781	 -0.0651	  0.7760	-0.058646	1.010E+6	   0.078	  426.77	   27.30	   0.000	 0.10314	 0.06482	 0.01620	-0.04462	-0.11422	-0.19812	-0.28789	-0.38281	-0.47539	-0.57668	-0.67002	-0.76570	-0.85659	-0.93621	-1.00737	-1.07756	-1.12593	-1.15392	-1.17050	-1.19251	-1.20289	-1.20316	-1.20854	-1.21037	-1.19391	-1.15256	-1.16548	-1.24800	-1.34239	-1.29613	-1.25795	-1.22217	-1.20811	-1.19391	-1.17733	-1.06091	-0.86960	-0.57077	-0.08693	 0.20583	 0.20161	 0.99731	 0.92963	 0.74549	 0.57333	 0.42803	 0.28285	 0.20860	 0.13616	 0.06531	 0.00081	-0.05770	-0.10569	-0.13799	-0.15315	-0.12902	-0.09222	-0.03037	 0.02673	 0.08912	 0.16384	 0.25690	 0.10129	  0.7765	-0.058303	 -0.0655	
      16	  -2.066	0.006615	  0.0262	 -0.0635	  0.0259	0.007555	1.002E+6	   0.078	  419.29	   27.06	   0.000	 0.17163	 0.10152	 0.04852	-0.00961	-0.06971	-0.13507	-0.20127	-0.26933	-0.33536	-0.39608	-0.45365	-0.51053	-0.56012	-0.59446	-0.62145	-0.64939	-0.65233	-0.63915	-0.61323	-0.59108	-0.55967	-0.52493	-0.49063	-0.43208	-0.37582	-0.30465	-0.23868	-0.18348	-0.19085	-0.07953	 0.03524	 0.15682	 0.27327	 0.40645	 0.55198	 0.72680	 0.88807	 0.98819	 0.98425	 0.84656	 0.84525	-0.12224	-0.44731	-0.62268	-0.62625	-0.63003	-0.66673	-0.60913	-0.57849	-0.58667	-0.58700	-0.58430	-0.57735	-0.55427	-0.51286	-0.43700	-0.34934	-0.23197	-0.13035	-0.02936	 0.07433	 0.21640	 0.16975	  0.0260	0.007613	 -0.0635	
      17	  -4.104	0.006460	 -0.1993	 -0.0613	 -0.1992	-0.007818	1.002E+6	   0.078	  419.25	   27.06	   0.000	 0.17577	 0.10706	 0.06027	 0.00788	-0.04637	-0.10542	-0.16329	-0.22375	-0.28115	-0.33243	-0.37883	-0.42536	-0.46417	-0.48782	-0.50393	-0.52097	-0.51345	-0.48957	-0.45569	-0.42468	-0.38549	-0.33953	-0.29491	-0.22684	-0.16716	-0.08462	-0.00868	 0.06078	 0.07465	 0.19645	 0.31543	 0.43806	 0.55678	 0.68521	 0.81038	 0.93344	 0.99862	 0.96273	 0.75327	 0.39367	 0.39501	-0.94408	-1.17870	-1.23951	-1.11215	-1.02734	-1.00653	-0.90002	-0.81959	-0.79942	-0.77433	-0.75041	-0.72364	-0.68149	-0.62096	-0.52591	-0.42155	-0.28763	-0.17320	-0.06101	 0.04935	 0.19794	 0.17576	 -0.1993	-0.007651	 -0.0612	
      18	  -6.166	0.007421	 -0.4161	 -0.0590	 -0.4145	-0.037308	1.002E+6	   0.078	  418.92	   27.05	   0.000	 0.17369	 0.11122	 0.07231	 0.02627	-0.02175	-0.07363	-0.12380	-0.17662	-0.22492	-0.26734	-0.30501	-0.34049	-0.37060	-0.38493	-0.39139	-0.39943	-0.38370	-0.35091	-0.31155	-0.26854	-0.22266	-0.16624	-0.11416	-0.04296	 0.02661	 0.11213	 0.19433	 0.27322	 0.30718	 0.42821	 0.54312	 0.66219	 0.76586	 0.87105	 0.95615	 0.99875	 0.94784	 0.73646	 0.28808	-0.31859	-0.32392	-1.93981	-2.02081	-1.92873	-1.63374	-1.45183	-1.35888	-1.18022	-1.06638	-1.01740	-0.96222	-0.91156	-0.86313	-0.80058	-0.71972	-0.60474	-0.48391	-0.33348	-0.20598	-0.08570	 0.02631	 0.17268	 0.17440	 -0.4148	-0.036974	 -0.0588	
      19	  -8.212	0.009798	 -0.6118	 -0.0576	 -0.6069	-0.077688	1.001E+6	   0.078	  418.13	   27.02	   0.000	 0.13634	 0.09795	 0.07169	 0.03480	-0.00520	-0.04887	-0.09099	-0.13769	-0.18055	-0.21895	-0.24671	-0.27353	-0.29125	-0.29927	-0.29645	-0.29099	-0.26561	-0.22592	-0.17914	-0.12860	-0.07595	-0.01152	 0.04715	 0.12433	 0.19611	 0.28582	 0.36871	 0.45117	 0.49904	 0.61357	 0.71946	 0.82228	 0.90602	 0.97225	 0.99717	 0.94507	 0.74744	 0.32534	-0.38159	-1.26149	-1.26945	-3.06655	-2.95198	-2.66794	-2.16246	-1.86556	-1.70398	-1.47126	-1.31441	-1.22998	-1.14044	-1.06082	-0.98517	-0.89882	-0.79469	-0.65856	-0.51927	-0.35223	-0.21360	-0.09314	 0.00080	 0.10791	 0.13599	 -0.6075	-0.077195	 -0.0574	
      20	 -10.246	0.016663	 -0.7493	 -0.0547	 -0.7404	-0.116888	1.000E+6	   0.077	  417.29	   26.99	   0.000	 0.03796	 0.05931	 0.05479	 0.03472	-0.00904	-0.06943	-0.09834	-0.12784	-0.15731	-0.18473	-0.20484	-0.22325	-0.23350	-0.23372	-0.22182	-0.20875	-0.17550	-0.12913	-0.07763	-0.02082	 0.03720	 0.10676	 0.16978	 0.25050	 0.32343	 0.41349	 0.49572	 0.57968	 0.63428	 0.74017	 0.83297	 0.91745	 0.97481	 1.00000	 0.96669	 0.81255	 0.47129	-0.15002	-1.08704	-2.21049	-2.21933	-4.09942	-3.78517	-3.31815	-2.58672	-2.21139	-1.98771	-1.69613	-1.49555	-1.37600	-1.25645	-1.14824	-1.04599	-0.93524	-0.80365	-0.64060	-0.47778	-0.29740	-0.17209	-0.10173	-0.06611	-0.01774	 0.00658	 -0.7412	-0.116443	 -0.0544	
      21	 -11.257	0.024733	 -0.8175	 -0.0478	 -0.8066	-0.135337	9.994E+5	   0.077	  416.37	   26.96	   0.000	-0.00913	 0.04233	 0.04846	 0.01907	-0.03943	-0.06440	-0.09199	-0.12103	-0.14693	-0.17080	-0.18743	-0.20215	-0.20667	-0.20313	-0.18742	-0.17089	-0.13393	-0.08612	-0.03057	 0.02902	 0.08820	 0.16117	 0.22494	 0.30858	 0.38104	 0.47111	 0.55174	 0.63489	 0.69235	 0.79157	 0.87812	 0.94687	 0.99425	 0.99766	 0.93141	 0.72193	 0.30675	-0.41749	-1.46646	-2.71011	-2.71931	-4.61279	-4.19348	-3.60182	-2.78818	-2.37359	-2.11341	-1.79396	-1.56993	-1.43266	-1.29695	-1.17597	-1.05782	-0.93315	-0.78648	-0.61035	-0.44094	-0.27778	-0.19389	-0.15738	-0.13764	-0.09041	-0.06119	 -0.8076	-0.134988	 -0.0474	
      22	 -12.242	0.035482	 -0.8253	 -0.0366	 -0.8140	-0.140316	1.002E+6	   0.078	  418.43	   27.02	   0.000	-0.14212	-0.02472	-0.01965	-0.04047	-0.05678	-0.08023	-0.10537	-0.13068	-0.15189	-0.17117	-0.18413	-0.19447	-0.19612	-0.18747	-0.16828	-0.14746	-0.10816	-0.05735	 0.00173	 0.06426	 0.12463	 0.19937	 0.26448	 0.35002	 0.42328	 0.51124	 0.59129	 0.67370	 0.73127	 0.82641	 0.90572	 0.96542	 0.99999	 0.98894	 0.89651	 0.64684	 0.17740	-0.61824	-1.74322	-3.06540	-3.07460	-4.94457	-4.44618	-3.70712	-2.88905	-2.44169	-2.15094	-1.80953	-1.56474	-1.40543	-1.24886	-1.10205	-0.95014	-0.78169	-0.57860	-0.37990	-0.28668	-0.26372	-0.27330	-0.27880	-0.27444	-0.23505	-0.18655	 -0.8151	-0.140338	 -0.0362	
      23	 -13.241	0.047260	 -0.8386	 -0.0306	 -0.8271	-0.146071	1.000E+6	   0.077	  416.74	   26.97	   0.000	-0.21252	-0.07723	-0.05404	-0.05870	-0.07284	-0.09426	-0.11635	-0.13903	-0.15763	-0.17248	-0.18249	-0.18903	-0.18693	-0.17497	-0.15194	-0.12789	-0.08624	-0.03221	 0.02947	 0.09385	 0.15719	 0.23139	 0.29855	 0.38502	 0.45818	 0.54680	 0.62528	 0.70680	 0.76489	 0.85467	 0.92834	 0.98006	 0.99999	 0.97602	 0.85834	 0.56949	 0.05112	-0.81190	-2.00603	-3.39854	-3.40761	-5.24774	-4.67629	-3.79307	-2.97970	-2.49845	-2.17976	-1.81907	-1.55569	-1.37639	-1.20004	-1.03009	-0.84569	-0.64991	-0.46035	-0.35193	-0.31675	-0.30830	-0.32185	-0.33103	-0.33004	-0.30392	-0.24731	 -0.8284	-0.146367	 -0.0303	
      24	 -14.229	0.066157	 -0.8103	 -0.0206	 -0.8017	-0.135047	9.978E+5	   0.077	  414.85	   26.91	   0.000	-0.33671	-0.14870	-0.10717	-0.10191	-0.11031	-0.12747	-0.14562	-0.16498	-0.17883	-0.19149	-0.19750	-0.20023	-0.19516	-0.17897	-0.15305	-0.12711	-0.08178	-0.02560	 0.03900	 0.10486	 0.16991	 0.24715	 0.31454	 0.40147	 0.47613	 0.56415	 0.64300	 0.72391	 0.78123	 0.86912	 0.93945	 0.98755	 1.00000	 0.96786	 0.83878	 0.53298	-0.00563	-0.89150	-2.10541	-3.51231	-3.52207	-5.30295	-4.70059	-3.74571	-2.93634	-2.43792	-2.10142	-1.72869	-1.45093	-1.24792	-1.04464	-0.84217	-0.62894	-0.46111	-0.38278	-0.36489	-0.36332	-0.36795	-0.38817	-0.40110	-0.40926	-0.40770	-0.31952	 -0.8032	-0.135680	 -0.0203	
      25	 -15.195	0.096567	 -0.7314	 -0.0052	 -0.7311	-0.098504	1.005E+6	   0.078	  420.46	   27.09	   0.000	-0.43810	-0.22474	-0.17169	-0.15937	-0.16245	-0.17604	-0.19143	-0.20836	-0.22019	-0.22864	-0.23267	-0.23373	-0.22549	-0.20758	-0.17841	-0.15029	-0.10305	-0.04308	 0.02218	 0.09023	 0.15639	 0.23488	 0.30398	 0.39191	 0.46809	 0.55638	 0.63544	 0.71718	 0.77406	 0.86204	 0.93430	 0.98283	 1.00000	 0.97214	 0.85409	 0.56829	 0.06110	-0.77637	-1.92282	-3.25086	-3.25960	-4.93367	-4.36191	-3.43908	-2.65546	-2.16614	-1.82593	-1.44776	-1.15500	-0.91624	-0.69124	-0.53336	-0.44671	-0.42377	-0.42615	-0.43342	-0.44296	-0.45249	-0.47661	-0.48983	-0.49482	-0.48980	-0.38278	 -0.7328	-0.099354	 -0.0049	Wake not in center of rake!; 
      26	  -9.235	0.012367	 -0.6882	 -0.0574	 -0.6813	-0.098245	1.002E+6	   0.078	  418.11	   27.01	   0.000	 0.09312	 0.08243	 0.06669	 0.03839	 0.00785	-0.05312	-0.10736	-0.13627	-0.16713	-0.19726	-0.22134	-0.24336	-0.25803	-0.26188	-0.25377	-0.24518	-0.21558	-0.17245	-0.12342	-0.06946	-0.01349	 0.05364	 0.11427	 0.19401	 0.26610	 0.35667	 0.43812	 0.52182	 0.57461	 0.68494	 0.78423	 0.87391	 0.94779	 0.99405	 0.98963	 0.88581	 0.61349	 0.08871	-0.73904	-1.74799	-1.75562	-3.60786	-3.38913	-3.00625	-2.39135	-2.05100	-1.85976	-1.59528	-1.41539	-1.31361	-1.20891	-1.11490	-1.02574	-0.92813	-0.81190	-0.66364	-0.51304	-0.33730	-0.19613	-0.08821	-0.01902	 0.05542	 0.08928	 -0.6820	-0.097732	 -0.0571	
