   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      20	   2.046	0.001885	  0.4561	 -0.0639	  0.4559	-0.014401	3.000E+6	   0.236	 3927.44	   83.07	   0.000	 0.12515	 0.07913	 0.02764	-0.03316	-0.09904	-0.17418	-0.25605	-0.33835	-0.42371	-0.50641	-0.58711	-0.67040	-0.74266	-0.80157	-0.85571	-0.90641	-0.93244	-0.94517	-0.94135	-0.94276	-0.92782	-0.91361	-0.88926	-0.88197	-0.91191	-0.85735	-0.80733	-0.80421	-0.78536	-0.71538	-0.62583	-0.54875	-0.47077	-0.37843	-0.25996	-0.07719	 0.15977	 0.44043	 0.75001	 0.90012	 0.08466	 0.83291	 0.54643	 0.29447	 0.14635	 0.02526	-0.05888	-0.13982	-0.18488	-0.22757	-0.24456	-0.27565	-0.31217	-0.31923	-0.31059	-0.26685	-0.21079	-0.12487	-0.04965	 0.02893	 0.11587	 0.23006	 0.12563	  0.4556	-0.014361	 -0.0640	
      21	  -0.015	-0.000206	  0.2400	 -0.0641	  0.2400	-0.000142	2.999E+6	   0.235	 3923.08	   83.03	   0.000	 0.15126	 0.09310	 0.03855	-0.02297	-0.08747	-0.15825	-0.23399	-0.30875	-0.38476	-0.45765	-0.52759	-0.59961	-0.65950	-0.70528	-0.74646	-0.78404	-0.79729	-0.79775	-0.78106	-0.76995	-0.74336	-0.71488	-0.67810	-0.65300	-0.66426	-0.59701	-0.53172	-0.50544	-0.46474	-0.37483	-0.27568	-0.16744	-0.06445	 0.05769	 0.20494	 0.39594	 0.61070	 0.82273	 0.97411	 0.99851	 0.08313	 0.46317	 0.11800	-0.12190	-0.21285	-0.29031	-0.33465	-0.38769	-0.40402	-0.42247	-0.41614	-0.42858	-0.44859	-0.43919	-0.41361	-0.35296	-0.28201	-0.18021	-0.09240	-0.00229	 0.09192	 0.21823	 0.15091	  0.2398	-0.000181	 -0.0642	
      22	  -2.063	0.000562	  0.0165	 -0.0632	  0.0164	0.001155	3.000E+6	   0.235	 3925.81	   83.06	   0.000	 0.16549	 0.09989	 0.04702	-0.01106	-0.07131	-0.13581	-0.20442	-0.27119	-0.33769	-0.40073	-0.46073	-0.52077	-0.56870	-0.60214	-0.63100	-0.65623	-0.65742	-0.64664	-0.61825	-0.59593	-0.55912	-0.51833	-0.47129	-0.43051	-0.42576	-0.34774	-0.27037	-0.22739	-0.16677	-0.06812	 0.04774	 0.16711	 0.28365	 0.41776	 0.56841	 0.73753	 0.89260	 0.98975	 0.97817	 0.84006	 0.08002	-0.13081	-0.46784	-0.64572	-0.64436	-0.65256	-0.64506	-0.66428	-0.64403	-0.63354	-0.60003	-0.59054	-0.59139	-0.56329	-0.51890	-0.44001	-0.35330	-0.23524	-0.13462	-0.03387	 0.06640	 0.20050	 0.16464	  0.0164	0.001155	 -0.0632	
      23	  -4.115	0.003902	 -0.2024	 -0.0613	 -0.2021	-0.010633	2.998E+6	   0.235	 3922.59	   83.03	   0.000	 0.16851	 0.10366	 0.05627	 0.00388	-0.05079	-0.10833	-0.16947	-0.22827	-0.28577	-0.33996	-0.38927	-0.43879	-0.47549	-0.49764	-0.51546	-0.52934	-0.52010	-0.49934	-0.46129	-0.42930	-0.38442	-0.33340	-0.27846	-0.22596	-0.20654	-0.12187	-0.03605	 0.01929	 0.09153	 0.20081	 0.31896	 0.44069	 0.55723	 0.68543	 0.81534	 0.93462	 0.99730	 0.96432	 0.76196	 0.40509	 0.07737	-0.92566	-1.18738	-1.25090	-1.11381	-1.04931	-0.97798	-0.95401	-0.89243	-0.84868	-0.78573	-0.75156	-0.73052	-0.68231	-0.61781	-0.51999	-0.41714	-0.28337	-0.17031	-0.06059	 0.04197	 0.17637	 0.16853	 -0.2020	-0.010483	 -0.0613	
      24	  -6.170	0.010157	 -0.4135	 -0.0595	 -0.4122	-0.034345	2.997E+6	   0.235	 3920.72	   83.02	   0.000	 0.15497	 0.10014	 0.06163	 0.01674	-0.03148	-0.08127	-0.13463	-0.18531	-0.23383	-0.27871	-0.31845	-0.35768	-0.38384	-0.39552	-0.40344	-0.40616	-0.38755	-0.35810	-0.31183	-0.27190	-0.21963	-0.16113	-0.10002	-0.03724	-0.00621	 0.08319	 0.17128	 0.23680	 0.31837	 0.42908	 0.54265	 0.65749	 0.76259	 0.86831	 0.95653	 0.99931	 0.95259	 0.75261	 0.32191	-0.29191	 0.07443	-1.91191	-2.03221	-1.93263	-1.63196	-1.48176	-1.33236	-1.25535	-1.14725	-1.06559	-0.97069	-0.90866	-0.86298	-0.79239	-0.70600	-0.58792	-0.46854	-0.31970	-0.19573	-0.08109	 0.01616	 0.14070	 0.15559	 -0.4120	-0.033974	 -0.0595	
      25	  -8.214	0.019407	 -0.5937	 -0.0587	 -0.5904	-0.065621	2.996E+6	   0.235	 3920.93	   83.03	   0.000	 0.10569	 0.07895	 0.05384	 0.01848	-0.02211	-0.06370	-0.10916	-0.15187	-0.19168	-0.22802	-0.25864	-0.28831	-0.30492	-0.30704	-0.30574	-0.29924	-0.27225	-0.23597	-0.18288	-0.13527	-0.07763	-0.01283	 0.05249	 0.12194	 0.16188	 0.25244	 0.34040	 0.41337	 0.49819	 0.60472	 0.70814	 0.80869	 0.89405	 0.96603	 0.99939	 0.95863	 0.78163	 0.39064	-0.27450	-1.16093	 0.07290	-2.98262	-2.91197	-2.67024	-2.15787	-1.90077	-1.66997	-1.53461	-1.37822	-1.25752	-1.13088	-1.03890	-0.96657	-0.87205	-0.76168	-0.62271	-0.48652	-0.32581	-0.19715	-0.09252	-0.01882	 0.07772	 0.10585	 -0.5903	-0.065059	 -0.0586	
      26	 -10.248	0.035264	 -0.6964	 -0.0559	 -0.6916	-0.089200	2.999E+6	   0.236	 3929.04	   83.13	   0.000	 0.00119	 0.02299	 0.01625	-0.00786	-0.04022	-0.07333	-0.11134	-0.14660	-0.17863	-0.20716	-0.23000	-0.25164	-0.25986	-0.25351	-0.24418	-0.22972	-0.19567	-0.15281	-0.09408	-0.04073	 0.02093	 0.09097	 0.15961	 0.23316	 0.27912	 0.36941	 0.45845	 0.53317	 0.61769	 0.71771	 0.80999	 0.89512	 0.95918	 0.99687	 0.98314	 0.85959	 0.56689	 0.01124	-0.84486	-1.95849	 0.07411	-3.87458	-3.62335	-3.03309	-2.55724	-2.20755	-1.90765	-1.71808	-1.51850	-1.36281	-1.20877	-1.08727	-0.98644	-0.86594	-0.72846	-0.56848	-0.42172	-0.27596	-0.18484	-0.12848	-0.09221	-0.03994	-0.02515	 -0.6916	-0.088701	 -0.0558	
      27	 -12.238	0.113522	 -0.6205	  0.0058	 -0.6304	-0.020585	2.960E+6	   0.233	 3830.72	   82.13	   0.000	-0.28103	-0.14918	-0.12479	-0.13167	-0.15383	-0.17741	-0.20933	-0.23819	-0.26460	-0.28796	-0.30578	-0.32266	-0.32611	-0.31351	-0.29907	-0.27958	-0.24008	-0.19258	-0.12903	-0.07168	-0.00596	 0.06741	 0.13905	 0.21516	 0.26263	 0.35482	 0.44481	 0.52003	 0.60468	 0.70465	 0.79705	 0.88270	 0.94844	 0.99022	 0.98548	 0.88359	 0.62656	 0.13930	-0.60856	-1.56076	 0.06325	-3.31702	-2.91901	-2.37125	-1.96489	-1.68926	-1.45333	-1.27501	-1.11093	-0.97422	-0.83794	-0.72918	-0.64202	-0.58112	-0.54325	-0.52321	-0.51608	-0.50645	-0.50891	-0.49953	-0.47555	-0.37832	-0.33139	 -0.6312	-0.020533	  0.0059	Wake not in center of rake!; 
      28	 -14.071	0.210043	 -0.4997	  0.0583	 -0.5358	0.082244	2.906E+6	   0.229	 3689.75	   80.64	   0.000	-0.54821	-0.32291	-0.27195	-0.26523	-0.27949	-0.29657	-0.32434	-0.34969	-0.37261	-0.39317	-0.40804	-0.42242	-0.42196	-0.40572	-0.38727	-0.36475	-0.32111	-0.26960	-0.20156	-0.14088	-0.07213	 0.00396	 0.07741	 0.15496	 0.20165	 0.29589	 0.38618	 0.46081	 0.54482	 0.64640	 0.74266	 0.83437	 0.91010	 0.97174	 0.99903	 0.96205	 0.81381	 0.50153	-0.00409	-0.64711	 0.04772	-1.55243	-1.22892	-0.73045	-0.69327	-0.68315	-0.67353	-0.66516	-0.66069	-0.66310	-0.67113	-0.67804	-0.68478	-0.69255	-0.70037	-0.70804	-0.71775	-0.72217	-0.74208	-0.74558	-0.73140	-0.63065	-0.52075	 -0.5382	0.083261	  0.0587	Wake not in center of rake!; cpt_wake < 0; 
      29	 -15.052	0.230647	 -0.5064	  0.0637	 -0.5489	0.091234	2.959E+6	   0.233	 3832.97	   82.24	   0.000	-0.62086	-0.36504	-0.30378	-0.29085	-0.30068	-0.31338	-0.33767	-0.35962	-0.37926	-0.39646	-0.40792	-0.41920	-0.41538	-0.39564	-0.37405	-0.34850	-0.30198	-0.24799	-0.17767	-0.11497	-0.04449	 0.03305	 0.10763	 0.18625	 0.23470	 0.32850	 0.41854	 0.49328	 0.57655	 0.67589	 0.76887	 0.85578	 0.92657	 0.98067	 0.99849	 0.94856	 0.78509	 0.45677	-0.05732	-0.70156	 0.05406	-1.46156	-1.00060	-0.68520	-0.66419	-0.65547	-0.64898	-0.64438	-0.64330	-0.64855	-0.65907	-0.67000	-0.68139	-0.69356	-0.70755	-0.71995	-0.73323	-0.74125	-0.76645	-0.77627	-0.76863	-0.68811	-0.56750	 -0.5519	0.092510	  0.0642	Wake not in center of rake!; cpt_wake < 0; 
      30	 -13.085	0.184053	 -0.5096	  0.0471	 -0.5381	0.063899	2.981E+6	   0.235	 3898.61	   82.94	   0.000	-0.45031	-0.26366	-0.22459	-0.22458	-0.24346	-0.26454	-0.29565	-0.32382	-0.34998	-0.37329	-0.39090	-0.40818	-0.41089	-0.39765	-0.38223	-0.36236	-0.32150	-0.27237	-0.20686	-0.14854	-0.08135	-0.00719	 0.06523	 0.14154	 0.18691	 0.28058	 0.37083	 0.44498	 0.52935	 0.63214	 0.73031	 0.82434	 0.90250	 0.96735	 0.99783	 0.96363	 0.81614	 0.49797	-0.02544	-0.69800	 0.06689	-1.78466	-1.50148	-0.93372	-0.83316	-0.80287	-0.78075	-0.76063	-0.74318	-0.72998	-0.71905	-0.70708	-0.69586	-0.68684	-0.68097	-0.67827	-0.68109	-0.67881	-0.69068	-0.68474	-0.65940	-0.54170	-0.45244	 -0.5399	0.064633	  0.0474	Wake not in center of rake!; 
      31	 -11.234	0.048572	 -0.7238	 -0.0481	 -0.7194	-0.093362	3.009E+6	   0.237	 3976.31	   83.72	   0.000	-0.06878	-0.01596	-0.01220	-0.03007	-0.05803	-0.08688	-0.12142	-0.15327	-0.18201	-0.20727	-0.22678	-0.24513	-0.24976	-0.24062	-0.22714	-0.20947	-0.17223	-0.12681	-0.06534	-0.00960	 0.05344	 0.12577	 0.19573	 0.27064	 0.31885	 0.40890	 0.49812	 0.57292	 0.65690	 0.75373	 0.84133	 0.91942	 0.97487	 0.99902	 0.96681	 0.81083	 0.47519	-0.14079	-1.06220	-2.25437	 0.09189	-4.18161	-3.86439	-3.16817	-2.67530	-2.29273	-1.96742	-1.75396	-1.53661	-1.36432	-1.19810	-1.06058	-0.94126	-0.80385	-0.64954	-0.48896	-0.36599	-0.27192	-0.22739	-0.19816	-0.17697	-0.12490	-0.10828	 -0.7195	-0.093024	 -0.0480	
      32	  -9.224	0.025865	 -0.6553	 -0.0586	 -0.6509	-0.079506	3.002E+6	   0.236	 3955.27	   83.48	   0.000	 0.05585	 0.05379	 0.03855	 0.00936	-0.02668	-0.06367	-0.10514	-0.14390	-0.17974	-0.21197	-0.23859	-0.26411	-0.27630	-0.27432	-0.26871	-0.25823	-0.22759	-0.18812	-0.13208	-0.08165	-0.02180	 0.04540	 0.11250	 0.18443	 0.22752	 0.31768	 0.40627	 0.48041	 0.56534	 0.66861	 0.76638	 0.85881	 0.93331	 0.98753	 0.99590	 0.91200	 0.67374	 0.19479	-0.57291	-1.58148	 0.08870	-3.46475	-3.29866	-2.93268	-2.38091	-2.07323	-1.80604	-1.64274	-1.46422	-1.32329	-1.18336	-1.07660	-0.99027	-0.88284	-0.75907	-0.60858	-0.46397	-0.30182	-0.18161	-0.10034	-0.04703	 0.02666	 0.05430	 -0.6508	-0.078929	 -0.0585	
      33	  -7.190	0.014635	 -0.5053	 -0.0589	 -0.5032	-0.048727	3.007E+6	   0.237	 3966.53	   83.59	   0.000	 0.13617	 0.09269	 0.06052	 0.02033	-0.02410	-0.06977	-0.11923	-0.16598	-0.21032	-0.25097	-0.28624	-0.32085	-0.34226	-0.34925	-0.35256	-0.35079	-0.32812	-0.29493	-0.24592	-0.20199	-0.14684	-0.08523	-0.02186	 0.04449	 0.08011	 0.17008	 0.25782	 0.32766	 0.41159	 0.52084	 0.62993	 0.73854	 0.83491	 0.92540	 0.98808	 0.99189	 0.88369	 0.59341	 0.04941	-0.69544	 0.08683	-2.42287	-2.45622	-2.27798	-1.88264	-1.68686	-1.49874	-1.39387	-1.26328	-1.16060	-1.05159	-0.97514	-0.91705	-0.83495	-0.73734	-0.60942	-0.48198	-0.32685	-0.19911	-0.08624	 0.00267	 0.11510	 0.13789	 -0.5029	-0.048256	 -0.0589	
      34	  -5.132	0.006736	 -0.3079	 -0.0602	 -0.3073	-0.020833	3.000E+6	   0.236	 3948.49	   83.39	   0.000	 0.16322	 0.10270	 0.05992	 0.01148	-0.03991	-0.09340	-0.15060	-0.20532	-0.25841	-0.30804	-0.35263	-0.39714	-0.42860	-0.44557	-0.45817	-0.46686	-0.45300	-0.42787	-0.38580	-0.34953	-0.30107	-0.24620	-0.18791	-0.13030	-0.10497	-0.01774	 0.06989	 0.12977	 0.20730	 0.31849	 0.43514	 0.55460	 0.66659	 0.78577	 0.89751	 0.98236	 0.99313	 0.88474	 0.57384	 0.09541	 0.08230	-1.38437	-1.58576	-1.57548	-1.36600	-1.25682	-1.14925	-1.10039	-1.01722	-0.95319	-0.87631	-0.82879	-0.79629	-0.73718	-0.66228	-0.55464	-0.44393	-0.30264	-0.18387	-0.07095	 0.02998	 0.16047	 0.16425	 -0.3071	-0.020582	 -0.0602	
      35	  -3.088	0.001865	 -0.0977	 -0.0619	 -0.0977	-0.003401	3.002E+6	   0.236	 3952.62	   83.43	   0.000	 0.16805	 0.10274	 0.05302	-0.00180	-0.05901	-0.11970	-0.18435	-0.24692	-0.30896	-0.36696	-0.42173	-0.47645	-0.51852	-0.54626	-0.56930	-0.58864	-0.58439	-0.56862	-0.53511	-0.50775	-0.46674	-0.42066	-0.36917	-0.32165	-0.30923	-0.22779	-0.14569	-0.09626	-0.02894	 0.07600	 0.19419	 0.31589	 0.43362	 0.56685	 0.70971	 0.85656	 0.96770	 0.99741	 0.89573	 0.64999	 0.08580	-0.51272	-0.81963	-0.94539	-0.88437	-0.85127	-0.81277	-0.81055	-0.77046	-0.74132	-0.69443	-0.67249	-0.66273	-0.62417	-0.56987	-0.48130	-0.38646	-0.26032	-0.15323	-0.04760	 0.05437	 0.18941	 0.16794	 -0.0976	-0.003335	 -0.0619	
      36	  -1.034	-0.000060	  0.1256	 -0.0633	  0.1256	0.002206	3.000E+6	   0.236	 3949.92	   83.40	   0.000	 0.15897	 0.09714	 0.04367	-0.01573	-0.07809	-0.14549	-0.21743	-0.28803	-0.35928	-0.42718	-0.49242	-0.55805	-0.61165	-0.65130	-0.68600	-0.71748	-0.72444	-0.71927	-0.69648	-0.67972	-0.64779	-0.61316	-0.57081	-0.53725	-0.53977	-0.46770	-0.39520	-0.36039	-0.30925	-0.21463	-0.10535	 0.01048	 0.12098	 0.25144	 0.40346	 0.58723	 0.77599	 0.93565	 0.99987	 0.95414	 0.08771	 0.19055	-0.15867	-0.37393	-0.42251	-0.46658	-0.48787	-0.52470	-0.52383	-0.52604	-0.50799	-0.50957	-0.52042	-0.50151	-0.46672	-0.39687	-0.31822	-0.20823	-0.11393	-0.01844	 0.07893	 0.20940	 0.15865	  0.1255	0.002172	 -0.0634	
      37	  -0.002	0.000055	  0.2331	 -0.0637	  0.2331	0.000063	3.000E+6	   0.236	 3950.17	   83.41	   0.000	 0.15096	 0.09324	 0.03946	-0.02124	-0.08544	-0.15570	-0.23101	-0.30545	-0.38135	-0.45400	-0.52376	-0.59545	-0.65494	-0.70068	-0.74148	-0.77889	-0.79178	-0.79214	-0.77505	-0.76397	-0.73716	-0.70862	-0.67145	-0.64586	-0.65642	-0.58967	-0.52385	-0.49780	-0.45641	-0.36594	-0.26623	-0.15760	-0.05448	 0.06819	 0.21598	 0.40665	 0.62007	 0.82971	 0.97632	 0.99778	 0.08915	 0.45190	 0.10624	-0.13275	-0.22175	-0.29789	-0.34162	-0.39384	-0.40980	-0.42570	-0.42025	-0.43199	-0.45185	-0.44166	-0.41575	-0.35463	-0.28351	-0.18138	-0.09330	-0.00302	 0.09119	 0.21726	 0.15085	  0.2329	0.000021	 -0.0637	
      38	   4.630	0.007803	  0.7025	 -0.0599	  0.7008	-0.048927	2.995E+6	   0.236	 3936.69	   83.27	   0.000	 0.07057	 0.04187	 0.00428	-0.04365	-0.10084	-0.17264	-0.25723	-0.34703	-0.44392	-0.53955	-0.63442	-0.73214	-0.82092	-0.89751	-0.96873	-1.03674	-1.08068	-1.11029	-1.12496	-1.14397	-1.14598	-1.15223	-1.14584	-1.16430	-1.21887	-1.18545	-1.15965	-1.18779	-1.20686	-1.16671	-1.10565	-1.05773	-1.03953	-1.01146	-0.96031	-0.82794	-0.61460	-0.31017	 0.16181	 0.41849	 0.09462	 0.99911	 0.87271	 0.66798	 0.49539	 0.34852	 0.22531	 0.12697	 0.05502	-0.00889	-0.05066	-0.10053	-0.15418	-0.17885	-0.18906	-0.16470	-0.12618	-0.05919	 0.00064	 0.06506	 0.14108	 0.23452	 0.07056	  0.7004	-0.048674	 -0.0601	
      39	   5.646	0.011240	  0.7888	 -0.0572	  0.7861	-0.066413	2.994E+6	   0.236	 3934.46	   83.26	   0.000	 0.03820	 0.01524	-0.01515	-0.05429	-0.10182	-0.16471	-0.24553	-0.33641	-0.43760	-0.53869	-0.63971	-0.74376	-0.83962	-0.92381	-1.00230	-1.07755	-1.12922	-1.16593	-1.18859	-1.21512	-1.22432	-1.23964	-1.24118	-1.27045	-1.33497	-1.31108	-1.29616	-1.33800	-1.37153	-1.34702	-1.30070	-1.27119	-1.26734	-1.27333	-1.26319	-1.16125	-0.97169	-0.67488	-0.15073	 0.13428	 0.09977	 0.99209	 0.94276	 0.77167	 0.60259	 0.45331	 0.32456	 0.21801	 0.13847	 0.06747	 0.01803	-0.03813	-0.09743	-0.12846	-0.14540	-0.12805	-0.09610	-0.03619	 0.01780	 0.07665	 0.14818	 0.23180	 0.03787	  0.7857	-0.066070	 -0.0573	
      40	   6.670	0.015469	  0.8628	 -0.0532	  0.8587	-0.084843	2.990E+6	   0.236	 3926.49	   83.18	   0.000	-0.00507	-0.02353	-0.04454	-0.07324	-0.10935	-0.15736	-0.22371	-0.30981	-0.41368	-0.52070	-0.62886	-0.73994	-0.84396	-0.93664	-1.02309	-1.10580	-1.16579	-1.21025	-1.24135	-1.27579	-1.29285	-1.31718	-1.32721	-1.36716	-1.44176	-1.42769	-1.42410	-1.48003	-1.52769	-1.51956	-1.48956	-1.47899	-1.49859	-1.52752	-1.56582	-1.50005	-1.34091	-1.05994	-0.49151	-0.18541	 0.10425	 0.95514	 0.98300	 0.85154	 0.69182	 0.54357	 0.41185	 0.29923	 0.21310	 0.13651	 0.07987	 0.01831	-0.04628	-0.08313	-0.10640	-0.09581	-0.07002	-0.01689	 0.03125	 0.08456	 0.15147	 0.22393	-0.00533	  0.8583	-0.084435	 -0.0534	
