   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      10	   9.249	0.016902	  1.1844	 -0.0623	  1.1717	-0.173679	2.003E+6	   0.151	 1616.47	   52.45	   0.000	 0.00704	-0.01751	-0.03858	-0.06676	-0.10827	-0.17537	-0.26789	-0.37585	-0.49876	-0.62012	-0.74291	-0.86637	-0.98720	-1.09570	-1.20044	-1.30068	-1.38065	-1.44155	-1.48635	-1.54666	-1.58398	-1.62954	-1.65953	-1.70691	-1.71651	-1.72294	-1.84124	-1.98328	-2.09525	-2.14508	-2.17307	-2.24119	-2.35008	-2.49944	-2.66636	-2.74340	-2.74280	-2.57387	-1.93428	-1.61408	-1.61113	 0.58821	 0.94277	 0.99694	 0.91228	 0.79799	 0.66992	 0.55385	 0.45788	 0.36467	 0.27659	 0.20316	 0.13389	 0.07992	 0.04253	 0.03617	 0.04415	 0.07270	 0.11130	 0.14962	 0.22639	 0.27928	 0.00025	  1.1725	-0.172913	 -0.0627	
      11	  10.253	0.022217	  1.2162	 -0.0572	  1.2007	-0.194611	2.005E+6	   0.151	 1620.42	   52.51	   0.000	-0.06372	-0.09832	-0.10713	-0.11942	-0.13543	-0.16555	-0.22127	-0.30949	-0.42989	-0.55763	-0.68956	-0.82123	-0.95117	-1.06877	-1.18197	-1.29017	-1.37855	-1.44697	-1.50131	-1.56951	-1.61566	-1.67040	-1.71148	-1.77190	-1.79911	-1.83388	-1.86368	-1.99497	-2.21424	-2.27973	-2.32856	-2.41462	-2.54780	-2.72727	-2.93259	-3.05265	-3.09775	-2.96746	-2.31694	-2.00289	-2.00132	 0.45732	 0.89700	 0.99999	 0.94202	 0.83872	 0.71467	 0.59951	 0.50156	 0.40621	 0.31532	 0.23823	 0.16470	 0.10732	 0.06496	 0.05360	 0.05672	 0.08006	 0.11535	 0.14727	 0.21968	 0.25912	-0.08164	  1.2017	-0.193991	 -0.0577	
      12	  11.258	0.034644	  1.2337	 -0.0585	  1.2167	-0.206867	2.002E+6	   0.151	 1614.33	   52.42	   0.000	-0.13668	-0.20524	-0.21362	-0.22554	-0.23886	-0.25313	-0.27220	-0.30359	-0.36439	-0.45540	-0.57557	-0.71166	-0.85654	-0.99091	-1.11804	-1.23701	-1.33701	-1.41569	-1.48104	-1.55797	-1.61335	-1.67758	-1.72853	-1.79961	-1.83851	-1.88382	-1.93897	-2.07693	-2.23906	-2.30114	-2.40627	-2.56761	-2.71010	-2.90829	-3.14402	-3.30333	-3.39021	-3.29703	-2.64389	-2.33816	-2.32357	 0.33557	 0.84858	 0.99999	 0.96203	 0.86929	 0.74958	 0.63562	 0.53627	 0.43920	 0.34583	 0.26584	 0.18870	 0.12766	 0.08082	 0.06460	 0.06248	 0.08177	 0.11347	 0.14475	 0.19853	 0.23673	-0.19155	  1.2179	-0.206567	 -0.0590	
      13	  12.251	0.043451	  1.2128	 -0.0573	  1.1944	-0.214890	2.001E+6	   0.151	 1613.87	   52.41	   0.000	-0.24184	-0.32079	-0.32878	-0.33264	-0.33491	-0.33711	-0.33668	-0.33741	-0.34620	-0.36797	-0.41326	-0.48823	-0.61241	-0.77361	-0.94007	-1.08924	-1.21739	-1.31798	-1.40333	-1.49575	-1.56479	-1.64215	-1.70492	-1.78842	-1.83844	-1.89444	-1.96201	-2.11242	-2.29710	-2.36291	-2.39439	-2.61403	-2.85912	-3.05847	-3.31519	-3.51022	-3.63754	-3.58049	-2.93033	-2.63575	-2.62384	 0.22034	 0.79900	 0.99390	 0.97592	 0.89332	 0.77828	 0.66584	 0.56541	 0.46720	 0.37159	 0.28856	 0.20819	 0.14335	 0.09211	 0.07091	 0.06422	 0.07866	 0.10624	 0.13494	 0.16870	 0.20100	-0.27189	  1.1957	-0.215091	 -0.0578	
      14	  13.266	0.054977	  1.2112	 -0.0585	  1.1915	-0.224415	2.005E+6	   0.151	 1619.80	   52.51	   0.000	-0.32429	-0.39943	-0.40446	-0.40085	-0.39478	-0.38911	-0.38227	-0.37589	-0.37177	-0.36854	-0.37161	-0.38900	-0.45899	-0.60298	-0.78766	-0.96087	-1.11371	-1.23343	-1.33712	-1.44282	-1.52419	-1.61388	-1.68725	-1.78189	-1.84218	-1.90875	-1.98763	-2.14919	-2.34894	-2.44020	-2.47978	-2.59330	-3.01207	-3.23007	-3.49815	-3.72978	-3.89972	-3.88258	-3.23598	-2.95487	-2.93484	 0.09210	 0.74108	 0.98272	 0.98697	 0.91582	 0.80617	 0.69594	 0.59530	 0.49604	 0.39840	 0.31296	 0.22940	 0.16116	 0.10579	 0.07988	 0.06878	 0.07900	 0.10256	 0.12772	 0.15783	 0.17542	-0.32627	  1.1930	-0.225056	 -0.0590	
      15	  14.250	0.063659	  1.2078	 -0.0564	  1.1863	-0.235619	2.004E+6	   0.151	 1618.85	   52.50	   0.000	-0.37242	-0.43698	-0.43660	-0.42781	-0.41819	-0.40979	-0.40090	-0.39311	-0.38744	-0.38230	-0.37994	-0.38076	-0.40330	-0.48030	-0.63521	-0.82164	-1.00030	-1.14205	-1.26503	-1.38566	-1.47992	-1.58211	-1.66641	-1.77222	-1.84258	-1.91907	-2.00930	-2.18112	-2.39492	-2.50390	-2.56769	-2.66091	-3.09186	-3.41092	-3.67910	-3.94434	-4.15704	-4.18101	-3.54251	-3.27466	-3.25362	-0.04054	 0.67806	 0.96677	 0.99395	 0.93490	 0.83097	 0.72345	 0.62263	 0.52280	 0.42353	 0.33552	 0.24940	 0.17790	 0.11860	 0.08857	 0.07397	 0.08008	 0.09958	 0.12112	 0.14973	 0.15277	-0.35314	  1.1881	-0.236648	 -0.0569	
      16	  15.255	0.074331	  1.2012	 -0.0552	  1.1784	-0.244341	2.007E+6	   0.151	 1622.69	   52.56	   0.000	-0.40474	-0.46253	-0.46246	-0.45319	-0.44200	-0.43242	-0.42236	-0.41357	-0.40664	-0.40024	-0.39599	-0.39212	-0.39756	-0.42476	-0.50811	-0.66539	-0.85936	-1.02506	-1.17113	-1.30860	-1.41748	-1.53317	-1.62929	-1.74659	-1.82769	-1.91431	-2.01569	-2.19796	-2.42478	-2.54906	-2.63382	-2.75838	-3.04557	-3.58520	-3.84753	-4.14122	-4.39595	-4.46120	-3.83333	-3.58153	-3.56037	-0.17403	 0.61270	 0.94782	 0.99802	 0.95146	 0.85376	 0.74899	 0.64850	 0.54830	 0.44789	 0.35797	 0.26892	 0.19444	 0.13127	 0.09776	 0.07952	 0.08166	 0.09735	 0.11512	 0.14115	 0.13057	-0.37750	  1.1804	-0.245780	 -0.0557	
      17	   0.004	0.005920	  0.2960	 -0.0737	  0.2960	0.005900	2.009E+6	   0.151	 1625.50	   52.59	   0.000	 0.19676	 0.10207	 0.03936	-0.02807	-0.09845	-0.17111	-0.24857	-0.32351	-0.39934	-0.46477	-0.53376	-0.65954	-0.70062	-0.74513	-0.78859	-0.81819	-0.83663	-0.83156	-0.82168	-0.80963	-0.78939	-0.75546	-0.73341	-0.70203	-0.65512	-0.59098	-0.54122	-0.51908	-0.49650	-0.40817	-0.30429	-0.19769	-0.09895	 0.02153	 0.16297	 0.35460	 0.56887	 0.79108	 0.95683	 0.99549	 1.00000	 0.52723	 0.18947	-0.03880	-0.14216	-0.22323	-0.29057	-0.33727	-0.34975	-0.37913	-0.40433	-0.41520	-0.42518	-0.42178	-0.39786	-0.34215	-0.29484	-0.13509	-0.06320	 0.02390	 0.12559	 0.27448	 0.19562	  0.2961	0.005938	 -0.0739	
      18	  -1.029	0.005483	  0.1789	 -0.0720	  0.1788	0.008695	2.005E+6	   0.151	 1618.69	   52.47	   0.000	 0.19828	 0.10494	 0.04529	-0.01907	-0.08625	-0.15506	-0.22840	-0.29898	-0.36924	-0.42781	-0.52116	-0.60376	-0.64538	-0.68738	-0.72569	-0.74975	-0.76204	-0.75170	-0.73613	-0.71820	-0.69252	-0.65283	-0.62434	-0.58562	-0.53340	-0.46372	-0.40697	-0.37502	-0.34047	-0.24510	-0.13366	-0.01989	 0.08778	 0.21743	 0.36521	 0.55093	 0.74305	 0.91536	 0.99641	 0.96845	 0.96812	 0.27022	-0.07483	-0.28050	-0.34444	-0.39832	-0.44380	-0.47166	-0.46722	-0.48357	-0.49767	-0.49799	-0.49870	-0.48708	-0.45490	-0.39525	-0.32505	-0.17105	-0.08931	 0.00478	 0.11126	 0.26746	 0.19713	  0.1788	0.008718	 -0.0721	
      19	  -2.056	0.005123	  0.0556	 -0.0706	  0.0554	0.007115	2.007E+6	   0.151	 1620.52	   52.50	   0.000	 0.20034	 0.10909	 0.05284	-0.00815	-0.07192	-0.13658	-0.20555	-0.27129	-0.33506	-0.39254	-0.50617	-0.54664	-0.58817	-0.62586	-0.65857	-0.67701	-0.68296	-0.66719	-0.64544	-0.62321	-0.59082	-0.54507	-0.51088	-0.46657	-0.40768	-0.33313	-0.26976	-0.22851	-0.18228	-0.08014	 0.03552	 0.15554	 0.26843	 0.40277	 0.55029	 0.72124	 0.87880	 0.98454	 0.98301	 0.85899	 0.85421	-0.06415	-0.39899	-0.56563	-0.57838	-0.59718	-0.61561	-0.62112	-0.59699	-0.59816	-0.59958	-0.58825	-0.57838	-0.55751	-0.51788	-0.45737	-0.31965	-0.20940	-0.11650	-0.01504	 0.09645	 0.26018	 0.19882	  0.0554	0.007150	 -0.0707	
      20	  -3.089	0.004979	 -0.0662	 -0.0686	 -0.0663	0.001406	2.006E+6	   0.151	 1619.57	   52.48	   0.000	 0.20191	 0.11316	 0.06043	 0.00280	-0.05772	-0.11828	-0.18284	-0.24353	-0.30152	-0.37618	-0.46031	-0.49438	-0.53422	-0.56662	-0.59401	-0.60669	-0.60703	-0.58631	-0.56062	-0.53169	-0.49456	-0.44351	-0.40376	-0.35309	-0.29010	-0.21296	-0.14294	-0.09373	-0.03796	 0.06944	 0.18709	 0.30919	 0.42494	 0.55897	 0.69964	 0.84793	 0.96137	 0.99666	 0.90408	 0.67141	 0.66210	-0.45069	-0.75560	-0.87025	-0.82383	-0.80277	-0.79174	-0.77270	-0.72787	-0.71300	-0.70115	-0.67786	-0.65748	-0.62876	-0.58313	-0.47542	-0.36975	-0.24474	-0.14247	-0.03400	 0.08164	 0.25087	 0.20033	 -0.0664	0.001487	 -0.0686	
      21	  -4.113	0.005165	 -0.1805	 -0.0663	 -0.1804	-0.007794	2.006E+6	   0.151	 1619.99	   52.49	   0.000	 0.20157	 0.11675	 0.06774	 0.01345	-0.04370	-0.10039	-0.16057	-0.21614	-0.27218	-0.36165	-0.41307	-0.44714	-0.48341	-0.51256	-0.53299	-0.54043	-0.53564	-0.51194	-0.47989	-0.44638	-0.40520	-0.34919	-0.30666	-0.24918	-0.18244	-0.10245	-0.02809	 0.02769	 0.08946	 0.20098	 0.31898	 0.43969	 0.55572	 0.68533	 0.81277	 0.93178	 0.99442	 0.96458	 0.76534	 0.42070	 0.40544	-0.87202	-1.13141	-1.18303	-1.07312	-1.00800	-0.96583	-0.92145	-0.85617	-0.82479	-0.80022	-0.76447	-0.73234	-0.66615	-0.60968	-0.51570	-0.41748	-0.27916	-0.16634	-0.05125	 0.06665	 0.23497	 0.20074	 -0.1805	-0.007646	 -0.0663	
      22	  -5.137	0.005887	 -0.2973	 -0.0635	 -0.2966	-0.020753	2.005E+6	   0.151	 1617.57	   52.45	   0.000	 0.19826	 0.11883	 0.07421	 0.02377	-0.02977	-0.08219	-0.13755	-0.18753	-0.25255	-0.32887	-0.36699	-0.40113	-0.43172	-0.45541	-0.47065	-0.47290	-0.46273	-0.43455	-0.39806	-0.35976	-0.31439	-0.25600	-0.20742	-0.14495	-0.07531	 0.00737	 0.08521	 0.14642	 0.21445	 0.32743	 0.44401	 0.56124	 0.67387	 0.79341	 0.90170	 0.98223	 0.98831	 0.87546	 0.55889	 0.08642	 0.06341	-1.36303	-1.55728	-1.52981	-1.34802	-1.23136	-1.15438	-1.08306	-0.99592	-0.89640	-0.86305	-0.82443	-0.80140	-0.74380	-0.67095	-0.56294	-0.45466	-0.30902	-0.18780	-0.06703	 0.05058	 0.21476	 0.19815	 -0.2967	-0.020517	 -0.0635	
      23	  -6.176	0.006645	 -0.4143	 -0.0614	 -0.4126	-0.037964	2.005E+6	   0.151	 1617.41	   52.44	   0.000	 0.19404	 0.12141	 0.08143	 0.03483	-0.01500	-0.06322	-0.11325	-0.16022	-0.24292	-0.28921	-0.32268	-0.35485	-0.38040	-0.39883	-0.40873	-0.40582	-0.39134	-0.35870	-0.31801	-0.27551	-0.22665	-0.16461	-0.11221	-0.04567	 0.02646	 0.11103	 0.19140	 0.25703	 0.32978	 0.44224	 0.55531	 0.66793	 0.77270	 0.87832	 0.96111	 0.99662	 0.94075	 0.73068	 0.28935	-0.31936	-0.35197	-1.90559	-2.01735	-1.89638	-1.64242	-1.47169	-1.35505	-1.20460	-1.08592	-1.03350	-0.97835	-0.91768	-0.87773	-0.80882	-0.72430	-0.60574	-0.48849	-0.33448	-0.20609	-0.08072	 0.03671	 0.19680	 0.19425	 -0.4127	-0.037622	 -0.0613	
      24	  -7.203	0.007860	 -0.5267	 -0.0592	 -0.5235	-0.058244	2.003E+6	   0.151	 1614.67	   52.40	   0.000	 0.18619	 0.12279	 0.08784	 0.04525	-0.00065	-0.04416	-0.08868	-0.14471	-0.21621	-0.24934	-0.28109	-0.30963	-0.33055	-0.34377	-0.34901	-0.34147	-0.32216	-0.28597	-0.24128	-0.19531	-0.14294	-0.07773	-0.02236	 0.04797	 0.12179	 0.20719	 0.28950	 0.35788	 0.43390	 0.54463	 0.65255	 0.75788	 0.85234	 0.93941	 0.99212	 0.98098	 0.85153	 0.53502	-0.03663	-0.78993	-0.83205	-2.48917	-2.50203	-2.27479	-1.97554	-1.64611	-1.46198	-1.38228	-1.23118	-1.15269	-1.08056	-1.00422	-0.95037	-0.87005	-0.77399	-0.64482	-0.51853	-0.35627	-0.22115	-0.09176	 0.02359	 0.17612	 0.18673	 -0.5237	-0.057792	 -0.0590	
      25	  -8.220	0.008461	 -0.6375	 -0.0580	 -0.6322	-0.082781	2.004E+6	   0.151	 1614.73	   52.40	   0.000	 0.17362	 0.12260	 0.09310	 0.05481	 0.01291	-0.02525	-0.06662	-0.14335	-0.18355	-0.21328	-0.24232	-0.26679	-0.28312	-0.29178	-0.29204	-0.28158	-0.25687	-0.21700	-0.16902	-0.11936	-0.06434	 0.00368	 0.06183	 0.13488	 0.20976	 0.29607	 0.37925	 0.44962	 0.52712	 0.63460	 0.73571	 0.83031	 0.91304	 0.97826	 0.99707	 0.93287	 0.72320	 0.29398	-0.41464	-1.31848	-1.36950	-3.11021	-3.01101	-2.67809	-2.37750	-1.86336	-1.66891	-1.54534	-1.36598	-1.26689	-1.17804	-1.08688	-1.01996	-0.92780	-0.81991	-0.67996	-0.54432	-0.37348	-0.23164	-0.09971	 0.01092	 0.15172	 0.17414	 -0.6325	-0.082210	 -0.0578	
      26	  -9.238	0.010690	 -0.7367	 -0.0561	 -0.7288	-0.107703	2.002E+6	   0.151	 1612.10	   52.36	   0.000	 0.15249	 0.11888	 0.09582	 0.06237	 0.02495	-0.00697	-0.06153	-0.12303	-0.15277	-0.18049	-0.20639	-0.22663	-0.23854	-0.24275	-0.23877	-0.22406	-0.19539	-0.15222	-0.10121	-0.04854	 0.00883	 0.07921	 0.13946	 0.21475	 0.29048	 0.37656	 0.45967	 0.53084	 0.60895	 0.71142	 0.80465	 0.88807	 0.95566	 0.99608	 0.98103	 0.85637	 0.56226	 0.01354	-0.83201	-1.88881	-1.95003	-3.74978	-3.52641	-3.09557	-2.46461	-2.10960	-1.85872	-1.70110	-1.49400	-1.37461	-1.26914	-1.16332	-1.08295	-0.97882	-0.85886	-0.70774	-0.56243	-0.38260	-0.23444	-0.10301	-0.00279	 0.12020	 0.15276	 -0.7293	-0.107045	 -0.0558	
