   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
       9	  11.231	0.040564	  1.0710	 -0.0515	  1.0584	-0.168811	2.973E+6	   0.234	 3851.93	   82.44	   0.000	-0.26676	-0.32499	-0.33026	-0.33108	-0.33215	-0.33349	-0.33293	-0.33344	-0.33564	-0.34625	-0.37325	-0.42638	-0.52669	-0.66832	-0.82637	-0.97425	-1.10096	-1.20126	-1.28665	-1.37265	-1.43365	-1.50627	-1.55920	-1.62985	-1.67033	-1.71228	-1.76652	-1.89104	-2.11889	-2.18047	-2.20894	-2.27627	-2.39973	-2.59055	-2.83108	-2.93436	-2.96008	-2.81623	-2.13578	-1.82478	-1.82411	 0.53818	 0.92465	 0.99715	 0.92568	 0.81118	 0.68328	 0.57689	 0.47756	 0.37785	 0.29140	 0.21229	 0.12875	 0.07061	 0.02462	 0.00904	 0.01120	 0.03875	 0.06314	 0.09480	 0.14193	 0.15762	-0.27319	  1.0586	-0.169082	 -0.0517	
      10	  12.228	0.049527	  1.0816	 -0.0510	  1.0676	-0.180695	2.974E+6	   0.234	 3860.48	   82.56	   0.000	-0.29663	-0.36868	-0.37952	-0.38035	-0.37802	-0.37563	-0.37162	-0.36770	-0.36336	-0.36291	-0.37096	-0.39108	-0.44417	-0.54132	-0.68498	-0.84588	-0.99747	-1.12082	-1.22729	-1.32920	-1.40382	-1.48969	-1.55418	-1.63663	-1.68758	-1.74063	-1.80681	-1.94315	-2.18466	-2.26230	-2.30753	-2.39443	-2.53410	-2.75226	-3.04205	-3.18285	-3.24986	-3.14138	-2.45401	-2.14946	-2.14864	 0.42816	 0.88392	 0.99872	 0.94844	 0.84371	 0.72044	 0.61382	 0.51336	 0.41217	 0.32318	 0.24103	 0.15448	 0.09252	 0.04210	 0.02187	 0.01996	 0.04308	 0.06319	 0.09062	 0.13418	 0.14038	-0.32605	  1.0679	-0.181282	 -0.0512	
      11	  13.231	0.061962	  1.1067	 -0.0532	  1.0915	-0.192965	2.966E+6	   0.234	 3843.46	   82.39	   0.000	-0.34733	-0.41159	-0.41952	-0.41784	-0.41331	-0.40928	-0.40432	-0.39908	-0.39287	-0.38952	-0.39185	-0.40009	-0.43177	-0.50159	-0.62063	-0.76965	-0.92620	-1.06107	-1.18171	-1.29538	-1.38130	-1.47827	-1.55261	-1.64568	-1.70694	-1.77022	-1.84828	-1.99574	-2.25013	-2.34420	-2.40660	-2.51409	-2.67402	-2.91743	-3.24711	-3.43688	-3.54728	-3.47618	-2.78908	-2.49336	-2.49236	 0.30440	 0.83367	 0.99564	 0.96717	 0.87344	 0.75574	 0.64963	 0.54856	 0.44633	 0.35491	 0.27041	 0.18098	 0.11543	 0.06068	 0.03594	 0.03012	 0.04858	 0.06451	 0.08786	 0.12780	 0.12411	-0.36114	  1.0921	-0.193846	 -0.0534	
      12	  14.236	0.072093	  1.0883	 -0.0518	  1.0726	-0.197741	2.953E+6	   0.233	 3811.07	   82.06	   0.000	-0.35683	-0.43502	-0.45563	-0.45847	-0.45294	-0.44753	-0.43889	-0.42853	-0.41581	-0.40651	-0.40245	-0.40137	-0.41106	-0.43395	-0.48859	-0.58939	-0.73559	-0.88926	-1.03975	-1.17876	-1.28614	-1.40221	-1.49185	-1.59936	-1.67262	-1.74894	-1.83946	-1.99734	-2.26187	-2.37112	-2.44963	-2.57507	-2.75347	-3.01697	-3.37941	-3.60801	-3.75634	-3.72144	-3.03856	-2.75275	-2.75165	 0.20359	 0.78948	 0.98913	 0.97857	 0.89420	 0.78130	 0.67606	 0.57456	 0.47146	 0.37794	 0.29118	 0.19920	 0.13007	 0.07143	 0.04300	 0.03364	 0.04815	 0.05992	 0.07953	 0.11631	 0.10663	-0.41892	  1.0734	-0.199023	 -0.0521	
      13	  15.249	0.096935	  1.1646	 -0.0638	  1.1491	-0.212779	2.950E+6	   0.233	 3806.15	   82.04	   0.000	-0.45382	-0.50002	-0.50183	-0.49824	-0.49471	-0.49124	-0.48609	-0.48078	-0.47393	-0.46776	-0.46432	-0.46176	-0.47361	-0.50140	-0.56499	-0.67082	-0.81363	-0.95409	-1.09110	-1.22211	-1.32592	-1.44197	-1.53340	-1.64564	-1.72581	-1.80864	-1.90906	-2.07565	-2.35125	-2.47697	-2.57276	-2.71885	-2.92287	-3.21001	-3.59345	-3.89963	-4.09424	-4.10543	-3.41595	-3.15070	-3.14937	 0.04897	 0.71974	 0.97439	 0.99037	 0.91993	 0.81441	 0.71124	 0.61013	 0.50695	 0.41088	 0.32352	 0.22955	 0.15773	 0.09553	 0.06318	 0.04986	 0.06001	 0.06821	 0.08428	 0.11774	 0.09503	-0.43283	  1.1506	-0.214314	 -0.0641	
      14	  14.239	0.074813	  1.1071	 -0.0541	  1.0915	-0.199793	2.969E+6	   0.234	 3860.81	   82.64	   0.000	-0.35808	-0.43609	-0.45554	-0.45959	-0.45635	-0.45269	-0.44461	-0.43430	-0.42195	-0.41274	-0.40912	-0.40987	-0.42348	-0.45631	-0.52697	-0.64207	-0.79133	-0.93987	-1.08220	-1.21442	-1.31633	-1.42821	-1.51501	-1.62013	-1.69161	-1.76676	-1.85635	-2.01425	-2.27946	-2.38854	-2.46650	-2.59246	-2.77153	-3.03482	-3.39355	-3.62803	-3.77560	-3.74111	-3.05576	-2.77105	-2.76974	 0.19801	 0.78707	 0.98880	 0.97916	 0.89530	 0.78271	 0.67759	 0.57616	 0.47310	 0.37972	 0.29300	 0.20115	 0.13216	 0.07371	 0.04530	 0.03601	 0.05047	 0.06259	 0.08237	 0.11934	 0.11000	-0.41055	  1.0924	-0.201039	 -0.0544	
      15	  13.225	0.064656	  1.1092	 -0.0556	  1.0946	-0.190833	2.985E+6	   0.236	 3910.88	   83.20	   0.000	-0.32256	-0.40509	-0.42293	-0.42773	-0.42821	-0.42851	-0.42309	-0.41331	-0.40090	-0.39290	-0.39307	-0.40302	-0.43806	-0.50940	-0.62636	-0.77448	-0.92965	-1.06430	-1.18422	-1.29694	-1.38148	-1.47741	-1.55106	-1.64317	-1.70276	-1.76610	-1.84308	-1.99039	-2.24449	-2.33714	-2.39785	-2.50468	-2.66261	-2.90316	-3.23100	-3.41644	-3.52291	-3.44748	-2.76070	-2.46320	-2.46191	 0.31514	 0.83801	 0.99612	 0.96594	 0.87133	 0.75320	 0.64703	 0.54588	 0.44367	 0.35242	 0.26791	 0.17856	 0.11317	 0.05863	 0.03438	 0.02897	 0.04798	 0.06425	 0.08814	 0.12866	 0.12826	-0.34788	  1.0952	-0.191725	 -0.0559	
      16	   9.222	0.023948	  1.0431	 -0.0510	  1.0334	-0.143518	3.013E+6	   0.238	 3986.40	   83.99	   0.000	-0.11115	-0.15229	-0.15727	-0.16683	-0.17777	-0.19242	-0.21789	-0.26326	-0.34314	-0.45108	-0.57624	-0.70855	-0.83732	-0.95375	-1.06416	-1.16844	-1.25171	-1.31627	-1.36780	-1.42687	-1.46284	-1.51137	-1.54251	-1.59011	-1.60921	-1.63000	-1.66023	-1.76021	-1.95796	-1.98645	-1.98057	-2.01359	-2.09495	-2.23791	-2.37554	-2.40322	-2.34770	-2.13692	-1.48213	-1.16469	-1.16362	 0.73920	 0.98322	 0.97266	 0.86066	 0.72903	 0.59404	 0.49025	 0.39490	 0.30069	 0.21907	 0.14712	 0.07032	 0.02086	-0.01540	-0.02030	-0.00809	 0.03003	 0.06426	 0.10583	 0.16246	 0.20910	-0.13565	  1.0332	-0.143182	 -0.0512	
      17	  16.235	0.118935	  1.1590	 -0.0711	  1.1461	-0.209844	2.960E+6	   0.234	 3847.53	   82.56	   0.000	-0.51121	-0.55019	-0.55523	-0.55462	-0.55227	-0.54876	-0.54234	-0.53394	-0.52273	-0.51243	-0.50424	-0.49585	-0.49818	-0.51273	-0.54476	-0.59906	-0.69597	-0.81625	-0.95465	-1.09731	-1.21561	-1.34708	-1.45091	-1.57507	-1.66688	-1.76213	-1.87359	-2.04754	-2.32790	-2.46777	-2.57855	-2.74033	-2.95911	-3.26404	-3.66219	-4.00956	-4.23623	-4.27706	-3.58895	-3.34648	-3.34516	-0.03879	 0.67736	 0.96293	 0.99486	 0.93322	 0.83249	 0.73078	 0.62981	 0.52612	 0.42861	 0.33948	 0.24322	 0.16854	 0.10312	 0.06734	 0.05073	 0.05729	 0.06190	 0.07437	 0.10488	 0.07283	-0.48264	  1.1482	-0.211794	 -0.0715	cpt_wake < 0; 
      18	   7.693	0.016068	  0.9678	 -0.0547	  0.9613	-0.113634	3.007E+6	   0.238	 3976.40	   83.90	   0.000	-0.03099	-0.05816	-0.07306	-0.09187	-0.11699	-0.15612	-0.21882	-0.30604	-0.41521	-0.52983	-0.64800	-0.76888	-0.88258	-0.98314	-1.07940	-1.17100	-1.24066	-1.29247	-1.33045	-1.37714	-1.40101	-1.43570	-1.45428	-1.48688	-1.49236	-1.49921	-1.51227	-1.59196	-1.76208	-1.76584	-1.73763	-1.74305	-1.78344	-1.87616	-1.94776	-1.91637	-1.80144	-1.54801	-0.93511	-0.62330	-0.62242	 0.87343	 0.99859	 0.92256	 0.78249	 0.64048	 0.50221	 0.40328	 0.31395	 0.22539	 0.14883	 0.08305	 0.01262	-0.02950	-0.05796	-0.05415	-0.03374	 0.01304	 0.05506	 0.10388	 0.16663	 0.23056	-0.04071	  0.9609	-0.113164	 -0.0548	
      19	   7.175	0.014801	  0.9397	 -0.0572	  0.9341	-0.102682	3.002E+6	   0.237	 3961.95	   83.75	   0.000	-0.00136	-0.02753	-0.04746	-0.07381	-0.10808	-0.16060	-0.23740	-0.33163	-0.44105	-0.55196	-0.66531	-0.78134	-0.89011	-0.98560	-1.07720	-1.16460	-1.22977	-1.27738	-1.31090	-1.35344	-1.37338	-1.40347	-1.41789	-1.44536	-1.44627	-1.44841	-1.45579	-1.52825	-1.68818	-1.68374	-1.64839	-1.64310	-1.67163	-1.74497	-1.79594	-1.74563	-1.61217	-1.34675	-0.75152	-0.44434	-0.44355	 0.91036	 0.99634	 0.89768	 0.74971	 0.60518	 0.46662	 0.37011	 0.28314	 0.19673	 0.12239	 0.05910	-0.00906	-0.04845	-0.07399	-0.06702	-0.04373	 0.00627	 0.05109	 0.10272	 0.16784	 0.23837	-0.00813	  0.9338	-0.102201	 -0.0574	
      20	   6.668	0.013486	  0.9083	 -0.0594	  0.9037	-0.092071	3.002E+6	   0.237	 3962.87	   83.76	   0.000	 0.02252	-0.00399	-0.02925	-0.06213	-0.10518	-0.16836	-0.25275	-0.34920	-0.45698	-0.56455	-0.67404	-0.78641	-0.89101	-0.98215	-1.06992	-1.15350	-1.21475	-1.25864	-1.28814	-1.32671	-1.34285	-1.36871	-1.37920	-1.40188	-1.39866	-1.39627	-1.39833	-1.46402	-1.61417	-1.60211	-1.55986	-1.54386	-1.56360	-1.61767	-1.64852	-1.58020	-1.42989	-1.15420	-0.57818	-0.27613	-0.27542	 0.94076	 0.98905	 0.86931	 0.71454	 0.56814	 0.42943	 0.33575	 0.25120	 0.16713	 0.09494	 0.03415	-0.03171	-0.06848	-0.09116	-0.08114	-0.05501	-0.00195	 0.04564	 0.09989	 0.16733	 0.24371	 0.01781	  0.9033	-0.091593	 -0.0596	
      21	   5.639	0.011894	  0.8281	 -0.0628	  0.8252	-0.069533	3.004E+6	   0.238	 3970.33	   83.84	   0.000	 0.06368	 0.03413	-0.00200	-0.04835	-0.10635	-0.18203	-0.27227	-0.36803	-0.47100	-0.57203	-0.67460	-0.78004	-0.87692	-0.96006	-1.03990	-1.11601	-1.16928	-1.20558	-1.22678	-1.25738	-1.26597	-1.28290	-1.28514	-1.29780	-1.28552	-1.27389	-1.26463	-1.31552	-1.44421	-1.41606	-1.35910	-1.32279	-1.32588	-1.33565	-1.32467	-1.22072	-1.03778	-0.74583	-0.21543	 0.06844	 0.06930	 0.98657	 0.95339	 0.79136	 0.62568	 0.47756	 0.34020	 0.25415	 0.17836	 0.09769	 0.03115	-0.02378	-0.08495	-0.11572	-0.13197	-0.11518	-0.08284	-0.02271	 0.03106	 0.09063	 0.16280	 0.25064	 0.06073	  0.8248	-0.069111	 -0.0629	
      22	   5.134	0.011043	  0.7860	 -0.0640	  0.7839	-0.059335	3.004E+6	   0.238	 3970.18	   83.84	   0.000	 0.07902	 0.04682	 0.00614	-0.04548	-0.10812	-0.18649	-0.27723	-0.37171	-0.47239	-0.57066	-0.67019	-0.77267	-0.86614	-0.94571	-1.02198	-1.09465	-1.14429	-1.17707	-1.19470	-1.22148	-1.22673	-1.23921	-1.23775	-1.24555	-1.22941	-1.21341	-1.19896	-1.24273	-1.36111	-1.32608	-1.26200	-1.21894	-1.21177	-1.20155	-1.17257	-1.05330	-0.85754	-0.56075	-0.05441	 0.21851	 0.21936	 0.99710	 0.92589	 0.74597	 0.57729	 0.42950	 0.29368	 0.21163	 0.14094	 0.06206	-0.00181	-0.05376	-0.11230	-0.14007	-0.15319	-0.13313	-0.09767	-0.03420	 0.02246	 0.08471	 0.15914	 0.25199	 0.07703	  0.7834	-0.058943	 -0.0642	
      23	   3.085	0.009430	  0.5866	 -0.0668	  0.5862	-0.022149	3.007E+6	   0.238	 3979.84	   83.94	   0.000	 0.12795	 0.07996	 0.02542	-0.03805	-0.10824	-0.18811	-0.27549	-0.36292	-0.45371	-0.54124	-0.62906	-0.71915	-0.79893	-0.86404	-0.92602	-0.98451	-1.01938	-1.03788	-1.04056	-1.05237	-1.04371	-1.03911	-1.02234	-1.01123	-0.97890	-0.94598	-0.91106	-0.92605	-1.00285	-0.93943	-0.85329	-0.78543	-0.71753	-0.64873	-0.55603	-0.38803	-0.15867	 0.13740	 0.52282	 0.72673	 0.72743	 0.94708	 0.72261	 0.48831	 0.32551	 0.19051	 0.06746	 0.00904	-0.03730	-0.10407	-0.15479	-0.19180	-0.23816	-0.25188	-0.25068	-0.21529	-0.16616	-0.08751	-0.01847	 0.05530	 0.13944	 0.25127	 0.12669	  0.5858	-0.021937	 -0.0670	
      24	   1.023	0.008070	  0.3685	 -0.0671	  0.3685	0.001491	3.007E+6	   0.238	 3981.54	   83.98	   0.000	 0.15637	 0.09450	 0.03579	-0.02907	-0.09819	-0.17356	-0.25467	-0.33422	-0.41549	-0.49272	-0.56942	-0.64764	-0.71460	-0.76610	-0.81463	-0.85930	-0.88041	-0.88595	-0.87504	-0.87296	-0.85202	-0.83195	-0.80142	-0.77332	-0.72760	-0.67980	-0.62734	-0.61796	-0.65568	-0.56932	-0.47039	-0.36443	-0.26682	-0.16110	-0.02930	 0.16183	 0.39087	 0.64327	 0.88111	 0.97743	 0.97788	 0.68924	 0.36947	 0.12368	 0.00088	-0.10210	-0.20137	-0.22224	-0.24367	-0.29130	-0.32471	-0.34414	-0.37587	-0.37359	-0.35622	-0.30410	-0.24006	-0.14535	-0.06372	 0.02190	 0.11471	 0.24226	 0.15601	  0.3683	0.001572	 -0.0672	
      25	  -0.014	0.007402	  0.2561	 -0.0666	  0.2561	0.007462	3.004E+6	   0.238	 3974.60	   83.91	   0.000	 0.16636	 0.09923	 0.04069	-0.02303	-0.09028	-0.16272	-0.24018	-0.31581	-0.39221	-0.46455	-0.53574	-0.60849	-0.66926	-0.71416	-0.75617	-0.79420	-0.80881	-0.80841	-0.79165	-0.78300	-0.75623	-0.72919	-0.69262	-0.65689	-0.60512	-0.55055	-0.49148	-0.47031	-0.49141	-0.40150	-0.28720	-0.17410	-0.06860	 0.05095	 0.19528	 0.38711	 0.60143	 0.81447	 0.97015	 0.99862	 0.99892	 0.47711	 0.13541	-0.09685	-0.18615	-0.26865	-0.35107	-0.35041	-0.35602	-0.39079	-0.41420	-0.42381	-0.44690	-0.43585	-0.41003	-0.34904	-0.27728	-0.17449	-0.08629	 0.00536	 0.10182	 0.23522	 0.16597	  0.2559	0.007512	 -0.0666	
