   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      26	  -2.061	0.006955	  0.0274	 -0.0647	  0.0271	0.007934	3.004E+6	   0.238	 3974.46	   83.91	   0.000	 0.17891	 0.10575	 0.05081	-0.00860	-0.07076	-0.13654	-0.20629	-0.27375	-0.34070	-0.40303	-0.46434	-0.52510	-0.57382	-0.60635	-0.63592	-0.66147	-0.66392	-0.65241	-0.62434	-0.60392	-0.56689	-0.52728	-0.48105	-0.43279	-0.36959	-0.30411	-0.23390	-0.19196	-0.18563	-0.07993	 0.04183	 0.16385	 0.28267	 0.41514	 0.56404	 0.73402	 0.89000	 0.98875	 0.97985	 0.84678	 0.84690	-0.11585	-0.44975	-0.61914	-0.62134	-0.63925	-0.65205	-0.62607	-0.59346	-0.60104	-0.60171	-0.58919	-0.59333	-0.56358	-0.51898	-0.43952	-0.35178	-0.23230	-0.13081	-0.02778	 0.07558	 0.21824	 0.17841	  0.0271	0.008002	 -0.0648	
      27	  -4.120	0.006906	 -0.2027	 -0.0622	 -0.2026	-0.007673	3.002E+6	   0.238	 3972.98	   83.90	   0.000	 0.18148	 0.11058	 0.06201	 0.00884	-0.04737	-0.10564	-0.16760	-0.22688	-0.28453	-0.33791	-0.38847	-0.43841	-0.47574	-0.49678	-0.51516	-0.52917	-0.52070	-0.49934	-0.46162	-0.43113	-0.38613	-0.33557	-0.28186	-0.22322	-0.15352	-0.07986	-0.00075	 0.05517	 0.08595	 0.19892	 0.32070	 0.44391	 0.56263	 0.68973	 0.81808	 0.93661	 0.99802	 0.96321	 0.75862	 0.40298	 0.40322	-0.93230	-1.19218	-1.24441	-1.12244	-1.04264	-0.99781	-0.92287	-0.84589	-0.82161	-0.79647	-0.75908	-0.74167	-0.69164	-0.62666	-0.52762	-0.42300	-0.28667	-0.17181	-0.05819	 0.04969	 0.19522	 0.18183	 -0.2025	-0.007485	 -0.0622	
      28	  -6.174	0.007749	 -0.4289	 -0.0598	 -0.4272	-0.038424	2.998E+6	   0.237	 3964.09	   83.81	   0.000	 0.17384	 0.11180	 0.07183	 0.02595	-0.02361	-0.07402	-0.12810	-0.17901	-0.22764	-0.27170	-0.31234	-0.35178	-0.37842	-0.38891	-0.39726	-0.39979	-0.38188	-0.35176	-0.30581	-0.26711	-0.21493	-0.15635	-0.09670	-0.02898	 0.04477	 0.12351	 0.20539	 0.27168	 0.32235	 0.43524	 0.55077	 0.66582	 0.77205	 0.87622	 0.96116	 0.99943	 0.94664	 0.73764	 0.29728	-0.32217	-0.32220	-1.96803	-2.08353	-1.96301	-1.64266	-1.49043	-1.37372	-1.23697	-1.10993	-1.04886	-0.99431	-0.92942	-0.88774	-0.81534	-0.72815	-0.60836	-0.48617	-0.33299	-0.20502	-0.08302	 0.02450	 0.16487	 0.17452	 -0.4270	-0.038039	 -0.0598	
      29	  -8.224	0.009592	 -0.6377	 -0.0584	 -0.6325	-0.081730	2.994E+6	   0.237	 3956.47	   83.75	   0.000	 0.14409	 0.10380	 0.07522	 0.03782	-0.00432	-0.04668	-0.09287	-0.13572	-0.17548	-0.21075	-0.24212	-0.27191	-0.28877	-0.28941	-0.28838	-0.28138	-0.25519	-0.21817	-0.16500	-0.11857	-0.06160	 0.00385	 0.06799	 0.14098	 0.21573	 0.29635	 0.38014	 0.45163	 0.51421	 0.62171	 0.72549	 0.82463	 0.90808	 0.97484	 0.99959	 0.94551	 0.74907	 0.33142	-0.36267	-1.27549	-1.27533	-3.16194	-3.07137	-2.76672	-2.20401	-1.95178	-1.74954	-1.54826	-1.36800	-1.26662	-1.18037	-1.08621	-1.01782	-0.92193	-0.81090	-0.66941	-0.52898	-0.35954	-0.22029	-0.09660	-0.00079	 0.11690	 0.14505	 -0.6323	-0.081137	 -0.0584	
      30	 -10.279	0.015294	 -0.7961	 -0.0581	 -0.7861	-0.127013	2.991E+6	   0.237	 3951.90	   83.72	   0.000	 0.06584	 0.07008	 0.05798	 0.03149	-0.00220	-0.03600	-0.07427	-0.10938	-0.14089	-0.16807	-0.19078	-0.21176	-0.21993	-0.21241	-0.20238	-0.18718	-0.15366	-0.11019	-0.05136	 0.00101	 0.06131	 0.13229	 0.19903	 0.27517	 0.34809	 0.43313	 0.51577	 0.58790	 0.65497	 0.75347	 0.84221	 0.92043	 0.97657	 0.99969	 0.96402	 0.80370	 0.46050	-0.16699	-1.10289	-2.30220	-2.30185	-4.35055	-4.03520	-3.34410	-2.73388	-2.36159	-2.07464	-1.81316	-1.58214	-1.44043	-1.32201	-1.19858	-1.10185	-0.98077	-0.84324	-0.67765	-0.51679	-0.33431	-0.19623	-0.09948	-0.04362	 0.02835	 0.05952	 -0.7860	-0.126369	 -0.0580	
      31	 -12.273	0.031953	 -0.8822	 -0.0461	 -0.8688	-0.156309	2.981E+6	   0.236	 3928.70	   83.49	   0.000	-0.07063	 0.00043	 0.00929	-0.00439	-0.02891	-0.05359	-0.08433	-0.11214	-0.13590	-0.15570	-0.17111	-0.18523	-0.18505	-0.16965	-0.15210	-0.13030	-0.08968	-0.04150	 0.02022	 0.07842	 0.14352	 0.21864	 0.28681	 0.36382	 0.43925	 0.52387	 0.60521	 0.67650	 0.74403	 0.83309	 0.90810	 0.96735	 0.99808	 0.98549	 0.89469	 0.64437	 0.18184	-0.61339	-1.73353	-3.14496	-3.14446	-5.26285	-4.75811	-3.82175	-3.08435	-2.61472	-2.25817	-1.95040	-1.67831	-1.49836	-1.34643	-1.19002	-1.05439	-0.89576	-0.71250	-0.51996	-0.38033	-0.28318	-0.24224	-0.21697	-0.19816	-0.14110	-0.11342	 -0.8690	-0.156055	 -0.0460	
      32	 -13.254	0.053190	 -0.8624	 -0.0308	 -0.8516	-0.145944	2.970E+6	   0.236	 3898.85	   83.19	   0.000	-0.18795	-0.06768	-0.04378	-0.04858	-0.06727	-0.08645	-0.11328	-0.13707	-0.15707	-0.17336	-0.18536	-0.19629	-0.19293	-0.17385	-0.15313	-0.12820	-0.08575	-0.03487	 0.02845	 0.08944	 0.15606	 0.23379	 0.30305	 0.38130	 0.45776	 0.54235	 0.62335	 0.69436	 0.76156	 0.84810	 0.91941	 0.97386	 0.99859	 0.97792	 0.87538	 0.60812	 0.12266	-0.70073	-1.83654	-3.26396	-3.26332	-5.37150	-4.75591	-3.81211	-3.04441	-2.55737	-2.18744	-1.87079	-1.59139	-1.39578	-1.22137	-1.04310	-0.87412	-0.69885	-0.53903	-0.43001	-0.37461	-0.34363	-0.33996	-0.33336	-0.32134	-0.26655	-0.22633	 -0.8520	-0.146137	 -0.0306	Wake not in center of rake!; 
      33	 -14.116	0.187560	 -0.6353	  0.0506	 -0.6618	0.026954	2.952E+6	   0.234	 3852.07	   82.75	   0.000	-0.43892	-0.24316	-0.20097	-0.19729	-0.21334	-0.23039	-0.25815	-0.28215	-0.30341	-0.32137	-0.33530	-0.34772	-0.34688	-0.32743	-0.30859	-0.28417	-0.24111	-0.18830	-0.12058	-0.06087	 0.00659	 0.08378	 0.15574	 0.23650	 0.31500	 0.40114	 0.48485	 0.55724	 0.62333	 0.72232	 0.81266	 0.89426	 0.95704	 0.99454	 0.98541	 0.88485	 0.64261	 0.18733	-0.49230	-1.33801	-1.33752	-2.63966	-2.20835	-1.50080	-1.15280	-1.00972	-0.93440	-0.89164	-0.85873	-0.83385	-0.80592	-0.77957	-0.75674	-0.74052	-0.72711	-0.71889	-0.71601	-0.70592	-0.71174	-0.69974	-0.66824	-0.53822	-0.45531	 -0.6641	0.027240	  0.0510	Wake not in center of rake!; 
      34	 -11.282	0.021215	 -0.8509	 -0.0561	 -0.8386	-0.145657	3.021E+6	   0.240	 4040.66	   84.70	   0.000	 0.01775	 0.04588	 0.04164	 0.02013	-0.00993	-0.03986	-0.07483	-0.10660	-0.13447	-0.15793	-0.17705	-0.19499	-0.19859	-0.18703	-0.17327	-0.15512	-0.11758	-0.07121	-0.01018	 0.04507	 0.10759	 0.17992	 0.24760	 0.32427	 0.39828	 0.48306	 0.56533	 0.63708	 0.70480	 0.79842	 0.88008	 0.94846	 0.99134	 0.99572	 0.93131	 0.72353	 0.31727	-0.39980	-1.43550	-2.74976	-2.74918	-4.85794	-4.44923	-3.60926	-2.94238	-2.51780	-2.19379	-1.90734	-1.65453	-1.49416	-1.36089	-1.22358	-1.11243	-0.97877	-0.82730	-0.65003	-0.48181	-0.30632	-0.19150	-0.12343	-0.08599	-0.03127	-0.00888	 -0.8386	-0.145107	 -0.0561	
      35	  -9.249	0.011744	 -0.7276	 -0.0582	 -0.7200	-0.105355	3.004E+6	   0.238	 3996.29	   84.23	   0.000	 0.11293	 0.09150	 0.07030	 0.03798	-0.00011	-0.03826	-0.08050	-0.11942	-0.15487	-0.18598	-0.21284	-0.23812	-0.25052	-0.24662	-0.24116	-0.22985	-0.19981	-0.15936	-0.10329	-0.05355	 0.00551	 0.07348	 0.13928	 0.21424	 0.28761	 0.37105	 0.45467	 0.52669	 0.59215	 0.69549	 0.79177	 0.88074	 0.95031	 0.99494	 0.98917	 0.88114	 0.60920	 0.08341	-0.73674	-1.80006	-1.79969	-3.78128	-3.57500	-3.10086	-2.48727	-2.17275	-1.92654	-1.69342	-1.48649	-1.36452	-1.26179	-1.15290	-1.07027	-0.96207	-0.83811	-0.68508	-0.53478	-0.35780	-0.21543	-0.09819	-0.01796	 0.07967	 0.11221	 -0.7199	-0.104694	 -0.0581	
      36	  -7.202	0.008768	 -0.5352	 -0.0589	 -0.5321	-0.058400	2.999E+6	   0.238	 3983.83	   84.10	   0.000	 0.16325	 0.10979	 0.07501	 0.03312	-0.01288	-0.05935	-0.10954	-0.15643	-0.20049	-0.24021	-0.27610	-0.31062	-0.33259	-0.33793	-0.34157	-0.33919	-0.31713	-0.28311	-0.23412	-0.19118	-0.13652	-0.07420	-0.01198	 0.05846	 0.13349	 0.21220	 0.29510	 0.36500	 0.42297	 0.53377	 0.64404	 0.75251	 0.84829	 0.93558	 0.99233	 0.98747	 0.86648	 0.55763	-0.00589	-0.76753	-0.76718	-2.54137	-2.56211	-2.34646	-1.91099	-1.71875	-1.56081	-1.39224	-1.23920	-1.15862	-1.08860	-1.00971	-0.95490	-0.87147	-0.77252	-0.64227	-0.51108	-0.34971	-0.21587	-0.09162	 0.01253	 0.14431	 0.16426	 -0.5319	-0.057909	 -0.0588	
      37	  -5.153	0.007334	 -0.3175	 -0.0609	 -0.3168	-0.021207	3.001E+6	   0.238	 3992.19	   84.20	   0.000	 0.17945	 0.11195	 0.06741	 0.01774	-0.03519	-0.08955	-0.14759	-0.20264	-0.25546	-0.30431	-0.34965	-0.39437	-0.42645	-0.44188	-0.45496	-0.46318	-0.45006	-0.42398	-0.38208	-0.34693	-0.29842	-0.24340	-0.18650	-0.12317	-0.05141	 0.02566	 0.10673	 0.16808	 0.20976	 0.32340	 0.44290	 0.56328	 0.67698	 0.79467	 0.90404	 0.98553	 0.99214	 0.87619	 0.55770	 0.07447	 0.07485	-1.42459	-1.62131	-1.59400	-1.38252	-1.26074	-1.18422	-1.07891	-0.97743	-0.93538	-0.89589	-0.84529	-0.81576	-0.75515	-0.67901	-0.56975	-0.45631	-0.31143	-0.19002	-0.07161	 0.03693	 0.18140	 0.17986	 -0.3166	-0.020926	 -0.0609	
      38	  -3.092	0.006871	 -0.0926	 -0.0634	 -0.0929	0.001866	3.002E+6	   0.238	 3993.87	   84.21	   0.000	 0.18126	 0.10840	 0.05648	 0.00023	-0.05892	-0.12086	-0.18658	-0.24980	-0.31175	-0.36898	-0.42490	-0.48001	-0.52288	-0.54918	-0.57285	-0.59214	-0.58888	-0.57211	-0.53877	-0.51296	-0.47171	-0.42602	-0.37566	-0.32172	-0.25491	-0.18457	-0.10959	-0.05988	-0.03958	 0.07075	 0.19321	 0.31687	 0.43744	 0.56942	 0.71085	 0.85771	 0.96890	 0.99753	 0.89603	 0.65256	 0.65280	-0.51161	-0.81522	-0.93181	-0.87332	-0.84286	-0.82816	-0.77777	-0.72301	-0.71467	-0.70240	-0.67751	-0.67054	-0.63089	-0.57570	-0.48634	-0.38982	-0.26153	-0.15322	-0.04448	 0.06179	 0.20708	 0.18104	 -0.0928	0.001986	 -0.0634	
      39	  -1.032	0.007310	  0.1406	 -0.0657	  0.1404	0.009841	3.002E+6	   0.238	 3995.78	   84.24	   0.000	 0.17393	 0.10279	 0.04565	-0.01626	-0.08103	-0.15027	-0.22380	-0.29532	-0.36660	-0.43388	-0.49966	-0.56666	-0.62134	-0.65968	-0.69549	-0.72685	-0.73537	-0.72916	-0.70629	-0.69164	-0.65917	-0.62564	-0.58419	-0.54218	-0.48240	-0.42290	-0.35758	-0.32459	-0.33096	-0.23311	-0.11436	 0.00388	 0.11795	 0.24633	 0.39625	 0.58073	 0.77051	 0.93148	 1.00000	 0.95889	 0.95901	 0.20543	-0.14032	-0.34660	-0.39687	-0.45141	-0.48961	-0.48694	-0.47411	-0.49590	-0.50813	-0.50702	-0.52060	-0.50075	-0.46541	-0.39530	-0.31539	-0.20420	-0.10937	-0.01181	 0.08836	 0.22693	 0.17351	  0.1403	0.009887	 -0.0657	
      40	  -1.032	0.007317	  0.1413	 -0.0657	  0.1412	0.009862	3.001E+6	   0.238	 3993.74	   84.22	   0.000	 0.17371	 0.10254	 0.04539	-0.01658	-0.08136	-0.15063	-0.22417	-0.29571	-0.36705	-0.43435	-0.50010	-0.56723	-0.62188	-0.66028	-0.69607	-0.72749	-0.73599	-0.72981	-0.70699	-0.69235	-0.65989	-0.62634	-0.58480	-0.54296	-0.48305	-0.42360	-0.35829	-0.32533	-0.33182	-0.23395	-0.11524	 0.00322	 0.11703	 0.24543	 0.39533	 0.57992	 0.76986	 0.93108	 1.00000	 0.95937	 0.95943	 0.20687	-0.13895	-0.34538	-0.39588	-0.45061	-0.48887	-0.48633	-0.47358	-0.49539	-0.50770	-0.50664	-0.52029	-0.50043	-0.46509	-0.39507	-0.31524	-0.20408	-0.10928	-0.01174	 0.08841	 0.22691	 0.17341	  0.1411	0.009909	 -0.0658	
      41	   0.008	0.007690	  0.2539	 -0.0665	  0.2539	0.007656	3.001E+6	   0.238	 3993.76	   84.22	   0.000	 0.16638	 0.09914	 0.04061	-0.02309	-0.09033	-0.16269	-0.24011	-0.31565	-0.39177	-0.46397	-0.53496	-0.60758	-0.66845	-0.71301	-0.75506	-0.79275	-0.80739	-0.80684	-0.78977	-0.78106	-0.75412	-0.72697	-0.69043	-0.65451	-0.60267	-0.54790	-0.48878	-0.46734	-0.48787	-0.39797	-0.28357	-0.17005	-0.06472	 0.05489	 0.19970	 0.39120	 0.60542	 0.81727	 0.97168	 0.99876	 0.99887	 0.47300	 0.13121	-0.10100	-0.18937	-0.27181	-0.34701	-0.35250	-0.35825	-0.39276	-0.41602	-0.42561	-0.44828	-0.43749	-0.41118	-0.35024	-0.27822	-0.17524	-0.08697	 0.00490	 0.10141	 0.23497	 0.16596	  0.2537	0.007705	 -0.0666	
