,   Alpha,       M,       Q,       V,  Z_w.r., Cpu_001, Cpu_002, Cpu_003, Cpu_004, Cpu_005, Cpu_006, Cpu_007, Cpu_008, Cpu_009, Cpu_010, Cpu_011, Cpu_012, Cpu_013, Cpu_014, Cpu_015, Cpu_016, Cpu_017, Cpu_018, Cpu_019, Cpu_020, Cpu_021, Cpu_022, Cpu_023, Cpu_024, Cpu_025, Cpu_026, Cpu_027, Cpu_028, Cpu_029, Cpu_030, Cpu_031, Cpu_032, Cpu_033, Cpu_034, Cpu_035, Cpu_036, Cpu_037, Cpu_038, Cpu_039, Cpu_040, Cpl_001, Cpl_002, Cpl_003, Cpl_004, Cpl_005, Cpl_006, Cpl_007, Cpl_008, Cpl_009, Cpl_010, Cpl_011, Cpl_012, Cpl_013, Cpl_014, Cpl_015, Cpl_016, Cpl_017, Cpl_018, Cpl_019, Cpl_020, Cpl_021, Cpl_022, Cpl_023,Grade,Grit Size,Lower Coverage,Upper Coverage
207,-11.26,0.235,3922.5,82.96,259.4,-0.03075,0.01005,0.01154,-0.00706,-0.03532,-0.06395,-0.09848,-0.12995,-0.15819,-0.18274,-0.20138,-0.2193,-0.22319,-0.2138,-0.19966,-0.18273,-0.14439,-0.09926,-0.03842,0.01624,0.07855,0.15193,0.22016,0.29666,0.37349,0.45549,0.5375,0.60724,0.67062,0.77026,0.8573,0.93173,0.98254,0.99899,0.95336,0.776,0.40839,-0.25312,-1.23311,-2.48939,0.05808,-4.45963,-4.10844,-3.3588,-2.83939,-2.44151,-2.10711,-1.8111,-1.56224,-1.39519,-1.26584,-1.12923,-1.01552,-0.88013,-0.72662,-0.55272,-0.3973,-0.25554,-0.17975,-0.13665,-0.11001,-0.06941,-0.05579,40.0,425.0,0.08,0.08
208,-9.231,0.235,3925.41,82.98,260.84,0.0857,0.0729,0.05467,0.02359,-0.01378,-0.05147,-0.09377,-0.13283,-0.16889,-0.2011,-0.22751,-0.25333,-0.2651,-0.26327,-0.25727,-0.24793,-0.21631,-0.17711,-0.12145,-0.07211,-0.01278,0.05555,0.12155,0.19556,0.27158,0.35337,0.43493,0.50342,0.56324,0.67207,0.77244,0.86455,0.93826,0.99034,0.99401,0.90261,0.65141,0.15488,-0.63986,-1.67829,0.05676,-3.58785,-3.40737,-2.99362,-2.46486,-2.15606,-1.89445,-1.64105,-1.43737,-1.30934,-1.21261,-1.1053,-1.02234,-0.91528,-0.79226,-0.64201,-0.49615,-0.32794,-0.19628,-0.0941,-0.02757,0.05752,0.08482,40.0,425.0,0.08,0.08
209,-7.193,0.235,3925.07,82.98,259.15,0.14939,0.10073,0.06748,0.02629,-0.01921,-0.06526,-0.11559,-0.16263,-0.20715,-0.2479,-0.28301,-0.31806,-0.3392,-0.34645,-0.34938,-0.34888,-0.32522,-0.29246,-0.24363,-0.20099,-0.14643,-0.08381,-0.02112,0.04813,0.12236,0.2032,0.28391,0.34619,0.39688,0.51405,0.62784,0.73786,0.83563,0.92691,0.98874,0.99158,0.88037,0.58574,0.03197,-0.72147,0.05524,-2.46233,-2.49457,-2.31496,-1.92192,-1.73171,-1.55644,-1.36347,-1.21183,-1.12533,-1.06141,-0.98367,-0.92843,-0.84582,-0.74787,-0.61917,-0.49046,-0.33332,-0.20371,-0.08529,0.01133,0.1294,0.14927,40.0,425.0,0.08,0.08
210,-5.136,0.236,3933.89,83.07,260.76,0.17301,0.10807,0.06443,0.01526,-0.03719,-0.09097,-0.14926,-0.20435,-0.2577,-0.30747,-0.35199,-0.39688,-0.42818,-0.44549,-0.45771,-0.46774,-0.45303,-0.42837,-0.38633,-0.35159,-0.30359,-0.24796,-0.19001,-0.12859,-0.05771,0.01938,0.09867,0.14948,0.18329,0.30463,0.42765,0.54944,0.66365,0.78457,0.89661,0.98262,0.99338,0.88523,0.57111,0.09137,0.05254,-1.39534,-1.59914,-1.59086,-1.38561,-1.28567,-1.19278,-1.06133,-0.96053,-0.91376,-0.87976,-0.83004,-0.80007,-0.74008,-0.66473,-0.55647,-0.44456,-0.30235,-0.18304,-0.06767,0.037,0.17028,0.17197,40.0,425.0,0.08,0.08
211,-3.088,0.235,3915.53,82.87,259.14,0.17694,0.10711,0.05606,0.00071,-0.05773,-0.11875,-0.1846,-0.24758,-0.3098,-0.36804,-0.42283,-0.478,-0.51987,-0.54777,-0.57065,-0.59132,-0.5864,-0.57094,-0.53756,-0.51196,-0.47138,-0.42482,-0.37329,-0.32097,-0.2563,-0.18489,-0.11264,-0.07465,-0.06265,0.05472,0.18091,0.30584,0.42614,0.56154,0.70512,0.85388,0.96651,0.99825,0.89685,0.65325,0.05901,-0.51077,-0.82051,-0.94948,-0.89314,-0.86963,-0.84612,-0.76999,-0.71493,-0.70321,-0.69501,-0.67051,-0.66295,-0.62346,-0.56873,-0.47986,-0.38424,-0.25769,-0.15047,-0.04334,0.06077,0.19728,0.175,40.0,425.0,0.08,0.08
212,-1.033,0.235,3916.74,82.88,260.84,0.16811,0.10217,0.04692,-0.01342,-0.07696,-0.14482,-0.21819,-0.28928,-0.36086,-0.42898,-0.49411,-0.56036,-0.6138,-0.65377,-0.68828,-0.72109,-0.72769,-0.72266,-0.7001,-0.68513,-0.65348,-0.61874,-0.57583,-0.53571,-0.47957,-0.41723,-0.35512,-0.33596,-0.35256,-0.24258,-0.12418,-0.00453,0.10913,0.24187,0.3947,0.58042,0.77073,0.93336,0.99907,0.95635,0.06309,0.19634,-0.15486,-0.37292,-0.42671,-0.47809,-0.51317,-0.48618,-0.47239,-0.49174,-0.50677,-0.50554,-0.51843,-0.49844,-0.46336,-0.39329,-0.31388,-0.20393,-0.10954,-0.01286,0.08611,0.21743,0.16615,40.0,425.0,0.08,0.08
213,-0.005,0.235,3913.47,82.85,259.14,0.15923,0.09803,0.04225,-0.01945,-0.08486,-0.15574,-0.23256,-0.30753,-0.38382,-0.45668,-0.52633,-0.59872,-0.65808,-0.70404,-0.74472,-0.78362,-0.7962,-0.79661,-0.77987,-0.77061,-0.74408,-0.7156,-0.6775,-0.64453,-0.59266,-0.53653,-0.48099,-0.47291,-0.50526,-0.39867,-0.28872,-0.17571,-0.06964,0.05523,0.20351,0.3962,0.61129,0.82419,0.97367,0.99808,0.06418,0.45914,0.11218,-0.12924,-0.22331,-0.30644,-0.36338,-0.35677,-0.36089,-0.39321,-0.41833,-0.42741,-0.44914,-0.4381,-0.41187,-0.35059,-0.27889,-0.1769,-0.08877,0.00255,0.09809,0.22498,0.15777,40.0,425.0,0.08,0.08
214,-0.012,0.232,3813.97,81.48,260.77,0.15888,0.09778,0.04214,-0.01955,-0.08493,-0.15586,-0.23257,-0.3076,-0.38363,-0.45574,-0.52535,-0.59869,-0.65826,-0.70394,-0.74484,-0.78278,-0.79702,-0.79689,-0.77992,-0.77086,-0.7438,-0.7168,-0.67829,-0.64473,-0.59363,-0.53752,-0.48211,-0.47492,-0.50675,-0.40075,-0.29076,-0.17755,-0.07186,0.05249,0.20014,0.39208,0.60909,0.82181,0.97394,0.9986,0.04102,0.46193,0.1147,-0.12622,-0.22135,-0.30486,-0.36039,-0.35516,-0.36001,-0.39178,-0.41711,-0.42667,-0.44783,-0.43691,-0.41078,-0.35027,-0.27833,-0.17604,-0.08808,0.00254,0.09827,0.22487,0.15786,0.0,0.0,0.0,0.0
215,1.029,0.232,3809.38,81.43,259.4,0.14636,0.09167,0.03677,-0.02533,-0.09202,-0.16573,-0.24589,-0.32501,-0.40585,-0.48321,-0.5583,-0.63734,-0.70342,-0.7558,-0.80337,-0.84796,-0.86869,-0.87471,-0.86433,-0.86159,-0.84023,-0.82048,-0.78763,-0.76172,-0.71698,-0.66715,-0.61978,-0.62572,-0.67499,-0.5774,-0.47027,-0.37186,-0.27678,-0.16588,-0.0302,0.16118,0.39467,0.64885,0.88562,0.97994,0.04271,0.68174,0.357,0.10352,-0.02474,-0.13367,-0.2105,-0.22572,-0.24735,-0.29143,-0.32668,-0.34636,-0.37624,-0.37414,-0.35706,-0.30541,-0.24145,-0.14738,-0.06605,0.01844,0.11052,0.23145,0.14603,0.0,0.0,0.0,0.0
216,2.058,0.232,3827.38,81.64,260.85,0.13149,0.08396,0.03148,-0.02961,-0.09665,-0.17242,-0.25562,-0.33858,-0.42433,-0.50656,-0.58722,-0.67202,-0.7444,-0.80332,-0.85756,-0.90888,-0.93626,-0.94848,-0.94479,-0.94852,-0.93316,-0.9209,-0.89422,-0.87616,-0.83821,-0.79525,-0.75663,-0.77631,-0.84368,-0.75527,-0.6518,-0.57153,-0.49048,-0.39689,-0.27884,-0.09561,0.14424,0.42685,0.74041,0.89416,0.04639,0.83859,0.55245,0.2999,0.14763,0.02034,-0.07399,-0.10715,-0.14311,-0.19791,-0.24194,-0.27053,-0.30819,-0.31423,-0.30535,-0.26203,-0.20555,-0.11946,-0.04436,0.03446,0.12247,0.23685,0.13152,0.0,0.0,0.0,0.0
217,3.079,0.233,3852.42,81.92,259.9,0.11233,0.07242,0.02422,-0.03386,-0.09964,-0.17645,-0.26222,-0.34888,-0.43931,-0.52674,-0.61298,-0.70372,-0.78257,-0.84837,-0.90948,-0.96776,-1.00219,-1.02088,-1.02428,-1.03492,-1.0258,-1.02145,-1.00154,-0.99178,-0.96145,-0.92607,-0.89702,-0.93148,-1.01839,-0.94014,-0.84686,-0.77302,-0.71818,-0.64716,-0.55189,-0.38435,-0.14719,0.15252,0.53686,0.7402,0.04725,0.94208,0.71081,0.47045,0.30273,0.16168,0.05068,0.00415,-0.04432,-0.10844,-0.16061,-0.19757,-0.24241,-0.25615,-0.2551,-0.21991,-0.17055,-0.0923,-0.02344,0.04972,0.13346,0.24025,0.1128,0.0,0.0,0.0,0.0
218,4.104,0.233,3849.28,81.9,260.61,0.0892,0.056,0.01411,-0.03831,-0.10019,-0.1761,-0.26339,-0.35343,-0.44877,-0.54144,-0.63333,-0.72992,-0.81561,-0.88847,-0.95646,-1.02177,-1.0636,-1.08896,-1.09987,-1.11755,-1.11531,-1.11924,-1.10642,-1.10524,-1.0832,-1.05606,-1.03756,-1.08764,-1.19449,-1.12807,-1.04698,-0.98484,-0.9507,-0.9095,-0.84451,-0.69915,-0.47387,-0.16788,0.28009,0.52406,0.04899,0.99261,0.83139,0.61318,0.43874,0.28942,0.1626,0.1071,0.04749,-0.02429,-0.08358,-0.12811,-0.1795,-0.20038,-0.20663,-0.17924,-0.13666,-0.06613,-0.00325,0.06415,0.14343,0.24174,0.08896,0.0,0.0,0.0,0.0
219,5.145,0.234,3863.37,82.06,259.14,0.06043,0.03246,-0.0017,-0.04535,-0.09929,-0.1706,-0.2574,-0.3501,-0.45021,-0.54831,-0.64615,-0.7488,-0.84137,-0.9214,-0.99648,-1.06881,-1.11795,-1.15036,-1.16872,-1.19371,-1.19845,-1.211,-1.20556,-1.21304,-1.19993,-1.18125,-1.17363,-1.23952,-1.36532,-1.31335,-1.24493,-1.20053,-1.18209,-1.17159,-1.14531,-1.02782,-0.82265,-0.52006,-0.01667,0.25831,0.05248,0.99917,0.91583,0.72796,0.55425,0.40105,0.26774,0.19932,0.13112,0.05252,-0.0126,-0.06404,-0.12114,-0.14859,-0.16176,-0.14144,-0.10539,-0.04203,0.01494,0.07682,0.15156,0.24057,0.06069,0.0,0.0,0.0,0.0
220,6.163,0.233,3858.49,82.02,260.82,0.02479,0.00041,-0.0259,-0.05966,-0.10096,-0.16003,-0.24108,-0.33457,-0.43911,-0.54316,-0.6477,-0.75695,-0.85683,-0.9447,-1.0272,-1.1068,-1.16372,-1.20356,-1.23003,-1.26269,-1.27463,-1.29626,-1.2987,-1.31524,-1.31145,-1.30211,-1.30611,-1.38783,-1.5321,-1.49554,-1.44238,-1.41646,-1.41973,-1.43281,-1.45443,-1.37122,-1.19361,-0.9033,-0.35232,-0.05299,0.0577,0.9746,0.96933,0.8192,0.65281,0.4997,0.36306,0.28379,0.20816,0.1239,0.0533,-0.00416,-0.06653,-0.10021,-0.11977,-0.10638,-0.07669,-0.02019,0.03093,0.0873,0.15741,0.236,0.02445,0.0,0.0,0.0,0.0
221,7.182,0.233,3850.34,81.94,259.15,-0.02067,-0.0437,-0.06042,-0.08392,-0.11427,-0.15463,-0.21429,-0.30024,-0.4072,-0.51792,-0.63039,-0.7474,-0.85592,-0.95258,-1.04326,-1.13062,-1.19582,-1.24356,-1.27843,-1.31916,-1.33865,-1.3695,-1.38032,-1.40572,-1.41164,-1.4121,-1.42809,-1.525,-1.68635,-1.66637,-1.62917,-1.6224,-1.6481,-1.69542,-1.75731,-1.7128,-1.56836,-1.29758,-0.70693,-0.39183,0.06097,0.92223,0.9949,0.88717,0.73321,0.58337,0.44538,0.35805,0.2761,0.1874,0.11164,0.0488,-0.01816,-0.05754,-0.08308,-0.07624,-0.05248,-0.0027,0.04248,0.09376,0.15921,0.22605,-0.02029,0.0,0.0,0.0,0.0
222,8.198,0.234,3862.62,82.09,260.79,-0.07921,-0.10362,-0.11136,-0.12382,-0.14123,-0.16828,-0.20349,-0.25054,-0.33759,-0.45121,-0.57448,-0.70366,-0.82451,-0.93331,-1.03465,-1.13143,-1.20647,-1.26321,-1.30776,-1.35722,-1.38518,-1.42559,-1.44491,-1.4797,-1.49539,-1.50598,-1.53422,-1.64544,-1.82252,-1.81908,-1.79827,-1.81186,-1.85818,-1.94157,-2.03914,-2.03794,-1.93008,-1.68408,-1.06264,-0.73756,0.06592,0.8502,0.99908,0.93472,0.79684,0.65265,0.51505,0.42187,0.33465,0.24257,0.1626,0.09507,0.02363,-0.02097,-0.05226,-0.05142,-0.03334,0.01026,0.0498,0.09571,0.15654,0.20989,-0.07768,0.0,0.0,0.0,0.0
223,9.219,0.234,3869.35,82.18,259.15,-0.14031,-0.17297,-0.17673,-0.18365,-0.19289,-0.20646,-0.22443,-0.24998,-0.28941,-0.35884,-0.47058,-0.60864,-0.74754,-0.87438,-0.99141,-1.10141,-1.1895,-1.25783,-1.31397,-1.37356,-1.41077,-1.4618,-1.49048,-1.53508,-1.56088,-1.58231,-1.62275,-1.74752,-1.93861,-1.95199,-1.94755,-1.98195,-2.05045,-2.16841,-2.29717,-2.34308,-2.27407,-2.05736,-1.4121,-1.08258,0.06795,0.76427,0.98931,0.96668,0.8471,0.71011,0.57432,0.47695,0.38549,0.29072,0.20711,0.13538,0.05957,0.01008,-0.02625,-0.0312,-0.01844,0.01934,0.05366,0.09456,0.15093,0.19089,-0.14004,0.0,0.0,0.0,0.0
224,10.233,0.234,3861.56,82.11,260.62,-0.18918,-0.23094,-0.23376,-0.23716,-0.24206,-0.24842,-0.25701,-0.27089,-0.29379,-0.33528,-0.40624,-0.51759,-0.65527,-0.79389,-0.92607,-1.04925,-1.15155,-1.23214,-1.30021,-1.37022,-1.41672,-1.47797,-1.51609,-1.56983,-1.60539,-1.63731,-1.68934,-1.8256,-2.02862,-2.05694,-2.06951,-2.1269,-2.20768,-2.35884,-2.52965,-2.61116,-2.58189,-2.39486,-1.73101,-1.40318,0.07142,0.67275,0.96825,0.98585,0.88538,0.75659,0.62364,0.52386,0.42916,0.33262,0.24613,0.17095,0.09185,0.03813,-0.00284,-0.01292,-0.00524,0.02773,0.05746,0.09389,0.14643,0.1757,-0.20002,0.0,0.0,0.0,0.0
225,-0.005,0.231,3772.26,80.93,200.81,0.1539,0.09573,0.04134,-0.01991,-0.0842,-0.15468,-0.23003,-0.30445,-0.37974,-0.45221,-0.5216,-0.59322,-0.65277,-0.69793,-0.73878,-0.77592,-0.78896,-0.78917,-0.77222,-0.76085,-0.73431,-0.70567,-0.66919,-0.64409,-0.65577,-0.58754,-0.52278,-0.49564,-0.45449,-0.36542,-0.26649,-0.15855,-0.05566,0.06613,0.21323,0.40349,0.61719,0.82709,0.97614,0.99854,-0.0207,0.45688,0.11269,-0.12591,-0.21532,-0.29148,-0.33375,-0.38686,-0.40317,-0.42197,-0.41368,-0.42613,-0.44579,-0.4367,-0.41067,-0.35029,-0.27924,-0.17763,-0.08992,8e-05,0.09397,0.21996,0.15313,40.0,425.0,0.15,0.15
226,2.053,0.233,3835.17,81.76,199.17,0.12743,0.08148,0.03012,-0.03046,-0.09623,-0.17117,-0.2528,-0.33492,-0.41981,-0.50236,-0.58265,-0.66582,-0.73792,-0.79649,-0.85044,-0.90093,-0.927,-0.93963,-0.93582,-0.93714,-0.92243,-0.90829,-0.88417,-0.87711,-0.908,-0.85256,-0.80289,-0.79946,-0.78056,-0.71161,-0.62172,-0.54642,-0.4683,-0.37667,-0.25882,-0.07676,0.15968,0.43963,0.74909,0.89956,0.00454,0.83433,0.54911,0.2977,0.14997,0.02885,-0.05419,-0.13561,-0.18065,-0.22383,-0.2399,-0.27133,-0.30768,-0.3152,-0.30646,-0.26315,-0.20724,-0.12171,-0.04675,0.03165,0.11817,0.23199,0.1276,40.0,425.0,0.15,0.15
227,4.099,0.233,3845.49,81.94,200.77,0.08652,0.05385,0.01205,-0.04017,-0.10087,-0.1753,-0.26047,-0.34918,-0.44338,-0.53614,-0.62779,-0.72254,-0.80792,-0.88044,-0.94812,-1.01248,-1.05289,-1.07878,-1.08962,-1.10481,-1.10351,-1.10527,-1.0956,-1.10885,-1.16018,-1.12031,-1.09014,-1.11035,-1.12268,-1.0768,-1.00983,-0.95304,-0.92883,-0.88454,-0.81828,-0.67379,-0.45195,-0.14814,0.29602,0.53713,0.01944,0.99135,0.82893,0.61079,0.43967,0.29523,0.17719,0.08303,0.01591,-0.04571,-0.08192,-0.12892,-0.17924,-0.20133,-0.20783,-0.1803,-0.13843,-0.06819,-0.00554,0.06151,0.13948,0.23746,0.08601,40.0,425.0,0.15,0.15
228,-0.008,0.234,3878.99,82.35,194.18,0.15346,0.09545,0.04106,-0.02027,-0.08452,-0.15506,-0.2305,-0.30498,-0.38049,-0.45316,-0.52261,-0.59442,-0.65407,-0.69951,-0.74051,-0.77785,-0.79097,-0.79121,-0.77455,-0.76331,-0.73678,-0.70817,-0.67155,-0.64652,-0.65813,-0.59012,-0.5253,-0.49854,-0.45771,-0.36829,-0.26939,-0.16109,-0.0586,0.06325,0.21017,0.40066,0.61474,0.82533,0.97538,0.99874,0.03299,0.46072,0.11651,-0.12259,-0.21273,-0.28924,-0.33242,-0.38587,-0.40187,-0.42034,-0.41324,-0.42587,-0.44556,-0.43631,-0.41056,-0.35009,-0.27911,-0.17751,-0.08982,0.00011,0.09406,0.21999,0.15327,40.0,425.0,0.15,0.15
229,1.025,0.234,3877.83,82.37,195.86,0.14205,0.08965,0.0361,-0.02555,-0.09106,-0.16418,-0.24292,-0.32135,-0.40167,-0.47941,-0.55431,-0.63179,-0.69766,-0.74974,-0.7972,-0.84112,-0.86068,-0.86718,-0.85674,-0.85164,-0.83098,-0.80939,-0.77865,-0.76248,-0.78343,-0.72165,-0.66422,-0.64855,-0.61825,-0.53831,-0.44582,-0.35074,-0.25795,-0.14912,-0.01398,0.17612,0.40631,0.65777,0.89075,0.98215,0.03681,0.67731,0.35469,0.10283,-0.02048,-0.12232,-0.18809,-0.25582,-0.28745,-0.31878,-0.32422,-0.34657,-0.3751,-0.37443,-0.35755,-0.30583,-0.24262,-0.14915,-0.06795,0.016,0.1066,0.22689,0.14202,40.0,425.0,0.15,0.15
230,3.078,0.234,3888.02,82.5,194.22,0.10869,0.06983,0.02245,-0.03509,-0.09948,-0.17517,-0.25919,-0.34484,-0.43459,-0.52222,-0.60828,-0.69726,-0.77595,-0.84153,-0.90242,-0.95985,-0.99297,-1.0121,-1.0157,-1.02384,-1.01555,-1.00924,-0.99216,-0.99501,-1.03558,-0.98796,-0.94768,-0.95617,-0.95241,-0.89417,-0.81329,-0.75502,-0.69516,-0.62581,-0.5304,-0.36373,-0.13014,0.16725,0.54801,0.74845,0.04202,0.93963,0.70864,0.46897,0.3051,0.16967,0.06695,-0.02141,-0.0784,-0.13141,-0.15859,-0.19808,-0.24183,-0.25678,-0.2561,-0.22077,-0.17209,-0.09428,-0.02563,0.04707,0.12944,0.23572,0.10944,40.0,425.0,0.15,0.15
231,5.144,0.235,3901.14,82.66,195.85,0.05796,0.03066,-0.00437,-0.04858,-0.10137,-0.17044,-0.25441,-0.34529,-0.44407,-0.5423,-0.63986,-0.74073,-0.83302,-0.91305,-0.98792,-1.05935,-1.10717,-1.1402,-1.15892,-1.18138,-1.18714,-1.19779,-1.19575,-1.21955,-1.28092,-1.25039,-1.23066,-1.26416,-1.29199,-1.26048,-1.20728,-1.16935,-1.1565,-1.14988,-1.11937,-1.0025,-0.8006,-0.50015,0.0003,0.27319,0.04523,0.99909,0.91447,0.72665,0.55562,0.4068,0.28168,0.17831,0.10288,0.03364,-0.01089,-0.06436,-0.12069,-0.14914,-0.16277,-0.14234,-0.1071,-0.04404,0.01268,0.07419,0.1477,0.2364,0.05699,40.0,425.0,0.15,0.15
232,7.181,0.234,3885.95,82.52,194.16,-0.02499,-0.04708,-0.06429,-0.08727,-0.11765,-0.15948,-0.21676,-0.29602,-0.39828,-0.50744,-0.61879,-0.73361,-0.84195,-0.93878,-1.02946,-1.11582,-1.18003,-1.22808,-1.26361,-1.30166,-1.32232,-1.35135,-1.36575,-1.41063,-1.49212,-1.48079,-1.48321,-1.5443,-1.59937,-1.60078,-1.5787,-1.57845,-1.61124,-1.6572,-1.71663,-1.66953,-1.52761,-1.25851,-0.67016,-0.35743,0.04639,0.92627,0.99389,0.8838,0.73117,0.58436,0.45299,0.33808,0.24946,0.16927,0.11055,0.04595,-0.02034,-0.06041,-0.08637,-0.07923,-0.05612,-0.00646,0.03861,0.08956,0.15417,0.22093,-0.0289,40.0,425.0,0.15,0.15
233,9.201,0.235,3899.6,82.68,195.84,-0.13078,-0.16952,-0.17619,-0.18574,-0.1955,-0.20835,-0.22904,-0.26125,-0.31427,-0.3942,-0.49785,-0.6187,-0.74434,-0.86265,-0.9738,-1.0778,-1.16192,-1.22776,-1.28227,-1.33778,-1.37424,-1.42287,-1.45442,-1.51892,-1.61707,-1.62617,-1.65043,-1.73545,-1.8162,-1.84833,-1.85787,-1.89817,-1.96423,-2.07904,-2.20951,-2.23873,-2.16708,-1.94902,-1.31085,-0.98531,0.05044,0.7847,0.99231,0.96091,0.83942,0.70389,0.57353,0.45443,0.35739,0.27066,0.20184,0.12889,0.05412,0.00464,-0.03184,-0.03614,-0.02365,0.01462,0.04938,0.09068,0.14702,0.19113,-0.16219,40.0,425.0,0.15,0.15
234,11.202,0.235,3908.08,82.81,194.13,-0.27226,-0.32813,-0.33617,-0.34015,-0.3434,-0.34551,-0.34547,-0.34641,-0.34892,-0.35914,-0.38135,-0.42332,-0.50058,-0.61059,-0.74116,-0.87266,-0.99137,-1.08893,-1.17369,-1.25452,-1.31291,-1.38465,-1.4369,-1.52023,-1.63173,-1.663,-1.70852,-1.8122,-1.91615,-1.97448,-2.01407,-2.08991,-2.1878,-2.35141,-2.53182,-2.63885,-2.63429,-2.46984,-1.81404,-1.49209,0.05618,0.63632,0.9568,0.99085,0.90095,0.77887,0.65271,0.53306,0.43122,0.34025,0.26459,0.18534,0.10393,0.04647,0.00115,-0.01265,-0.00918,0.01998,0.04583,0.07831,0.12687,0.14489,-0.29237,40.0,425.0,0.15,0.15
235,13.202,0.234,3878.66,82.54,195.81,-0.40203,-0.44126,-0.44249,-0.4382,-0.43228,-0.42722,-0.42135,-0.41623,-0.41018,-0.40672,-0.40458,-0.40406,-0.41268,-0.43203,-0.4715,-0.53993,-0.64409,-0.76185,-0.88489,-1.00215,-1.09674,-1.20073,-1.28204,-1.38824,-1.51038,-1.56912,-1.63804,-1.75771,-1.88226,-1.96441,-2.03397,-2.14043,-2.26615,-2.45762,-2.68175,-2.85225,-2.90478,-2.79271,-2.14599,-1.839,0.06065,0.5119,0.91419,0.99886,0.93592,0.82659,0.70571,0.58725,0.48314,0.38881,0.30831,0.22388,0.13672,0.0722,0.01908,-0.0029,-0.00686,0.01426,0.03161,0.05557,0.09677,0.09034,-0.37137,40.0,425.0,0.15,0.15
236,15.136,0.233,3823.1,82.03,150.0,-0.4955,-0.53193,-0.5383,-0.53759,-0.53272,-0.528,-0.52147,-0.51483,-0.50616,-0.49998,-0.49426,-0.48809,-0.48547,-0.48393,-0.48531,-0.48974,-0.50098,-0.518,-0.54649,-0.58994,-0.64695,-0.7287,-0.81529,-0.92914,-1.04815,-1.14732,-1.25187,-1.38382,-1.52462,-1.62873,-1.72587,-1.84879,-1.98136,-2.17382,-2.40065,-2.57797,-2.64467,-2.55776,-1.96441,-1.68442,0.06452,0.53064,0.91644,0.9986,0.93799,0.83143,0.71256,0.59497,0.4905,0.39482,0.31217,0.22466,0.13382,0.065,0.00704,-0.02013,-0.02894,-0.01279,-0.00123,0.01698,0.05421,0.03425,-0.44855,40.0,425.0,0.15,0.15
237,14.16,0.234,3868.38,82.5,150.0,-0.45136,-0.4849,-0.48765,-0.48416,-0.47856,-0.47328,-0.46691,-0.46087,-0.45316,-0.44762,-0.44244,-0.43737,-0.43732,-0.44083,-0.45165,-0.47219,-0.51154,-0.5705,-0.65486,-0.7577,-0.85922,-0.9774,-1.07667,-1.19544,-1.32012,-1.39654,-1.47857,-1.60314,-1.73354,-1.8244,-1.90576,-2.02038,-2.14867,-2.34198,-2.56762,-2.74511,-2.8063,-2.70695,-2.084,-1.79032,0.07486,0.51038,0.91147,0.99882,0.93921,0.83242,0.71321,0.59562,0.49154,0.39671,0.31532,0.22945,0.14058,0.07388,0.01848,-0.00609,-0.01253,0.0057,0.02,0.04065,0.07936,0.06478,-0.4059,40.0,425.0,0.15,0.15
238,12.199,0.236,3929.43,83.12,194.38,-0.35487,-0.39523,-0.39682,-0.39358,-0.38974,-0.38631,-0.38217,-0.37827,-0.37368,-0.37256,-0.37437,-0.38172,-0.40561,-0.4548,-0.54219,-0.66286,-0.79721,-0.91845,-1.02889,-1.13039,-1.20747,-1.29594,-1.36288,-1.45814,-1.57574,-1.62093,-1.67872,-1.79099,-1.90564,-1.97661,-2.03127,-2.12326,-2.23488,-2.41565,-2.6208,-2.75789,-2.78284,-2.6449,-1.99086,-1.67572,0.07381,0.57316,0.93634,0.9967,0.92058,0.80493,0.68124,0.56209,0.45886,0.36606,0.2877,0.20564,0.12107,0.05984,0.01026,-0.00801,-0.00853,0.01629,0.03735,0.06512,0.10938,0.11213,-0.33313,40.0,425.0,0.15,0.15
239,10.208,0.236,3948.13,83.31,195.84,-0.21177,-0.26017,-0.26791,-0.27448,-0.2808,-0.28551,-0.29106,-0.29964,-0.31422,-0.34374,-0.39363,-0.47176,-0.58494,-0.71552,-0.84851,-0.9721,-1.07683,-1.16018,-1.23106,-1.30017,-1.34802,-1.40886,-1.45092,-1.52565,-1.63083,-1.65129,-1.68656,-1.78153,-1.87379,-1.91944,-1.9437,-2.0012,-2.08323,-2.22467,-2.38227,-2.44694,-2.40861,-2.21424,-1.56308,-1.23835,0.07771,0.71393,0.97799,0.9788,0.87235,0.74311,0.61421,0.4945,0.39466,0.30561,0.23306,0.1568,0.0784,0.02477,-0.01626,-0.02541,-0.01762,0.01594,0.04602,0.08273,0.13495,0.1643,-0.2343,40.0,425.0,0.15,0.15
