   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      12	  15.169	0.274728	  0.8556	 -0.0709	  0.8977	0.041260	0.128835	  0.9251	2.976E+6	   0.236	 3863.56	   82.99	  200.00	   0.000	-0.48628	-0.52314	-0.52809	-0.52641	-0.52094	-0.51575	-0.50862	-0.50199	-0.49341	-0.48655	-0.48087	-0.47568	-0.47306	-0.47397	-0.47831	-0.48685	-0.50901	-0.54131	-0.59615	-0.67443	-0.76175	-0.87437	-0.97737	-1.09820	-1.23021	-1.32467	-1.41996	-1.56288	-1.72713	-1.82019	-1.90626	-2.02284	-2.17528	-2.40093	-2.67054	-2.83112	-2.90964	-2.83940	-2.22448	-1.95171	-1.95221	 0.43536	 0.88131	 0.99933	 0.95602	 0.85668	 0.74179	 0.62469	 0.51891	 0.43119	 0.34023	 0.25278	 0.16067	 0.09093	 0.03289	 0.00376	-0.00504	 0.00928	 0.01965	 0.03747	 0.07341	 0.05094	-0.44617	  0.9024	-0.116156	 -0.0716	cpt_wake < 0; 
      13	  16.133	0.274435	  0.8230	 -0.0840	  0.8669	0.034938	0.162574	  0.8773	2.940E+6	   0.233	 3774.72	   82.05	  200.00	   0.000	-0.54750	-0.58556	-0.59331	-0.59405	-0.59009	-0.58548	-0.57863	-0.57195	-0.56322	-0.55655	-0.55000	-0.54496	-0.54118	-0.53985	-0.54020	-0.54145	-0.54883	-0.55725	-0.57400	-0.60102	-0.63733	-0.69428	-0.76090	-0.85645	-0.96880	-1.07564	-1.19213	-1.34085	-1.51616	-1.62829	-1.73419	-1.86225	-2.02174	-2.24406	-2.52428	-2.68725	-2.77188	-2.71449	-2.12805	-1.86476	-1.86496	 0.45304	 0.88627	 0.99926	 0.95442	 0.85428	 0.73876	 0.62054	 0.51348	 0.42418	 0.33115	 0.24146	 0.14658	 0.07405	 0.01283	-0.01922	-0.03034	-0.01814	-0.01031	 0.00522	 0.03988	 0.01160	-0.50348	  0.8715	-0.087471	 -0.0848	cpt_wake < 0; 
      14	   7.184	0.024539	  0.9003	 -0.0530	  0.8963	-0.088246	0.015763	  0.9029	3.002E+6	   0.238	 3945.58	   83.79	  249.14	   0.000	-0.02695	-0.04928	-0.06627	-0.08921	-0.12015	-0.16112	-0.21579	-0.29390	-0.39818	-0.50877	-0.62173	-0.73887	-0.84702	-0.94496	-1.03617	-1.12203	-1.18828	-1.23514	-1.27057	-1.31136	-1.33131	-1.35980	-1.37270	-1.40678	-1.47921	-1.47961	-1.47923	-1.54340	-1.62942	-1.61105	-1.57551	-1.56828	-1.63505	-1.66886	-1.70967	-1.65586	-1.50911	-1.23907	-0.65498	-0.34954	-0.34902	 0.92543	 0.99517	 0.88644	 0.73547	 0.58782	 0.45550	 0.33831	 0.24829	 0.18052	 0.11065	 0.04678	-0.02088	-0.06105	-0.08635	-0.07997	-0.05558	-0.00582	 0.03891	 0.09063	 0.15557	 0.22215	-0.03024	  0.8960	-0.096728	 -0.0531	
      15	   5.134	0.018675	  0.7539	 -0.0598	  0.7526	-0.048860	0.011491	  0.7556	3.007E+6	   0.239	 3958.68	   83.92	  250.83	   0.000	 0.05817	 0.03006	-0.00497	-0.04851	-0.10119	-0.17041	-0.25514	-0.34668	-0.44642	-0.54471	-0.64303	-0.74542	-0.83731	-0.91823	-0.99342	-1.06418	-1.11412	-1.14549	-1.16433	-1.18937	-1.19412	-1.20471	-1.20136	-1.21501	-1.26690	-1.24767	-1.22473	-1.26168	-1.31476	-1.26496	-1.20122	-1.17787	-1.16783	-1.14185	-1.10866	-0.98626	-0.78288	-0.48288	 0.01260	 0.27963	 0.28080	 0.99934	 0.91602	 0.72943	 0.56029	 0.40975	 0.28309	 0.17741	 0.10007	 0.04553	-0.01195	-0.06464	-0.12227	-0.15075	-0.16363	-0.14388	-0.10720	-0.04390	 0.01255	 0.07488	 0.14890	 0.23772	 0.05680	  0.7521	-0.055752	 -0.0599	
      16	   3.072	0.015788	  0.5635	 -0.0630	  0.5636	-0.014437	0.009095	  0.5646	3.009E+6	   0.239	 3965.15	   84.00	  249.22	   0.000	 0.11057	 0.07058	 0.02314	-0.03459	-0.09996	-0.17612	-0.26068	-0.34656	-0.43693	-0.52431	-0.61085	-0.70108	-0.77931	-0.84578	-0.90677	-0.96346	-0.99870	-1.01618	-1.01985	-1.03021	-1.02113	-1.01481	-0.99646	-0.99049	-1.02174	-0.98432	-0.94139	-0.95156	-0.97049	-0.89644	-0.82578	-0.74823	-0.69323	-0.61524	-0.52086	-0.34932	-0.11679	 0.17896	 0.55467	 0.75130	 0.75260	 0.94007	 0.71002	 0.47239	 0.31044	 0.17237	 0.06356	-0.02410	-0.08187	-0.11847	-0.16061	-0.19916	-0.24412	-0.25894	-0.25745	-0.22275	-0.17259	-0.09443	-0.02596	 0.04756	 0.13067	 0.23732	 0.11009	  0.5632	-0.020961	 -0.0631	
      17	   1.026	0.014256	  0.3530	 -0.0638	  0.3532	0.007932	0.007554	  0.3536	3.011E+6	   0.239	 3971.28	   84.06	  250.86	   0.000	 0.14430	 0.09062	 0.03644	-0.02524	-0.09176	-0.16520	-0.24444	-0.32292	-0.40386	-0.48125	-0.55669	-0.63534	-0.70083	-0.75378	-0.80158	-0.84466	-0.86625	-0.87075	-0.86103	-0.85788	-0.83677	-0.81510	-0.78350	-0.76007	-0.77184	-0.71888	-0.65904	-0.64434	-0.63593	-0.54849	-0.44689	-0.34444	-0.25685	-0.14273	-0.00916	 0.18362	 0.41185	 0.66132	 0.89138	 0.98147	 0.98295	 0.68003	 0.35826	 0.10974	-0.01176	-0.11816	-0.18750	-0.25849	-0.29023	-0.30345	-0.32609	-0.34767	-0.37726	-0.37661	-0.35893	-0.30785	-0.24309	-0.14934	-0.06827	 0.01654	 0.10792	 0.22893	 0.14286	  0.3530	0.001293	 -0.0639	
      18	  -1.035	0.013962	  0.1354	 -0.0634	  0.1352	0.016406	0.006501	  0.1355	3.008E+6	   0.239	 3963.22	   83.98	  249.23	   0.000	 0.16426	 0.10060	 0.04580	-0.01413	-0.07755	-0.14548	-0.21803	-0.28872	-0.36027	-0.42788	-0.49335	-0.56026	-0.61357	-0.65409	-0.68915	-0.71970	-0.72888	-0.72193	-0.70007	-0.68496	-0.65315	-0.61831	-0.57580	-0.53729	-0.53154	-0.46646	-0.39242	-0.35924	-0.32960	-0.22215	-0.10820	 0.01039	 0.11716	 0.25020	 0.39988	 0.58486	 0.77305	 0.93314	 1.00000	 0.95876	 0.96011	 0.20989	-0.13949	-0.35110	-0.39936	-0.45461	-0.47825	-0.51735	-0.51711	-0.50250	-0.50201	-0.50371	-0.51563	-0.49773	-0.46240	-0.39400	-0.31395	-0.20438	-0.11048	-0.01449	 0.08371	 0.21503	 0.16244	  0.1351	0.008976	 -0.0634	
      19	  -3.086	0.014449	 -0.0923	 -0.0620	 -0.0929	0.009460	0.006302	 -0.0928	3.007E+6	   0.239	 3963.95	   84.00	  250.63	   0.000	 0.17356	 0.10615	 0.05535	 0.00006	-0.05817	-0.11924	-0.18440	-0.24695	-0.30901	-0.36679	-0.42168	-0.47738	-0.51902	-0.54731	-0.57047	-0.58882	-0.58636	-0.56871	-0.53606	-0.50994	-0.46891	-0.42237	-0.37071	-0.31929	-0.29901	-0.22256	-0.14105	-0.09373	-0.03939	 0.07636	 0.19612	 0.31977	 0.43527	 0.57000	 0.71067	 0.85791	 0.96839	 0.99776	 0.89764	 0.65802	 0.65915	-0.49850	-0.80901	-0.92965	-0.86819	-0.83942	-0.80907	-0.80848	-0.76820	-0.72045	-0.69216	-0.67042	-0.66140	-0.62379	-0.56853	-0.48123	-0.38468	-0.25862	-0.15161	-0.04506	 0.05826	 0.19520	 0.17197	 -0.0928	0.001403	 -0.0620	
      20	  -5.147	0.016179	 -0.3092	 -0.0604	 -0.3094	-0.011624	0.007055	 -0.3106	3.004E+6	   0.239	 3957.65	   83.94	  249.38	   0.000	 0.16970	 0.10692	 0.06316	 0.01426	-0.03804	-0.09184	-0.14943	-0.20406	-0.25706	-0.30633	-0.35096	-0.39627	-0.42715	-0.44467	-0.45720	-0.46482	-0.45240	-0.42557	-0.38415	-0.34895	-0.30046	-0.24475	-0.18633	-0.12572	-0.09212	-0.01027	 0.07183	 0.13672	 0.20440	 0.32306	 0.44047	 0.56094	 0.67144	 0.79094	 0.90050	 0.98382	 0.99282	 0.88181	 0.57127	 0.10006	 0.10075	-1.38469	-1.59227	-1.57352	-1.38556	-1.24770	-1.15416	-1.10541	-1.02066	-0.93678	-0.87907	-0.83160	-0.79989	-0.74139	-0.66526	-0.55861	-0.44575	-0.30417	-0.18484	-0.07022	 0.03309	 0.16734	 0.16924	 -0.3092	-0.020537	 -0.0604	
      21	  -7.190	0.019724	 -0.5159	 -0.0590	 -0.5143	-0.045005	0.009317	 -0.5183	3.001E+6	   0.238	 3950.30	   83.88	  250.62	   0.000	 0.14585	 0.09902	 0.06582	 0.02491	-0.02033	-0.06627	-0.11599	-0.16259	-0.20675	-0.24688	-0.28196	-0.31727	-0.33804	-0.34538	-0.34852	-0.34550	-0.32402	-0.28923	-0.24071	-0.19759	-0.14239	-0.07984	-0.01637	 0.05243	 0.09567	 0.17837	 0.26674	 0.33855	 0.41476	 0.52959	 0.63866	 0.74695	 0.84182	 0.93126	 0.99023	 0.98975	 0.87520	 0.57733	 0.02966	-0.70955	-0.70970	-2.45940	-2.49806	-2.29956	-1.83803	-1.69738	-1.51515	-1.41108	-1.27686	-1.15279	-1.06241	-0.98624	-0.92860	-0.84663	-0.74759	-0.62014	-0.49014	-0.33380	-0.20441	-0.08793	 0.00551	 0.12423	 0.14577	 -0.5141	-0.055067	 -0.0590	
      22	  -9.231	0.026527	 -0.6799	 -0.0591	 -0.6754	-0.082887	0.013914	 -0.6836	2.994E+6	   0.238	 3936.48	   83.74	  249.20	   0.000	 0.07601	 0.06696	 0.04932	 0.01872	-0.01840	-0.05600	-0.09781	-0.13663	-0.17235	-0.20404	-0.23063	-0.25693	-0.26852	-0.26691	-0.26121	-0.24973	-0.22036	-0.17932	-0.12386	-0.07436	-0.01415	 0.05371	 0.12070	 0.19445	 0.24259	 0.32845	 0.41807	 0.49269	 0.57169	 0.67870	 0.77578	 0.86665	 0.93967	 0.99100	 0.99409	 0.90287	 0.65295	 0.16143	-0.61419	-1.61919	-1.61985	-3.54687	-3.38487	-3.04485	-2.36621	-2.10149	-1.83438	-1.67427	-1.49078	-1.32822	-1.20579	-1.09998	-1.01478	-0.90780	-0.78357	-0.63395	-0.48648	-0.32042	-0.19328	-0.09945	-0.03762	 0.04431	 0.07183	 -0.6752	-0.095173	 -0.0591	
      23	 -11.262	0.053475	 -0.7548	 -0.0499	 -0.7507	-0.094969	0.030683	 -0.7627	2.986E+6	   0.238	 3919.69	   83.60	  250.62	   0.000	-0.05442	-0.00327	-0.00026	-0.01823	-0.04641	-0.07520	-0.10952	-0.14101	-0.16916	-0.19356	-0.21266	-0.23140	-0.23523	-0.22633	-0.21258	-0.19365	-0.15758	-0.11072	-0.04988	 0.00489	 0.06792	 0.14111	 0.21044	 0.28707	 0.33701	 0.42677	 0.51533	 0.59017	 0.66906	 0.76799	 0.85342	 0.92873	 0.98109	 0.99988	 0.95820	 0.78936	 0.43340	-0.20682	-1.14647	-2.34326	-2.34423	-4.33341	-4.01061	-3.33387	-2.69213	-2.33790	-2.00567	-1.79823	-1.57401	-1.38158	-1.22832	-1.09204	-0.97195	-0.83259	-0.67293	-0.50448	-0.37205	-0.27088	-0.22211	-0.19059	-0.16707	-0.11215	-0.09117	 -0.7508	-0.118120	 -0.0498	
      24	 -12.216	0.117337	 -0.7177	 -0.0274	 -0.7263	-0.037193	0.059874	 -0.7386	2.979E+6	   0.237	 3904.50	   83.47	  200.00	   0.000	-0.17106	-0.07068	-0.05320	-0.06269	-0.08552	-0.10923	-0.13990	-0.16760	-0.19227	-0.21353	-0.22955	-0.24536	-0.24633	-0.23400	-0.21760	-0.19592	-0.15719	-0.10799	-0.04503	 0.01143	 0.07615	 0.15064	 0.22092	 0.29818	 0.34950	 0.43907	 0.52740	 0.60190	 0.68011	 0.77709	 0.86011	 0.93287	 0.98164	 0.99684	 0.95063	 0.77747	 0.41793	-0.22128	-1.14446	-2.30991	-2.31067	-4.24808	-3.85856	-3.13850	-2.54050	-2.18815	-1.86063	-1.64538	-1.42154	-1.23156	-1.06939	-0.92140	-0.78493	-0.65160	-0.52994	-0.43845	-0.38441	-0.35068	-0.34186	-0.32971	-0.31192	-0.24774	-0.21319	 -0.7269	-0.096851	 -0.0274	Wake not in center of rake!; 
      25	 -12.637	0.223555	 -0.5853	  0.0205	 -0.6200	0.090098	0.135182	 -0.6167	2.953E+6	   0.235	 3834.41	   82.77	  200.00	   0.000	-0.29706	-0.15564	-0.12879	-0.13378	-0.15556	-0.17818	-0.21004	-0.23750	-0.26322	-0.28548	-0.30280	-0.32009	-0.32360	-0.31030	-0.29592	-0.27490	-0.23655	-0.18791	-0.12566	-0.07025	-0.00435	 0.06875	 0.13933	 0.21669	 0.26695	 0.35481	 0.44396	 0.51730	 0.59537	 0.69768	 0.78868	 0.87276	 0.93927	 0.98367	 0.98248	 0.89519	 0.66588	 0.22794	-0.43289	-1.25598	-1.25611	-2.73163	-2.43268	-1.82987	-1.47981	-1.31484	-1.17564	-1.07338	-0.97984	-0.90513	-0.83588	-0.77379	-0.71617	-0.66777	-0.62260	-0.58911	-0.56966	-0.55103	-0.54941	-0.53451	-0.50522	-0.39346	-0.32709	 -0.6219	-0.002917	  0.0207	Wake not in center of rake!; 
