   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      17	   1.019	0.012649	  0.3620	 -0.0661	  0.3622	0.006211	0.008016	  0.3624	3.007E+6	   0.239	 4010.47	   84.44	  250.85	   0.000	 0.15323	 0.09417	 0.03702	-0.02690	-0.09533	-0.16971	-0.25025	-0.32973	-0.41074	-0.48794	-0.56340	-0.64182	-0.70850	-0.76096	-0.80891	-0.85312	-0.87389	-0.87953	-0.86808	-0.86522	-0.84340	-0.82125	-0.78514	-0.75125	-0.77702	-0.70659	-0.64918	-0.64038	-0.62371	-0.54377	-0.45155	-0.34867	-0.25380	-0.14909	-0.01772	 0.17199	 0.40045	 0.65033	 0.88479	 0.97964	 0.98007	 0.68524	 0.36621	 0.12223	 0.00143	-0.09864	-0.18284	-0.24404	-0.27184	-0.31682	-0.31728	-0.34370	-0.37506	-0.37448	-0.35695	-0.30527	-0.24055	-0.14605	-0.06469	 0.02070	 0.11423	 0.23886	 0.15217	  0.3619	0.001648	 -0.0661	
      18	  -1.028	0.012209	  0.1416	 -0.0650	  0.1414	0.014748	0.007144	  0.1417	3.007E+6	   0.239	 4012.47	   84.46	  249.15	   0.000	 0.17112	 0.10280	 0.04646	-0.01492	-0.07943	-0.14800	-0.22135	-0.29293	-0.36452	-0.43195	-0.49685	-0.56425	-0.61884	-0.65870	-0.69408	-0.72561	-0.73392	-0.72800	-0.70487	-0.69002	-0.65683	-0.62182	-0.57541	-0.52692	-0.53153	-0.45239	-0.38276	-0.35205	-0.31316	-0.22147	-0.10879	 0.00622	 0.11755	 0.24468	 0.39361	 0.57718	 0.76743	 0.92922	 0.99963	 0.96163	 0.96195	 0.21659	-0.12773	-0.33288	-0.38318	-0.43549	-0.45873	-0.50462	-0.50020	-0.51854	-0.49504	-0.50159	-0.51517	-0.49729	-0.46234	-0.39318	-0.31321	-0.20284	-0.10844	-0.01164	 0.08899	 0.22457	 0.16994	  0.1413	0.009722	 -0.0650	
      19	  -3.088	0.012396	 -0.0917	 -0.0630	 -0.0923	0.007438	0.006858	 -0.0921	3.007E+6	   0.239	 4013.83	   84.48	  250.62	   0.000	 0.17997	 0.10901	 0.05731	 0.00113	-0.05783	-0.11927	-0.18499	-0.24822	-0.31025	-0.36773	-0.42265	-0.47785	-0.52074	-0.54834	-0.57158	-0.59080	-0.58731	-0.57056	-0.53679	-0.51075	-0.46870	-0.42163	-0.36683	-0.30511	-0.29542	-0.20695	-0.12828	-0.08008	-0.02510	 0.08095	 0.19859	 0.32025	 0.43830	 0.56959	 0.71035	 0.85650	 0.96846	 0.99767	 0.89766	 0.65736	 0.65754	-0.50057	-0.80309	-0.91830	-0.85950	-0.82576	-0.79392	-0.79995	-0.75496	-0.74129	-0.68928	-0.67280	-0.66498	-0.62734	-0.57234	-0.48385	-0.38719	-0.25976	-0.15179	-0.04373	 0.06304	 0.20565	 0.17924	 -0.0922	0.002005	 -0.0630	
      20	  -5.149	0.013643	 -0.3151	 -0.0608	 -0.3150	-0.014688	0.007499	 -0.3160	3.004E+6	   0.239	 4008.27	   84.43	  249.20	   0.000	 0.17874	 0.11229	 0.06774	 0.01797	-0.03483	-0.08886	-0.14686	-0.20196	-0.25493	-0.30386	-0.34832	-0.39316	-0.42518	-0.44191	-0.45448	-0.46277	-0.44925	-0.42339	-0.38089	-0.34562	-0.29622	-0.23969	-0.17842	-0.10861	-0.08372	 0.00709	 0.09189	 0.15184	 0.22046	 0.33028	 0.44591	 0.56466	 0.67649	 0.79392	 0.90314	 0.98450	 0.99260	 0.87839	 0.56237	 0.08459	 0.08469	-1.40683	-1.60313	-1.57515	-1.36651	-1.23949	-1.14383	-1.10280	-1.01280	-0.96389	-0.88139	-0.83949	-0.80890	-0.75051	-0.67465	-0.56635	-0.45291	-0.30905	-0.18808	-0.07061	 0.03825	 0.18019	 0.17877	 -0.3148	-0.020586	 -0.0607	
      21	  -7.194	0.016204	 -0.5345	 -0.0588	 -0.5324	-0.050868	0.008833	 -0.5362	3.001E+6	   0.239	 4002.29	   84.38	  250.77	   0.000	 0.16241	 0.11004	 0.07539	 0.03345	-0.01228	-0.05849	-0.10849	-0.15544	-0.19944	-0.23912	-0.27397	-0.30868	-0.33037	-0.33692	-0.34031	-0.33748	-0.31485	-0.28092	-0.23163	-0.18824	-0.13231	-0.06881	-0.00288	 0.07428	 0.10938	 0.20254	 0.28659	 0.35558	 0.43351	 0.54109	 0.64829	 0.75497	 0.84942	 0.93625	 0.99252	 0.98673	 0.86604	 0.55699	-0.00628	-0.76456	-0.76500	-2.53369	-2.55237	-2.33372	-1.89643	-1.70006	-1.52046	-1.42136	-1.28085	-1.19137	-1.07560	-1.00494	-0.94831	-0.86677	-0.76776	-0.63817	-0.50694	-0.34646	-0.21331	-0.09043	 0.01311	 0.14211	 0.16308	 -0.5321	-0.057815	 -0.0587	
      22	  -9.240	0.021268	 -0.7198	 -0.0579	 -0.7139	-0.094595	0.012456	 -0.7225	2.996E+6	   0.238	 3990.22	   84.27	  249.13	   0.000	 0.10910	 0.08977	 0.06907	 0.03680	-0.00113	-0.03900	-0.08118	-0.12024	-0.15568	-0.18680	-0.21275	-0.23834	-0.25065	-0.24805	-0.24275	-0.23119	-0.20105	-0.16075	-0.10442	-0.05462	 0.00576	 0.07444	 0.14452	 0.22500	 0.26714	 0.35953	 0.44389	 0.51608	 0.59644	 0.69723	 0.79149	 0.87947	 0.94875	 0.99435	 0.98999	 0.88416	 0.61695	 0.09715	-0.71437	-1.76548	-1.76606	-3.73466	-3.53220	-3.07123	-2.45294	-2.13740	-1.87216	-1.71271	-1.52144	-1.39018	-1.24185	-1.14114	-1.05718	-0.95116	-0.82742	-0.67526	-0.52506	-0.34990	-0.21011	-0.09752	-0.02068	 0.07397	 0.10748	 -0.7138	-0.102900	 -0.0579	
      23	 -11.287	0.035437	 -0.8345	 -0.0542	 -0.8253	-0.128578	0.023700	 -0.8387	2.990E+6	   0.238	 3976.91	   84.14	  250.60	   0.000	 0.00687	 0.04012	 0.03720	 0.01610	-0.01371	-0.04342	-0.07838	-0.11025	-0.13820	-0.16204	-0.18039	-0.19861	-0.20233	-0.19233	-0.17875	-0.16037	-0.12296	-0.07668	-0.01549	 0.03966	 0.10311	 0.17659	 0.24781	 0.32930	 0.37837	 0.46972	 0.55328	 0.62524	 0.70478	 0.79668	 0.87743	 0.94617	 0.98975	 0.99668	 0.93636	 0.73476	 0.33831	-0.36509	-1.38274	-2.67476	-2.67541	-4.75723	-4.35856	-3.53600	-2.88108	-2.46022	-2.12216	-1.90896	-1.67436	-1.50529	-1.32929	-1.20016	-1.08740	-0.95553	-0.80353	-0.62638	-0.45929	-0.29232	-0.19143	-0.13482	-0.10279	-0.04881	-0.02082	 -0.8253	-0.140108	 -0.0541	
      24	 -12.264	0.071454	 -0.8365	 -0.0392	 -0.8326	-0.107867	0.039549	 -0.8487	2.986E+6	   0.238	 3967.06	   84.06	  200.00	   0.000	-0.09265	-0.01388	-0.00275	-0.01534	-0.03930	-0.06354	-0.09404	-0.12175	-0.14553	-0.16570	-0.18022	-0.19476	-0.19492	-0.18116	-0.16415	-0.14245	-0.10193	-0.05295	 0.01063	 0.06795	 0.13303	 0.20798	 0.27883	 0.36159	 0.41090	 0.50279	 0.58654	 0.65788	 0.73619	 0.82435	 0.89984	 0.96163	 0.99590	 0.99022	 0.91086	 0.67949	 0.24461	-0.51217	-1.57919	-2.93099	-2.93162	-4.99893	-4.53948	-3.63939	-2.93705	-2.48409	-2.12376	-1.88905	-1.63828	-1.45076	-1.25865	-1.10697	-0.96241	-0.79956	-0.62189	-0.46777	-0.36878	-0.30277	-0.27759	-0.25770	-0.23677	-0.17315	-0.14633	 -0.8329	-0.140692	 -0.0391	
      25	 -13.188	0.170107	 -0.7260	  0.0027	 -0.7457	-0.000009	0.104626	 -0.7514	2.962E+6	   0.236	 3902.26	   83.41	  200.00	   0.000	-0.23955	-0.10879	-0.08340	-0.08765	-0.10783	-0.12774	-0.15707	-0.18163	-0.20392	-0.22203	-0.23543	-0.24816	-0.24932	-0.23188	-0.21466	-0.19065	-0.14874	-0.09868	-0.03462	 0.02306	 0.09024	 0.16526	 0.23867	 0.32319	 0.37127	 0.46391	 0.54758	 0.61880	 0.69741	 0.78785	 0.86685	 0.93510	 0.97930	 0.99014	 0.93942	 0.76445	 0.40348	-0.21521	-1.10077	-2.18697	-2.18726	-4.14641	-3.54005	-2.84483	-2.23293	-1.86542	-1.59393	-1.40222	-1.22461	-1.09070	-0.95993	-0.85689	-0.76305	-0.68054	-0.60670	-0.55088	-0.51759	-0.48813	-0.47765	-0.46126	-0.43403	-0.33670	-0.27951	 -0.7471	-0.068974	  0.0029	Wake not in center of rake!; 
      26	 -10.264	0.026175	 -0.7818	 -0.0575	 -0.7740	-0.113550	0.016608	 -0.7849	2.990E+6	   0.238	 3981.94	   84.21	  249.17	   0.000	 0.05726	 0.06547	 0.05435	 0.02809	-0.00539	-0.03889	-0.07716	-0.11242	-0.14379	-0.17117	-0.19304	-0.21440	-0.22270	-0.21660	-0.20677	-0.19146	-0.15785	-0.11457	-0.05581	-0.00327	 0.05836	 0.12975	 0.20065	 0.28067	 0.32680	 0.41879	 0.50336	 0.57556	 0.65578	 0.75222	 0.83973	 0.91820	 0.97436	 0.99970	 0.96760	 0.81290	 0.47885	-0.13595	-1.05505	-2.23567	-2.23616	-4.26800	-3.96287	-3.28916	-2.68279	-2.31277	-2.01021	-1.82246	-1.60899	-1.45809	-1.29532	-1.18024	-1.08206	-0.96307	-0.82511	-0.65978	-0.49859	-0.31945	-0.18867	-0.10196	-0.05118	 0.01656	 0.04773	 -0.7739	-0.122698	 -0.0574	
      27	  -8.224	0.018306	 -0.6344	 -0.0582	 -0.6305	-0.072626	0.010173	 -0.6365	2.994E+6	   0.238	 3992.98	   84.33	  250.85	   0.000	 0.14237	 0.10341	 0.07509	 0.03765	-0.00432	-0.04642	-0.09254	-0.13552	-0.17508	-0.21040	-0.24071	-0.27074	-0.28759	-0.28935	-0.28823	-0.28098	-0.25452	-0.21759	-0.16416	-0.11740	-0.05885	 0.00759	 0.07579	 0.15578	 0.19315	 0.28626	 0.37049	 0.44172	 0.52170	 0.62649	 0.72755	 0.82536	 0.90788	 0.97484	 1.00000	 0.94656	 0.75258	 0.33774	-0.35172	-1.25799	-1.25821	-3.13733	-3.04775	-2.74299	-2.18068	-1.92608	-1.70396	-1.57379	-1.40778	-1.29681	-1.16472	-1.07903	-1.00897	-0.91547	-0.80430	-0.66373	-0.52326	-0.35501	-0.21716	-0.09562	-0.00162	 0.11364	 0.14282	 -0.6302	-0.080269	 -0.0582	
      28	  -6.170	0.014733	 -0.4254	 -0.0596	 -0.4245	-0.031066	0.008236	 -0.4266	2.995E+6	   0.239	 3999.48	   84.40	  249.40	   0.000	 0.17349	 0.11225	 0.07222	 0.02614	-0.02327	-0.07347	-0.12753	-0.17855	-0.22699	-0.27129	-0.31100	-0.35075	-0.37756	-0.38922	-0.39737	-0.39971	-0.38150	-0.35163	-0.30542	-0.26640	-0.21320	-0.15343	-0.08977	-0.01562	 0.01472	 0.10718	 0.19220	 0.25718	 0.33084	 0.44032	 0.55250	 0.66623	 0.77097	 0.87527	 0.96079	 0.99985	 0.94974	 0.74390	 0.30894	-0.30304	-0.30301	-1.93959	-2.05659	-1.93750	-1.62057	-1.46478	-1.32936	-1.25985	-1.14568	-1.07682	-0.97832	-0.92251	-0.87952	-0.81004	-0.72301	-0.60439	-0.48227	-0.33012	-0.20302	-0.08202	 0.02562	 0.16371	 0.17362	 -0.4242	-0.037227	 -0.0596	
      29	  -4.113	0.012888	 -0.2065	 -0.0618	 -0.2069	-0.001958	0.006955	 -0.2072	2.998E+6	   0.239	 4005.40	   84.47	  250.85	   0.000	 0.18054	 0.11121	 0.06292	 0.00986	-0.04602	-0.10370	-0.16549	-0.22459	-0.28184	-0.33524	-0.38439	-0.43444	-0.47160	-0.49345	-0.51141	-0.52489	-0.51607	-0.49472	-0.45613	-0.42529	-0.37936	-0.32709	-0.26901	-0.20299	-0.18445	-0.09538	-0.01236	 0.04241	 0.10463	 0.21341	 0.33060	 0.45184	 0.56852	 0.69485	 0.82225	 0.93894	 0.99926	 0.96219	 0.75524	 0.39881	 0.39925	-0.93658	-1.19352	-1.24208	-1.11757	-1.03340	-0.96878	-0.95244	-0.88547	-0.85392	-0.78695	-0.75793	-0.73870	-0.69092	-0.62543	-0.52703	-0.42180	-0.28600	-0.17132	-0.05823	 0.05015	 0.19327	 0.18033	 -0.2067	-0.007719	 -0.0618	
      30	  -2.059	0.012079	  0.0215	 -0.0640	  0.0211	0.012845	0.007032	  0.0214	2.998E+6	   0.239	 4005.51	   84.47	  249.13	   0.000	 0.17678	 0.10599	 0.05168	-0.00729	-0.06906	-0.13408	-0.20349	-0.27074	-0.33733	-0.39963	-0.45960	-0.52031	-0.56880	-0.60220	-0.63127	-0.65623	-0.65836	-0.64681	-0.61803	-0.59696	-0.55901	-0.51763	-0.46683	-0.41071	-0.40782	-0.32330	-0.24914	-0.20863	-0.16055	-0.06064	 0.05564	 0.17478	 0.29155	 0.42314	 0.57137	 0.73947	 0.89417	 0.98998	 0.97849	 0.84361	 0.84397	-0.12210	-0.45356	-0.61995	-0.61939	-0.63432	-0.62919	-0.65372	-0.62949	-0.63161	-0.59399	-0.58925	-0.59215	-0.56460	-0.51949	-0.44059	-0.35209	-0.23300	-0.13161	-0.02891	 0.07517	 0.21531	 0.17545	  0.0211	0.007858	 -0.0640	
      31	  -0.001	0.012210	  0.2465	 -0.0656	  0.2465	0.012213	0.007624	  0.2468	2.996E+6	   0.239	 4003.43	   84.45	  250.61	   0.000	 0.16360	 0.09911	 0.04183	-0.02109	-0.08774	-0.15919	-0.23602	-0.31141	-0.38729	-0.45945	-0.52928	-0.60184	-0.66215	-0.70788	-0.74916	-0.78636	-0.80044	-0.79988	-0.78240	-0.77283	-0.74483	-0.71575	-0.67415	-0.63181	-0.64757	-0.57123	-0.50744	-0.48659	-0.45711	-0.37289	-0.26524	-0.15524	-0.05176	 0.06704	 0.21130	 0.40130	 0.61436	 0.82317	 0.97356	 0.99887	 0.99928	 0.46582	 0.12512	-0.10435	-0.19028	-0.26887	-0.33517	-0.37753	-0.39007	-0.42076	-0.40947	-0.42595	-0.44807	-0.43878	-0.41222	-0.35166	-0.27899	-0.17631	-0.08805	 0.00349	 0.10069	 0.23165	 0.16247	  0.2464	0.007665	 -0.0657	
      32	   2.055	0.012992	  0.4718	 -0.0661	  0.4720	-0.003938	0.008788	  0.4723	2.994E+6	   0.239	 3997.17	   84.39	  249.15	   0.000	 0.13986	 0.08709	 0.03153	-0.03228	-0.10157	-0.17843	-0.26217	-0.34555	-0.43114	-0.51339	-0.59435	-0.67863	-0.75170	-0.81081	-0.86559	-0.91623	-0.94384	-0.95574	-0.95122	-0.95471	-0.93895	-0.92413	-0.89464	-0.86888	-0.90462	-0.84086	-0.79202	-0.79367	-0.79201	-0.72220	-0.63827	-0.55097	-0.46922	-0.37998	-0.26623	-0.08480	 0.14869	 0.42619	 0.73769	 0.89139	 0.89176	 0.84257	 0.56219	 0.31718	 0.17188	 0.05240	-0.04638	-0.12213	-0.16307	-0.21948	-0.23125	-0.26663	-0.30590	-0.31370	-0.30435	-0.26125	-0.20407	-0.11780	-0.04259	 0.03694	 0.12634	 0.24379	 0.13885	  0.4716	-0.008020	 -0.0662	
