   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      10	  13.222	0.062128	  1.0441	 -0.0461	  1.0306	-0.178324	0.058925	  1.0452	2.953E+6	   0.235	 3865.95	   82.95	  140.00	   0.000	-0.33893	-0.39339	-0.40244	-0.40163	-0.39698	-0.39324	-0.38774	-0.38233	-0.37543	-0.37269	-0.37439	-0.38263	-0.40693	-0.45244	-0.53334	-0.65192	-0.79742	-0.93840	-1.07126	-1.19638	-1.29088	-1.39604	-1.47470	-1.56863	-1.63645	-1.70648	-1.79320	-1.94829	-2.20172	-2.28408	-2.33621	-2.43640	-2.58743	-2.86397	-3.12796	-3.28609	-3.36938	-3.28262	-2.59944	-2.29404	-2.29536	 0.36289	 0.85906	 0.99891	 0.96022	 0.85960	 0.73970	 0.63432	 0.53430	 0.43294	 0.33944	 0.25460	 0.16563	 0.09916	 0.04476	 0.02107	 0.01584	 0.03452	 0.05171	 0.07496	 0.11571	 0.11275	-0.35537	  1.0310	-0.182574	 -0.0464	
      11	  14.232	0.140493	  1.0487	 -0.0487	  1.0510	-0.121633	0.073591	  1.0805	2.976E+6	   0.237	 3929.28	   83.67	  189.15	   0.000	-0.37974	-0.41854	-0.41890	-0.41360	-0.40697	-0.40119	-0.39546	-0.39069	-0.38513	-0.38315	-0.38384	-0.38739	-0.40452	-0.43964	-0.50995	-0.61931	-0.76032	-0.89774	-1.03043	-1.15711	-1.25587	-1.36724	-1.45175	-1.55368	-1.62868	-1.70836	-1.80452	-1.96802	-2.22647	-2.32362	-2.39314	-2.51156	-2.68722	-2.92824	-3.29265	-3.48075	-3.60558	-3.55981	-2.88330	-2.59041	-2.59179	 0.24518	 0.80747	 0.99270	 0.97624	 0.88842	 0.77576	 0.67243	 0.57282	 0.47194	 0.37778	 0.29158	 0.20123	 0.13222	 0.07461	 0.04663	 0.03780	 0.05201	 0.06497	 0.08416	 0.12117	 0.10823	-0.36602	  1.0527	-0.193119	 -0.0490	
      12	  15.230	0.197121	  1.0294	 -0.0543	  1.0450	-0.080210	0.093598	  1.0813	2.976E+6	   0.237	 3932.13	   83.74	  190.77	   0.000	-0.42259	-0.45605	-0.45572	-0.45009	-0.44300	-0.43675	-0.43039	-0.42535	-0.41937	-0.41606	-0.41419	-0.41304	-0.42072	-0.43586	-0.47069	-0.53335	-0.64015	-0.76771	-0.90585	-1.04283	-1.15376	-1.27734	-1.37246	-1.48515	-1.56954	-1.66036	-1.76600	-1.93518	-2.19480	-2.30467	-2.38983	-2.52228	-2.71502	-2.93426	-3.35323	-3.56737	-3.72199	-3.70751	-3.05065	-2.77151	-2.77299	 0.16496	 0.77017	 0.98562	 0.98480	 0.90598	 0.79849	 0.69671	 0.59735	 0.49661	 0.40165	 0.31422	 0.22222	 0.15078	 0.09040	 0.05927	 0.04723	 0.05779	 0.06719	 0.08279	 0.11669	 0.09462	-0.39612	  1.0481	-0.191584	 -0.0548	
      13	  15.229	0.184916	  1.0225	 -0.0525	  1.0351	-0.090149	0.091016	  1.0692	2.972E+6	   0.237	 3922.77	   83.65	  140.00	   0.000	-0.41883	-0.45137	-0.45136	-0.44628	-0.43925	-0.43295	-0.42624	-0.42056	-0.41368	-0.40990	-0.40756	-0.40603	-0.41297	-0.42686	-0.45915	-0.51705	-0.61802	-0.74291	-0.88198	-1.02159	-1.13558	-1.26246	-1.36008	-1.47461	-1.56079	-1.65286	-1.75971	-1.92965	-2.18929	-2.30026	-2.38624	-2.51921	-2.71195	-2.93142	-3.35226	-3.56604	-3.72082	-3.70642	-3.04900	-2.76978	-2.77119	 0.16634	 0.77114	 0.98608	 0.98481	 0.90569	 0.79788	 0.69591	 0.59637	 0.49542	 0.40033	 0.31265	 0.22042	 0.14881	 0.08826	 0.05705	 0.04488	 0.05545	 0.06468	 0.08027	 0.11410	 0.09261	-0.39138	  1.0378	-0.191247	 -0.0529	
      14	   7.183	0.022972	  0.9135	 -0.0541	  0.9092	-0.091427	0.014813	  0.9160	2.978E+6	   0.237	 3943.52	   83.80	  190.02	   0.000	-0.02328	-0.04607	-0.06304	-0.08658	-0.11724	-0.15646	-0.21493	-0.30132	-0.40924	-0.52182	-0.63567	-0.75216	-0.86208	-0.95861	-1.05064	-1.13745	-1.20317	-1.25126	-1.28472	-1.32754	-1.34765	-1.37795	-1.39231	-1.41778	-1.42152	-1.42534	-1.43895	-1.52012	-1.69616	-1.67849	-1.62748	-1.61132	-1.67596	-1.71203	-1.75266	-1.69856	-1.55559	-1.28351	-0.69235	-0.38421	-0.38449	 0.91920	 0.99609	 0.88997	 0.73880	 0.58893	 0.45096	 0.35911	 0.27752	 0.18857	 0.11333	 0.05007	-0.01716	-0.05737	-0.08265	-0.07562	-0.05197	-0.00260	 0.04334	 0.09446	 0.15982	 0.22671	-0.02300	  0.9089	-0.099256	 -0.0543	
      15	   5.139	0.017420	  0.7624	 -0.0610	  0.7609	-0.050949	0.011268	  0.7639	2.991E+6	   0.238	 3977.46	   84.16	  190.77	   0.000	 0.06110	 0.03244	-0.00235	-0.04636	-0.10114	-0.17354	-0.26076	-0.35399	-0.45404	-0.55297	-0.65174	-0.75333	-0.84704	-0.92684	-1.00286	-1.07454	-1.12399	-1.15668	-1.17357	-1.20049	-1.20556	-1.21784	-1.21585	-1.22218	-1.20769	-1.19216	-1.18270	-1.23379	-1.36914	-1.31856	-1.23994	-1.20771	-1.19486	-1.16931	-1.13404	-1.00998	-0.80761	-0.50495	-0.00414	 0.26525	 0.26557	 0.99846	 0.91824	 0.73141	 0.56051	 0.40633	 0.27249	 0.19926	 0.13143	 0.05235	-0.01210	-0.06384	-0.12112	-0.14936	-0.16203	-0.14157	-0.10549	-0.04235	 0.01547	 0.07744	 0.15218	 0.24186	 0.06068	  0.7605	-0.056793	 -0.0611	
      16	   3.076	0.014493	  0.5705	 -0.0642	  0.5704	-0.016141	0.009052	  0.5714	2.992E+6	   0.238	 3982.70	   84.21	  189.18	   0.000	 0.11396	 0.07250	 0.02347	-0.03569	-0.10247	-0.17994	-0.26569	-0.35251	-0.44278	-0.53069	-0.61766	-0.70708	-0.78704	-0.85249	-0.91432	-0.97179	-1.00660	-1.02530	-1.02733	-1.03934	-1.03052	-1.02584	-1.00907	-0.99703	-0.96652	-0.93342	-0.90291	-0.92486	-1.01707	-0.94091	-0.85691	-0.77175	-0.71362	-0.63517	-0.53799	-0.36513	-0.13191	 0.16634	 0.54606	 0.74524	 0.74557	 0.94154	 0.71247	 0.47326	 0.30852	 0.16558	 0.04733	 0.00119	-0.04573	-0.11094	-0.16203	-0.19938	-0.24414	-0.25852	-0.25691	-0.22142	-0.17176	-0.09364	-0.02377	 0.04960	 0.13349	 0.24143	 0.11339	  0.5700	-0.021406	 -0.0643	
      17	   1.019	0.013034	  0.3573	 -0.0650	  0.3574	0.006681	0.007604	  0.3577	3.002E+6	   0.239	 4010.60	   84.51	  190.83	   0.000	 0.14817	 0.09164	 0.03588	-0.02692	-0.09423	-0.16838	-0.24840	-0.32755	-0.40828	-0.48606	-0.56183	-0.63959	-0.70658	-0.75853	-0.80690	-0.85071	-0.87175	-0.87736	-0.86584	-0.86423	-0.84294	-0.82300	-0.79289	-0.76445	-0.72005	-0.67181	-0.62345	-0.61843	-0.67176	-0.58234	-0.46881	-0.35957	-0.26930	-0.15378	-0.01702	 0.17722	 0.40678	 0.65792	 0.88984	 0.98151	 0.98192	 0.68018	 0.35716	 0.10605	-0.01866	-0.13102	-0.21081	-0.23059	-0.24964	-0.29573	-0.32960	-0.34961	-0.37926	-0.37764	-0.35989	-0.30784	-0.24337	-0.14938	-0.06682	 0.01805	 0.11057	 0.23302	 0.14698	  0.3572	0.001315	 -0.0651	
      18	  -1.028	0.012630	  0.1393	 -0.0644	  0.1390	0.015127	0.006547	  0.1393	2.998E+6	   0.239	 4000.89	   84.42	  189.19	   0.000	 0.16777	 0.10084	 0.04509	-0.01568	-0.07962	-0.14802	-0.22117	-0.29246	-0.36384	-0.43183	-0.49762	-0.56374	-0.61867	-0.65818	-0.69396	-0.72505	-0.73392	-0.72803	-0.70457	-0.69086	-0.65892	-0.62567	-0.58460	-0.54217	-0.48693	-0.42631	-0.36350	-0.33772	-0.36032	-0.25033	-0.12635	-0.00193	 0.10674	 0.24145	 0.39395	 0.58022	 0.77023	 0.93188	 1.00000	 0.96056	 0.96087	 0.21075	-0.14075	-0.35579	-0.40811	-0.47067	-0.50627	-0.48462	-0.46953	-0.49204	-0.50580	-0.50597	-0.51818	-0.49919	-0.46394	-0.39450	-0.31480	-0.20488	-0.10955	-0.01336	 0.08597	 0.21856	 0.16649	  0.1389	0.009076	 -0.0644	
      19	  -3.084	0.013324	 -0.0907	 -0.0628	 -0.0912	0.008427	0.006235	 -0.0912	2.999E+6	   0.239	 4002.94	   84.45	  190.78	   0.000	 0.17699	 0.10641	 0.05511	-0.00065	-0.05936	-0.12077	-0.18635	-0.24939	-0.31127	-0.36937	-0.42466	-0.47931	-0.52253	-0.54987	-0.57371	-0.59242	-0.58954	-0.57299	-0.53883	-0.51395	-0.47275	-0.42756	-0.37730	-0.32264	-0.25931	-0.18813	-0.11583	-0.07527	-0.06155	 0.05596	 0.18415	 0.31275	 0.42929	 0.56567	 0.70895	 0.85685	 0.96864	 0.99824	 0.89834	 0.65914	 0.65916	-0.50342	-0.81639	-0.94044	-0.88307	-0.86223	-0.84509	-0.77335	-0.71554	-0.70850	-0.69759	-0.67402	-0.66559	-0.62675	-0.57154	-0.48287	-0.38653	-0.25981	-0.15119	-0.04424	 0.06055	 0.19834	 0.17611	 -0.0912	0.001432	 -0.0628	
      20	  -5.148	0.015011	 -0.3101	 -0.0610	 -0.3102	-0.012870	0.006804	 -0.3113	2.995E+6	   0.239	 3995.82	   84.38	  189.25	   0.000	 0.17318	 0.10772	 0.06379	 0.01446	-0.03817	-0.09220	-0.15013	-0.20515	-0.25798	-0.30748	-0.35233	-0.39674	-0.42907	-0.44560	-0.45886	-0.46660	-0.45388	-0.42799	-0.38527	-0.35105	-0.30222	-0.24791	-0.19052	-0.12740	-0.05741	 0.01944	 0.09377	 0.15305	 0.18924	 0.30921	 0.43326	 0.55744	 0.66869	 0.78947	 0.90117	 0.98421	 0.99348	 0.88137	 0.56885	 0.09608	 0.09573	-1.39922	-1.60868	-1.59273	-1.40767	-1.27804	-1.19830	-1.06958	-0.96452	-0.92376	-0.88613	-0.83717	-0.80603	-0.74637	-0.67032	-0.56198	-0.44910	-0.30634	-0.18527	-0.06966	 0.03598	 0.17075	 0.17347	 -0.3100	-0.020858	 -0.0610	
      21	  -7.192	0.018266	 -0.5212	 -0.0595	 -0.5194	-0.047126	0.008676	 -0.5233	2.992E+6	   0.239	 3989.97	   84.33	  190.83	   0.000	 0.15141	 0.10202	 0.06850	 0.02718	-0.01836	-0.06449	-0.11446	-0.16133	-0.20520	-0.24559	-0.28089	-0.31530	-0.33741	-0.34362	-0.34742	-0.34454	-0.32276	-0.28889	-0.23909	-0.19687	-0.14189	-0.07991	-0.01739	 0.05311	 0.12705	 0.20538	 0.28597	 0.35373	 0.40636	 0.52182	 0.63602	 0.74680	 0.84175	 0.93172	 0.99168	 0.98946	 0.87303	 0.57090	 0.01745	-0.72764	-0.72870	-2.49303	-2.53140	-2.33298	-1.87195	-1.73935	-1.56998	-1.37889	-1.22141	-1.14084	-1.07286	-0.99540	-0.93863	-0.85573	-0.75670	-0.62746	-0.49724	-0.33865	-0.20668	-0.08741	 0.01050	 0.13104	 0.15233	 -0.5191	-0.056349	 -0.0595	
      22	  -9.236	0.024288	 -0.6976	 -0.0597	 -0.6924	-0.087991	0.012422	 -0.7011	2.994E+6	   0.239	 3996.34	   84.41	  189.18	   0.000	 0.09257	 0.07734	 0.05814	 0.02666	-0.01093	-0.04884	-0.09088	-0.12988	-0.16522	-0.19721	-0.22389	-0.24915	-0.26203	-0.25919	-0.25416	-0.24261	-0.21295	-0.17283	-0.11611	-0.06742	-0.00759	 0.05985	 0.12582	 0.20083	 0.27507	 0.35618	 0.43902	 0.51015	 0.57172	 0.67866	 0.77908	 0.87111	 0.94228	 0.99195	 0.99346	 0.89597	 0.63777	 0.13315	-0.65894	-1.68278	-1.68430	-3.63526	-3.46473	-3.11708	-2.43001	-2.16872	-1.91043	-1.65965	-1.45032	-1.32799	-1.22821	-1.12133	-1.03754	-0.93017	-0.80653	-0.65549	-0.50770	-0.33670	-0.20127	-0.09577	-0.02538	 0.06339	 0.09133	 -0.6923	-0.099460	 -0.0597	
      23	 -11.279	0.040909	 -0.7932	 -0.0571	 -0.7859	-0.115031	0.023385	 -0.7994	2.991E+6	   0.239	 3993.35	   84.40	  190.61	   0.000	-0.02148	 0.01703	 0.01737	-0.00179	-0.03022	-0.05905	-0.09325	-0.12463	-0.15207	-0.17650	-0.19518	-0.21237	-0.21715	-0.20664	-0.19339	-0.17412	-0.13762	-0.09152	-0.02953	 0.02459	 0.08754	 0.15977	 0.22828	 0.30533	 0.37817	 0.46332	 0.54539	 0.61696	 0.68199	 0.77944	 0.86555	 0.93902	 0.98590	 0.99823	 0.94708	 0.75903	 0.37732	-0.30169	-1.28745	-2.53987	-2.54149	-4.58026	-4.22937	-3.45927	-2.83884	-2.47431	-2.13824	-1.84125	-1.58890	-1.42631	-1.29371	-1.15730	-1.04209	-0.90574	-0.75014	-0.57232	-0.41020	-0.26130	-0.18191	-0.13951	-0.11143	-0.06430	-0.05309	 -0.7859	-0.132605	 -0.0570	
      24	 -12.255	0.059098	 -0.7967	 -0.0481	 -0.7911	-0.111359	0.034899	 -0.8057	2.987E+6	   0.238	 3985.96	   84.35	  189.18	   0.000	-0.12686	-0.03922	-0.02366	-0.03382	-0.05604	-0.07923	-0.10897	-0.13614	-0.15947	-0.17999	-0.19493	-0.20855	-0.20941	-0.19516	-0.17831	-0.15621	-0.11595	-0.06700	-0.00242	 0.05411	 0.11869	 0.19285	 0.26219	 0.33957	 0.41353	 0.49883	 0.58032	 0.65177	 0.71712	 0.81038	 0.89078	 0.95678	 0.99402	 0.99287	 0.92127	 0.70054	 0.27606	-0.46136	-1.50678	-2.82653	-2.82816	-4.85944	-4.44802	-3.53609	-2.92492	-2.52557	-2.15906	-1.84777	-1.57877	-1.39464	-1.24038	-1.08228	-0.93741	-0.77219	-0.58732	-0.41700	-0.31483	-0.25861	-0.24216	-0.23080	-0.21851	-0.17786	-0.14424	 -0.7913	-0.136243	 -0.0481	
      25	 -12.753	0.082100	 -0.7920	 -0.0428	 -0.7906	-0.094756	0.043668	 -0.8067	2.986E+6	   0.238	 3985.12	   84.36	  240.00	   0.000	-0.15809	-0.05733	-0.03755	-0.04502	-0.06541	-0.08678	-0.11497	-0.14061	-0.16236	-0.18140	-0.19489	-0.20711	-0.20644	-0.19074	-0.17252	-0.14917	-0.10768	-0.05765	 0.00772	 0.06519	 0.13037	 0.20516	 0.27468	 0.35212	 0.42652	 0.51156	 0.59281	 0.66385	 0.72906	 0.82070	 0.89881	 0.96206	 0.99583	 0.99002	 0.91156	 0.68056	 0.24321	-0.51166	-1.57019	-2.90435	-2.90598	-4.91454	-4.48698	-3.54945	-2.92672	-2.51722	-2.14115	-1.82691	-1.55300	-1.35991	-1.19632	-1.02948	-0.87290	-0.70251	-0.52867	-0.39537	-0.32258	-0.28280	-0.27300	-0.26427	-0.25419	-0.21479	-0.18182	 -0.7909	-0.134623	 -0.0427	
