   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      20	  -3.087	0.013580	 -0.0860	 -0.0635	 -0.0866	0.008931	0.006844	 -0.0864	3.006E+6	   0.241	 4049.16	   85.29	  260.87	   0.000	 0.17734	 0.10580	 0.05428	-0.00173	-0.06108	-0.12302	-0.18918	-0.25241	-0.31447	-0.37226	-0.42834	-0.48421	-0.52641	-0.55418	-0.57741	-0.59848	-0.59432	-0.57869	-0.54545	-0.51930	-0.47873	-0.43397	-0.38421	-0.33005	-0.26602	-0.19537	-0.12402	-0.07843	-0.02252	 0.08211	 0.19786	 0.29893	 0.41197	 0.54900	 0.69691	 0.84796	 0.96474	 0.99836	 0.90480	 0.67364	 0.67434	-0.47123	-0.78464	-0.91449	-0.85727	-0.84145	-0.79328	-0.81700	-0.76109	-0.73270	-0.68919	-0.66710	-0.65952	-0.62150	-0.56679	-0.47857	-0.38313	-0.25647	-0.14952	-0.04218	 0.06057	 0.19805	 0.17750	 -0.0865	0.002293	 -0.0635	
      21	  -5.147	0.015571	 -0.3057	 -0.0614	 -0.3058	-0.011912	0.007902	 -0.3068	3.003E+6	   0.241	 4043.10	   85.23	  260.43	   0.000	 0.17138	 0.10618	 0.06247	 0.01314	-0.03986	-0.09426	-0.15260	-0.20770	-0.26072	-0.30988	-0.35553	-0.40097	-0.43236	-0.44923	-0.46177	-0.47176	-0.45774	-0.43287	-0.39079	-0.35535	-0.30746	-0.25308	-0.19653	-0.13387	-0.06321	 0.01376	 0.09164	 0.14871	 0.21808	 0.32758	 0.44242	 0.54793	 0.65770	 0.77945	 0.89489	 0.98138	 0.99511	 0.88805	 0.58248	 0.11951	 0.11963	-1.35720	-1.56835	-1.56315	-1.37720	-1.22914	-1.14894	-1.11774	-1.01539	-0.95105	-0.87746	-0.82992	-0.79945	-0.74045	-0.66486	-0.55710	-0.44517	-0.30283	-0.18365	-0.06830	 0.03444	 0.16911	 0.17235	 -0.3056	-0.019354	 -0.0614	
      22	  -7.191	0.019352	 -0.5149	 -0.0598	 -0.5133	-0.045261	0.010136	 -0.5170	3.000E+6	   0.241	 4034.66	   85.15	  260.89	   0.000	 0.14631	 0.09823	 0.06551	 0.02440	-0.02139	-0.06773	-0.11808	-0.16495	-0.20896	-0.24903	-0.28517	-0.32060	-0.34162	-0.34824	-0.35131	-0.35073	-0.32760	-0.29460	-0.24527	-0.20187	-0.14736	-0.08590	-0.02404	 0.04628	 0.12050	 0.20040	 0.27991	 0.34643	 0.42489	 0.53224	 0.63962	 0.73922	 0.83452	 0.92584	 0.98952	 0.99128	 0.88152	 0.58716	 0.04317	-0.68673	-0.68773	-2.43026	-2.47115	-2.29883	-1.85998	-1.68415	-1.52063	-1.42540	-1.27295	-1.16779	-1.06165	-0.98518	-0.92890	-0.84642	-0.74776	-0.61927	-0.49005	-0.33298	-0.20373	-0.08669	 0.00635	 0.12481	 0.14650	 -0.5131	-0.054107	 -0.0597	
      23	  -9.231	0.026550	 -0.6772	 -0.0592	 -0.6727	-0.082417	0.015268	 -0.6804	2.993E+6	   0.241	 4021.20	   85.03	  259.22	   0.000	 0.07625	 0.06697	 0.04975	 0.01884	-0.01900	-0.05692	-0.09951	-0.13862	-0.17429	-0.20592	-0.23345	-0.26021	-0.27192	-0.26889	-0.26283	-0.25375	-0.22253	-0.18342	-0.12900	-0.07898	-0.02126	 0.04543	 0.10670	 0.18121	 0.25764	 0.34421	 0.42613	 0.49720	 0.57775	 0.67896	 0.77504	 0.86114	 0.93567	 0.98880	 0.99593	 0.90738	 0.66371	 0.17677	-0.59487	-1.58733	-1.58924	-3.50716	-3.35198	-2.96471	-2.35513	-2.08499	-1.84663	-1.68715	-1.48744	-1.34181	-1.20450	-1.09834	-1.01469	-0.90744	-0.78362	-0.63320	-0.48669	-0.32055	-0.19380	-0.09879	-0.03664	 0.04405	 0.07050	 -0.6725	-0.093344	 -0.0591	
      24	 -11.267	0.048330	 -0.7645	 -0.0516	 -0.7592	-0.101959	0.030503	 -0.7706	2.993E+6	   0.241	 4023.98	   85.08	  260.84	   0.000	-0.04105	 0.01175	 0.01400	-0.00557	-0.03573	-0.06187	-0.10787	-0.14798	-0.17386	-0.19842	-0.21896	-0.23516	-0.23999	-0.23502	-0.22368	-0.20281	-0.16701	-0.11856	-0.06131	-0.00285	 0.05872	 0.13344	 0.19860	 0.27652	 0.35482	 0.44136	 0.52365	 0.59509	 0.67523	 0.76926	 0.85412	 0.92630	 0.98007	 0.99925	 0.96002	 0.79077	 0.43790	-0.20399	-1.14768	-2.34112	-2.34361	-4.33231	-4.02501	-3.34124	-2.70934	-2.34635	-2.04361	-1.83172	-1.59439	-1.41354	-1.24997	-1.11481	-1.00051	-0.86592	-0.71273	-0.54440	-0.40135	-0.27780	-0.21240	-0.17135	-0.14544	-0.09594	-0.07436	 -0.7592	-0.119960	 -0.0515	
      25	 -12.208	0.116917	 -0.6789	 -0.0255	 -0.6882	-0.029284	0.058872	 -0.6995	2.987E+6	   0.241	 4014.39	   85.05	  220.00	   0.000	-0.22965	-0.09142	-0.06416	-0.06858	-0.08819	-0.11156	-0.15705	-0.18232	-0.20407	-0.22443	-0.24096	-0.25338	-0.25448	-0.24562	-0.23128	-0.20739	-0.16874	-0.11779	-0.05824	 0.00203	 0.06524	 0.14129	 0.20741	 0.28602	 0.36449	 0.45089	 0.53294	 0.60397	 0.68314	 0.77565	 0.85861	 0.92953	 0.98075	 0.99835	 0.95850	 0.79153	 0.44448	-0.18072	-1.09129	-2.23165	-2.23388	-4.14791	-3.78678	-3.11426	-2.49538	-2.13670	-1.83010	-1.60450	-1.36138	-1.16556	-0.98127	-0.81546	-0.66078	-0.52421	-0.42468	-0.37064	-0.35006	-0.34204	-0.34946	-0.34822	-0.34099	-0.29662	-0.23028	 -0.6887	-0.089637	 -0.0255	Wake not in center of rake!; 
      26	 -13.090	0.275297	 -0.4992	  0.0471	 -0.5486	0.155070	0.179099	 -0.5330	2.956E+6	   0.238	 3931.23	   84.24	  220.00	   0.000	-0.42215	-0.23751	-0.19890	-0.19821	-0.21712	-0.23779	-0.26865	-0.29633	-0.32125	-0.34326	-0.36123	-0.37886	-0.38097	-0.36737	-0.35174	-0.33341	-0.29269	-0.24456	-0.17983	-0.12288	-0.05758	 0.01441	 0.08060	 0.15771	 0.23603	 0.32207	 0.40510	 0.47433	 0.55303	 0.65256	 0.74744	 0.83340	 0.90953	 0.97218	 1.00000	 0.96018	 0.80554	 0.47603	-0.05754	-0.72997	-0.73047	-1.88820	-1.63226	-0.98915	-0.85079	-0.81887	-0.78371	-0.75152	-0.72440	-0.70932	-0.69723	-0.68319	-0.66973	-0.66308	-0.65831	-0.65637	-0.65918	-0.65571	-0.66783	-0.66118	-0.63699	-0.51941	-0.43847	 -0.5513	0.053231	  0.0475	Wake not in center of rake!; cpt_wake < 0; 
      27	 -10.254	0.035612	 -0.7233	 -0.0579	 -0.7181	-0.093707	0.020695	 -0.7280	3.004E+6	   0.242	 4068.41	   85.61	  259.13	   0.000	 0.02060	 0.03988	 0.03212	 0.00672	-0.02746	-0.06054	-0.09990	-0.13560	-0.16777	-0.19609	-0.22058	-0.24340	-0.25223	-0.24840	-0.24127	-0.22650	-0.19416	-0.14969	-0.09535	-0.03970	 0.01975	 0.09212	 0.15551	 0.23194	 0.30949	 0.39650	 0.47866	 0.55018	 0.63068	 0.72838	 0.81890	 0.89866	 0.96229	 0.99802	 0.98189	 0.85216	 0.55221	-0.01471	-0.87608	-1.97361	-1.97554	-3.94163	-3.70591	-3.16722	-2.54929	-2.22903	-1.95901	-1.77066	-1.55240	-1.38892	-1.23812	-1.11779	-1.01973	-0.89944	-0.76145	-0.59955	-0.44642	-0.28774	-0.18304	-0.11634	-0.07541	-0.01838	 0.00146	 -0.7180	-0.108485	 -0.0578	
      28	  -8.221	0.022227	 -0.6032	 -0.0594	 -0.6001	-0.064253	0.012449	 -0.6057	3.004E+6	   0.242	 4077.39	   85.73	  260.77	   0.000	 0.11976	 0.08700	 0.06113	 0.02466	-0.01732	-0.05964	-0.10614	-0.14916	-0.18896	-0.22478	-0.25663	-0.28752	-0.30394	-0.30602	-0.30465	-0.29956	-0.27233	-0.23650	-0.18329	-0.13622	-0.07905	-0.01465	 0.04809	 0.11914	 0.19236	 0.27616	 0.35713	 0.42693	 0.50687	 0.61169	 0.71373	 0.80729	 0.89278	 0.96587	 1.00000	 0.95952	 0.78341	 0.39285	-0.26555	-1.12664	-1.12756	-2.97035	-2.91475	-2.67380	-2.09764	-1.89207	-1.69161	-1.56304	-1.38718	-1.26180	-1.14012	-1.04907	-0.97956	-0.88520	-0.77463	-0.63567	-0.49800	-0.33496	-0.20365	-0.09234	-0.01156	 0.09212	 0.11832	 -0.5999	-0.073632	 -0.0594	
      29	  -6.171	0.017218	 -0.4118	 -0.0607	 -0.4112	-0.027145	0.008857	 -0.4133	3.008E+6	   0.243	 4089.10	   85.85	  259.16	   0.000	 0.16270	 0.10382	 0.06496	 0.01944	-0.03013	-0.08064	-0.13505	-0.18611	-0.23466	-0.27917	-0.32022	-0.36058	-0.38682	-0.39864	-0.40629	-0.41098	-0.39240	-0.36346	-0.31731	-0.27830	-0.22669	-0.16831	-0.10964	-0.04258	 0.03027	 0.10948	 0.18820	 0.25034	 0.32491	 0.43410	 0.54609	 0.64984	 0.75384	 0.86245	 0.95458	 0.99991	 0.95795	 0.76282	 0.34287	-0.24696	-0.24713	-1.86470	-1.99930	-1.91049	-1.66495	-1.45145	-1.33148	-1.26964	-1.14328	-1.05933	-0.96997	-0.90849	-0.86573	-0.79541	-0.70874	-0.59102	-0.47061	-0.32074	-0.19617	-0.07872	 0.02108	 0.15042	 0.16323	 -0.4110	-0.035204	 -0.0607	
      30	  -4.105	0.014422	 -0.1974	 -0.0624	 -0.1980	0.000253	0.007142	 -0.1982	3.003E+6	   0.242	 4074.65	   85.70	  260.87	   0.000	 0.17577	 0.10660	 0.05869	 0.00586	-0.05026	-0.10852	-0.17076	-0.22989	-0.28726	-0.34045	-0.39156	-0.44219	-0.47883	-0.50118	-0.51894	-0.53426	-0.52501	-0.50474	-0.46679	-0.43587	-0.39164	-0.34150	-0.28825	-0.22917	-0.16197	-0.08789	-0.01271	 0.03951	 0.10244	 0.21061	 0.32668	 0.43137	 0.54422	 0.67579	 0.80999	 0.93198	 0.99856	 0.96784	 0.77116	 0.42851	 0.42935	-0.89110	-1.16060	-1.22944	-1.10893	-1.04931	-0.96869	-0.96638	-0.88779	-0.84191	-0.78377	-0.74924	-0.73047	-0.68220	-0.61726	-0.51934	-0.41569	-0.28110	-0.16785	-0.05607	 0.04738	 0.18437	 0.17643	 -0.1978	-0.006869	 -0.0624	
      31	  -2.058	0.013116	  0.0273	 -0.0646	  0.0268	0.014088	0.006851	  0.0271	3.004E+6	   0.242	 4076.74	   85.72	  259.16	   0.000	 0.17529	 0.10364	 0.04914	-0.00978	-0.07200	-0.13756	-0.20753	-0.27488	-0.34139	-0.40410	-0.46527	-0.52659	-0.57455	-0.60822	-0.63729	-0.66402	-0.66556	-0.65529	-0.62690	-0.60592	-0.56973	-0.53053	-0.48518	-0.43649	-0.37638	-0.31004	-0.24328	-0.20538	-0.15688	-0.05831	 0.05505	 0.14973	 0.25948	 0.39795	 0.55393	 0.72763	 0.88727	 0.98824	 0.98183	 0.85432	 0.85549	-0.09635	-0.43619	-0.61587	-0.61731	-0.64146	-0.63612	-0.66935	-0.63542	-0.62363	-0.59445	-0.58437	-0.58727	-0.55932	-0.51456	-0.43586	-0.34861	-0.23009	-0.12957	-0.02729	 0.07337	 0.20909	 0.17510	  0.0268	0.007878	 -0.0646	
      32	  -0.004	0.012853	  0.2502	 -0.0660	  0.2502	0.012869	0.007192	  0.2505	3.003E+6	   0.242	 4074.75	   85.70	  260.87	   0.000	 0.16382	 0.09825	 0.04035	-0.02281	-0.08974	-0.16201	-0.23934	-0.31481	-0.39070	-0.46309	-0.53415	-0.60730	-0.66688	-0.71294	-0.75424	-0.79333	-0.80661	-0.80752	-0.79025	-0.78088	-0.75445	-0.72776	-0.69247	-0.65664	-0.60558	-0.55070	-0.49458	-0.47582	-0.44793	-0.36480	-0.26279	-0.18888	-0.09558	 0.03244	 0.18669	 0.38413	 0.60250	 0.81595	 0.97095	 0.99910	 1.00000	 0.48118	 0.13845	-0.10148	-0.19259	-0.27816	-0.34006	-0.39427	-0.39757	-0.41522	-0.41183	-0.42321	-0.44504	-0.43549	-0.40924	-0.34866	-0.27708	-0.17477	-0.08703	 0.00454	 0.09912	 0.22663	 0.16366	  0.2500	0.007243	 -0.0660	
