   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      10	  13.219	0.056979	  1.1103	 -0.0574	  1.0939	-0.198439	0.063154	  1.1070	2.993E+6	   0.233	 3822.22	   81.72	  219.21	   0.000	-0.31441	-0.41377	-0.43740	-0.44144	-0.43785	-0.43494	-0.42834	-0.41918	-0.40748	-0.40038	-0.39793	-0.40327	-0.42373	-0.47800	-0.58503	-0.73815	-0.90436	-1.04853	-1.17420	-1.29226	-1.38055	-1.48017	-1.55491	-1.65018	-1.71104	-1.77819	-1.85654	-2.00233	-2.17665	-2.26549	-2.33658	-2.52888	-2.72464	-2.94942	-3.26923	-3.46540	-3.56849	-3.49292	-2.80325	-2.50903	-2.50983	 0.30506	 0.83532	 0.99695	 0.96664	 0.87587	 0.76316	 0.64751	 0.54656	 0.44506	 0.34948	 0.26360	 0.17943	 0.11012	 0.05463	 0.02979	 0.02579	 0.03844	 0.06462	 0.09143	 0.13640	 0.14294	-0.36736	  1.0942	-0.192883	 -0.0577	
      11	  11.224	0.039285	  1.0772	 -0.0523	  1.0643	-0.171153	0.039107	  1.0771	3.008E+6	   0.234	 3866.57	   82.21	  220.83	   0.000	-0.24053	-0.31777	-0.32821	-0.33065	-0.33128	-0.33227	-0.33086	-0.33012	-0.33081	-0.33946	-0.36099	-0.41216	-0.51654	-0.66998	-0.83626	-0.99004	-1.11928	-1.22098	-1.30511	-1.39124	-1.45160	-1.52454	-1.57607	-1.64758	-1.68677	-1.73181	-1.78625	-1.90954	-2.05609	-2.11370	-2.14992	-2.29937	-2.45722	-2.63083	-2.87118	-2.97137	-2.99137	-2.84214	-2.15767	-1.84645	-1.84673	 0.53696	 0.92559	 0.99833	 0.92510	 0.81530	 0.69361	 0.57501	 0.47614	 0.37771	 0.28677	 0.20752	 0.12927	 0.06875	 0.02303	 0.00929	 0.01447	 0.04440	 0.06991	 0.10115	 0.15064	 0.17015	-0.26950	  1.0643	-0.171588	 -0.0525	
      12	   9.210	0.033947	  1.0414	 -0.0520	  1.0334	-0.133166	0.024127	  1.0450	3.012E+6	   0.235	 3879.97	   82.36	  219.23	   0.000	-0.11236	-0.15290	-0.15819	-0.16699	-0.17727	-0.19108	-0.21475	-0.25836	-0.33813	-0.44882	-0.57539	-0.71025	-0.83780	-0.95500	-1.06482	-1.16940	-1.25232	-1.31700	-1.36688	-1.42575	-1.46182	-1.51056	-1.54067	-1.58926	-1.60808	-1.63189	-1.66286	-1.76211	-1.87889	-1.90547	-1.90791	-2.01921	-2.13002	-2.26262	-2.39375	-2.41828	-2.35796	-2.14413	-1.48965	-1.17233	-1.17221	 0.74024	 0.98460	 0.97328	 0.85897	 0.73436	 0.60700	 0.48785	 0.39367	 0.30152	 0.22020	 0.14947	 0.07285	 0.02365	-0.01308	-0.01756	-0.00436	 0.03316	 0.06785	 0.10905	 0.16624	 0.21233	-0.13332	  1.0333	-0.142840	 -0.0522	
      13	   7.693	0.023071	  0.9699	 -0.0550	  0.9643	-0.106977	0.015680	  0.9723	3.009E+6	   0.234	 3872.12	   82.27	  221.20	   0.000	-0.02857	-0.05578	-0.07124	-0.09039	-0.11552	-0.15524	-0.21857	-0.30574	-0.41476	-0.52998	-0.64744	-0.76956	-0.88199	-0.98377	-1.08003	-1.17234	-1.24221	-1.29479	-1.33172	-1.37883	-1.40327	-1.43895	-1.45710	-1.49133	-1.49720	-1.50717	-1.52177	-1.60237	-1.69545	-1.69921	-1.67973	-1.75852	-1.82876	-1.91233	-1.97987	-1.94755	-1.82995	-1.57454	-0.95956	-0.64679	-0.64645	 0.87094	 0.99991	 0.92482	 0.78285	 0.65051	 0.52099	 0.40369	 0.31521	 0.22944	 0.15289	 0.08702	 0.01687	-0.02532	-0.05430	-0.05042	-0.02938	 0.01638	 0.05875	 0.10693	 0.17001	 0.23341	-0.04214	  0.9640	-0.113986	 -0.0552	
      14	   7.187	0.019801	  0.9443	 -0.0578	  0.9394	-0.098489	0.014544	  0.9459	3.009E+6	   0.234	 3873.53	   82.29	  219.24	   0.000	 0.00240	-0.02329	-0.04400	-0.07059	-0.10581	-0.16032	-0.23843	-0.33339	-0.44307	-0.55492	-0.66772	-0.78534	-0.89259	-0.98921	-1.08076	-1.16886	-1.23421	-1.28254	-1.31499	-1.35795	-1.37820	-1.40941	-1.42321	-1.45237	-1.45376	-1.45886	-1.46806	-1.54163	-1.62633	-1.62242	-1.59535	-1.66168	-1.71924	-1.78427	-1.83142	-1.78024	-1.64429	-1.37679	-0.77851	-0.46984	-0.46934	 0.90775	 0.99791	 0.90051	 0.75033	 0.61632	 0.48686	 0.37070	 0.28494	 0.20094	 0.12656	 0.06321	-0.00464	-0.04409	-0.07014	-0.06309	-0.03915	 0.00980	 0.05505	 0.10602	 0.17135	 0.24138	-0.00487	  0.9390	-0.103316	 -0.0580	
      15	   6.669	0.018065	  0.9151	 -0.0601	  0.9110	-0.088334	0.012982	  0.9166	3.009E+6	   0.234	 3876.87	   82.33	  220.80	   0.000	 0.02884	 0.00256	-0.02421	-0.05853	-0.10399	-0.16978	-0.25571	-0.35280	-0.46058	-0.56902	-0.67768	-0.79155	-0.89473	-0.98704	-1.07468	-1.15918	-1.22066	-1.26528	-1.29380	-1.33285	-1.34965	-1.37648	-1.38662	-1.41112	-1.40846	-1.40896	-1.41284	-1.48003	-1.55652	-1.54554	-1.51132	-1.56531	-1.61220	-1.65921	-1.68701	-1.61844	-1.46589	-1.18824	-0.60797	-0.30433	-0.30386	 0.93808	 0.99134	 0.87309	 0.71608	 0.58116	 0.45216	 0.33736	 0.25445	 0.17224	 0.10010	 0.03927	-0.02649	-0.06329	-0.08652	-0.07651	-0.04972	 0.00222	 0.05022	 0.10376	 0.17140	 0.24765	 0.02328	  0.9107	-0.092972	 -0.0603	
      16	   5.651	0.015642	  0.8358	 -0.0638	  0.8333	-0.066736	0.011816	  0.8368	3.002E+6	   0.234	 3859.28	   82.15	  219.20	   0.000	 0.07203	 0.04118	 0.00264	-0.04658	-0.10759	-0.18556	-0.27690	-0.37302	-0.47589	-0.57771	-0.67938	-0.78628	-0.88157	-0.96584	-1.04552	-1.12248	-1.17581	-1.21278	-1.23299	-1.26409	-1.27312	-1.29105	-1.29292	-1.30713	-1.29569	-1.28660	-1.27905	-1.33164	-1.39020	-1.36404	-1.31444	-1.34050	-1.37081	-1.37302	-1.35943	-1.25463	-1.06925	-0.77495	-0.24092	 0.04581	 0.04688	 0.98590	 0.95681	 0.79514	 0.62634	 0.49186	 0.36543	 0.25481	 0.18298	 0.10196	 0.03575	-0.01938	-0.08029	-0.11093	-0.12784	-0.11093	-0.07790	-0.01887	 0.03531	 0.09429	 0.16674	 0.25479	 0.06905	  0.8329	-0.070154	 -0.0640	
      17	   5.141	0.014820	  0.7908	 -0.0651	  0.7889	-0.056102	0.011260	  0.7917	3.000E+6	   0.234	 3852.96	   82.08	  220.78	   0.000	 0.08900	 0.05460	 0.01084	-0.04379	-0.10918	-0.18952	-0.28104	-0.37572	-0.47617	-0.57509	-0.67372	-0.77731	-0.86907	-0.94951	-1.02548	-1.09890	-1.14838	-1.18162	-1.19790	-1.22509	-1.23053	-1.24399	-1.24186	-1.25096	-1.23550	-1.22164	-1.20859	-1.25372	-1.30362	-1.27023	-1.21257	-1.22820	-1.24662	-1.22865	-1.19579	-1.07454	-0.87556	-0.57611	-0.06765	 0.20748	 0.20870	 0.99775	 0.92789	 0.74691	 0.57452	 0.44195	 0.31774	 0.20991	 0.14272	 0.06430	 0.00104	-0.05086	-0.10906	-0.13646	-0.15006	-0.12962	-0.09328	-0.03073	 0.02649	 0.08831	 0.16320	 0.25653	 0.08625	  0.7885	-0.059289	 -0.0652	
      18	   8.209	0.030369	  0.9930	 -0.0533	  0.9872	-0.111730	0.018056	  0.9972	2.992E+6	   0.233	 3835.50	   81.91	  219.14	   0.000	-0.05638	-0.08735	-0.09871	-0.11308	-0.13150	-0.16135	-0.21037	-0.28574	-0.38929	-0.50495	-0.62532	-0.75083	-0.86741	-0.97392	-1.07429	-1.17066	-1.24472	-1.30134	-1.34263	-1.39381	-1.42217	-1.46241	-1.48474	-1.52399	-1.53422	-1.54897	-1.56934	-1.65605	-1.75723	-1.76903	-1.75668	-1.84693	-1.93044	-2.03249	-2.12003	-2.10708	-2.00875	-1.76676	-1.13755	-0.82253	-0.82230	 0.83010	 0.99832	 0.94484	 0.81175	 0.68163	 0.55260	 0.43442	 0.34366	 0.25600	 0.17793	 0.10969	 0.03696	-0.00730	-0.03922	-0.03840	-0.02019	 0.02254	 0.06219	 0.10781	 0.16875	 0.22638	-0.07610	  0.9870	-0.123788	 -0.0535	
      19	   7.700	0.023026	  0.9687	 -0.0551	  0.9631	-0.106979	0.016067	  0.9710	2.993E+6	   0.233	 3838.32	   81.94	  220.84	   0.000	-0.02758	-0.05457	-0.07008	-0.08927	-0.11490	-0.15515	-0.21907	-0.30671	-0.41576	-0.53094	-0.64824	-0.77010	-0.88220	-0.98383	-1.07969	-1.17195	-1.24153	-1.29394	-1.33068	-1.37763	-1.40194	-1.43749	-1.45554	-1.48949	-1.49518	-1.50496	-1.51951	-1.59959	-1.69231	-1.69607	-1.67624	-1.75393	-1.82416	-1.90698	-1.97376	-1.94091	-1.82284	-1.56697	-0.95295	-0.64024	-0.63995	 0.87223	 0.99979	 0.92405	 0.78170	 0.64936	 0.51981	 0.40250	 0.31405	 0.22833	 0.15188	 0.08620	 0.01605	-0.02594	-0.05487	-0.05081	-0.02979	 0.01609	 0.05860	 0.10688	 0.17000	 0.23366	-0.04055	  0.9628	-0.113557	 -0.0553	
      20	   3.086	0.012497	  0.5940	 -0.0677	  0.5938	-0.019498	0.009269	  0.5946	2.999E+6	   0.234	 3856.85	   82.14	  219.21	   0.000	 0.13491	 0.08359	 0.02706	-0.03786	-0.10938	-0.19017	-0.27792	-0.36557	-0.45642	-0.54470	-0.63203	-0.72353	-0.80189	-0.86824	-0.93014	-0.98967	-1.02459	-1.04408	-1.04565	-1.05817	-1.04992	-1.04642	-1.02960	-1.01991	-0.98901	-0.95750	-0.92417	-0.94210	-0.95922	-0.89869	-0.81817	-0.79997	-0.75346	-0.67864	-0.58246	-0.41278	-0.18099	 0.11793	 0.50731	 0.71542	 0.71684	 0.95129	 0.72874	 0.49270	 0.32412	 0.21028	 0.10206	 0.01050	-0.03581	-0.09975	-0.14965	-0.18753	-0.23360	-0.24719	-0.24666	-0.21120	-0.16140	-0.08369	-0.01457	 0.05861	 0.14299	 0.25511	 0.13327	  0.5935	-0.022513	 -0.0679	
      21	   1.030	0.011225	  0.3728	 -0.0678	  0.3729	0.004518	0.008156	  0.3731	3.002E+6	   0.234	 3863.56	   82.22	  220.62	   0.000	 0.16165	 0.09673	 0.03696	-0.02842	-0.09826	-0.17408	-0.25531	-0.33500	-0.41633	-0.49447	-0.57044	-0.65034	-0.71562	-0.76806	-0.81642	-0.86209	-0.88328	-0.88943	-0.87753	-0.87587	-0.85526	-0.83604	-0.80557	-0.77875	-0.73428	-0.68698	-0.63669	-0.62930	-0.61571	-0.53160	-0.43918	-0.37135	-0.28969	-0.17778	-0.04290	 0.15034	 0.38198	 0.63676	 0.87664	 0.97592	 0.97753	 0.69220	 0.37107	 0.12163	-0.00848	-0.08171	-0.16091	-0.22428	-0.24498	-0.28939	-0.32205	-0.34208	-0.37334	-0.37074	-0.35390	-0.30154	-0.23671	-0.14269	-0.06062	 0.02455	 0.11813	 0.24647	 0.16059	  0.3727	0.001527	 -0.0679	
      22	  -0.009	0.010944	  0.2605	 -0.0671	  0.2605	0.010987	0.007559	  0.2606	3.000E+6	   0.234	 3862.20	   82.22	  219.16	   0.000	 0.17009	 0.10068	 0.04161	-0.02228	-0.09000	-0.16266	-0.24026	-0.31595	-0.39248	-0.46564	-0.53628	-0.61050	-0.66955	-0.71572	-0.75723	-0.79634	-0.81104	-0.81131	-0.79309	-0.78524	-0.75909	-0.73282	-0.69651	-0.66193	-0.61182	-0.55743	-0.50056	-0.48152	-0.45534	-0.36798	-0.26085	-0.17932	-0.08770	 0.03665	 0.18410	 0.37821	 0.59515	 0.81021	 0.96784	 0.99852	 1.00000	 0.47993	 0.13601	-0.10072	-0.19821	-0.24573	-0.28905	-0.35202	-0.35591	-0.38914	-0.41198	-0.42196	-0.44485	-0.43366	-0.40816	-0.34697	-0.27436	-0.17232	-0.08363	 0.00761	 0.10492	 0.23976	 0.16965	  0.2603	0.007650	 -0.0672	
      23	  -1.028	0.010965	  0.1453	 -0.0661	  0.1451	0.013570	0.007202	  0.1453	3.000E+6	   0.234	 3863.92	   82.25	  220.86	   0.000	 0.17645	 0.10413	 0.04686	-0.01488	-0.08003	-0.14922	-0.22306	-0.29463	-0.36633	-0.43461	-0.50060	-0.56837	-0.62130	-0.66128	-0.69642	-0.72929	-0.73760	-0.73219	-0.70816	-0.69430	-0.66263	-0.63000	-0.58842	-0.54648	-0.49073	-0.43137	-0.36771	-0.33852	-0.30532	-0.20668	-0.09286	-0.00243	 0.10016	 0.23302	 0.38575	 0.57263	 0.76489	 0.92844	 0.99878	 0.96042	 0.96202	 0.20963	-0.13924	-0.35041	-0.40991	-0.42524	-0.43934	-0.48679	-0.47289	-0.49314	-0.50493	-0.50422	-0.51827	-0.49779	-0.46320	-0.39276	-0.31240	-0.20194	-0.10665	-0.00960	 0.09143	 0.23126	 0.17593	  0.1450	0.009846	 -0.0661	
      24	  -2.058	0.011110	  0.0277	 -0.0648	  0.0273	0.012097	0.006962	  0.0276	2.999E+6	   0.234	 3862.81	   82.24	  219.14	   0.000	 0.18085	 0.10701	 0.05227	-0.00679	-0.06911	-0.13462	-0.20454	-0.27187	-0.33884	-0.40214	-0.46259	-0.52466	-0.57158	-0.60529	-0.63432	-0.66095	-0.66330	-0.65237	-0.62276	-0.60308	-0.56674	-0.52776	-0.48133	-0.43298	-0.37332	-0.30781	-0.23992	-0.20107	-0.15605	-0.05263	 0.06511	 0.16351	 0.27307	 0.40961	 0.56083	 0.73263	 0.88995	 0.98890	 0.97905	 0.84553	 0.84697	-0.12174	-0.45845	-0.63285	-0.64349	-0.61649	-0.60283	-0.62949	-0.59583	-0.60155	-0.60149	-0.58926	-0.59344	-0.56347	-0.51909	-0.43911	-0.35058	-0.23164	-0.12954	-0.02675	 0.07761	 0.22155	 0.18007	  0.0273	0.008009	 -0.0649	
      25	  -3.087	0.011535	 -0.0861	 -0.0635	 -0.0866	0.006881	0.006783	 -0.0864	2.998E+6	   0.234	 3863.50	   82.25	  220.80	   0.000	 0.18347	 0.10995	 0.05816	 0.00200	-0.05734	-0.11925	-0.18533	-0.24859	-0.31090	-0.36936	-0.42493	-0.48150	-0.52276	-0.55066	-0.57402	-0.59476	-0.59155	-0.57563	-0.54108	-0.51626	-0.47564	-0.43098	-0.38060	-0.32678	-0.26317	-0.19329	-0.12175	-0.07739	-0.02088	 0.08714	 0.20619	 0.30995	 0.42267	 0.55824	 0.70210	 0.85194	 0.96612	 0.99798	 0.90011	 0.66075	 0.66201	-0.49970	-0.80821	-0.93219	-0.88494	-0.80630	-0.76621	-0.77331	-0.71850	-0.70906	-0.69676	-0.67250	-0.66667	-0.62669	-0.57248	-0.48301	-0.38631	-0.25904	-0.15039	-0.04230	 0.06481	 0.21113	 0.18275	 -0.0865	0.002231	 -0.0635	
