   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      10	  18.204	0.274741	  1.0332	 -0.0620	  1.0673	-0.061793	0.122532	  1.1193	1.007E+6	   0.078	  424.19	   27.26	  260.00	   0.000	-0.46515	-0.50204	-0.50302	-0.49842	-0.48994	-0.48188	-0.47164	-0.46283	-0.44769	-0.44426	-0.43566	-0.42901	-0.42622	-0.42467	-0.42328	-0.43062	-0.44740	-0.49614	-0.60538	-0.76082	-0.91719	-1.08403	-1.21683	-1.37077	-1.48764	-1.58818	-1.72221	-1.88364	-2.22023	-2.36183	-2.50440	-2.68987	-2.94221	-3.33130	-3.94118	-4.22441	-4.53688	-4.69590	-4.21520	-3.99278	-3.99895	-0.43150	 0.49071	 0.90545	 0.99999	 0.97254	 0.88947	 0.79780	 0.70307	 0.60436	 0.50940	 0.41110	 0.32199	 0.24187	 0.16829	 0.12585	 0.10473	 0.09719	 0.10127	 0.10792	 0.12717	 0.09297	-0.42505	  1.0742	-0.229556	 -0.0630	cpt_wake < 0; 
      11	  20.193	0.273956	  1.0150	 -0.0768	  1.0472	-0.093243	0.166498	  1.0791	1.006E+6	   0.078	  423.01	   27.22	  260.00	   0.000	-0.53505	-0.56726	-0.57249	-0.57308	-0.56800	-0.56213	-0.55281	-0.54430	-0.52879	-0.52486	-0.51288	-0.50531	-0.49958	-0.49637	-0.49216	-0.49392	-0.49481	-0.49733	-0.50679	-0.53331	-0.59676	-0.72559	-0.87891	-1.06536	-1.22493	-1.36686	-1.53249	-1.71780	-2.06213	-2.23823	-2.41079	-2.62705	-2.90417	-3.29943	-4.00473	-4.33989	-4.68352	-4.90578	-4.47694	-4.28878	-4.29656	-0.60400	 0.39338	 0.86566	 0.99552	 0.98239	 0.91008	 0.82222	 0.72931	 0.63069	 0.53336	 0.43212	 0.33979	 0.25502	 0.17557	 0.12738	 0.09993	 0.08608	 0.08408	 0.08543	 0.09936	 0.05341	-0.49429	  1.0542	-0.215427	 -0.0779	cpt_wake < 0; 
      12	  11.245	0.045031	  1.1526	 -0.0486	  1.1392	-0.180602	0.030286	  1.1587	1.007E+6	   0.078	  424.00	   27.22	  220.86	   0.000	-0.17797	-0.22169	-0.21683	-0.21533	-0.21535	-0.21827	-0.22412	-0.24211	-0.28875	-0.37925	-0.50563	-0.65111	-0.79881	-0.93342	-1.05710	-1.17062	-1.27342	-1.34922	-1.41515	-1.48544	-1.54063	-1.59432	-1.64663	-1.71046	-1.74709	-1.76192	-1.81148	-1.90200	-2.21732	-2.25572	-2.30129	-2.39913	-2.63410	-2.80668	-3.00496	-3.14022	-3.22180	-3.11634	-2.51375	-2.18098	-2.18708	 0.38390	 0.88067	 0.99636	 0.95034	 0.84106	 0.71291	 0.60914	 0.51118	 0.41518	 0.32763	 0.24020	 0.16741	 0.10573	 0.05641	 0.03984	 0.04369	 0.06522	 0.09752	 0.13013	 0.17926	 0.20568	-0.19634	  1.1408	-0.195640	 -0.0491	
      13	   9.217	0.022168	  1.0832	 -0.0529	  1.0728	-0.151614	0.018343	  1.0845	1.008E+6	   0.078	  424.79	   27.25	  219.22	   0.000	-0.05084	-0.07189	-0.07986	-0.09340	-0.11159	-0.14862	-0.21442	-0.30789	-0.41812	-0.54359	-0.66437	-0.78793	-0.90770	-1.01645	-1.11621	-1.21054	-1.29402	-1.35104	-1.39699	-1.45086	-1.48967	-1.52446	-1.55909	-1.60332	-1.62061	-1.60648	-1.62862	-1.79537	-1.99754	-2.02185	-2.04824	-2.10820	-2.20950	-2.33603	-2.46668	-2.51612	-2.49860	-2.31164	-1.71542	-1.37317	-1.37858	 0.66092	 0.97157	 0.98111	 0.88164	 0.75142	 0.61498	 0.51209	 0.41756	 0.32625	 0.24425	 0.16344	 0.09676	 0.04406	 0.00429	-0.00132	 0.01237	 0.04402	 0.08749	 0.13036	 0.18876	 0.23934	-0.05454	  1.0739	-0.155042	 -0.0534	
      14	   7.168	0.016922	  0.9578	 -0.0610	  0.9525	-0.102724	0.013276	  0.9589	1.010E+6	   0.078	  426.11	   27.29	  220.80	   0.000	 0.05014	 0.02640	-0.00441	-0.04854	-0.10657	-0.18583	-0.27792	-0.37863	-0.48049	-0.59210	-0.69663	-0.80453	-0.90912	-1.00214	-1.08688	-1.16671	-1.23343	-1.27628	-1.30737	-1.34435	-1.36825	-1.38565	-1.40338	-1.42664	-1.42867	-1.39375	-1.41452	-1.58721	-1.69368	-1.68039	-1.67778	-1.68709	-1.72465	-1.77851	-1.84060	-1.80364	-1.68850	-1.43194	-0.87271	-0.54148	-0.54523	 0.88586	 1.00000	 0.91024	 0.76304	 0.62062	 0.47446	 0.38144	 0.29555	 0.21354	 0.13691	 0.06684	 0.00844	-0.03560	-0.06378	-0.05813	-0.03356	 0.01607	 0.06817	 0.11829	 0.18365	 0.25773	 0.04870	  0.9533	-0.105916	 -0.0615	
      15	   5.131	0.014794	  0.7772	 -0.0651	  0.7754	-0.054770	0.010983	  0.7781	1.011E+6	   0.078	  427.06	   27.31	  219.40	   0.000	 0.10375	 0.06546	 0.01687	-0.04391	-0.11347	-0.19730	-0.28701	-0.38188	-0.47439	-0.57561	-0.66889	-0.76450	-0.85533	-0.93489	-1.00601	-1.07616	-1.12449	-1.15246	-1.16903	-1.19103	-1.20139	-1.20167	-1.20704	-1.20887	-1.19242	-1.15110	-1.16402	-1.24648	-1.34080	-1.29458	-1.25642	-1.22066	-1.20661	-1.19242	-1.17585	-1.05952	-0.86833	-0.56971	-0.08620	 0.20637	 0.20215	 0.99732	 0.92967	 0.74566	 0.57362	 0.42841	 0.28333	 0.20913	 0.13674	 0.06594	 0.00148	-0.05699	-0.10494	-0.13722	-0.15237	-0.12826	-0.09148	-0.02967	 0.02739	 0.08973	 0.16440	 0.25740	 0.10189	  0.7760	-0.058263	 -0.0654	
      16	  -2.066	0.012399	  0.0264	 -0.0634	  0.0259	0.013341	0.006615	  0.0262	1.002E+6	   0.078	  419.73	   27.07	  220.81	   0.000	 0.17250	 0.10246	 0.04952	-0.00855	-0.06859	-0.13388	-0.20001	-0.26800	-0.33397	-0.39462	-0.45213	-0.50895	-0.55848	-0.59279	-0.61976	-0.64767	-0.65061	-0.63744	-0.61154	-0.58941	-0.55804	-0.52333	-0.48907	-0.43058	-0.37438	-0.30329	-0.23739	-0.18224	-0.18960	-0.07840	 0.03625	 0.15770	 0.27403	 0.40707	 0.55245	 0.72709	 0.88819	 0.98820	 0.98426	 0.84672	 0.84542	-0.12107	-0.44580	-0.62099	-0.62455	-0.62833	-0.66500	-0.60745	-0.57685	-0.58502	-0.58534	-0.58265	-0.57571	-0.55265	-0.51129	-0.43550	-0.34793	-0.23069	-0.12917	-0.02829	 0.07529	 0.21721	 0.17062	  0.0259	0.007605	 -0.0635	
      17	  -4.104	0.012539	 -0.1986	 -0.0612	 -0.1990	-0.001708	0.006460	 -0.1993	1.003E+6	   0.078	  419.71	   27.07	  219.15	   0.000	 0.17668	 0.10804	 0.06131	 0.00897	-0.04522	-0.10420	-0.16201	-0.22240	-0.27974	-0.33096	-0.37732	-0.42379	-0.46256	-0.48619	-0.50227	-0.51930	-0.51178	-0.48794	-0.45409	-0.42312	-0.38397	-0.33806	-0.29349	-0.22549	-0.16587	-0.08342	-0.00757	 0.06181	 0.07567	 0.19733	 0.31619	 0.43867	 0.55726	 0.68556	 0.81059	 0.93351	 0.99863	 0.96277	 0.75354	 0.39434	 0.39568	-0.94195	-1.17631	-1.23705	-1.10984	-1.02511	-1.00433	-0.89793	-0.81760	-0.79744	-0.77238	-0.74849	-0.72175	-0.67965	-0.61918	-0.52424	-0.42000	-0.28622	-0.17191	-0.05984	 0.05039	 0.19882	 0.17666	 -0.1991	-0.007643	 -0.0611	
      18	  -6.165	0.013313	 -0.4150	 -0.0589	 -0.4140	-0.031334	0.007421	 -0.4161	1.002E+6	   0.078	  419.36	   27.06	  220.87	   0.000	 0.17457	 0.11217	 0.07329	 0.02730	-0.02067	-0.07249	-0.12261	-0.17537	-0.22362	-0.26600	-0.30362	-0.33906	-0.36914	-0.38346	-0.38991	-0.39794	-0.38223	-0.34948	-0.31015	-0.26720	-0.22136	-0.16500	-0.11298	-0.04185	 0.02765	 0.11308	 0.19519	 0.27399	 0.30792	 0.42882	 0.54361	 0.66255	 0.76611	 0.87119	 0.95620	 0.99875	 0.94789	 0.73674	 0.28883	-0.31719	-0.32252	-1.93669	-2.01760	-1.92562	-1.63094	-1.44923	-1.35638	-1.17791	-1.06419	-1.01526	-0.96014	-0.90953	-0.86116	-0.79867	-0.71790	-0.60304	-0.48233	-0.33206	-0.20471	-0.08455	 0.02734	 0.17355	 0.17527	 -0.4143	-0.036935	 -0.0588	
      19	  -8.211	0.016610	 -0.6101	 -0.0575	 -0.6062	-0.070697	0.009798	 -0.6118	1.002E+6	   0.078	  418.64	   27.04	  219.92	   0.000	 0.13739	 0.09906	 0.07282	 0.03598	-0.00397	-0.04758	-0.08965	-0.13630	-0.17910	-0.21746	-0.24518	-0.27197	-0.28966	-0.29767	-0.29486	-0.28941	-0.26406	-0.22442	-0.17769	-0.12721	-0.07463	-0.01028	 0.04832	 0.12540	 0.19709	 0.28670	 0.36948	 0.45185	 0.49965	 0.61405	 0.71980	 0.82250	 0.90613	 0.97228	 0.99718	 0.94514	 0.74775	 0.32617	-0.37990	-1.25872	-1.26667	-3.06157	-2.94715	-2.66345	-2.15859	-1.86205	-1.70067	-1.46824	-1.31157	-1.22725	-1.13782	-1.05830	-0.98274	-0.89650	-0.79249	-0.65654	-0.51741	-0.35057	-0.21212	-0.09180	 0.00202	 0.10900	 0.13704	 -0.6068	-0.077101	 -0.0573	
      20	 -10.245	0.030139	 -0.7451	 -0.0545	 -0.7386	-0.102861	0.016663	 -0.7493	1.001E+6	   0.078	  418.31	   27.02	  220.81	   0.000	 0.04030	 0.06159	 0.05709	 0.03707	-0.00659	-0.06683	-0.09567	-0.12509	-0.15449	-0.18184	-0.20191	-0.22027	-0.23050	-0.23072	-0.21885	-0.20581	-0.17264	-0.12638	-0.07501	-0.01833	 0.03955	 0.10893	 0.17181	 0.25232	 0.32507	 0.41492	 0.49695	 0.58070	 0.63517	 0.74081	 0.83338	 0.91765	 0.97487	 1.00000	 0.96677	 0.81301	 0.47258	-0.14722	-1.08197	-2.20269	-2.21151	-4.08703	-3.77355	-3.30767	-2.57801	-2.20359	-1.98046	-1.68959	-1.48949	-1.37023	-1.25098	-1.14303	-1.04103	-0.93055	-0.79928	-0.63662	-0.47420	-0.29425	-0.16925	-0.09906	-0.06352	-0.01527	 0.00899	 -0.7394	-0.116161	 -0.0542	
      21	 -11.256	0.059992	 -0.8052	 -0.0474	 -0.8014	-0.098317	0.024733	 -0.8175	1.003E+6	   0.078	  419.06	   27.05	  180.00	   0.000	-0.00267	 0.04847	 0.05457	 0.02537	-0.03276	-0.05756	-0.08498	-0.11383	-0.13956	-0.16327	-0.17980	-0.19442	-0.19892	-0.19540	-0.17979	-0.16337	-0.12665	-0.07914	-0.02395	 0.03526	 0.09406	 0.16656	 0.22992	 0.31302	 0.38502	 0.47451	 0.55462	 0.63724	 0.69432	 0.79291	 0.87891	 0.94721	 0.99428	 0.99767	 0.93185	 0.72371	 0.31119	-0.40840	-1.45065	-2.68634	-2.69549	-4.57683	-4.16022	-3.57236	-2.76393	-2.35199	-2.09349	-1.77608	-1.55349	-1.41710	-1.28226	-1.16205	-1.04466	-0.92079	-0.77506	-0.60006	-0.43174	-0.26962	-0.18627	-0.14998	-0.13037	-0.08343	-0.05439	 -0.8025	-0.134124	 -0.0471	
      22	 -12.241	0.058664	 -0.8167	 -0.0364	 -0.8106	-0.115838	0.035482	 -0.8253	1.004E+6	   0.078	  420.18	   27.08	  180.00	   0.000	-0.13735	-0.02044	-0.01538	-0.03611	-0.05235	-0.07570	-0.10073	-0.12594	-0.14706	-0.16626	-0.17916	-0.18946	-0.19110	-0.18249	-0.16338	-0.14265	-0.10352	-0.05292	 0.00592	 0.06818	 0.12830	 0.20273	 0.26756	 0.35275	 0.42570	 0.51329	 0.59300	 0.67506	 0.73240	 0.82714	 0.90611	 0.96557	 0.99999	 0.98899	 0.89694	 0.64832	 0.18084	-0.61148	-1.73177	-3.04842	-3.05758	-4.91975	-4.42345	-3.68747	-2.87282	-2.42733	-2.13780	-1.79782	-1.55404	-1.39540	-1.23949	-1.09329	-0.94202	-0.77427	-0.57203	-0.37416	-0.28132	-0.25846	-0.26801	-0.27348	-0.26914	-0.22990	-0.18159	 -0.8118	-0.139752	 -0.0361	
      23	 -13.239	0.080218	 -0.8257	 -0.0304	 -0.8221	-0.111016	0.047260	 -0.8386	1.003E+6	   0.078	  419.24	   27.05	  180.00	   0.000	-0.20530	-0.07080	-0.04774	-0.05237	-0.06642	-0.08771	-0.10967	-0.13221	-0.15070	-0.16546	-0.17540	-0.18191	-0.17982	-0.16794	-0.14504	-0.12114	-0.07973	-0.02603	 0.03528	 0.09928	 0.16224	 0.23599	 0.30275	 0.38871	 0.46142	 0.54951	 0.62752	 0.70856	 0.76630	 0.85554	 0.92877	 0.98018	 0.99999	 0.97616	 0.85919	 0.57206	 0.05677	-0.80111	-1.98812	-3.37234	-3.38135	-5.21053	-4.64249	-3.76454	-2.95602	-2.47764	-2.16085	-1.80231	-1.54050	-1.36227	-1.18698	-1.01804	-0.83474	-0.64012	-0.45169	-0.34391	-0.30895	-0.30054	-0.31402	-0.32314	-0.32215	-0.29617	-0.23988	 -0.8235	-0.145497	 -0.0301	
      24	 -14.225	0.129280	 -0.7845	 -0.0203	 -0.7922	-0.067467	0.066157	 -0.8103	1.004E+6	   0.078	  419.68	   27.07	  180.00	   0.000	-0.32131	-0.13543	-0.09436	-0.08916	-0.09745	-0.11440	-0.13234	-0.15148	-0.16517	-0.17767	-0.18361	-0.18632	-0.18130	-0.16529	-0.13968	-0.11404	-0.06924	-0.01371	 0.05015	 0.11525	 0.17954	 0.25588	 0.32249	 0.40842	 0.48221	 0.56921	 0.64714	 0.72711	 0.78378	 0.87064	 0.94015	 0.98770	 1.00000	 0.96823	 0.84064	 0.53836	 0.00596	-0.86971	-2.06965	-3.46035	-3.46999	-5.23039	-4.63498	-3.69110	-2.89107	-2.39840	-2.06578	-1.69736	-1.42279	-1.22212	-1.02119	-0.82105	-0.61028	-0.44438	-0.36696	-0.34927	-0.34772	-0.35229	-0.37228	-0.38506	-0.39312	-0.39155	-0.30433	 -0.7941	-0.134120	 -0.0200	
      25	 -15.188	0.201243	 -0.6877	 -0.0050	 -0.7164	0.014053	0.096567	 -0.7314	1.015E+6	   0.079	  428.73	   27.36	  180.00	   0.000	-0.41037	-0.20103	-0.14897	-0.13687	-0.13987	-0.15318	-0.16826	-0.18486	-0.19646	-0.20474	-0.20868	-0.20973	-0.20165	-0.18408	-0.15548	-0.12790	-0.08158	-0.02277	 0.04122	 0.10795	 0.17282	 0.24979	 0.31753	 0.40376	 0.47846	 0.56503	 0.64255	 0.72270	 0.77847	 0.86474	 0.93559	 0.98317	 1.00000	 0.97269	 0.85692	 0.57663	 0.07922	-0.74210	-1.86645	-3.16889	-3.17747	-4.81930	-4.25860	-3.35360	-2.58513	-2.10527	-1.77162	-1.40076	-1.11365	-0.87950	-0.65885	-0.50401	-0.41903	-0.39654	-0.39888	-0.40602	-0.41537	-0.42471	-0.44836	-0.46132	-0.46620	-0.46120	-0.35612	 -0.7190	-0.097444	 -0.0047	Wake not in center of rake!; 
