   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	       /	       /	      Pa	     m/s	      mm	 degrees	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	       /	       /	       /
       1	   0.004	0.006378	  0.2960	 -0.0737	  0.2960	0.006358	0.005969	  0.2960	2.005E+6	   0.151	 1623.61	   52.59	  180.79	   0.000	 0.19661	 0.10190	 0.03917	-0.02821	-0.09867	-0.17130	-0.24879	-0.32372	-0.39939	-0.46483	-0.53377	-0.65975	-0.70102	-0.74531	-0.78881	-0.81848	-0.83685	-0.83168	-0.82166	-0.80977	-0.78956	-0.75545	-0.73358	-0.70241	-0.65515	-0.59086	-0.54132	-0.51933	-0.49647	-0.40823	-0.30420	-0.19785	-0.09896	 0.02146	 0.16301	 0.35489	 0.56923	 0.79134	 0.95742	 0.99629	 1.00000	 0.52757	 0.19000	-0.03861	-0.14185	-0.22363	-0.29050	-0.33722	-0.34986	-0.37921	-0.40451	-0.41523	-0.42515	-0.42206	-0.39785	-0.34253	-0.29520	-0.13518	-0.06345	 0.02385	 0.12504	 0.27421	 0.19540	  0.2960	0.005988	 -0.0738	
       2	   1.034	0.006472	  0.4188	 -0.0754	  0.4189	-0.001088	0.006408	  0.4188	2.004E+6	   0.151	 1621.74	   52.55	  179.25	   0.000	 0.19449	 0.09917	 0.03328	-0.03728	-0.11095	-0.18760	-0.26925	-0.34873	-0.43007	-0.50310	-0.56741	-0.68678	-0.76295	-0.80760	-0.85533	-0.89079	-0.91530	-0.91624	-0.91289	-0.90718	-0.89354	-0.86626	-0.85082	-0.82827	-0.78690	-0.72904	-0.68679	-0.67772	-0.66930	-0.59136	-0.49542	-0.39994	-0.31346	-0.20803	-0.07942	 0.10972	 0.33745	 0.59930	 0.84958	 0.96025	 0.97029	 0.73816	 0.42795	 0.18847	 0.05237	-0.05175	-0.13850	-0.20241	-0.23129	-0.27286	-0.30907	-0.32995	-0.34915	-0.35434	-0.33870	-0.29008	-0.24170	-0.11067	-0.03582	 0.04447	 0.14032	 0.28120	 0.19350	  0.4189	-0.001060	 -0.0756	
       3	   2.060	0.006648	  0.5368	 -0.0765	  0.5367	-0.012652	0.007055	  0.5367	2.005E+6	   0.151	 1622.08	   52.55	  180.77	   0.000	 0.19255	 0.09740	 0.02868	-0.04482	-0.12166	-0.20227	-0.28789	-0.37185	-0.45878	-0.53810	-0.61129	-0.69045	-0.82743	-0.87084	-0.92089	-0.96167	-0.99217	-0.99945	-1.00280	-1.00370	-0.99617	-0.97628	-0.96821	-0.95408	-0.91979	-0.86899	-0.83599	-0.83815	-0.84642	-0.78026	-0.69441	-0.61224	-0.54163	-0.45414	-0.34719	-0.16788	 0.06218	 0.35182	 0.67703	 0.84695	 0.86150	 0.88459	 0.62027	 0.38246	 0.22526	 0.10397	 0.00124	-0.07720	-0.12033	-0.17249	-0.21847	-0.24812	-0.27611	-0.28897	-0.28162	-0.24017	-0.19377	-0.10473	-0.00761	 0.06533	 0.15571	 0.28824	 0.19162	  0.5367	-0.012073	 -0.0767	
       4	   3.086	0.006853	  0.6556	 -0.0775	  0.6550	-0.028457	0.007626	  0.6555	2.004E+6	   0.151	 1620.16	   52.52	  179.24	   0.000	 0.18962	 0.09578	 0.02439	-0.05188	-0.13177	-0.21612	-0.30584	-0.39448	-0.48665	-0.57210	-0.65426	-0.72890	-0.86097	-0.93853	-0.98741	-1.03377	-1.07037	-1.08424	-1.09440	-1.10224	-1.10171	-1.08974	-1.08961	-1.08476	-1.05800	-1.01497	-0.99251	-1.00819	-1.03328	-0.98125	-0.90622	-0.84158	-0.78858	-0.72737	-0.64748	-0.48679	-0.26311	 0.03885	 0.43461	 0.65388	 0.67162	 0.97265	 0.77421	 0.55210	 0.38227	 0.24809	 0.13335	 0.04190	-0.01323	-0.07497	-0.12975	-0.16819	-0.20388	-0.22411	-0.22468	-0.19084	-0.14875	-0.09615	 0.02117	 0.08531	 0.17121	 0.29518	 0.18890	  0.6551	-0.027398	 -0.0778	
       5	   4.112	0.007230	  0.7733	 -0.0788	  0.7718	-0.048242	0.007909	  0.7731	2.004E+6	   0.151	 1620.44	   52.52	  180.86	   0.000	 0.18572	 0.09518	 0.02179	-0.05699	-0.13954	-0.22750	-0.32148	-0.41486	-0.51201	-0.60319	-0.69288	-0.78057	-0.85607	-1.00820	-1.05772	-1.10508	-1.14700	-1.16736	-1.18492	-1.20014	-1.20604	-1.20268	-1.21101	-1.21565	-1.19532	-1.16280	-1.15165	-1.18206	-1.22487	-1.18873	-1.12768	-1.08161	-1.05106	-1.01948	-0.97249	-0.83743	-0.63350	-0.33082	 0.12776	 0.38640	 0.40520	 1.00000	 0.88710	 0.69304	 0.52001	 0.37869	 0.25395	 0.15381	 0.08687	 0.01781	-0.04488	-0.09112	-0.13391	-0.16090	-0.16884	-0.14263	-0.10621	-0.05576	 0.04870	 0.10687	 0.18700	 0.30205	 0.18567	  0.7720	-0.047150	 -0.0791	
       6	   5.148	0.007674	  0.8833	 -0.0791	  0.8804	-0.071614	0.009069	  0.8829	2.003E+6	   0.151	 1617.93	   52.48	  179.16	   0.000	 0.17765	 0.09445	 0.02016	-0.06037	-0.14541	-0.23722	-0.33483	-0.43252	-0.53457	-0.63182	-0.72806	-0.82601	-0.90893	-0.98632	-1.12596	-1.17918	-1.22272	-1.24785	-1.27214	-1.29411	-1.30730	-1.31254	-1.32891	-1.34358	-1.33114	-1.30790	-1.30934	-1.35457	-1.41512	-1.39553	-1.35027	-1.32430	-1.31936	-1.32068	-1.31010	-1.20967	-1.03426	-0.74129	-0.22900	 0.05953	 0.07713	 0.98519	 0.95838	 0.80302	 0.63533	 0.49239	 0.36179	 0.25462	 0.17899	 0.10232	 0.03370	-0.01951	-0.06867	-0.10184	-0.11657	-0.09760	-0.06688	-0.01843	 0.06160	 0.12725	 0.20160	 0.30751	 0.17952	  0.8807	-0.069672	 -0.0794	
       7	   6.177	0.008559	  0.9893	 -0.0780	  0.9845	-0.097935	0.009660	  0.9889	2.003E+6	   0.151	 1617.80	   52.48	  180.83	   0.000	 0.16156	 0.09217	 0.02002	-0.06059	-0.14688	-0.24192	-0.34298	-0.44509	-0.55236	-0.65496	-0.75817	-0.86437	-0.96094	-1.03836	-1.10642	-1.22129	-1.29692	-1.33006	-1.36105	-1.38916	-1.40868	-1.42280	-1.44814	-1.47309	-1.46964	-1.45697	-1.47254	-1.53350	-1.61244	-1.61180	-1.58479	-1.58234	-1.60615	-1.64510	-1.67907	-1.62063	-1.48323	-1.21164	-0.65279	-0.34341	-0.32907	 0.92509	 0.99454	 0.88942	 0.73589	 0.59605	 0.46250	 0.35026	 0.26702	 0.18458	 0.10979	 0.05043	-0.00489	-0.04378	-0.06518	-0.05335	-0.02880	 0.01570	 0.06717	 0.14750	 0.21540	 0.31076	 0.16580	  0.9848	-0.096141	 -0.0783	
       8	   7.199	0.010919	  1.0704	 -0.0742	  1.0633	-0.123299	0.011401	  1.0702	2.001E+6	   0.151	 1614.79	   52.43	  179.18	   0.000	 0.12654	 0.07881	 0.01820	-0.05522	-0.13820	-0.23374	-0.33688	-0.44224	-0.55415	-0.66234	-0.77161	-0.88289	-0.98806	-1.07887	-1.16711	-1.25376	-1.31423	-1.35353	-1.37714	-1.44684	-1.48899	-1.51608	-1.55010	-1.58357	-1.58788	-1.58548	-1.61561	-1.69059	-1.78557	-1.80327	-1.79441	-1.81487	-1.86671	-1.94321	-2.02148	-2.00602	-1.91072	-1.66842	-1.07482	-0.75500	-0.74316	 0.83508	 0.99818	 0.94477	 0.81066	 0.67690	 0.54327	 0.42835	 0.33943	 0.25276	 0.17303	 0.10845	 0.04761	 0.00342	-0.02384	-0.01856	 0.00049	 0.03984	 0.08269	 0.16048	 0.22254	 0.30609	 0.12683	  1.0638	-0.122040	 -0.0746	
       9	   8.213	0.014298	  1.1270	 -0.0679	  1.1174	-0.146844	0.013973	  1.1270	2.005E+6	   0.151	 1620.18	   52.51	  180.76	   0.000	 0.06623	 0.03821	 0.00045	-0.05120	-0.11836	-0.20602	-0.30762	-0.41526	-0.53238	-0.64639	-0.76161	-0.87822	-0.99089	-1.09100	-1.18789	-1.28098	-1.35256	-1.40566	-1.44109	-1.49324	-1.52106	-1.55590	-1.56958	-1.60287	-1.65717	-1.69474	-1.74571	-1.82901	-1.93636	-1.97173	-1.98093	-2.02408	-2.10349	-2.21577	-2.33674	-2.36559	-2.31465	-2.10528	-1.48531	-1.16356	-1.15597	 0.72578	 0.98103	 0.97823	 0.86631	 0.74108	 0.60925	 0.49312	 0.40013	 0.30972	 0.22607	 0.15597	 0.09130	 0.04244	 0.00940	 0.00897	 0.02257	 0.05656	 0.09759	 0.15992	 0.22410	 0.29267	 0.06153	  1.1181	-0.146390	 -0.0683	
