   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      10	  15.231	0.183545	  1.0440	 -0.0520	  1.0555	-0.097171	0.085400	  1.0933	3.001E+6	   0.241	 4032.61	   85.19	  260.00	   0.000	-0.41458	-0.44915	-0.44883	-0.44254	-0.43437	-0.42701	-0.41948	-0.41292	-0.40575	-0.40026	-0.39754	-0.39458	-0.39726	-0.40798	-0.43438	-0.49532	-0.61186	-0.75850	-0.91351	-1.06031	-1.17773	-1.30610	-1.40539	-1.52221	-1.60654	-1.69169	-1.79145	-1.94784	-2.23402	-2.34210	-2.43766	-2.58639	-2.79201	-3.04945	-3.40286	-3.69685	-3.88394	-3.89126	-3.23168	-2.94482	-2.94759	 0.10564	 0.74579	 0.98088	 0.98993	 0.91719	 0.81120	 0.71094	 0.61162	 0.51026	 0.41564	 0.32818	 0.23631	 0.16440	 0.10376	 0.07172	 0.05888	 0.06876	 0.07664	 0.09065	 0.12356	 0.10067	-0.38234	  1.0582	-0.202694	 -0.0524	
      11	  16.212	0.274345	  0.9914	 -0.0574	  1.0286	-0.013363	0.105697	  1.0807	3.010E+6	   0.242	 4058.02	   85.52	  260.00	   0.000	-0.44132	-0.46972	-0.46950	-0.46400	-0.45671	-0.44987	-0.44236	-0.43544	-0.42757	-0.42086	-0.41663	-0.41153	-0.41035	-0.41348	-0.42365	-0.44663	-0.49882	-0.58990	-0.72324	-0.87486	-1.00830	-1.15395	-1.26803	-1.39716	-1.49393	-1.59130	-1.70122	-1.86313	-2.14676	-2.26900	-2.37761	-2.53933	-2.75645	-3.02905	-3.39321	-3.71080	-3.93077	-3.96944	-3.32584	-3.06227	-3.06499	 0.03892	 0.71102	 0.97107	 0.99472	 0.93096	 0.83114	 0.73340	 0.63568	 0.53514	 0.44038	 0.35283	 0.25993	 0.18641	 0.12374	 0.08880	 0.07312	 0.07934	 0.08369	 0.09428	 0.12387	 0.09303	-0.40028	  1.0341	-0.195852	 -0.0580	cpt_wake < 0; 
      12	  11.222	0.059396	  1.0497	 -0.0485	  1.0412	-0.146037	0.037966	  1.0584	3.003E+6	   0.241	 4047.29	   85.32	  260.00	   0.000	-0.26279	-0.32261	-0.32934	-0.32949	-0.32777	-0.32662	-0.32320	-0.32003	-0.31702	-0.32010	-0.33489	-0.37520	-0.47064	-0.62077	-0.78661	-0.94314	-1.07525	-1.18122	-1.26945	-1.35695	-1.41873	-1.49426	-1.54786	-1.61901	-1.66051	-1.69947	-1.75413	-1.86871	-2.12168	-2.16469	-2.19644	-2.27078	-2.39252	-2.56202	-2.78381	-2.90717	-2.93003	-2.78808	-2.11090	-1.78494	-1.78647	 0.54441	 0.92896	 0.99835	 0.92536	 0.81068	 0.68136	 0.57832	 0.47923	 0.38092	 0.29252	 0.21339	 0.13079	 0.07199	 0.02662	 0.01089	 0.01317	 0.04081	 0.06527	 0.09567	 0.14296	 0.15731	-0.27230	  1.0413	-0.168374	 -0.0487	
      13	   9.206	0.055819	  1.0316	 -0.0510	  1.0272	-0.109929	0.024437	  1.0432	3.003E+6	   0.242	 4050.24	   85.35	  220.78	   0.000	-0.10296	-0.14795	-0.15528	-0.16628	-0.17741	-0.19334	-0.22001	-0.26532	-0.34169	-0.44389	-0.56406	-0.69342	-0.81995	-0.93730	-1.04658	-1.15246	-1.23554	-1.30191	-1.35333	-1.41193	-1.44750	-1.49762	-1.52844	-1.57593	-1.59613	-1.61270	-1.64350	-1.73305	-1.95718	-1.96792	-1.96777	-2.00300	-2.08469	-2.18822	-2.34520	-2.38023	-2.32320	-2.11651	-1.46641	-1.13912	-1.14030	 0.74093	 0.98545	 0.97374	 0.86089	 0.73034	 0.59343	 0.49452	 0.39973	 0.30581	 0.22304	 0.15097	 0.07555	 0.02554	-0.01014	-0.01517	-0.00304	 0.03496	 0.06920	 0.10969	 0.16648	 0.21344	-0.14502	  1.0272	-0.141593	 -0.0512	
      14	   7.187	0.020767	  0.9393	 -0.0569	  0.9346	-0.096910	0.014762	  0.9412	3.003E+6	   0.241	 4049.78	   85.33	  219.16	   0.000	-0.00383	-0.02975	-0.04892	-0.07396	-0.10708	-0.15859	-0.23450	-0.32850	-0.43813	-0.54958	-0.66338	-0.78033	-0.88853	-0.98544	-1.07610	-1.16533	-1.23013	-1.27974	-1.31282	-1.35487	-1.37418	-1.40582	-1.41982	-1.44747	-1.44988	-1.44698	-1.45547	-1.51843	-1.70695	-1.68611	-1.65399	-1.65062	-1.68460	-1.73323	-1.79887	-1.74924	-1.61415	-1.35079	-0.75477	-0.44052	-0.44113	 0.90971	 0.99828	 0.89888	 0.74935	 0.60618	 0.46404	 0.37344	 0.28775	 0.19813	 0.12253	 0.05906	-0.00824	-0.04840	-0.07358	-0.06691	-0.04356	 0.00645	 0.05139	 0.10205	 0.16757	 0.23780	-0.00986	  0.9341	-0.102496	 -0.0571	
      15	   5.133	0.015561	  0.7827	 -0.0638	  0.7809	-0.054532	0.011330	  0.7837	3.007E+6	   0.242	 4061.14	   85.45	  220.82	   0.000	 0.07806	 0.04641	 0.00624	-0.04490	-0.10716	-0.18531	-0.27578	-0.37023	-0.47086	-0.56929	-0.66896	-0.77163	-0.86433	-0.94503	-1.01985	-1.09408	-1.14288	-1.17722	-1.19406	-1.22021	-1.22462	-1.23829	-1.23607	-1.24371	-1.22856	-1.20706	-1.19316	-1.22740	-1.37239	-1.32083	-1.25937	-1.21862	-1.19944	-1.19608	-1.16419	-1.04352	-0.84464	-0.54967	-0.04394	 0.23148	 0.23177	 0.99794	 0.92556	 0.74217	 0.57178	 0.42637	 0.28997	 0.21267	 0.14076	 0.05993	-0.00477	-0.05663	-0.11414	-0.14237	-0.15501	-0.13491	-0.09892	-0.03522	 0.02174	 0.08338	 0.15836	 0.25173	 0.07570	  0.7804	-0.058403	 -0.0639	
      16	   3.074	0.013118	  0.5850	 -0.0667	  0.5849	-0.018272	0.009440	  0.5856	3.009E+6	   0.242	 4067.47	   85.52	  219.07	   0.000	 0.12624	 0.07912	 0.02504	-0.03795	-0.10797	-0.18774	-0.27498	-0.36248	-0.45339	-0.54100	-0.62905	-0.71951	-0.79846	-0.86471	-0.92542	-0.98529	-1.01949	-1.03967	-1.04177	-1.05283	-1.04345	-1.04001	-1.02255	-1.01153	-0.98023	-0.94199	-0.90786	-0.91460	-1.01467	-0.93760	-0.85105	-0.77811	-0.72195	-0.64909	-0.55188	-0.38410	-0.15370	 0.14110	 0.52682	 0.73123	 0.73185	 0.94659	 0.72237	 0.48369	 0.31946	 0.18798	 0.06734	 0.01286	-0.03892	-0.10577	-0.15686	-0.19414	-0.23974	-0.25393	-0.25228	-0.21704	-0.16726	-0.08837	-0.01931	 0.05390	 0.13846	 0.25082	 0.12490	  0.5845	-0.021750	 -0.0668	
      17	   1.027	0.011820	  0.3683	 -0.0670	  0.3685	0.005219	0.008064	  0.3687	3.007E+6	   0.242	 4063.53	   85.49	  220.84	   0.000	 0.15565	 0.09436	 0.03581	-0.02883	-0.09794	-0.17337	-0.25435	-0.33409	-0.41539	-0.49274	-0.56971	-0.64863	-0.71455	-0.76736	-0.81454	-0.86076	-0.88119	-0.88838	-0.87713	-0.87425	-0.85257	-0.83371	-0.80298	-0.77472	-0.72964	-0.67763	-0.62604	-0.60783	-0.66808	-0.56998	-0.46205	-0.36771	-0.27076	-0.16228	-0.02908	 0.16118	 0.39155	 0.64334	 0.88215	 0.97840	 0.97932	 0.68827	 0.37045	 0.11875	-0.00589	-0.10115	-0.19640	-0.22027	-0.24399	-0.29160	-0.32542	-0.34568	-0.37654	-0.37493	-0.35699	-0.30501	-0.24068	-0.14577	-0.06390	 0.02103	 0.11438	 0.24255	 0.15493	  0.3682	0.001537	 -0.0671	
      18	  -1.031	0.011330	  0.1471	 -0.0660	  0.1469	0.013976	0.007003	  0.1472	3.008E+6	   0.242	 4066.57	   85.52	  219.21	   0.000	 0.17475	 0.10305	 0.04547	-0.01661	-0.08196	-0.15129	-0.22525	-0.29700	-0.36900	-0.43663	-0.50297	-0.57076	-0.62454	-0.66466	-0.69915	-0.73269	-0.74067	-0.73620	-0.71294	-0.69780	-0.66529	-0.63316	-0.59117	-0.54811	-0.49103	-0.42730	-0.36121	-0.32129	-0.34736	-0.23549	-0.12686	-0.00822	 0.10400	 0.23404	 0.38514	 0.56997	 0.76252	 0.92670	 1.00000	 0.96375	 0.96452	 0.21741	-0.12274	-0.33980	-0.38695	-0.43869	-0.49751	-0.47819	-0.46602	-0.49166	-0.50440	-0.50351	-0.51711	-0.49798	-0.46269	-0.39311	-0.31336	-0.20249	-0.10753	-0.01114	 0.08943	 0.22801	 0.17410	  0.1468	0.009688	 -0.0660	
      19	  -3.088	0.011899	 -0.0893	 -0.0636	 -0.0898	0.007072	0.006710	 -0.0896	3.008E+6	   0.242	 4067.12	   85.53	  220.82	   0.000	 0.18213	 0.10884	 0.05662	 0.00025	-0.05930	-0.12127	-0.18734	-0.25060	-0.31297	-0.37061	-0.42681	-0.48248	-0.52429	-0.55205	-0.57439	-0.59547	-0.59180	-0.57656	-0.54269	-0.51603	-0.47449	-0.43001	-0.37898	-0.32363	-0.25877	-0.18660	-0.10870	-0.05071	-0.04934	 0.06796	 0.18654	 0.31114	 0.43051	 0.56425	 0.70677	 0.85392	 0.96777	 0.99811	 0.89974	 0.66056	 0.66097	-0.50838	-0.80212	-0.93399	-0.85926	-0.83935	-0.84289	-0.77086	-0.71665	-0.71383	-0.70115	-0.67609	-0.66886	-0.62968	-0.57437	-0.48525	-0.38863	-0.26050	-0.15188	-0.04414	 0.06259	 0.20795	 0.18189	 -0.0897	0.001986	 -0.0636	
      20	  -5.153	0.013204	 -0.3148	 -0.0611	 -0.3147	-0.015119	0.007155	 -0.3157	3.005E+6	   0.242	 4061.60	   85.48	  219.22	   0.000	 0.17970	 0.11195	 0.06737	 0.01761	-0.03555	-0.08991	-0.14819	-0.20326	-0.25650	-0.30543	-0.35115	-0.39615	-0.42709	-0.44410	-0.45574	-0.46567	-0.45204	-0.42747	-0.38498	-0.34911	-0.30038	-0.24619	-0.18852	-0.12474	-0.05409	 0.02446	 0.10586	 0.17456	 0.20051	 0.31933	 0.43821	 0.55942	 0.67262	 0.79147	 0.90201	 0.98401	 0.99336	 0.87942	 0.56307	 0.08667	 0.08654	-1.42792	-1.60635	-1.60078	-1.36708	-1.26534	-1.20241	-1.07154	-0.97090	-0.93519	-0.89499	-0.84412	-0.81436	-0.75416	-0.67783	-0.56881	-0.45531	-0.31057	-0.18878	-0.07149	 0.03754	 0.18170	 0.18029	 -0.3145	-0.020924	 -0.0611	
      21	  -7.195	0.015690	 -0.5354	 -0.0591	 -0.5332	-0.051496	0.008355	 -0.5371	3.002E+6	   0.242	 4054.87	   85.42	  220.85	   0.000	 0.16319	 0.11000	 0.07533	 0.03348	-0.01249	-0.05889	-0.10913	-0.15593	-0.20018	-0.23978	-0.27589	-0.31077	-0.33137	-0.33806	-0.34026	-0.33929	-0.31664	-0.28397	-0.23444	-0.19053	-0.13541	-0.07405	-0.01148	 0.05950	 0.13315	 0.21552	 0.29750	 0.37242	 0.41891	 0.53315	 0.64344	 0.75189	 0.84777	 0.93522	 0.99245	 0.98711	 0.86743	 0.55807	-0.00757	-0.76247	-0.76366	-2.56830	-2.55627	-2.33208	-1.93265	-1.72765	-1.58572	-1.38850	-1.23568	-1.16141	-1.09035	-1.01058	-0.95494	-0.87163	-0.77205	-0.64162	-0.51020	-0.34864	-0.21437	-0.09128	 0.01314	 0.14416	 0.16451	 -0.5329	-0.058407	 -0.0590	
      22	  -9.249	0.020403	 -0.7243	 -0.0583	 -0.7182	-0.096282	0.011839	 -0.7269	2.997E+6	   0.241	 4043.60	   85.31	  219.23	   0.000	 0.11218	 0.09128	 0.07032	 0.03810	 0.00007	-0.03810	-0.08030	-0.11912	-0.15472	-0.18577	-0.21303	-0.23841	-0.24981	-0.24796	-0.24061	-0.23071	-0.20021	-0.16116	-0.10491	-0.05447	 0.00526	 0.07220	 0.13819	 0.21352	 0.28839	 0.37233	 0.45472	 0.53043	 0.58760	 0.69316	 0.79002	 0.87911	 0.94920	 0.99428	 0.98995	 0.88335	 0.61497	 0.09148	-0.72819	-1.77691	-1.77902	-3.80043	-3.55060	-3.05054	-2.49418	-2.17512	-1.94804	-1.68514	-1.47980	-1.36384	-1.26057	-1.15131	-1.06794	-0.96019	-0.83577	-0.68282	-0.53236	-0.35553	-0.21314	-0.09751	-0.01728	 0.07922	 0.11219	 -0.7180	-0.104322	 -0.0582	
      23	  -9.249	0.020382	 -0.7244	 -0.0583	 -0.7183	-0.096313	0.011815	 -0.7270	2.997E+6	   0.241	 4044.63	   85.33	  220.62	   0.000	 0.11210	 0.09140	 0.07045	 0.03824	 0.00020	-0.03797	-0.08016	-0.11902	-0.15455	-0.18569	-0.21290	-0.23826	-0.24965	-0.24783	-0.24051	-0.23060	-0.20014	-0.16111	-0.10482	-0.05433	 0.00540	 0.07231	 0.13830	 0.21364	 0.28852	 0.37245	 0.45479	 0.53050	 0.58768	 0.69327	 0.79012	 0.87934	 0.94925	 0.99441	 0.99000	 0.88331	 0.61491	 0.09132	-0.72847	-1.77746	-1.77945	-3.80108	-3.55090	-3.05133	-2.49422	-2.17524	-1.94804	-1.68517	-1.47985	-1.36382	-1.26055	-1.15130	-1.06787	-0.96011	-0.83569	-0.68273	-0.53223	-0.35548	-0.21297	-0.09736	-0.01719	 0.07928	 0.11234	 -0.7181	-0.104356	 -0.0582	
      24	 -11.276	0.045115	 -0.8403	 -0.0553	 -0.8329	-0.120058	0.021044	 -0.8490	2.994E+6	   0.241	 4038.22	   85.28	  219.23	   0.000	 0.01450	 0.04519	 0.04178	 0.02098	-0.00858	-0.03820	-0.07274	-0.10409	-0.13183	-0.15532	-0.17448	-0.19238	-0.19488	-0.18490	-0.16981	-0.15298	-0.11530	-0.07044	-0.00906	 0.04648	 0.10910	 0.18069	 0.24881	 0.32597	 0.40093	 0.48522	 0.56636	 0.64038	 0.70175	 0.79675	 0.87916	 0.94798	 0.99108	 0.99611	 0.93388	 0.72899	 0.32806	-0.38375	-1.41582	-2.71038	-2.71317	-4.85522	-4.40095	-3.63527	-2.92320	-2.50546	-2.20152	-1.88618	-1.63663	-1.48098	-1.34742	-1.20979	-1.09691	-0.96288	-0.80964	-0.63090	-0.46190	-0.29069	-0.18434	-0.12483	-0.09167	-0.03832	-0.02128	 -0.8329	-0.144199	 -0.0553	
      25	 -12.277	0.064322	 -0.8682	 -0.0446	 -0.8620	-0.121766	0.032776	 -0.8805	2.987E+6	   0.241	 4025.51	   85.17	  260.00	   0.000	-0.07200	 0.00112	 0.01062	-0.00230	-0.02640	-0.05086	-0.08116	-0.10855	-0.13225	-0.15201	-0.16744	-0.18158	-0.18026	-0.16652	-0.14794	-0.12753	-0.08661	-0.03904	 0.02476	 0.08270	 0.14690	 0.22034	 0.28886	 0.36670	 0.44175	 0.52596	 0.60647	 0.67950	 0.74141	 0.83146	 0.90716	 0.96686	 0.99814	 0.98655	 0.89890	 0.65318	 0.19859	-0.58772	-1.69961	-3.08662	-3.08947	-5.24567	-4.71692	-3.82968	-3.05326	-2.59413	-2.25797	-1.92249	-1.65440	-1.47740	-1.32532	-1.16844	-1.03002	-0.87013	-0.68504	-0.49645	-0.36537	-0.27910	-0.24472	-0.22302	-0.20366	-0.14528	-0.12019	 -0.8623	-0.154068	 -0.0446	
