   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	       /	       /	      Pa	     m/s	      mm	 degrees	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	       /	       /	       /
       1	  -0.018	0.011445	  0.2527	 -0.0663	  0.2527	0.011523	0.007530	  0.2529	2.998E+6	   0.232	 3793.47	   81.27	  220.84	   0.000	 0.16787	 0.10025	 0.04191	-0.02158	-0.08862	-0.16094	-0.23812	-0.31344	-0.38966	-0.46170	-0.53271	-0.60505	-0.66472	-0.71005	-0.75172	-0.79014	-0.80385	-0.80425	-0.78723	-0.77752	-0.75076	-0.72342	-0.68716	-0.65179	-0.59802	-0.54435	-0.48561	-0.46424	-0.48542	-0.39584	-0.28119	-0.16880	-0.06323	 0.05563	 0.20084	 0.39138	 0.60561	 0.81831	 0.97141	 0.99895	 0.99931	 0.47162	 0.13125	-0.09861	-0.18541	-0.27891	-0.34715	-0.35113	-0.35722	-0.39110	-0.41384	-0.42407	-0.44564	-0.43503	-0.40937	-0.34877	-0.27656	-0.17396	-0.08536	 0.00608	 0.10260	 0.23508	 0.16569	  0.2525	0.007651	 -0.0663	
       1	   0.005	0.011595	  0.2567	 -0.0663	  0.2567	0.011573	0.007223	  0.2569	2.989E+6	   0.234	 3849.71	   82.21	  400.00	   0.000	 0.16936	 0.10222	 0.04367	-0.02018	-0.08749	-0.15997	-0.23754	-0.31322	-0.38980	-0.46204	-0.53344	-0.60611	-0.66680	-0.71186	-0.75376	-0.79191	-0.80664	-0.80620	-0.78965	-0.78105	-0.75448	-0.72747	-0.69135	-0.65564	-0.60374	-0.54981	-0.49099	-0.46969	-0.49114	-0.40166	-0.28784	-0.17459	-0.06986	 0.04939	 0.19356	 0.38495	 0.59908	 0.81271	 0.96921	 0.99825	 0.99868	 0.47959	 0.13834	-0.09339	-0.18285	-0.26461	-0.34682	-0.34708	-0.35276	-0.38755	-0.41096	-0.42065	-0.44375	-0.43272	-0.40702	-0.34620	-0.27468	-0.17223	-0.08406	 0.00764	 0.10395	 0.23752	 0.16654	  0.2565	0.007243	 -0.0664	
       2	   0.005	0.011500	  0.2571	 -0.0665	  0.2571	0.011478	0.007442	  0.2573	2.987E+6	   0.234	 3848.27	   82.21	  200.86	   0.000	 0.16707	 0.10003	 0.04156	-0.02202	-0.08923	-0.16160	-0.23899	-0.31457	-0.39097	-0.46323	-0.53448	-0.60710	-0.66765	-0.71271	-0.75463	-0.79267	-0.80734	-0.80694	-0.79032	-0.78165	-0.75502	-0.72799	-0.69175	-0.65602	-0.60423	-0.55019	-0.49126	-0.46992	-0.49150	-0.40197	-0.28803	-0.17471	-0.07008	 0.04915	 0.19342	 0.38492	 0.59910	 0.81288	 0.96947	 0.99862	 0.99905	 0.48012	 0.13876	-0.09307	-0.18270	-0.26458	-0.34694	-0.34721	-0.35296	-0.38785	-0.41128	-0.42106	-0.44424	-0.43332	-0.40758	-0.34680	-0.27530	-0.17283	-0.08483	 0.00669	 0.10291	 0.23606	 0.16687	  0.2569	0.007464	 -0.0666	
       3	   2.053	0.012266	  0.4799	 -0.0672	  0.4800	-0.004933	0.008612	  0.4804	2.990E+6	   0.234	 3860.69	   82.37	  199.24	   0.000	 0.14443	 0.08913	 0.03163	-0.03320	-0.10338	-0.18132	-0.26563	-0.34919	-0.43508	-0.51739	-0.59963	-0.68377	-0.75687	-0.81513	-0.87023	-0.92164	-0.94947	-0.96149	-0.95700	-0.96191	-0.94707	-0.93459	-0.91089	-0.89108	-0.85176	-0.81165	-0.76782	-0.76983	-0.82712	-0.75170	-0.65959	-0.57062	-0.48644	-0.39660	-0.28289	-0.10087	 0.13243	 0.41280	 0.72853	 0.88492	 0.88523	 0.84783	 0.56803	 0.32224	 0.17515	 0.05360	-0.05830	-0.10022	-0.13448	-0.19298	-0.23527	-0.26397	-0.30341	-0.30946	-0.30070	-0.25712	-0.20098	-0.11452	-0.03952	 0.04003	 0.12850	 0.24823	 0.14392	  0.4797	-0.008457	 -0.0673	
       4	   4.106	0.014141	  0.6897	 -0.0657	  0.6890	-0.035281	0.009909	  0.6906	2.990E+6	   0.235	 3871.99	   82.54	  200.84	   0.000	 0.10723	 0.06755	 0.01871	-0.04057	-0.10862	-0.18899	-0.27863	-0.36973	-0.46531	-0.55805	-0.65166	-0.74760	-0.83412	-0.90627	-0.97533	-1.04075	-1.08286	-1.10850	-1.11840	-1.13772	-1.13577	-1.13978	-1.13053	-1.12875	-1.10426	-1.07996	-1.05513	-1.08467	-1.18200	-1.13265	-1.05505	-1.00634	-0.96297	-0.92219	-0.85862	-0.71250	-0.49697	-0.19610	 0.25394	 0.49744	 0.49779	 0.99480	 0.84383	 0.63254	 0.46274	 0.31933	 0.18871	 0.11693	 0.05777	-0.01572	-0.07345	-0.11859	-0.17148	-0.19252	-0.19879	-0.17133	-0.12930	-0.05866	 0.00392	 0.07185	 0.15092	 0.25336	 0.10556	  0.6886	-0.039228	 -0.0658	
       5	   6.170	0.017364	  0.8686	 -0.0612	  0.8654	-0.076092	0.012777	  0.8699	2.990E+6	   0.235	 3878.74	   82.64	  199.16	   0.000	 0.04565	 0.01815	-0.01265	-0.05250	-0.10389	-0.17474	-0.26319	-0.35969	-0.46498	-0.56905	-0.67479	-0.78339	-0.88377	-0.97080	-1.05419	-1.13386	-1.19089	-1.23092	-1.25601	-1.29055	-1.30283	-1.32425	-1.33053	-1.34808	-1.34034	-1.33334	-1.32973	-1.38845	-1.52779	-1.50785	-1.45893	-1.43320	-1.44472	-1.47672	-1.48584	-1.40027	-1.23375	-0.94980	-0.39614	-0.10223	-0.10210	 0.96703	 0.97504	 0.83400	 0.67314	 0.52568	 0.38752	 0.29728	 0.21694	 0.13468	 0.06546	 0.00749	-0.05611	-0.08983	-0.10947	-0.09605	-0.06697	-0.01058	 0.03981	 0.09684	 0.16647	 0.24859	 0.04208	  0.8651	-0.080270	 -0.0613	
       6	   8.209	0.027866	  0.9887	 -0.0522	  0.9825	-0.113582	0.017617	  0.9921	2.991E+6	   0.235	 3886.96	   82.76	  200.79	   0.000	-0.06013	-0.09196	-0.10365	-0.11795	-0.13509	-0.16183	-0.20601	-0.27725	-0.37872	-0.49368	-0.61591	-0.74135	-0.86080	-0.96735	-1.06863	-1.16469	-1.23933	-1.29560	-1.33839	-1.38943	-1.41766	-1.45709	-1.48015	-1.51784	-1.52815	-1.54000	-1.55890	-1.64584	-1.82555	-1.83809	-1.81795	-1.83424	-1.88763	-1.99956	-2.09199	-2.08150	-1.98713	-1.74869	-1.12118	-0.80741	-0.80709	 0.83083	 0.99714	 0.94371	 0.81282	 0.67422	 0.53706	 0.43615	 0.34481	 0.25443	 0.17582	 0.10774	 0.03497	-0.00942	-0.04081	-0.04023	-0.02285	 0.02060	 0.05963	 0.10565	 0.16595	 0.22313	-0.08075	  0.9823	-0.123550	 -0.0524	
       7	   9.228	0.043635	  1.0356	 -0.0510	  1.0292	-0.122999	0.023880	  1.0429	2.991E+6	   0.235	 3891.21	   82.82	  199.22	   0.000	-0.10961	-0.15304	-0.15922	-0.16939	-0.18003	-0.19407	-0.21809	-0.26082	-0.33615	-0.44020	-0.56335	-0.69489	-0.82375	-0.94061	-1.05140	-1.15577	-1.23940	-1.30410	-1.35592	-1.41511	-1.45147	-1.49988	-1.53136	-1.57894	-1.59850	-1.61950	-1.64983	-1.74999	-1.94735	-1.97679	-1.97219	-2.00568	-2.08770	-2.22893	-2.36938	-2.39878	-2.34528	-2.13747	-1.48550	-1.16964	-1.16920	 0.73652	 0.98249	 0.97343	 0.86243	 0.73149	 0.59702	 0.49357	 0.39847	 0.30421	 0.22312	 0.15127	 0.07475	 0.02528	-0.01103	-0.01611	-0.00403	 0.03358	 0.06750	 0.10876	 0.16494	 0.21095	-0.13923	  1.0292	-0.142812	 -0.0512	
       8	  10.214	0.053481	  1.0388	 -0.0525	  1.0319	-0.131574	0.032304	  1.0470	2.984E+6	   0.235	 3877.25	   82.69	  200.83	   0.000	-0.21338	-0.27005	-0.27972	-0.28600	-0.29134	-0.29531	-0.29754	-0.30118	-0.30914	-0.33059	-0.37793	-0.46872	-0.61101	-0.76482	-0.91069	-1.04164	-1.15011	-1.23473	-1.30504	-1.37886	-1.42854	-1.48980	-1.53245	-1.59190	-1.62206	-1.65352	-1.69570	-1.80752	-2.01916	-2.06405	-2.07519	-2.12323	-2.22873	-2.39136	-2.57663	-2.64056	-2.62377	-2.44536	-1.78003	-1.46665	-1.46606	 0.64948	 0.96014	 0.98859	 0.89561	 0.77216	 0.64072	 0.53568	 0.43852	 0.34111	 0.25807	 0.18260	 0.10283	 0.04908	 0.00793	-0.00241	 0.00436	 0.03674	 0.06563	 0.10169	 0.15265	 0.17955	-0.21841	  1.0319	-0.153289	 -0.0527	
