   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
       9	  11.229	0.068647	  1.0596	 -0.0512	  1.0526	-0.139001	0.040564	  1.0710	2.981E+6	   0.235	 3872.43	   82.67	  199.22	   0.000	-0.26006	-0.31797	-0.32321	-0.32403	-0.32510	-0.32643	-0.32587	-0.32637	-0.32856	-0.33912	-0.36598	-0.41882	-0.51860	-0.65949	-0.81670	-0.96379	-1.08983	-1.18961	-1.27454	-1.36008	-1.42077	-1.49300	-1.54565	-1.61593	-1.65619	-1.69792	-1.75187	-1.87573	-2.10237	-2.16363	-2.19196	-2.25893	-2.38173	-2.57155	-2.81081	-2.91353	-2.93912	-2.79603	-2.11919	-1.80983	-1.80917	 0.54063	 0.92505	 0.99716	 0.92607	 0.81218	 0.68496	 0.57912	 0.48032	 0.38114	 0.29514	 0.21646	 0.13336	 0.07553	 0.02978	 0.01428	 0.01643	 0.04383	 0.06810	 0.09959	 0.14647	 0.16207	-0.26645	  1.0530	-0.168187	 -0.0515	
      10	  12.227	0.069846	  1.0730	 -0.0508	  1.0635	-0.158990	0.049527	  1.0816	2.980E+6	   0.235	 3875.14	   82.72	  200.81	   0.000	-0.29172	-0.36350	-0.37430	-0.37513	-0.37281	-0.37043	-0.36644	-0.36253	-0.35821	-0.35775	-0.36578	-0.38582	-0.43871	-0.53549	-0.67861	-0.83890	-0.98991	-1.11280	-1.21887	-1.32039	-1.39473	-1.48027	-1.54452	-1.62666	-1.67742	-1.73027	-1.79620	-1.93202	-2.17262	-2.24996	-2.29502	-2.38160	-2.52074	-2.73807	-3.02677	-3.16703	-3.23379	-3.12572	-2.44095	-2.13755	-2.13673	 0.43032	 0.88436	 0.99872	 0.94864	 0.84430	 0.72150	 0.61528	 0.51520	 0.41440	 0.32574	 0.24390	 0.15768	 0.09595	 0.04572	 0.02557	 0.02367	 0.04670	 0.06673	 0.09406	 0.13745	 0.14364	-0.32104	  1.0639	-0.180596	 -0.0511	
      11	  13.228	0.099353	  1.0897	 -0.0528	  1.0835	-0.152630	0.061962	  1.1067	2.977E+6	   0.235	 3870.74	   82.70	  199.16	   0.000	-0.33783	-0.40164	-0.40952	-0.40785	-0.40336	-0.39936	-0.39443	-0.38923	-0.38307	-0.37974	-0.38205	-0.39023	-0.42169	-0.49102	-0.60921	-0.75719	-0.91263	-1.04655	-1.16634	-1.27921	-1.36453	-1.46081	-1.53463	-1.62704	-1.68786	-1.75070	-1.82821	-1.97464	-2.22723	-2.32064	-2.38259	-2.48933	-2.64812	-2.88982	-3.21718	-3.40561	-3.51523	-3.44462	-2.76237	-2.46874	-2.46774	 0.30930	 0.83484	 0.99567	 0.96740	 0.87433	 0.75746	 0.65211	 0.55175	 0.45023	 0.35946	 0.27556	 0.18676	 0.12167	 0.06731	 0.04275	 0.03697	 0.05529	 0.07111	 0.09430	 0.13396	 0.13029	-0.35155	  1.0844	-0.192480	 -0.0531	
      12	  14.236	0.072134	  1.0888	 -0.0518	  1.0731	-0.197822	0.072093	  1.0883	2.953E+6	   0.233	 3810.33	   82.06	  200.76	   0.000	-0.35710	-0.43530	-0.45592	-0.45876	-0.45322	-0.44781	-0.43917	-0.42880	-0.41609	-0.40678	-0.40272	-0.40165	-0.41133	-0.43423	-0.48888	-0.58970	-0.73593	-0.88963	-1.04014	-1.17918	-1.28659	-1.40268	-1.49233	-1.59987	-1.67314	-1.74948	-1.84002	-1.99793	-2.26250	-2.37178	-2.45030	-2.57577	-2.75420	-3.01775	-3.38026	-3.60891	-3.75726	-3.72237	-3.03934	-2.75349	-2.75238	 0.20344	 0.78944	 0.98913	 0.97856	 0.89418	 0.78126	 0.67600	 0.57448	 0.47135	 0.37781	 0.29105	 0.19905	 0.12990	 0.07125	 0.04281	 0.03346	 0.04796	 0.05974	 0.07935	 0.11614	 0.10645	-0.41919	  1.0736	-0.199062	 -0.0521	
      13	  15.242	0.192291	  1.1151	 -0.0625	  1.1264	-0.107624	0.096935	  1.1646	2.978E+6	   0.235	 3877.08	   82.84	  199.16	   0.000	-0.42723	-0.47262	-0.47441	-0.47089	-0.46743	-0.46403	-0.45898	-0.45377	-0.44704	-0.44099	-0.43761	-0.43510	-0.44674	-0.47401	-0.53644	-0.64033	-0.78053	-0.91842	-1.05293	-1.18154	-1.28345	-1.39738	-1.48713	-1.59732	-1.67602	-1.75733	-1.85591	-2.01945	-2.29000	-2.41342	-2.50746	-2.65087	-2.85116	-3.13303	-3.50945	-3.81001	-4.00106	-4.01203	-3.33516	-3.07476	-3.07346	 0.06637	 0.72487	 0.97487	 0.99055	 0.92141	 0.81782	 0.71654	 0.61729	 0.51600	 0.42169	 0.33594	 0.24369	 0.17319	 0.11214	 0.08038	 0.06731	 0.07727	 0.08532	 0.10109	 0.13394	 0.11162	-0.40662	  1.1297	-0.210395	 -0.0630	
      14	  14.239	0.075794	  1.1072	 -0.0541	  1.0918	-0.198855	0.074813	  1.1071	2.968E+6	   0.234	 3860.73	   82.64	  200.85	   0.000	-0.35811	-0.43612	-0.45557	-0.45962	-0.45638	-0.45272	-0.44464	-0.43433	-0.42198	-0.41277	-0.40915	-0.40990	-0.42351	-0.45634	-0.52700	-0.64210	-0.79137	-0.93991	-1.08224	-1.21447	-1.31638	-1.42827	-1.51506	-1.62019	-1.69166	-1.76682	-1.85641	-2.01431	-2.27953	-2.38861	-2.46657	-2.59254	-2.77161	-3.03491	-3.39364	-3.62813	-3.77570	-3.74121	-3.05585	-2.77113	-2.76982	 0.19799	 0.78707	 0.98880	 0.97916	 0.89530	 0.78271	 0.67758	 0.57615	 0.47309	 0.37971	 0.29299	 0.20113	 0.13215	 0.07369	 0.04528	 0.03599	 0.05045	 0.06257	 0.08235	 0.11932	 0.10998	-0.41058	  1.0924	-0.201043	 -0.0544	
      15	  13.226	0.056427	  1.1135	 -0.0557	  1.0969	-0.199826	0.064656	  1.1092	2.983E+6	   0.236	 3903.99	   83.12	  199.22	   0.000	-0.32489	-0.40757	-0.42544	-0.43025	-0.43073	-0.43103	-0.42560	-0.41581	-0.40337	-0.39535	-0.39553	-0.40549	-0.44059	-0.51206	-0.62923	-0.77761	-0.93306	-1.06794	-1.18807	-1.30099	-1.38568	-1.48178	-1.55556	-1.64783	-1.70753	-1.77097	-1.84810	-1.99567	-2.25021	-2.34303	-2.40384	-2.51086	-2.66907	-2.91005	-3.23847	-3.42423	-3.53089	-3.45532	-2.76734	-2.46931	-2.46802	 0.31394	 0.83772	 0.99611	 0.96588	 0.87110	 0.75276	 0.64641	 0.54508	 0.44269	 0.35128	 0.26662	 0.17711	 0.11161	 0.05697	 0.03268	 0.02726	 0.04630	 0.06260	 0.08652	 0.12712	 0.12672	-0.35026	  1.0971	-0.192064	 -0.0560	
      16	   9.221	0.039257	  1.0375	 -0.0509	  1.0304	-0.127500	0.023948	  1.0431	3.017E+6	   0.238	 3997.90	   84.11	  200.78	   0.000	-0.10795	-0.14897	-0.15393	-0.16347	-0.17437	-0.18897	-0.21438	-0.25961	-0.33926	-0.44689	-0.57170	-0.70362	-0.83202	-0.94812	-1.05820	-1.16219	-1.24522	-1.30959	-1.36097	-1.41987	-1.45573	-1.50413	-1.53518	-1.58264	-1.60169	-1.62242	-1.65256	-1.75226	-1.94944	-1.97784	-1.97198	-2.00491	-2.08604	-2.22858	-2.36582	-2.39342	-2.33807	-2.12789	-1.47499	-1.15846	-1.15739	 0.73995	 0.98326	 0.97273	 0.86106	 0.72981	 0.59521	 0.49171	 0.39663	 0.30270	 0.22131	 0.14957	 0.07299	 0.02367	-0.01249	-0.01737	-0.00520	 0.03281	 0.06694	 0.10840	 0.16486	 0.21137	-0.13238	  1.0302	-0.142770	 -0.0510	
      17	  16.222	0.274388	  1.0739	 -0.0687	  1.1078	-0.036536	0.118935	  1.1590	3.007E+6	   0.238	 3967.29	   83.91	  150.00	   0.000	-0.46558	-0.50348	-0.50840	-0.50784	-0.50558	-0.50219	-0.49597	-0.48783	-0.47696	-0.46698	-0.45904	-0.45091	-0.45317	-0.46727	-0.49834	-0.55099	-0.64498	-0.76163	-0.89585	-1.03420	-1.14893	-1.27643	-1.37712	-1.49753	-1.58656	-1.67893	-1.78702	-1.95571	-2.22760	-2.36324	-2.47067	-2.62755	-2.83971	-3.13542	-3.52152	-3.85839	-4.07820	-4.11778	-3.45042	-3.21527	-3.21399	-0.00741	 0.68712	 0.96406	 0.99502	 0.93525	 0.83758	 0.73896	 0.64105	 0.54051	 0.44595	 0.35953	 0.26619	 0.19378	 0.13035	 0.09566	 0.07956	 0.08592	 0.09038	 0.10246	 0.13204	 0.10091	-0.43788	  1.1138	-0.205406	 -0.0694	cpt_wake < 0; 
      18	   7.693	0.022395	  0.9658	 -0.0546	  0.9601	-0.107091	0.016068	  0.9678	3.009E+6	   0.238	 3981.08	   83.95	  199.20	   0.000	-0.02978	-0.05691	-0.07179	-0.09058	-0.11567	-0.15475	-0.21738	-0.30450	-0.41355	-0.52803	-0.64606	-0.76680	-0.88036	-0.98081	-1.07695	-1.16845	-1.23802	-1.28977	-1.32771	-1.37434	-1.39819	-1.43284	-1.45139	-1.48396	-1.48942	-1.49627	-1.50931	-1.58891	-1.75883	-1.76259	-1.73441	-1.73982	-1.78017	-1.87278	-1.94430	-1.91294	-1.79815	-1.54501	-0.93283	-0.62139	-0.62052	 0.87358	 0.99859	 0.92265	 0.78274	 0.64090	 0.50279	 0.40398	 0.31475	 0.22630	 0.14983	 0.08412	 0.01378	-0.02830	-0.05672	-0.05291	-0.03254	 0.01420	 0.05617	 0.10493	 0.16760	 0.23146	-0.03948	  0.9598	-0.113031	 -0.0548	
      19	   7.175	0.020279	  0.9380	 -0.0572	  0.9332	-0.097036	0.014801	  0.9397	3.003E+6	   0.238	 3965.97	   83.79	  200.84	   0.000	-0.00034	-0.02648	-0.04639	-0.07272	-0.10695	-0.15942	-0.23614	-0.33027	-0.43959	-0.55038	-0.66361	-0.77953	-0.88818	-0.98358	-1.07509	-1.16239	-1.22750	-1.27506	-1.30855	-1.35104	-1.37097	-1.40103	-1.41544	-1.44287	-1.44378	-1.44592	-1.45329	-1.52568	-1.68545	-1.68102	-1.64570	-1.64041	-1.66891	-1.74218	-1.79310	-1.74285	-1.60952	-1.34437	-0.74974	-0.44287	-0.44209	 0.91045	 0.99635	 0.89779	 0.74996	 0.60558	 0.46716	 0.37074	 0.28387	 0.19754	 0.12327	 0.06005	-0.00804	-0.04739	-0.07290	-0.06595	-0.04268	 0.00727	 0.05204	 0.10362	 0.16868	 0.23914	-0.00711	  0.9328	-0.102097	 -0.0573	
      20	   6.668	0.018670	  0.9068	 -0.0593	  0.9028	-0.086746	0.013486	  0.9083	3.003E+6	   0.238	 3966.69	   83.80	  199.14	   0.000	 0.02346	-0.00302	-0.02826	-0.06111	-0.10411	-0.16724	-0.25154	-0.34790	-0.45557	-0.56304	-0.67243	-0.78468	-0.88919	-0.98024	-1.06792	-1.15142	-1.21262	-1.25646	-1.28593	-1.32447	-1.34059	-1.36643	-1.37691	-1.39957	-1.39635	-1.39396	-1.39602	-1.46164	-1.61165	-1.59961	-1.55739	-1.54141	-1.56113	-1.61515	-1.64598	-1.57772	-1.42755	-1.15213	-0.57666	-0.27490	-0.27420	 0.94082	 0.98906	 0.86944	 0.71482	 0.56855	 0.42997	 0.33638	 0.25192	 0.16793	 0.09581	 0.03508	-0.03072	-0.06745	-0.09012	-0.08011	-0.05400	-0.00099	 0.04655	 0.10075	 0.16813	 0.24443	 0.01875	  0.9024	-0.091505	 -0.0595	
      21	   5.639	0.016252	  0.8270	 -0.0627	  0.8246	-0.065085	0.011894	  0.8281	3.006E+6	   0.238	 3973.54	   83.87	  200.85	   0.000	 0.06443	 0.03491	-0.00119	-0.04750	-0.10546	-0.18108	-0.27124	-0.36693	-0.46980	-0.57076	-0.67324	-0.77859	-0.87540	-0.95847	-1.03825	-1.11430	-1.16752	-1.20379	-1.22498	-1.25556	-1.26414	-1.28105	-1.28329	-1.29594	-1.28367	-1.27205	-1.26280	-1.31365	-1.44223	-1.41410	-1.35719	-1.32091	-1.32400	-1.33376	-1.32279	-1.21893	-1.03614	-0.74442	-0.21445	 0.06919	 0.07006	 0.98658	 0.95343	 0.79153	 0.62598	 0.47798	 0.34073	 0.25475	 0.17902	 0.09842	 0.03193	-0.02296	-0.08408	-0.11482	-0.13106	-0.11428	-0.08197	-0.02188	 0.03184	 0.09136	 0.16348	 0.25125	 0.06149	  0.8241	-0.069055	 -0.0629	
      22	   5.134	0.015402	  0.7850	 -0.0640	  0.7832	-0.054899	0.011043	  0.7860	3.005E+6	   0.238	 3973.40	   83.88	  199.18	   0.000	 0.07976	 0.04759	 0.00695	-0.04463	-0.10722	-0.18552	-0.27619	-0.37060	-0.47120	-0.56938	-0.66883	-0.77123	-0.86462	-0.94413	-1.02033	-1.09295	-1.14255	-1.17530	-1.19292	-1.21968	-1.22492	-1.23740	-1.23594	-1.24373	-1.22760	-1.21161	-1.19717	-1.24091	-1.35920	-1.32420	-1.26016	-1.21714	-1.20998	-1.19976	-1.17081	-1.05164	-0.85603	-0.55949	-0.05355	 0.21914	 0.21999	 0.99710	 0.92595	 0.74617	 0.57763	 0.42996	 0.29425	 0.21227	 0.14163	 0.06282	-0.00100	-0.05291	-0.11140	-0.13916	-0.15226	-0.13221	-0.09679	-0.03336	 0.02325	 0.08545	 0.15982	 0.25260	 0.07778	  0.7828	-0.058896	 -0.0641	
      23	   3.085	0.012930	  0.5860	 -0.0668	  0.5858	-0.018623	0.009430	  0.5866	3.008E+6	   0.238	 3982.43	   83.97	  199.70	   0.000	 0.12852	 0.08056	 0.02606	-0.03738	-0.10752	-0.18733	-0.27466	-0.36203	-0.45276	-0.54024	-0.62799	-0.71803	-0.79776	-0.86283	-0.92477	-0.98322	-1.01807	-1.03655	-1.03923	-1.05104	-1.04238	-1.03778	-1.02103	-1.00992	-0.97761	-0.94471	-0.90982	-0.92480	-1.00155	-0.93817	-0.85208	-0.78427	-0.71641	-0.64766	-0.55502	-0.38713	-0.15792	 0.13796	 0.52313	 0.72691	 0.72760	 0.94711	 0.72279	 0.48864	 0.32595	 0.19103	 0.06806	 0.00968	-0.03663	-0.10336	-0.15404	-0.19103	-0.23736	-0.25107	-0.24987	-0.21450	-0.16541	-0.08680	-0.01781	 0.05591	 0.14000	 0.25175	 0.12725	  0.5854	-0.021922	 -0.0669	
      24	   1.023	0.011668	  0.3681	 -0.0670	  0.3683	0.005094	0.008070	  0.3685	3.008E+6	   0.238	 3984.21	   84.01	  199.17	   0.000	 0.15694	 0.09511	 0.03643	-0.02837	-0.09745	-0.17277	-0.25383	-0.33332	-0.41453	-0.49172	-0.56836	-0.64653	-0.71345	-0.76491	-0.81341	-0.85805	-0.87914	-0.88468	-0.87378	-0.87170	-0.85077	-0.83072	-0.80021	-0.77213	-0.72644	-0.67867	-0.62625	-0.61687	-0.65456	-0.56827	-0.46941	-0.36352	-0.26597	-0.16032	-0.02860	 0.16239	 0.39128	 0.64351	 0.88119	 0.97745	 0.97789	 0.68945	 0.36989	 0.12426	 0.00155	-0.10136	-0.20057	-0.22142	-0.24283	-0.29044	-0.32383	-0.34324	-0.37495	-0.37267	-0.35532	-0.30322	-0.23923	-0.14458	-0.06301	 0.02255	 0.11530	 0.24277	 0.15658	  0.3680	0.001571	 -0.0671	
