   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      20	  -8.217	0.019970	 -0.6155	 -0.0595	 -0.6121	-0.068210	0.009860	 -0.6182	2.996E+6	   0.240	 4001.73	   84.70	  230.27	   0.000	 0.12765	 0.09318	 0.06666	 0.03008	-0.01172	-0.05395	-0.10012	-0.14299	-0.18356	-0.21881	-0.25027	-0.28013	-0.29667	-0.29915	-0.29759	-0.29151	-0.26475	-0.22775	-0.17448	-0.12801	-0.07156	-0.00608	 0.05735	 0.12796	 0.20238	 0.28410	 0.36602	 0.43668	 0.51602	 0.62053	 0.72231	 0.81074	 0.89523	 0.96897	 0.99950	 0.95373	 0.76955	 0.36659	-0.31382	-1.21202	-1.21253	-3.08545	-3.03648	-2.71803	-2.28002	-1.90429	-1.65163	-1.52031	-1.34799	-1.24435	-1.15896	-1.06670	-0.99788	-0.90180	-0.79034	-0.65045	-0.51033	-0.34410	-0.20699	-0.08988	-0.00304	 0.10130	 0.12963	 -0.6118	-0.077909	 -0.0594	
      21	 -10.271	0.027233	 -0.7583	 -0.0597	 -0.7510	-0.108423	0.015608	 -0.7621	3.002E+6	   0.241	 4021.36	   84.93	  230.86	   0.000	 0.04148	 0.05639	 0.04798	 0.02237	-0.01175	-0.04470	-0.08379	-0.12009	-0.15342	-0.18140	-0.20552	-0.22634	-0.23498	-0.23348	-0.22574	-0.20852	-0.17658	-0.13030	-0.07580	-0.02063	 0.03840	 0.11171	 0.17575	 0.25126	 0.32886	 0.41434	 0.49743	 0.56930	 0.64883	 0.74503	 0.83345	 0.90770	 0.96749	 0.99925	 0.97329	 0.82870	 0.50629	-0.09421	-1.00187	-2.16894	-2.16979	-4.17467	-3.92352	-3.31204	-2.77713	-2.30872	-1.96836	-1.76761	-1.54299	-1.39935	-1.28339	-1.16229	-1.06554	-0.94399	-0.80596	-0.64253	-0.48359	-0.30845	-0.17935	-0.09936	-0.05236	 0.01146	 0.04249	 -0.7509	-0.119745	 -0.0597	
      22	 -12.270	0.049332	 -0.8217	 -0.0534	 -0.8134	-0.126412	0.029218	 -0.8292	3.000E+6	   0.241	 4019.85	   84.94	  229.14	   0.000	-0.09818	-0.01490	 0.00033	-0.00947	-0.03098	-0.05930	-0.10963	-0.13327	-0.15536	-0.17501	-0.19057	-0.20149	-0.20127	-0.19279	-0.17712	-0.15210	-0.11282	-0.06029	-0.00059	 0.05951	 0.12230	 0.19914	 0.26625	 0.34417	 0.42210	 0.50668	 0.58837	 0.65970	 0.73673	 0.82396	 0.89934	 0.95830	 0.99471	 0.99165	 0.91390	 0.68416	 0.24910	-0.50933	-1.58777	-2.95114	-2.95247	-4.97748	-4.58936	-3.73324	-3.08668	-2.59123	-2.18182	-1.90066	-1.62304	-1.43637	-1.28634	-1.13129	-0.99419	-0.83262	-0.64935	-0.46050	-0.32361	-0.24353	-0.21533	-0.19767	-0.18081	-0.14126	-0.10480	 -0.8135	-0.146977	 -0.0533	
      23	 -12.780	0.074049	 -0.8259	 -0.0495	 -0.8219	-0.110484	0.036386	 -0.8407	3.001E+6	   0.241	 4023.94	   85.00	  280.00	   0.000	-0.11851	-0.02574	-0.00728	-0.01437	-0.03284	-0.07520	-0.10846	-0.13170	-0.15261	-0.17094	-0.18491	-0.19421	-0.19250	-0.18243	-0.16522	-0.13893	-0.09837	-0.04494	 0.01578	 0.07653	 0.13996	 0.21711	 0.28448	 0.36276	 0.44019	 0.52440	 0.60532	 0.67610	 0.75236	 0.83731	 0.90968	 0.96546	 0.99676	 0.98708	 0.89965	 0.65470	 0.20041	-0.58363	-1.68693	-3.07763	-3.07899	-5.08277	-4.67224	-3.76733	-3.11223	-2.62986	-2.21002	-1.90697	-1.61648	-1.41942	-1.26140	-1.09916	-0.95290	-0.78511	-0.60068	-0.42859	-0.31895	-0.25781	-0.23704	-0.22251	-0.20866	-0.16851	-0.14121	 -0.8222	-0.149400	 -0.0494	
      24	 -13.082	0.268558	 -0.5182	  0.0482	 -0.5655	0.144295	0.183764	 -0.5481	2.945E+6	   0.237	 3875.04	   83.50	  280.00	   0.000	-0.40113	-0.22659	-0.19105	-0.19204	-0.21190	-0.23328	-0.26469	-0.29277	-0.31909	-0.34110	-0.35928	-0.37626	-0.37897	-0.36616	-0.35096	-0.33177	-0.29170	-0.24270	-0.17807	-0.12177	-0.05720	 0.01612	 0.08390	 0.15963	 0.23774	 0.32285	 0.40596	 0.47642	 0.55452	 0.65412	 0.74899	 0.83080	 0.90662	 0.97164	 0.99839	 0.95917	 0.80573	 0.48016	-0.04848	-0.71644	-0.71598	-1.78026	-1.43867	-0.94632	-0.83716	-0.82256	-0.83003	-0.81254	-0.78766	-0.76404	-0.74302	-0.72649	-0.70992	-0.69826	-0.68713	-0.68010	-0.67708	-0.66963	-0.67517	-0.66473	-0.63581	-0.50295	-0.42665	 -0.5682	0.054590	  0.0486	Wake not in center of rake!; 
      25	 -11.273	0.034354	 -0.8008	 -0.0594	 -0.7921	-0.122853	0.020311	 -0.8058	3.002E+6	   0.241	 4029.62	   85.06	  230.84	   0.000	-0.02067	 0.02689	 0.02943	 0.01099	-0.01762	-0.04171	-0.09268	-0.12966	-0.15501	-0.17821	-0.19763	-0.21171	-0.21604	-0.21155	-0.19953	-0.17744	-0.14190	-0.09230	-0.03509	 0.02266	 0.08384	 0.15891	 0.22472	 0.30143	 0.37978	 0.46456	 0.54703	 0.61885	 0.69747	 0.78914	 0.87091	 0.93806	 0.98529	 0.99854	 0.94564	 0.75581	 0.37276	-0.31360	-1.31606	-2.59232	-2.59331	-4.62834	-4.29907	-3.56576	-2.96496	-2.47120	-2.09301	-1.85507	-1.60496	-1.44134	-1.31017	-1.17434	-1.06156	-0.92470	-0.76952	-0.59142	-0.42473	-0.26188	-0.16978	-0.12239	-0.09406	-0.05332	-0.02650	 -0.7921	-0.136823	 -0.0593	
      26	  -9.232	0.023254	 -0.6955	 -0.0595	 -0.6902	-0.088630	0.012398	 -0.6987	3.006E+6	   0.241	 4042.43	   85.19	  229.14	   0.000	 0.09257	 0.07810	 0.05952	 0.02810	-0.00980	-0.04773	-0.09016	-0.12919	-0.16561	-0.19667	-0.22392	-0.24953	-0.26139	-0.25897	-0.25285	-0.24297	-0.21219	-0.17197	-0.11731	-0.06780	-0.01062	 0.05654	 0.11809	 0.19155	 0.26850	 0.35381	 0.43673	 0.50834	 0.58829	 0.68895	 0.78428	 0.86628	 0.93853	 0.99129	 0.99339	 0.89846	 0.64392	 0.14069	-0.65709	-1.69408	-1.69434	-3.64709	-3.49285	-3.00675	-2.54302	-2.11546	-1.81802	-1.65310	-1.45462	-1.33092	-1.23024	-1.12365	-1.04140	-0.93292	-0.80914	-0.65809	-0.50896	-0.33671	-0.19885	-0.09165	-0.02283	 0.06317	 0.09353	 -0.6900	-0.099083	 -0.0594	
      27	  -7.199	0.017344	 -0.5201	 -0.0597	 -0.5182	-0.047976	0.008405	 -0.5222	3.010E+6	   0.242	 4053.90	   85.31	  230.82	   0.000	 0.15274	 0.10296	 0.06944	 0.02804	-0.01771	-0.06408	-0.11436	-0.16130	-0.20622	-0.24600	-0.28194	-0.31661	-0.33792	-0.34533	-0.34857	-0.34718	-0.32456	-0.29063	-0.24151	-0.19855	-0.14477	-0.08262	-0.02020	 0.04927	 0.12367	 0.20339	 0.28373	 0.35155	 0.42921	 0.53659	 0.64441	 0.73874	 0.83366	 0.92764	 0.98912	 0.99010	 0.87786	 0.57960	 0.02498	-0.72781	-0.72740	-2.49898	-2.55459	-2.37446	-1.99513	-1.67551	-1.47116	-1.37233	-1.22647	-1.14321	-1.07370	-0.99619	-0.94107	-0.85698	-0.75788	-0.62880	-0.49776	-0.33872	-0.20562	-0.08591	 0.01205	 0.13190	 0.15402	 -0.5180	-0.056548	 -0.0597	
      28	  -5.148	0.014104	 -0.3100	 -0.0610	 -0.3100	-0.013766	0.006858	 -0.3111	3.004E+6	   0.241	 4038.83	   85.15	  229.17	   0.000	 0.17601	 0.10930	 0.06523	 0.01578	-0.03711	-0.09138	-0.14960	-0.20466	-0.25841	-0.30715	-0.35258	-0.39716	-0.42867	-0.44624	-0.45889	-0.46806	-0.45438	-0.42839	-0.38633	-0.35131	-0.30408	-0.24900	-0.19187	-0.12978	-0.05896	 0.01731	 0.09648	 0.15535	 0.22505	 0.33480	 0.45055	 0.54714	 0.65785	 0.78349	 0.89659	 0.98202	 0.99352	 0.88352	 0.56906	 0.08878	 0.08997	-1.41738	-1.64024	-1.62608	-1.43292	-1.22762	-1.11062	-1.06964	-0.97328	-0.92843	-0.88912	-0.83959	-0.80958	-0.74848	-0.67215	-0.56381	-0.45006	-0.30694	-0.18506	-0.06906	 0.03631	 0.17340	 0.17622	 -0.3098	-0.020788	 -0.0610	
      29	  -3.088	0.012344	 -0.0909	 -0.0631	 -0.0914	0.007431	0.006267	 -0.0913	3.006E+6	   0.241	 4044.05	   85.21	  230.85	   0.000	 0.18088	 0.10830	 0.05649	 0.00050	-0.05870	-0.12047	-0.18640	-0.24952	-0.31230	-0.36962	-0.42534	-0.48031	-0.52258	-0.55082	-0.57409	-0.59421	-0.59036	-0.57360	-0.54022	-0.51431	-0.47454	-0.42875	-0.37863	-0.32485	-0.26065	-0.19042	-0.11804	-0.06995	-0.01226	 0.09312	 0.21009	 0.29752	 0.41324	 0.55618	 0.70191	 0.85219	 0.96685	 0.99815	 0.89781	 0.65427	 0.65599	-0.51983	-0.84399	-0.97160	-0.92617	-0.81115	-0.77014	-0.77649	-0.72401	-0.71315	-0.70089	-0.67660	-0.66911	-0.62880	-0.57330	-0.48458	-0.38744	-0.26047	-0.15114	-0.04374	 0.06093	 0.20271	 0.18023	 -0.0913	0.001451	 -0.0631	
      30	  -1.032	0.011770	  0.1403	 -0.0652	  0.1401	0.014295	0.006735	  0.1404	3.005E+6	   0.241	 4042.57	   85.19	  229.13	   0.000	 0.17296	 0.10282	 0.04597	-0.01549	-0.08017	-0.14921	-0.22283	-0.29429	-0.36647	-0.43367	-0.49927	-0.56620	-0.62016	-0.66055	-0.69590	-0.72806	-0.73590	-0.72981	-0.70705	-0.69196	-0.66134	-0.62762	-0.58671	-0.54469	-0.48849	-0.42879	-0.36581	-0.33373	-0.29433	-0.19796	-0.09067	-0.02430	 0.08343	 0.22701	 0.38305	 0.57276	 0.76641	 0.93040	 0.99991	 0.95869	 0.96049	 0.19938	-0.16087	-0.38100	-0.45046	-0.42218	-0.44262	-0.48906	-0.47657	-0.49620	-0.50851	-0.50788	-0.52082	-0.50057	-0.46499	-0.39546	-0.31488	-0.20477	-0.10881	-0.01220	 0.08719	 0.22405	 0.17246	  0.1400	0.009294	 -0.0653	
      31	   0.008	0.011837	  0.2525	 -0.0659	  0.2525	0.011802	0.007149	  0.2527	3.004E+6	   0.241	 4041.16	   85.18	  280.00	   0.000	 0.16591	 0.09985	 0.04180	-0.02154	-0.08845	-0.16077	-0.23805	-0.31360	-0.39057	-0.46274	-0.53371	-0.60633	-0.66620	-0.71296	-0.75461	-0.79304	-0.80700	-0.80653	-0.78964	-0.78059	-0.75495	-0.72790	-0.69230	-0.65704	-0.60628	-0.55242	-0.49575	-0.47283	-0.44474	-0.35385	-0.25488	-0.20437	-0.10450	 0.03262	 0.18429	 0.38237	 0.60115	 0.81616	 0.97140	 0.99830	 1.00000	 0.46739	 0.11464	-0.13006	-0.23855	-0.24952	-0.29453	-0.35673	-0.36172	-0.39429	-0.41729	-0.42705	-0.44912	-0.43786	-0.41134	-0.35081	-0.27811	-0.17614	-0.08665	 0.00441	 0.10038	 0.23274	 0.16486	  0.2523	0.007153	 -0.0659	
      32	   2.056	0.012731	  0.4740	 -0.0662	  0.4741	-0.004278	0.008378	  0.4745	3.002E+6	   0.241	 4036.65	   85.14	  230.85	   0.000	 0.14031	 0.08723	 0.03111	-0.03255	-0.10186	-0.17939	-0.26340	-0.34688	-0.43341	-0.51558	-0.59763	-0.68175	-0.75434	-0.81434	-0.86923	-0.92111	-0.94840	-0.96051	-0.95638	-0.96039	-0.94648	-0.93414	-0.91074	-0.89118	-0.85285	-0.81299	-0.77184	-0.77114	-0.76828	-0.69548	-0.61024	-0.60908	-0.53370	-0.42310	-0.29933	-0.10706	 0.13422	 0.41845	 0.73449	 0.88977	 0.89150	 0.84091	 0.55346	 0.29713	 0.13537	 0.06180	-0.02191	-0.10913	-0.14477	-0.19964	-0.24176	-0.27053	-0.30874	-0.31445	-0.30509	-0.26191	-0.20448	-0.11852	-0.04231	 0.03687	 0.12505	 0.24434	 0.13935	  0.4738	-0.008510	 -0.0663	
      33	   3.605	0.014065	  0.6287	 -0.0650	  0.6284	-0.025500	0.009661	  0.6295	2.999E+6	   0.241	 4029.71	   85.07	  229.19	   0.000	 0.10993	 0.06955	 0.02057	-0.03823	-0.10532	-0.18426	-0.27203	-0.36100	-0.45469	-0.54470	-0.63519	-0.72808	-0.81062	-0.88103	-0.94616	-1.00845	-1.04638	-1.06856	-1.07490	-1.08957	-1.08530	-1.08497	-1.07204	-1.06554	-1.03796	-1.01010	-0.98301	-1.00097	-1.02033	-0.96551	-0.89023	-0.93407	-0.88790	-0.80898	-0.72018	-0.55136	-0.31781	-0.01183	 0.40768	 0.63363	 0.63508	 0.97455	 0.77698	 0.54332	 0.36414	 0.26140	 0.15507	 0.05453	 0.00087	-0.06697	-0.12109	-0.16198	-0.21062	-0.22766	-0.22976	-0.19871	-0.15182	-0.07740	-0.01073	 0.05972	 0.14124	 0.24806	 0.10794	  0.6279	-0.029683	 -0.0651	
      34	   6.668	0.020769	  0.8799	 -0.0559	  0.8763	-0.081543	0.013291	  0.8820	2.993E+6	   0.240	 4015.12	   84.93	  230.85	   0.000	-0.00367	-0.02940	-0.04827	-0.07272	-0.10488	-0.15467	-0.22810	-0.31926	-0.42640	-0.53472	-0.64538	-0.75862	-0.86385	-0.95786	-1.04569	-1.13022	-1.19146	-1.23578	-1.26585	-1.30385	-1.32115	-1.34722	-1.35758	-1.38037	-1.37751	-1.37659	-1.38185	-1.43965	-1.50713	-1.49768	-1.46974	-1.57943	-1.60681	-1.62603	-1.64315	-1.55846	-1.39551	-1.11166	-0.53747	-0.22634	-0.22597	 0.95096	 0.98662	 0.85501	 0.69089	 0.56430	 0.43525	 0.32068	 0.24198	 0.15567	 0.08321	 0.02278	-0.04240	-0.07882	-0.10114	-0.09154	-0.06419	-0.01118	 0.03714	 0.09084	 0.15810	 0.23225	-0.01084	  0.8759	-0.088679	 -0.0561	
      35	   7.698	0.027349	  0.9295	 -0.0513	  0.9247	-0.097397	0.016794	  0.9328	2.990E+6	   0.240	 4007.46	   84.85	  229.22	   0.000	-0.05898	-0.08828	-0.09927	-0.11322	-0.13007	-0.15681	-0.20106	-0.27173	-0.37202	-0.48424	-0.60316	-0.72549	-0.84091	-0.94536	-1.04235	-1.13525	-1.20531	-1.25803	-1.29678	-1.34280	-1.36798	-1.40272	-1.42115	-1.45354	-1.45922	-1.46745	-1.48345	-1.55334	-1.63552	-1.64129	-1.63060	-1.76532	-1.80804	-1.84961	-1.91864	-1.86792	-1.73706	-1.47386	-0.86702	-0.54400	-0.54374	 0.89293	 1.00000	 0.90902	 0.75879	 0.63244	 0.50236	 0.38487	 0.30089	 0.21110	 0.13424	 0.06892	-0.00082	-0.04248	-0.07052	-0.06699	-0.04528	 0.00164	 0.04443	 0.09277	 0.15559	 0.21725	-0.07734	  0.9244	-0.107719	 -0.0515	
      36	   4.611	0.015506	  0.7236	 -0.0631	  0.7225	-0.042715	0.010361	  0.7247	2.996E+6	   0.241	 4025.30	   85.04	  230.61	   0.000	 0.08186	 0.04925	 0.00881	-0.04226	-0.10377	-0.18062	-0.26932	-0.36157	-0.46014	-0.55565	-0.65191	-0.75098	-0.84048	-0.91817	-0.99031	-1.05971	-1.10502	-1.13406	-1.14792	-1.16998	-1.17265	-1.18084	-1.17536	-1.17812	-1.15838	-1.13909	-1.12216	-1.15317	-1.18820	-1.14796	-1.08571	-1.14729	-1.13354	-1.08014	-1.02180	-0.87617	-0.65869	-0.35136	 0.12796	 0.39026	 0.39151	 1.00000	 0.87942	 0.67267	 0.49204	 0.37674	 0.25969	 0.15293	 0.08918	 0.01396	-0.04675	-0.09479	-0.14947	-0.17346	-0.18271	-0.15914	-0.11907	-0.05206	 0.00854	 0.07324	 0.15016	 0.24728	 0.07882	  0.7220	-0.047566	 -0.0632	
      37	   5.645	0.017612	  0.8107	 -0.0601	  0.8085	-0.062215	0.011448	  0.8123	2.994E+6	   0.240	 4019.03	   84.98	  229.15	   0.000	 0.04372	 0.01659	-0.01303	-0.05144	-0.10095	-0.16969	-0.25577	-0.35008	-0.45369	-0.55532	-0.65820	-0.76408	-0.86092	-0.94655	-1.02622	-1.10312	-1.15627	-1.19288	-1.21466	-1.24464	-1.25456	-1.27177	-1.27418	-1.28701	-1.27569	-1.26562	-1.25964	-1.30444	-1.35593	-1.33113	-1.28566	-1.36963	-1.38263	-1.36165	-1.33984	-1.22303	-1.03029	-0.73094	-0.19890	 0.09190	 0.09294	 0.99011	 0.94927	 0.77806	 0.60290	 0.47980	 0.35487	 0.24370	 0.17152	 0.09009	 0.02312	-0.03147	-0.09192	-0.12243	-0.13862	-0.12225	-0.08881	-0.02906	 0.02538	 0.08425	 0.15626	 0.24236	 0.03975	  0.8080	-0.068033	 -0.0603	
