   Runnr	   Alpha	      Cd	      Cl	      Cm	      Cn	      Ct	Cd-press	Cl-press	      Re	       M	       Q	       V	  Z_w.r.	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	 Cn-corr	 Ct-corr	 Cm-corr
      10	   5.156	0.007547	  0.8926	 -0.0795	  0.8896	-0.072691	0.009162	  0.8921	2.993E+6	   0.229	 3703.56	   79.80	   49.18	   0.000	 0.17190	 0.09211	 0.01822	-0.06262	-0.14880	-0.24106	-0.34084	-0.43909	-0.54182	-0.63997	-0.73872	-0.84545	-0.93679	-1.00572	-1.06393	-1.18877	-1.24739	-1.27325	-1.29646	-1.31840	-1.33004	-1.33581	-1.35173	-1.36808	-1.35438	-1.32944	-1.32968	-1.37575	-1.43712	-1.41815	-1.36951	-1.34056	-1.33391	-1.33475	-1.32120	-1.21702	-1.03452	-0.74276	-0.21577	 0.06970	 0.08511	 0.98514	 0.95939	 0.80244	 0.63817	 0.49127	 0.36388	 0.25465	 0.17892	 0.10049	 0.03184	-0.02199	-0.07185	-0.10661	-0.12106	-0.10310	-0.07039	-0.02480	 0.06859	 0.12139	 0.19941	 0.30556	 0.17420	  0.8892	-0.070494	 -0.0797	
      11	   6.176	0.009105	  0.9882	 -0.0777	  0.9835	-0.097265	0.010584	  0.9877	2.999E+6	   0.229	 3722.93	   80.03	   50.74	   0.000	 0.14067	 0.08318	 0.01658	-0.06059	-0.14556	-0.23981	-0.34238	-0.44468	-0.55227	-0.65606	-0.76118	-0.87337	-0.97316	-1.05627	-1.13711	-1.22089	-1.26900	-1.29826	-1.35931	-1.40624	-1.42390	-1.43729	-1.46145	-1.48781	-1.48280	-1.46764	-1.48164	-1.54311	-1.62265	-1.62188	-1.59018	-1.58272	-1.60336	-1.64003	-1.66867	-1.60239	-1.45395	-1.18012	-0.60439	-0.29801	-0.28581	 0.93285	 0.99407	 0.88318	 0.73165	 0.58748	 0.45755	 0.34372	 0.26085	 0.17708	 0.10226	 0.04242	-0.01298	-0.05350	-0.07436	-0.06323	-0.03633	 0.00636	 0.08892	 0.13658	 0.20910	 0.30399	 0.15193	  0.9831	-0.095083	 -0.0779	
      12	   7.198	0.011931	  1.0641	 -0.0730	  1.0572	-0.121486	0.012726	  1.0638	2.993E+6	   0.229	 3709.99	   79.90	   49.18	   0.000	 0.10300	 0.06264	 0.00942	-0.05723	-0.13559	-0.22815	-0.33096	-0.43601	-0.54824	-0.65727	-0.76804	-0.88479	-0.99197	-1.08520	-1.17612	-1.26626	-1.32962	-1.37806	-1.40676	-1.45167	-1.46628	-1.49880	-1.49535	-1.54989	-1.59041	-1.59525	-1.62652	-1.70027	-1.79551	-1.81302	-1.79937	-1.81479	-1.86380	-1.93774	-2.01071	-1.98653	-1.87800	-1.62985	-1.01353	-0.69534	-0.68519	 0.85074	 0.99999	 0.93922	 0.80576	 0.66776	 0.53763	 0.42115	 0.33280	 0.24456	 0.16485	 0.09971	 0.03866	-0.00666	-0.03367	-0.02901	-0.00780	 0.03078	 0.09039	 0.14764	 0.21442	 0.29736	 0.09937	  1.0569	-0.119910	 -0.0732	
      13	   8.224	0.014135	  1.1459	 -0.0692	  1.1361	-0.149919	0.014477	  1.1457	2.999E+6	   0.229	 3728.74	   80.12	   50.78	   0.000	 0.06504	 0.03417	-0.00576	-0.05864	-0.12611	-0.21310	-0.31517	-0.42312	-0.54033	-0.65526	-0.77230	-0.89528	-1.00971	-1.11120	-1.21030	-1.30768	-1.37980	-1.43621	-1.47463	-1.52801	-1.55333	-1.59764	-1.61451	-1.65372	-1.65502	-1.65895	-1.75393	-1.87138	-1.98401	-2.01988	-2.02501	-2.06525	-2.14608	-2.26157	-2.38475	-2.40993	-2.35016	-2.13721	-1.48416	-1.15912	-1.15378	 0.73154	 0.98216	 0.97783	 0.86937	 0.74111	 0.61335	 0.49579	 0.40316	 0.31131	 0.22744	 0.15750	 0.09158	 0.04090	 0.00842	 0.00672	 0.02181	 0.05540	 0.09591	 0.16126	 0.22154	 0.29222	 0.05726	  1.1359	-0.148717	 -0.0694	
      14	   9.251	0.017227	  1.2109	 -0.0642	  1.1979	-0.177649	0.016781	  1.2110	2.992E+6	   0.229	 3715.47	   80.00	   49.17	   0.000	 0.00977	-0.01825	-0.04239	-0.07443	-0.11881	-0.18633	-0.27821	-0.38561	-0.50813	-0.63023	-0.75505	-0.88517	-1.00800	-1.11842	-1.22550	-1.33074	-1.41165	-1.47615	-1.52397	-1.58604	-1.62084	-1.67473	-1.70392	-1.75719	-1.77595	-1.80771	-1.83151	-1.95115	-2.14978	-2.20161	-2.22820	-2.30447	-2.41126	-2.56556	-2.73760	-2.81350	-2.80584	-2.63320	-1.95206	-1.62603	-1.62532	 0.59274	 0.94312	 0.99649	 0.91598	 0.79954	 0.67572	 0.55858	 0.46297	 0.36854	 0.28116	 0.20702	 0.13675	 0.08163	 0.04378	 0.03616	 0.04573	 0.07329	 0.11081	 0.16931	 0.22375	 0.28024	-0.00236	  1.1978	-0.177231	 -0.0644	
      15	  10.263	0.019178	  1.2293	 -0.0611	  1.2131	-0.200163	0.024161	  1.2271	2.999E+6	   0.230	 3735.47	   80.23	   50.80	   0.000	-0.08331	-0.14631	-0.17240	-0.19797	-0.22040	-0.24052	-0.25935	-0.29434	-0.37043	-0.48568	-0.62414	-0.77220	-0.91627	-1.04706	-1.17057	-1.28841	-1.38264	-1.45859	-1.51873	-1.59050	-1.63568	-1.69965	-1.73978	-1.80581	-1.83625	-1.87770	-1.92259	-2.05925	-2.21529	-2.24539	-2.32198	-2.45568	-2.60568	-2.78195	-2.98939	-3.10608	-3.14126	-3.00347	-2.30688	-1.98402	-1.98434	 0.47582	 0.90203	 0.99999	 0.94299	 0.83651	 0.71655	 0.60020	 0.50270	 0.40623	 0.31596	 0.23847	 0.16427	 0.10501	 0.06208	 0.04920	 0.05407	 0.07642	 0.11101	 0.15385	 0.21328	 0.25210	-0.13578	  1.2131	-0.194455	 -0.0613	
      16	  11.253	0.042676	  1.2098	 -0.0610	  1.1949	-0.194239	0.034868	  1.2131	2.992E+6	   0.229	 3719.54	   80.07	   49.16	   0.000	-0.19487	-0.26699	-0.28679	-0.30317	-0.31649	-0.32733	-0.33376	-0.34061	-0.35387	-0.38104	-0.43433	-0.53201	-0.68691	-0.85572	-1.01467	-1.15676	-1.27396	-1.36824	-1.44579	-1.53124	-1.58907	-1.66444	-1.71603	-1.79325	-1.83453	-1.88577	-1.94253	-2.09014	-2.26375	-2.32263	-2.32979	-2.48522	-2.73109	-2.92749	-3.15771	-3.30806	-3.38157	-3.27648	-2.57730	-2.26083	-2.26151	 0.37601	 0.86235	 0.99979	 0.96045	 0.86318	 0.74720	 0.63214	 0.53355	 0.43570	 0.34319	 0.26266	 0.18514	 0.12212	 0.07463	 0.05680	 0.05691	 0.07440	 0.10578	 0.13523	 0.19987	 0.21681	-0.22558	  1.1951	-0.202143	 -0.0612	
      17	  12.249	0.052033	  1.1869	 -0.0572	  1.1709	-0.200965	0.042406	  1.1910	2.995E+6	   0.230	 3734.18	   80.26	   50.78	   0.000	-0.28447	-0.35296	-0.36384	-0.36767	-0.36928	-0.36930	-0.36465	-0.35962	-0.35594	-0.35842	-0.37223	-0.40502	-0.48302	-0.62883	-0.81606	-0.99161	-1.13996	-1.25835	-1.35784	-1.45982	-1.53269	-1.62158	-1.68588	-1.77547	-1.82840	-1.89005	-1.95935	-2.11790	-2.30602	-2.38679	-2.41639	-2.50731	-2.83170	-3.07676	-3.33285	-3.51634	-3.62858	-3.55722	-2.85764	-2.54947	-2.56009	 0.26860	 0.81691	 0.99496	 0.97473	 0.88733	 0.77566	 0.66209	 0.56267	 0.46339	 0.36869	 0.28534	 0.20437	 0.13759	 0.08562	 0.06271	 0.05832	 0.07128	 0.09852	 0.12532	 0.17890	 0.18157	-0.29196	  1.1713	-0.211245	 -0.0574	
      18	  13.249	0.084396	  1.1882	 -0.0576	  1.1759	-0.190178	0.055071	  1.2021	3.003E+6	   0.230	 3758.60	   80.55	   49.19	   0.000	-0.34296	-0.40500	-0.41090	-0.40906	-0.40502	-0.40023	-0.39286	-0.38560	-0.37807	-0.37254	-0.37264	-0.38108	-0.42297	-0.52700	-0.69828	-0.88455	-1.05087	-1.18449	-1.29820	-1.41134	-1.49465	-1.59374	-1.66762	-1.76720	-1.82992	-1.90067	-1.98080	-2.14942	-2.35098	-2.44876	-2.50221	-2.59749	-2.88942	-3.23252	-3.51834	-3.73548	-3.88882	-3.85782	-3.15680	-2.85938	-2.85371	 0.14645	 0.76187	 0.98476	 0.98624	 0.91050	 0.80471	 0.69379	 0.59427	 0.49440	 0.39827	 0.31264	 0.22902	 0.15912	 0.10322	 0.07601	 0.06768	 0.07644	 0.09990	 0.12443	 0.15903	 0.16410	-0.33103	  1.1768	-0.221401	 -0.0579	
      19	  14.265	0.108786	  1.1953	 -0.0562	  1.1852	-0.189084	0.065610	  1.2168	3.007E+6	   0.231	 3775.12	   80.78	   50.86	   0.000	-0.37396	-0.43218	-0.43334	-0.42684	-0.41886	-0.41144	-0.40325	-0.39581	-0.38857	-0.38253	-0.37995	-0.38080	-0.40061	-0.46413	-0.60480	-0.79085	-0.97345	-1.12266	-1.25111	-1.37561	-1.46925	-1.57817	-1.66130	-1.77052	-1.84230	-1.92231	-2.01306	-2.19233	-2.40727	-2.52108	-2.59469	-2.72477	-2.93673	-3.38905	-3.72647	-3.97615	-4.17274	-4.18351	-3.47473	-3.19703	-3.18625	 0.00987	 0.69804	 0.96911	 0.99449	 0.93152	 0.83218	 0.72440	 0.62514	 0.52504	 0.42764	 0.33996	 0.25393	 0.18125	 0.12172	 0.09065	 0.07872	 0.08354	 0.10342	 0.12509	 0.15276	 0.15287	-0.35497	  1.1866	-0.235390	 -0.0565	
      20	  15.254	0.125634	  1.1840	 -0.0547	  1.1753	-0.190298	0.075747	  1.2097	3.007E+6	   0.231	 3783.71	   80.91	   49.14	   0.000	-0.40395	-0.45282	-0.45218	-0.44418	-0.43455	-0.42614	-0.41722	-0.40909	-0.40104	-0.39388	-0.38946	-0.38618	-0.39208	-0.41475	-0.48797	-0.63691	-0.83051	-1.00327	-1.15452	-1.29591	-1.40410	-1.52633	-1.62105	-1.74169	-1.82364	-1.91377	-2.01537	-2.20448	-2.43182	-2.56020	-2.65060	-2.80488	-3.00848	-3.48037	-3.88728	-4.16189	-4.39649	-4.43879	-3.73616	-3.48527	-3.47833	-0.11191	 0.63874	 0.95202	 0.99884	 0.94739	 0.85404	 0.74928	 0.65050	 0.55023	 0.45171	 0.36213	 0.27379	 0.19834	 0.13533	 0.10069	 0.08547	 0.08635	 0.10254	 0.12088	 0.14647	 0.13952	-0.37395	  1.1771	-0.244414	 -0.0550	
      21	   0.001	0.006041	  0.3032	 -0.0747	  0.3032	0.006035	0.005859	  0.3033	3.000E+6	   0.231	 3766.24	   80.66	   50.86	   0.000	 0.19675	 0.10034	 0.03671	-0.03153	-0.10392	-0.17669	-0.25699	-0.33242	-0.40972	-0.47952	-0.54340	-0.62659	-0.71989	-0.76173	-0.80370	-0.83515	-0.85284	-0.84891	-0.83831	-0.82627	-0.80448	-0.77109	-0.74720	-0.71685	-0.66639	-0.60308	-0.55046	-0.52827	-0.50576	-0.41790	-0.31090	-0.20384	-0.10317	 0.01666	 0.16040	 0.35161	 0.56757	 0.78712	 0.95679	 0.99810	 1.00000	 0.53564	 0.20085	-0.03482	-0.13544	-0.22366	-0.28922	-0.33890	-0.35171	-0.38337	-0.40864	-0.41996	-0.43045	-0.42885	-0.40458	-0.35119	-0.27265	-0.14385	-0.06747	 0.02031	 0.12488	 0.27439	 0.19592	  0.3030	0.005898	 -0.0748	
      22	  -1.027	0.006017	  0.1792	 -0.0732	  0.1791	0.009227	0.005525	  0.1792	2.995E+6	   0.230	 3753.06	   80.52	   49.18	   0.000	 0.19876	 0.10353	 0.04320	-0.02174	-0.09074	-0.15941	-0.23541	-0.30617	-0.37796	-0.44116	-0.49767	-0.60923	-0.65769	-0.69809	-0.73525	-0.76077	-0.77220	-0.76245	-0.74550	-0.72719	-0.69968	-0.65986	-0.62948	-0.59115	-0.53518	-0.46626	-0.40638	-0.37370	-0.33785	-0.24169	-0.12883	-0.01395	 0.09557	 0.22482	 0.37471	 0.55917	 0.75081	 0.91869	 0.99856	 0.96989	 0.96710	 0.26493	-0.07936	-0.29206	-0.35110	-0.41061	-0.45295	-0.48270	-0.47726	-0.49521	-0.50874	-0.50885	-0.50942	-0.49892	-0.46641	-0.40950	-0.28416	-0.17996	-0.09461	 0.00054	 0.10979	 0.26701	 0.19789	  0.1789	0.008757	 -0.0733	
      23	  -2.058	0.006100	  0.0539	 -0.0712	  0.0536	0.008031	0.005259	  0.0539	2.998E+6	   0.230	 3758.96	   80.58	   50.85	   0.000	 0.20097	 0.10748	 0.05056	-0.01102	-0.07667	-0.14120	-0.21295	-0.27899	-0.34548	-0.40133	-0.46407	-0.56189	-0.59893	-0.63587	-0.66753	-0.68727	-0.69250	-0.67737	-0.65439	-0.63018	-0.59742	-0.55177	-0.51533	-0.46992	-0.40972	-0.33551	-0.26984	-0.22789	-0.18007	-0.07791	 0.03943	 0.15845	 0.27421	 0.40780	 0.55656	 0.72593	 0.88299	 0.98625	 0.98361	 0.86180	 0.85393	-0.06675	-0.40231	-0.57744	-0.58517	-0.61008	-0.62568	-0.63287	-0.60757	-0.61044	-0.61103	-0.59950	-0.58948	-0.57044	-0.53148	-0.43422	-0.33580	-0.21536	-0.12119	-0.01898	 0.09494	 0.25914	 0.19978	  0.0536	0.007227	 -0.0713	
      24	  -3.091	0.006502	 -0.0669	 -0.0692	 -0.0671	0.002886	0.005177	 -0.0670	2.995E+6	   0.230	 3752.99	   80.52	   49.18	   0.000	 0.20196	 0.11132	 0.05798	-0.00027	-0.06249	-0.12300	-0.19053	-0.25191	-0.31303	-0.36173	-0.44921	-0.50722	-0.54363	-0.57606	-0.60241	-0.61629	-0.61588	-0.59564	-0.56742	-0.53799	-0.50062	-0.44964	-0.40802	-0.35641	-0.29222	-0.21422	-0.14333	-0.09368	-0.03636	 0.07023	 0.18939	 0.31060	 0.42805	 0.56111	 0.70251	 0.84966	 0.96347	 0.99799	 0.90709	 0.67949	 0.66626	-0.44859	-0.75688	-0.88116	-0.83007	-0.81523	-0.80149	-0.78423	-0.73815	-0.72499	-0.71237	-0.68947	-0.66946	-0.63909	-0.55728	-0.47607	-0.38379	-0.25112	-0.14682	-0.03745	 0.07967	 0.24792	 0.20107	 -0.0671	0.001647	 -0.0692	
      25	  -4.117	0.007688	 -0.1886	 -0.0663	 -0.1886	-0.005869	0.005605	 -0.1888	2.999E+6	   0.230	 3764.37	   80.65	   50.80	   0.000	 0.20069	 0.11450	 0.06525	 0.01067	-0.04806	-0.10437	-0.16752	-0.22406	-0.27916	-0.32744	-0.42010	-0.45479	-0.48876	-0.51601	-0.53668	-0.54507	-0.53913	-0.51404	-0.48067	-0.44642	-0.40441	-0.34870	-0.30237	-0.24507	-0.17733	-0.09672	-0.02100	 0.03543	 0.09987	 0.21004	 0.32883	 0.44962	 0.56580	 0.69324	 0.82049	 0.93694	 0.99749	 0.96352	 0.76333	 0.41713	 0.39655	-0.89674	-1.15873	-1.21643	-1.09687	-1.03505	-0.98810	-0.94380	-0.87641	-0.84387	-0.78005	-0.74346	-0.74299	-0.69136	-0.62865	-0.52946	-0.42558	-0.28519	-0.17074	-0.05470	 0.06284	 0.23020	 0.20033	 -0.1885	-0.007789	 -0.0663	
