   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16
      10	   9.011	  1.2321	-0.176824	 -0.0717	0.018323	  1.2445	  1.2447	0.017531	  179.20	   0.000	1.978E+6	   0.149	 1577.29	   51.80	   668.4	 1013.08	   27.07	-0.01763	-0.05202	-0.07732	-0.10858	-0.15289	-0.22318	-0.31911	-0.43068	-0.55750	-0.68252	-0.80884	-0.93572	-1.05976	-1.17104	-1.27839	-1.38101	-1.46279	-1.52492	-1.57046	-1.63188	-1.66964	-1.71577	-1.74591	-1.79378	-1.80294	-1.80874	-1.92928	-2.07410	-2.18802	-2.23820	-2.26600	-2.33486	-2.44551	-2.59769	-2.76650	-2.84301	-2.84031	-2.66507	-2.00775	-1.67902	-1.67599	 0.57937	 0.94229	 0.99719	 0.91214	 0.79650	 0.66675	 0.54927	 0.45241	 0.35819	 0.26921	 0.19516	 0.12531	 0.07098	 0.03356	 0.02776	 0.03643	 0.06601	 0.10560	 0.14455	 0.22213	 0.27103	-0.02459	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99528	 0.99301	 0.98725	 0.97714	 0.96753	 0.94983	 0.92904	 0.90370	 0.87259	 0.84071	 0.81138	 0.78109	 0.75731	 0.73851	 0.72723	 0.72422	 0.73169	 0.74219	 0.76028	 0.78189	 0.80987	 0.83646	 0.86451	 0.88681	 0.91283	 0.93586	 0.95355	 0.96771	 0.97958	 0.98686	 0.99249	 0.99590	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.06120	 0.06032	 0.05324	 0.01094	 0.04142	 0.03717	 0.02534	 0.00979	 0.00671	 0.01557	 0.01333	 0.00758	 0.00235	-0.01146	-0.02396	-0.03876	
      11	  10.001	  1.2649	-0.187286	 -0.0668	0.035229	  1.2782	  1.2804	0.023092	  180.81	   0.000	1.979E+6	   0.149	 1578.56	   51.82	   669.0	 1013.11	   27.03	-0.09193	-0.13702	-0.14994	-0.16501	-0.18320	-0.21557	-0.27379	-0.36526	-0.48977	-0.62161	-0.75759	-0.89315	-1.02680	-1.14765	-1.26388	-1.37488	-1.46545	-1.53542	-1.59085	-1.66047	-1.70738	-1.76301	-1.80459	-1.86593	-1.89319	-1.92810	-1.95788	-2.09188	-2.31619	-2.38252	-2.43176	-2.51912	-2.65482	-2.83797	-3.04600	-3.16677	-3.21098	-3.07515	-2.40549	-2.08252	-2.08091	 0.44447	 0.89548	 1.00000	 0.94219	 0.83770	 0.71194	 0.59533	 0.49624	 0.39974	 0.30780	 0.22995	 0.15569	 0.09784	 0.05533	 0.04447	 0.04824	 0.07262	 0.10896	 0.14143	 0.21447	 0.24931	-0.11033	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99406	 0.98588	 0.97056	 0.95908	 0.94886	 0.93454	 0.91601	 0.90060	 0.87888	 0.85737	 0.83459	 0.81050	 0.78819	 0.76858	 0.74792	 0.73094	 0.71575	 0.70320	 0.69499	 0.69015	 0.68915	 0.68998	 0.69373	 0.69979	 0.70826	 0.71939	 0.72961	 0.74412	 0.76032	 0.77636	 0.79362	 0.81199	 0.82760	 0.84530	 0.86134	 0.89675	 0.92374	 0.94502	 0.96297	 0.97730	 0.98646	 0.99330	 0.99626	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.06044	 0.05970	 0.05279	 0.01011	 0.04075	 0.03313	 0.00892	 0.00104	 0.00069	 0.01212	 0.01083	 0.00479	-0.00086	-0.01550	-0.02864	-0.04400	
      12	  11.002	  1.2860	-0.186210	 -0.0685	0.062636	  1.2979	  1.3031	0.036139	  179.22	   0.000	1.973E+6	   0.149	 1567.85	   51.64	   664.5	 1013.09	   27.03	-0.17040	-0.25084	-0.26353	-0.27833	-0.29385	-0.30999	-0.33061	-0.36370	-0.42702	-0.52136	-0.64565	-0.78624	-0.93576	-1.07433	-1.20532	-1.32779	-1.43064	-1.51142	-1.57838	-1.65723	-1.71380	-1.77939	-1.83127	-1.90378	-1.94317	-1.98906	-2.04504	-2.18632	-2.35242	-2.41543	-2.52283	-2.68796	-2.83359	-3.03639	-3.27603	-3.43758	-3.52496	-3.42696	-2.75254	-2.43715	-2.42213	 0.31751	 0.84552	 1.00000	 0.96232	 0.86844	 0.74683	 0.63110	 0.53033	 0.43181	 0.33710	 0.25609	 0.17796	 0.11623	 0.06906	 0.05327	 0.05177	 0.07217	 0.10488	 0.13647	 0.19036	 0.22396	-0.22690	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99557	 0.99076	 0.98083	 0.96584	 0.94480	 0.93090	 0.91932	 0.90401	 0.88553	 0.87111	 0.85183	 0.83376	 0.81543	 0.79604	 0.77901	 0.76471	 0.74834	 0.73468	 0.72120	 0.70911	 0.69937	 0.69033	 0.68534	 0.67933	 0.67481	 0.66811	 0.66717	 0.66554	 0.66385	 0.66344	 0.66377	 0.66558	 0.66736	 0.67087	 0.67372	 0.68008	 0.68438	 0.69959	 0.71907	 0.73753	 0.75880	 0.78128	 0.80427	 0.83121	 0.85352	 0.89638	 0.93499	 0.96220	 0.98034	 0.99104	 1.00000	 1.00000	 1.00000	 1.00000	 0.05561	 0.05554	 0.04942	 0.00640	 0.03681	 0.01945	-0.00963	-0.02054	-0.02396	-0.01725	-0.01452	-0.01440	-0.01429	-0.02327	-0.03570	-0.05171	
      13	  11.999	  1.2658	-0.193577	 -0.0673	0.073800	  1.2784	  1.2844	0.045465	  180.82	   0.000	1.970E+6	   0.148	 1563.58	   51.57	   662.7	 1013.07	   27.03	-0.28179	-0.37310	-0.38541	-0.39190	-0.39602	-0.39970	-0.40024	-0.40169	-0.41130	-0.43417	-0.48124	-0.55895	-0.68747	-0.85422	-1.02627	-1.18033	-1.31258	-1.41625	-1.50409	-1.59917	-1.67002	-1.74936	-1.81361	-1.89917	-1.95016	-2.00722	-2.07620	-2.23069	-2.42051	-2.48755	-2.51919	-2.74491	-2.99677	-3.20093	-3.46286	-3.66175	-3.79117	-3.73030	-3.05735	-2.75271	-2.74041	 0.19695	 0.79409	 0.99414	 0.97626	 0.89263	 0.77551	 0.66108	 0.55896	 0.45904	 0.36181	 0.27749	 0.19589	 0.13017	 0.07847	 0.05770	 0.05169	 0.06701	 0.09516	 0.12389	 0.15725	 0.18493	-0.31281	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99501	 0.99231	 0.98375	 0.97216	 0.95351	 0.92885	 0.89730	 0.87967	 0.86429	 0.84615	 0.82592	 0.80973	 0.78856	 0.77049	 0.75286	 0.73393	 0.71833	 0.70693	 0.69079	 0.67947	 0.66869	 0.65922	 0.65145	 0.64393	 0.64077	 0.63626	 0.63389	 0.62862	 0.63017	 0.63082	 0.63038	 0.63321	 0.63590	 0.64015	 0.64439	 0.65078	 0.65526	 0.66398	 0.66892	 0.68512	 0.70634	 0.72520	 0.74775	 0.77112	 0.79393	 0.82130	 0.84235	 0.88445	 0.92277	 0.95068	 0.97169	 0.98611	 0.99678	 1.00000	 1.00000	 1.00000	 0.04892	 0.04981	 0.04477	 0.00232	 0.02988	 0.00694	-0.02818	-0.05273	-0.06437	-0.06367	-0.05932	-0.05343	-0.04197	-0.02918	-0.03734	-0.05531	
      14	  13.014	  1.2669	-0.191042	 -0.0688	0.099168	  1.2774	  1.2870	0.057742	  179.22	   0.000	1.970E+6	   0.149	 1564.55	   51.59	   663.1	 1013.11	   27.04	-0.37107	-0.45877	-0.46810	-0.46690	-0.46241	-0.45795	-0.45186	-0.44594	-0.44219	-0.43917	-0.44253	-0.46067	-0.53336	-0.68281	-0.87437	-1.05389	-1.21221	-1.33606	-1.44321	-1.55237	-1.63625	-1.72863	-1.80408	-1.90145	-1.96325	-2.03145	-2.11236	-2.27888	-2.48491	-2.57851	-2.61865	-2.73515	-3.16748	-3.39120	-3.66574	-3.90319	-4.07716	-4.05746	-3.38617	-3.09454	-3.07380	 0.06179	 0.73364	 0.98283	 0.98734	 0.91531	 0.80345	 0.69098	 0.58836	 0.48709	 0.38751	 0.30050	 0.21541	 0.14606	 0.09008	 0.06456	 0.05401	 0.06472	 0.08859	 0.11367	 0.14335	 0.15591	-0.37312	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99394	 0.98859	 0.98248	 0.96949	 0.95409	 0.92979	 0.90070	 0.86474	 0.84428	 0.82733	 0.80695	 0.78470	 0.76663	 0.74109	 0.72070	 0.69961	 0.67710	 0.65656	 0.64086	 0.62057	 0.60274	 0.58590	 0.56989	 0.55751	 0.54267	 0.53696	 0.52731	 0.52087	 0.50903	 0.50850	 0.50491	 0.50154	 0.50174	 0.50146	 0.50452	 0.50603	 0.51109	 0.51431	 0.52472	 0.52983	 0.54816	 0.57394	 0.59759	 0.62915	 0.66182	 0.69484	 0.73594	 0.76847	 0.83166	 0.88984	 0.93162	 0.96263	 0.98199	 0.99611	 1.00000	 1.00000	 1.00000	 0.04087	 0.04277	 0.03868	-0.00363	 0.02105	-0.00815	-0.05506	-0.08737	-0.09890	-0.09915	-0.09056	-0.07576	-0.05372	-0.03236	-0.04214	-0.06181	
      15	  13.997	  1.2651	-0.200376	 -0.0668	0.111548	  1.2760	  1.2870	0.067079	  180.86	   0.000	1.967E+6	   0.148	 1559.66	   51.51	   661.1	 1013.09	   27.05	-0.42452	-0.50147	-0.50520	-0.49863	-0.49044	-0.48316	-0.47492	-0.46753	-0.46216	-0.45716	-0.45489	-0.45583	-0.47929	-0.55941	-0.72054	-0.91434	-1.09997	-1.24708	-1.37459	-1.49958	-1.59709	-1.70272	-1.78972	-1.89897	-1.97140	-2.05009	-2.14301	-2.32063	-2.54177	-2.65402	-2.71942	-2.81509	-3.26095	-3.58990	-3.86532	-4.13830	-4.35714	-4.38011	-3.71552	-3.43692	-3.41507	-0.07823	 0.66767	 0.96647	 0.99429	 0.93461	 0.82843	 0.71852	 0.61548	 0.51339	 0.41191	 0.32206	 0.23417	 0.16136	 0.10132	 0.07155	 0.05713	 0.06343	 0.08313	 0.10454	 0.13274	 0.13025	-0.40450	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99668	 0.98968	 0.98077	 0.97064	 0.95869	 0.93819	 0.91430	 0.87947	 0.84055	 0.79629	 0.77058	 0.74984	 0.72678	 0.70193	 0.68178	 0.65294	 0.63370	 0.61160	 0.58822	 0.56747	 0.55264	 0.53349	 0.51802	 0.50403	 0.48903	 0.47978	 0.46695	 0.46401	 0.45756	 0.45415	 0.44558	 0.44936	 0.44945	 0.44954	 0.45444	 0.45804	 0.46526	 0.47093	 0.48011	 0.48777	 0.50245	 0.51106	 0.53734	 0.56979	 0.59843	 0.63364	 0.66918	 0.70325	 0.74412	 0.77602	 0.83621	 0.89144	 0.93119	 0.96162	 0.98040	 0.99532	 1.00000	 1.00000	 1.00000	 0.03306	 0.03581	 0.03261	-0.01158	 0.00497	-0.03339	-0.08308	-0.11065	-0.11521	-0.11310	-0.10290	-0.08672	-0.06240	-0.03724	-0.04764	-0.06923	
      16	  15.001	  1.2608	-0.201773	 -0.0657	0.131460	  1.2701	  1.2843	0.078627	  179.23	   0.000	1.966E+6	   0.148	 1558.64	   51.49	   660.6	 1013.15	   27.09	-0.46247	-0.53258	-0.53662	-0.52953	-0.51970	-0.51119	-0.50172	-0.49326	-0.48658	-0.48025	-0.47602	-0.47208	-0.47776	-0.50611	-0.59303	-0.75705	-0.95927	-1.13187	-1.28389	-1.42684	-1.53992	-1.65996	-1.75958	-1.88115	-1.96500	-2.05451	-2.15934	-2.34838	-2.58376	-2.71230	-2.79976	-2.92830	-3.22555	-3.78501	-4.05524	-4.35872	-4.62201	-4.68807	-4.03256	-3.76981	-3.74778	-0.22042	 0.59873	 0.94683	 0.99826	 0.95136	 0.85140	 0.74402	 0.64105	 0.53830	 0.43538	 0.34331	 0.25219	 0.17619	 0.11211	 0.07849	 0.05999	 0.06213	 0.07795	 0.09551	 0.12112	 0.10451	-0.43412	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99149	 0.97681	 0.96128	 0.94405	 0.92314	 0.89194	 0.85767	 0.81299	 0.76579	 0.71258	 0.68433	 0.66167	 0.63709	 0.61239	 0.59105	 0.55888	 0.54249	 0.52066	 0.49901	 0.48031	 0.46842	 0.45066	 0.43534	 0.42306	 0.40869	 0.40148	 0.38978	 0.38831	 0.38214	 0.38003	 0.37199	 0.37776	 0.37888	 0.38047	 0.38710	 0.39239	 0.40149	 0.40838	 0.41882	 0.42693	 0.44295	 0.45264	 0.48097	 0.51614	 0.54661	 0.58347	 0.62138	 0.65818	 0.70201	 0.73767	 0.80567	 0.86892	 0.91587	 0.95199	 0.97511	 0.99397	 1.00000	 1.00000	 1.00000	 0.02213	 0.02581	 0.02320	-0.02317	-0.01705	-0.06288	-0.11178	-0.13324	-0.13125	-0.12675	-0.11769	-0.10081	-0.07572	-0.04711	-0.05621	-0.07887	
      17	   0.004	  0.3095	0.006428	 -0.0771	0.006447	  0.3095	  0.3095	0.006100	  180.76	   0.000	1.989E+6	   0.150	 1593.75	   52.06	   675.3	 1013.18	   27.00	 0.18075	 0.08191	 0.01709	-0.05226	-0.12447	-0.19892	-0.27817	-0.35477	-0.43225	-0.49909	-0.56953	-0.69784	-0.73969	-0.78506	-0.82933	-0.85944	-0.87816	-0.87287	-0.86266	-0.85022	-0.82943	-0.79463	-0.77196	-0.73975	-0.69171	-0.62607	-0.57509	-0.55230	-0.52904	-0.43870	-0.33250	-0.22352	-0.12256	 0.00058	 0.14508	 0.34078	 0.55957	 0.78643	 0.95579	 0.99536	 1.00000	 0.51853	 0.17441	-0.05804	-0.16311	-0.24546	-0.31382	-0.36112	-0.37356	-0.40325	-0.42868	-0.43953	-0.44950	-0.44586	-0.42133	-0.36442	-0.31612	-0.15326	-0.08002	 0.00862	 0.11201	 0.26249	 0.17959	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99735	 0.97940	 0.93469	 0.87447	 0.81119	 0.76848	 0.75989	 0.79314	 0.84668	 0.91726	 0.95874	 0.98893	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02594	 0.02949	 0.02647	-0.00172	 0.02199	 0.02105	 0.01804	 0.01660	 0.01387	 0.01442	 0.01093	 0.00938	 0.00827	 0.00216	-0.00278	-0.00978	
      18	  -1.001	  0.1870	0.009728	 -0.0747	0.006462	  0.1871	  0.1871	0.005650	  179.23	   0.000	1.985E+6	   0.150	 1587.15	   51.95	   672.5	 1013.17	   26.96	 0.18234	 0.08578	 0.02443	-0.04155	-0.11032	-0.18070	-0.25565	-0.32773	-0.39946	-0.45925	-0.55451	-0.63876	-0.68117	-0.72398	-0.76302	-0.78751	-0.79999	-0.78936	-0.77340	-0.75502	-0.72874	-0.68814	-0.65898	-0.61936	-0.56598	-0.49478	-0.43676	-0.40404	-0.36868	-0.27125	-0.15744	-0.04126	 0.06870	 0.20109	 0.35196	 0.54152	 0.73762	 0.91349	 0.99630	 0.96782	 0.96747	 0.25624	-0.09544	-0.30497	-0.36998	-0.42473	-0.47092	-0.49913	-0.49443	-0.51095	-0.52517	-0.52536	-0.52596	-0.51401	-0.48111	-0.42022	-0.34861	-0.19160	-0.10828	-0.01245	 0.09594	 0.25439	 0.18116	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99224	 0.96715	 0.91452	 0.85242	 0.79280	 0.76004	 0.76701	 0.81754	 0.86774	 0.92949	 0.97258	 0.99473	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02067	 0.02509	 0.02290	-0.00371	 0.02003	 0.01964	 0.01702	 0.01639	 0.01346	 0.01500	 0.01201	 0.01103	 0.01041	 0.00520	 0.00108	-0.00515	
      19	  -1.998	  0.0579	0.008594	 -0.0724	0.006569	  0.0582	  0.0581	0.005279	  180.77	   0.000	1.987E+6	   0.150	 1588.89	   51.98	   673.3	 1013.15	   26.91	 0.18441	 0.09092	 0.03339	-0.02892	-0.09403	-0.16004	-0.23043	-0.29751	-0.36257	-0.42121	-0.53712	-0.57839	-0.62074	-0.65917	-0.69252	-0.71131	-0.71736	-0.70125	-0.67904	-0.65634	-0.62328	-0.57657	-0.54167	-0.49644	-0.43634	-0.36026	-0.29558	-0.25347	-0.20628	-0.10206	 0.01596	 0.13842	 0.25360	 0.39066	 0.54117	 0.71557	 0.87632	 0.98421	 0.98266	 0.85617	 0.85130	-0.08515	-0.42659	-0.59647	-0.60941	-0.62853	-0.64726	-0.65282	-0.62815	-0.62931	-0.63070	-0.61911	-0.60900	-0.58769	-0.54725	-0.48552	-0.34506	-0.23262	-0.13789	-0.03445	 0.07920	 0.24591	 0.18286	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99130	 0.96560	 0.91220	 0.84566	 0.79146	 0.75915	 0.76530	 0.80658	 0.86386	 0.93243	 0.97487	 0.99559	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.01571	 0.02098	 0.01964	-0.00540	 0.01841	 0.01859	 0.01649	 0.01705	 0.01378	 0.01627	 0.01382	 0.01346	 0.01338	 0.00919	 0.00603	 0.00073	
      20	  -3.002	 -0.0694	0.003163	 -0.0696	0.006793	 -0.0691	 -0.0692	0.005132	  179.15	   0.000	1.986E+6	   0.150	 1587.73	   51.96	   672.8	 1013.17	   26.90	 0.18589	 0.09587	 0.04227	-0.01640	-0.07804	-0.13974	-0.20555	-0.26741	-0.32655	-0.40268	-0.48848	-0.52324	-0.56389	-0.59694	-0.62490	-0.63786	-0.63824	-0.61712	-0.59095	-0.56148	-0.52365	-0.47161	-0.43111	-0.37947	-0.31527	-0.23663	-0.16525	-0.11511	-0.05827	 0.05123	 0.17118	 0.29566	 0.41368	 0.55034	 0.69377	 0.84498	 0.96064	 0.99660	 0.90217	 0.66481	 0.65532	-0.48008	-0.79118	-0.90821	-0.86093	-0.83951	-0.82833	-0.80898	-0.76332	-0.74820	-0.73617	-0.71246	-0.69171	-0.66245	-0.61593	-0.50607	-0.39828	-0.27075	-0.16640	-0.05571	 0.06233	 0.23528	 0.18429	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99724	 0.98339	 0.94532	 0.89059	 0.82313	 0.78231	 0.75700	 0.76804	 0.81921	 0.87909	 0.94008	 0.97620	 0.99549	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.01007	 0.01626	 0.01581	-0.00751	 0.01632	 0.01710	 0.01543	 0.01690	 0.01396	 0.01691	 0.01500	 0.01520	 0.01565	 0.01244	 0.01013	 0.00562	
      21	  -4.000	 -0.1887	-0.005625	 -0.0665	0.007552	 -0.1887	 -0.1888	0.005326	  180.82	   0.000	1.986E+6	   0.150	 1587.71	   51.95	   672.8	 1013.22	   26.90	 0.18533	 0.10014	 0.05064	-0.00441	-0.06249	-0.12014	-0.18140	-0.23801	-0.29511	-0.38634	-0.43879	-0.47356	-0.51059	-0.54037	-0.56126	-0.56891	-0.56410	-0.54000	-0.50740	-0.47331	-0.43140	-0.37438	-0.33110	-0.27259	-0.20461	-0.12314	-0.04742	 0.00936	 0.07225	 0.18587	 0.30611	 0.42911	 0.54735	 0.67942	 0.80930	 0.93057	 0.99435	 0.96394	 0.76063	 0.40891	 0.39334	-0.91090	-1.17583	-1.22871	-1.11677	-1.05053	-1.00767	-0.96258	-0.89614	-0.86428	-0.83935	-0.80301	-0.77033	-0.70287	-0.64531	-0.54946	-0.44924	-0.30805	-0.19286	-0.07529	 0.04523	 0.21787	 0.18448	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99233	 0.97092	 0.93372	 0.87892	 0.82039	 0.77515	 0.75028	 0.75663	 0.79474	 0.84951	 0.91764	 0.96298	 0.98994	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.00577	 0.01272	 0.01296	-0.00895	 0.01486	 0.01596	 0.01467	 0.01550	 0.01299	 0.01735	 0.01586	 0.01648	 0.01735	 0.01499	 0.01351	 0.00986	
      22	  -4.997	 -0.3104	-0.018148	 -0.0630	0.008959	 -0.3108	 -0.3111	0.006074	  179.21	   0.000	1.985E+6	   0.149	 1584.64	   51.90	   671.5	 1013.24	   26.88	 0.18159	 0.10274	 0.05801	 0.00708	-0.04718	-0.10038	-0.15667	-0.20754	-0.27379	-0.35161	-0.39050	-0.42536	-0.45663	-0.48088	-0.49652	-0.49892	-0.48867	-0.46005	-0.42296	-0.38404	-0.33789	-0.27850	-0.22910	-0.16556	-0.09470	-0.01055	 0.06866	 0.13091	 0.20011	 0.31518	 0.43392	 0.55331	 0.66802	 0.78977	 0.90006	 0.98201	 0.98816	 0.87309	 0.54983	 0.06743	 0.04394	-1.41340	-1.61234	-1.58466	-1.39943	-1.28067	-1.20238	-1.12990	-1.04122	-0.93985	-0.90604	-0.86683	-0.84350	-0.78483	-0.71056	-0.60034	-0.48980	-0.34104	-0.21715	-0.09364	 0.02680	 0.19588	 0.18148	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99603	 0.98652	 0.96737	 0.93210	 0.88819	 0.83689	 0.78883	 0.75613	 0.74354	 0.75373	 0.78943	 0.83816	 0.90023	 0.94547	 0.97831	 0.99198	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.00046	 0.00834	 0.00945	-0.01080	 0.01309	 0.01465	 0.01384	 0.01381	 0.01173	 0.01790	 0.01689	 0.01802	 0.01933	 0.01779	 0.01709	 0.01417	
