   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00
       1	   0.007	  0.2702	0.011142	 -0.0700	0.011176	  0.2702	  0.2702	0.007842	  220.84	   0.000	2.969E+6	   0.229	 3704.47	   80.15	  1541.4	 1008.51	   31.49	 0.15231	 0.07973	 0.01909	-0.04639	-0.11570	-0.18993	-0.26927	-0.34659	-0.42447	-0.49925	-0.57123	-0.64705	-0.70745	-0.75423	-0.79661	-0.83638	-0.85128	-0.85148	-0.83268	-0.82446	-0.79762	-0.77066	-0.73343	-0.69748	-0.64667	-0.59121	-0.53280	-0.51327	-0.48570	-0.39695	-0.28738	-0.20386	-0.10975	 0.01733	 0.16806	 0.36637	 0.58810	 0.80734	 0.96820	 0.99917	 1.00000	 0.46705	 0.11598	-0.12471	-0.22357	-0.27205	-0.32283	-0.37891	-0.38221	-0.41606	-0.43866	-0.44879	-0.47190	-0.46056	-0.43425	-0.37183	-0.29747	-0.19314	-0.10268	-0.00962	 0.08946	 0.22548	 0.15168	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99353	 0.97857	 0.94605	 0.89825	 0.84272	 0.78554	 0.73877	 0.70806	 0.70326	 0.72219	 0.76753	 0.80965	 0.86467	 0.91260	 0.95659	 0.98047	 0.99400	 0.99802	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02016	 0.02437	 0.02179	-0.00171	 0.01851	 0.01796	 0.01517	 0.01100	 0.00840	 0.01293	 0.00971	 0.00835	 0.00769	 0.00165	-0.00317	-0.00981	
       2	   2.002	  0.5055	-0.005593	 -0.0724	0.012067	  0.5054	  0.5055	0.009038	  219.15	   0.000	2.963E+6	   0.229	 3694.38	   80.07	  1537.3	 1008.50	   31.69	 0.13133	 0.06769	 0.00630	-0.06170	-0.13489	-0.21558	-0.30225	-0.38797	-0.47580	-0.56082	-0.64413	-0.73174	-0.80510	-0.86531	-0.92145	-0.97468	-1.00298	-1.01579	-1.01011	-1.01511	-1.00013	-0.98790	-0.96318	-0.94377	-0.90485	-0.86379	-0.82020	-0.82496	-0.82553	-0.75065	-0.66063	-0.61530	-0.54701	-0.44769	-0.32746	-0.13862	 0.10368	 0.39263	 0.71815	 0.88041	 0.88125	 0.84655	 0.56004	 0.30618	 0.15003	 0.05246	-0.04408	-0.12253	-0.15830	-0.21328	-0.25542	-0.28496	-0.32422	-0.33005	-0.32100	-0.27621	-0.21756	-0.12988	-0.05285	 0.02774	 0.11818	 0.23890	 0.13010	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99045	 0.97480	 0.95105	 0.91294	 0.86409	 0.81604	 0.76602	 0.72889	 0.70909	 0.71034	 0.73228	 0.76854	 0.81416	 0.86198	 0.90936	 0.94890	 0.97340	 0.99046	 0.99625	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02921	 0.03179	 0.02755	 0.00077	 0.02091	 0.01927	 0.01001	 0.00906	 0.01006	 0.00989	 0.00557	 0.00304	 0.00132	-0.00662	-0.01313	-0.02135	
       3	   4.000	  0.7274	-0.037044	 -0.0726	0.013785	  0.7283	  0.7285	0.010245	  220.84	   0.000	2.972E+6	   0.230	 3730.98	   80.53	  1552.1	 1008.43	   32.13	 0.09490	 0.04599	-0.00842	-0.07252	-0.14489	-0.22905	-0.32181	-0.41563	-0.51362	-0.60960	-0.70475	-0.80449	-0.89159	-0.96632	-1.03679	-1.10428	-1.14738	-1.17399	-1.18276	-1.20260	-1.20099	-1.20535	-1.19513	-1.19412	-1.16987	-1.14604	-1.12161	-1.15308	-1.18675	-1.13737	-1.06255	-1.07321	-1.04743	-0.99714	-0.92852	-0.77572	-0.55075	-0.23886	 0.22540	 0.47672	 0.47742	 0.99631	 0.84407	 0.62710	 0.44982	 0.32211	 0.20261	 0.10027	 0.04269	-0.02992	-0.08766	-0.13342	-0.18641	-0.20739	-0.21379	-0.18528	-0.14111	-0.06953	-0.00525	 0.06338	 0.14406	 0.24585	 0.09232	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99628	 0.98972	 0.97795	 0.95817	 0.92760	 0.88995	 0.84862	 0.80464	 0.76629	 0.73483	 0.71735	 0.71558	 0.73084	 0.75172	 0.78548	 0.82267	 0.86800	 0.90441	 0.93757	 0.95969	 0.97952	 0.99090	 0.99646	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03791	 0.03952	 0.03451	 0.00482	 0.02650	 0.02444	 0.01953	 0.00907	 0.00633	 0.01333	 0.00887	 0.00544	 0.00290	-0.00662	-0.01489	-0.02499	
       4	   6.001	  0.9125	-0.078846	 -0.0691	0.016986	  0.9157	  0.9161	0.013145	  219.21	   0.000	2.964E+6	   0.229	 3715.19	   80.37	  1545.7	 1008.44	   32.26	 0.02984	-0.00501	-0.04121	-0.08618	-0.14292	-0.21903	-0.31164	-0.41154	-0.51971	-0.62738	-0.73504	-0.84774	-0.94904	-1.03895	-1.12411	-1.20624	-1.26448	-1.30570	-1.32981	-1.36504	-1.37774	-1.39982	-1.40515	-1.42391	-1.41601	-1.41045	-1.40746	-1.46768	-1.53529	-1.51497	-1.47001	-1.51058	-1.55651	-1.57120	-1.57509	-1.48426	-1.30768	-1.01176	-0.44140	-0.13898	-0.13897	 0.96730	 0.97655	 0.83198	 0.66518	 0.52781	 0.39817	 0.28376	 0.20579	 0.12317	 0.05363	-0.00475	-0.06870	-0.10257	-0.12224	-0.10797	-0.07678	-0.01974	 0.03252	 0.09019	 0.16107	 0.24122	 0.02670	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99767	 0.99349	 0.98832	 0.97853	 0.96349	 0.94508	 0.91832	 0.88738	 0.85198	 0.81399	 0.77926	 0.75107	 0.72927	 0.71671	 0.71399	 0.72233	 0.73851	 0.76603	 0.79036	 0.82271	 0.85398	 0.88869	 0.91616	 0.94145	 0.95835	 0.97496	 0.98607	 0.99277	 0.99659	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04394	 0.04472	 0.03893	 0.00675	 0.02945	 0.02648	 0.01490	 0.00481	 0.00378	 0.01258	 0.00796	 0.00360	 0.00004	-0.01121	-0.02108	-0.03275	
       5	   8.010	  1.0370	-0.115325	 -0.0609	0.030300	  1.0429	  1.0446	0.018603	  220.84	   0.000	2.953E+6	   0.229	 3692.09	   80.14	  1536.4	 1008.43	   32.38	-0.08712	-0.12526	-0.13999	-0.15627	-0.17560	-0.20665	-0.25671	-0.33399	-0.44074	-0.56053	-0.68484	-0.81456	-0.93490	-1.04433	-1.14756	-1.24641	-1.32252	-1.38044	-1.42243	-1.47442	-1.50333	-1.54409	-1.56645	-1.60596	-1.61592	-1.63022	-1.65007	-1.73840	-1.84107	-1.85177	-1.83824	-1.93060	-2.01372	-2.11735	-2.20593	-2.19067	-2.08694	-1.83639	-1.18964	-0.86716	-0.86756	 0.82805	 0.99867	 0.94386	 0.80824	 0.67569	 0.54449	 0.42440	 0.33256	 0.24368	 0.16451	 0.09564	 0.02207	-0.02278	-0.05471	-0.05323	-0.03397	 0.01022	 0.05108	 0.09758	 0.15909	 0.21287	-0.10582	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99714	 0.99157	 0.97923	 0.95789	 0.92495	 0.90442	 0.88375	 0.85927	 0.83271	 0.80828	 0.78107	 0.75609	 0.73362	 0.71374	 0.69857	 0.68906	 0.68344	 0.68201	 0.68535	 0.69395	 0.70453	 0.72069	 0.73507	 0.75410	 0.77328	 0.79623	 0.81709	 0.83879	 0.85656	 0.87760	 0.89678	 0.91392	 0.92953	 0.94314	 0.95430	 0.96437	 0.97244	 0.98550	 0.99216	 0.99575	 0.99812	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04660	 0.04724	 0.04136	 0.00728	 0.03098	 0.01967	-0.00579	-0.00586	-0.00263	 0.00947	 0.00619	 0.00078	-0.00385	-0.01705	-0.02854	-0.04164	
       6	  10.001	  1.1393	-0.144021	 -0.0630	0.056027	  1.1470	  1.1507	0.035027	  219.24	   0.000	2.936E+6	   0.227	 3652.75	   79.73	  1520.5	 1008.41	   32.50	-0.19770	-0.26705	-0.27702	-0.28668	-0.29741	-0.30734	-0.31943	-0.34265	-0.38765	-0.46670	-0.57951	-0.71639	-0.85761	-0.99151	-1.11707	-1.23500	-1.33106	-1.40708	-1.46827	-1.53757	-1.58286	-1.64222	-1.68151	-1.74096	-1.76912	-1.80271	-1.84543	-1.95925	-2.09441	-2.13689	-2.15592	-2.28926	-2.43161	-2.58778	-2.78057	-2.84586	-2.82530	-2.63769	-1.94297	-1.61865	-1.61943	 0.62386	 0.95660	 0.99113	 0.89711	 0.77777	 0.65073	 0.52950	 0.43092	 0.33337	 0.24424	 0.16912	 0.09178	 0.03793	-0.00364	-0.01284	-0.00375	 0.03024	 0.06108	 0.09840	 0.15232	 0.18515	-0.23899	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99690	 0.99216	 0.98494	 0.97419	 0.95707	 0.93309	 0.89917	 0.86059	 0.81760	 0.79602	 0.77747	 0.75787	 0.73924	 0.72296	 0.70573	 0.69199	 0.68018	 0.66941	 0.66068	 0.65535	 0.65210	 0.65021	 0.64994	 0.65182	 0.65485	 0.65949	 0.66571	 0.67331	 0.68223	 0.69091	 0.70215	 0.71323	 0.72225	 0.73506	 0.74666	 0.75903	 0.77148	 0.78381	 0.79591	 0.80942	 0.82097	 0.84660	 0.86819	 0.88732	 0.90611	 0.92397	 0.93854	 0.95313	 0.96347	 0.97930	 0.98963	 0.99484	 0.99757	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04281	 0.04390	 0.03846	 0.00176	 0.01600	-0.01097	-0.02904	-0.02796	-0.02333	-0.00975	-0.00794	-0.01237	-0.01636	-0.02960	-0.04181	-0.05610	
       7	  11.999	  1.1349	-0.188096	 -0.0625	0.051956	  1.1492	  1.1493	0.051729	  220.85	   0.000	2.908E+6	   0.226	 3591.10	   79.08	  1495.6	 1008.40	   32.71	-0.32766	-0.42602	-0.44750	-0.45225	-0.45140	-0.45077	-0.44616	-0.44008	-0.43331	-0.43196	-0.43767	-0.45547	-0.49928	-0.59192	-0.74254	-0.91847	-1.08255	-1.21454	-1.32547	-1.43240	-1.51017	-1.60001	-1.66569	-1.75191	-1.80364	-1.86117	-1.92944	-2.06779	-2.23273	-2.30765	-2.36222	-2.53747	-2.71728	-2.92125	-3.21760	-3.36081	-3.42316	-3.30518	-2.59261	-2.28033	-2.28140	 0.40736	 0.88163	 0.99997	 0.94789	 0.84510	 0.72503	 0.60511	 0.50295	 0.40084	 0.30548	 0.22147	 0.13862	 0.07218	 0.02076	 0.00104	 0.00149	 0.02461	 0.05231	 0.08122	 0.12823	 0.13376	-0.37702	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99471	 0.97978	 0.96372	 0.94379	 0.91711	 0.88148	 0.84066	 0.79263	 0.74969	 0.71347	 0.69851	 0.68863	 0.67972	 0.67352	 0.67025	 0.66761	 0.66932	 0.67295	 0.67825	 0.68571	 0.69559	 0.70511	 0.71549	 0.72777	 0.74134	 0.75385	 0.76772	 0.77995	 0.79262	 0.80558	 0.81703	 0.82955	 0.84106	 0.84944	 0.86050	 0.86957	 0.87825	 0.88592	 0.89306	 0.89928	 0.90659	 0.91203	 0.92247	 0.93193	 0.93976	 0.94734	 0.95442	 0.96082	 0.96772	 0.97292	 0.98247	 0.99018	 0.99443	 0.99698	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03263	 0.03581	 0.03289	-0.00690	 0.00352	-0.02937	-0.06843	-0.08762	-0.09377	-0.09242	-0.08741	-0.07712	-0.05986	-0.03980	-0.04754	-0.06582	
       8	  15.009	  1.2229	-0.195428	 -0.0736	0.127937	  1.2318	  1.2400	0.097489	  219.23	   0.000	2.870E+6	   0.223	 3501.59	   78.11	  1459.4	 1008.42	   32.88	-0.45903	-0.55839	-0.58309	-0.58907	-0.58674	-0.58394	-0.57724	-0.56733	-0.55492	-0.54581	-0.53907	-0.53643	-0.54263	-0.56617	-0.62050	-0.71741	-0.85950	-1.01368	-1.16896	-1.31786	-1.43475	-1.56312	-1.66258	-1.78386	-1.86867	-1.95975	-2.06549	-2.23832	-2.44696	-2.57143	-2.68167	-2.92424	-3.17702	-3.46106	-3.84929	-4.18011	-4.38016	-4.39331	-3.66959	-3.40103	-3.40234	-0.01038	 0.70208	 0.97369	 0.99154	 0.92317	 0.81976	 0.70664	 0.60280	 0.49731	 0.39601	 0.30332	 0.21153	 0.13435	 0.07018	 0.03669	 0.02469	 0.02749	 0.04624	 0.06686	 0.09464	 0.08927	-0.50990	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99349	 0.97913	 0.94886	 0.89232	 0.84976	 0.81305	 0.77015	 0.72242	 0.67774	 0.62615	 0.58377	 0.54485	 0.52531	 0.51176	 0.49904	 0.49055	 0.47995	 0.46388	 0.46425	 0.45907	 0.45472	 0.45098	 0.45095	 0.45364	 0.45433	 0.45857	 0.46146	 0.46968	 0.47332	 0.48317	 0.49019	 0.50149	 0.50662	 0.52132	 0.53114	 0.54031	 0.55365	 0.56460	 0.57796	 0.59008	 0.60274	 0.61359	 0.62869	 0.64019	 0.66480	 0.69123	 0.71334	 0.73853	 0.76269	 0.78562	 0.81282	 0.83457	 0.87409	 0.90979	 0.93728	 0.96027	 0.97687	 0.99374	 1.00000	 1.00000	 1.00000	 0.00550	 0.01078	 0.00643	-0.05366	-0.07802	-0.12047	-0.14471	-0.14589	-0.14125	-0.13402	-0.12148	-0.10711	-0.08910	-0.07631	-0.08694	-0.10601	
       9	  14.000	  1.1935	-0.204993	 -0.0695	0.089827	  1.2077	  1.2099	0.081047	  220.78	   0.000	2.919E+6	   0.227	 3632.15	   79.59	  1512.2	 1008.40	   33.20	-0.40779	-0.51621	-0.54386	-0.55022	-0.54725	-0.54424	-0.53774	-0.52820	-0.51624	-0.50792	-0.50319	-0.50488	-0.51777	-0.55476	-0.63134	-0.75906	-0.92285	-1.08043	-1.22604	-1.36230	-1.46640	-1.58209	-1.67030	-1.77995	-1.85351	-1.93354	-2.02651	-2.18840	-2.38294	-2.49075	-2.58203	-2.80270	-3.02968	-3.28940	-3.65033	-3.91169	-4.06430	-4.02917	-3.30695	-3.01576	-3.01668	 0.14029	 0.76994	 0.98818	 0.98127	 0.90042	 0.79081	 0.67495	 0.57121	 0.46650	 0.36694	 0.27672	 0.18787	 0.11398	 0.05378	 0.02473	 0.01684	 0.02423	 0.04691	 0.07090	 0.10229	 0.10499	-0.46817	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99441	 0.98871	 0.98114	 0.97023	 0.95359	 0.93267	 0.90162	 0.86536	 0.82113	 0.79735	 0.77711	 0.75466	 0.73308	 0.71236	 0.68769	 0.67007	 0.65146	 0.63290	 0.61699	 0.60633	 0.59302	 0.58242	 0.57414	 0.56752	 0.56549	 0.56126	 0.56440	 0.56564	 0.57103	 0.57020	 0.57957	 0.58631	 0.59199	 0.60277	 0.61047	 0.62138	 0.63147	 0.64191	 0.65154	 0.66613	 0.67613	 0.69905	 0.72301	 0.74284	 0.76466	 0.78475	 0.80418	 0.82629	 0.84414	 0.87663	 0.90760	 0.93237	 0.95384	 0.97055	 0.98947	 0.99756	 1.00000	 1.00000	 0.01688	 0.02101	 0.01959	-0.01676	-0.00160	-0.03386	-0.08344	-0.11536	-0.12593	-0.12493	-0.11961	-0.11260	-0.09758	-0.06651	-0.06145	-0.07819	
