   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16
      10	  15.006	  1.1577	-0.107146	 -0.0633	0.196248	  1.1459	  1.1742	0.090755	  260.00	   0.000	2.908E+6	   0.233	 3787.46	   82.45	  1574.9	  993.60	   37.48	-0.50616	-0.55254	-0.55613	-0.55193	-0.54500	-0.53859	-0.53153	-0.52521	-0.51810	-0.51261	-0.50993	-0.50685	-0.50968	-0.52105	-0.54911	-0.61399	-0.73820	-0.89444	-1.05950	-1.21571	-1.34053	-1.47687	-1.58217	-1.70602	-1.79526	-1.88528	-1.99081	-2.15663	-2.46059	-2.57482	-2.67575	-2.83314	-3.05086	-3.32297	-3.69636	-4.00710	-4.20438	-4.21026	-3.50617	-3.20017	-3.20312	 0.04944	 0.73099	 0.98039	 0.99001	 0.91422	 0.80301	 0.69788	 0.59374	 0.48736	 0.38819	 0.29665	 0.20049	 0.12552	 0.06247	 0.02920	 0.01583	 0.02623	 0.03416	 0.04819	 0.08175	 0.05196	-0.47183	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99393	 0.98020	 0.95397	 0.90114	 0.86242	 0.82816	 0.78752	 0.73916	 0.69130	 0.62873	 0.57250	 0.51337	 0.48037	 0.45394	 0.42815	 0.40650	 0.38257	 0.34568	 0.33440	 0.31203	 0.28947	 0.26816	 0.25417	 0.23712	 0.21979	 0.20742	 0.19039	 0.18522	 0.17143	 0.17245	 0.16301	 0.16168	 0.15270	 0.15828	 0.15639	 0.15838	 0.16309	 0.16576	 0.17416	 0.18008	 0.18824	 0.19575	 0.21117	 0.22127	 0.24791	 0.28458	 0.31703	 0.35772	 0.40133	 0.44603	 0.50206	 0.54964	 0.64306	 0.73802	 0.81453	 0.88038	 0.92860	 0.97724	 0.99504	 1.00000	 1.00000	-0.00349	 0.00215	-0.00157	-0.04839	-0.06400	-0.11664	-0.16275	-0.17848	-0.17457	-0.16586	-0.14625	-0.12250	-0.09571	-0.07738	-0.08789	-0.10687	
      11	  16.002	  1.1532	-0.018623	 -0.0704	0.300000	  1.1136	  1.1673	0.113027	  260.00	   0.000	2.888E+6	   0.232	 3738.33	   81.92	  1555.1	  993.61	   37.53	-0.56459	-0.60490	-0.60857	-0.60508	-0.59893	-0.59294	-0.58575	-0.57891	-0.57090	-0.56396	-0.55959	-0.55413	-0.55282	-0.55616	-0.56711	-0.59193	-0.64855	-0.74742	-0.89219	-1.05677	-1.20148	-1.35933	-1.48279	-1.62249	-1.72703	-1.83212	-1.95079	-2.12588	-2.43305	-2.56491	-2.68203	-2.85661	-3.09097	-3.38475	-3.77723	-4.11975	-4.35666	-4.39678	-3.69636	-3.40967	-3.41263	-0.04155	 0.68803	 0.96949	 0.99479	 0.92726	 0.82054	 0.71609	 0.61163	 0.50409	 0.40285	 0.30946	 0.21039	 0.13220	 0.06542	 0.02817	 0.01142	 0.01806	 0.02233	 0.03296	 0.06364	 0.02486	-0.52004	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99374	 0.98138	 0.95509	 0.91364	 0.83308	 0.78202	 0.74034	 0.68838	 0.63038	 0.57310	 0.50115	 0.43785	 0.37060	 0.33347	 0.30340	 0.27436	 0.25100	 0.22511	 0.18366	 0.17282	 0.14867	 0.12416	 0.10169	 0.08551	 0.07102	 0.05269	 0.04128	 0.02345	 0.01832	 0.00312	 0.00502	-0.00753	-0.00825	-0.01547	-0.01136	-0.01322	-0.01082	-0.00841	-0.00537	 0.00014	 0.00410	 0.01148	 0.01825	 0.03018	 0.03789	 0.05729	 0.08999	 0.11813	 0.15546	 0.19568	 0.23675	 0.29416	 0.34068	 0.43719	 0.54680	 0.64532	 0.74002	 0.81961	 0.92307	 0.97600	 0.99361	 1.00000	-0.02810	-0.02272	-0.02978	-0.07841	-0.10952	-0.16893	-0.21626	-0.22597	-0.21658	-0.20642	-0.18804	-0.16782	-0.14116	-0.11387	-0.11921	-0.13629	cpt_wake < 0; 
      12	  10.998	  1.1077	-0.152547	 -0.0576	0.061580	  1.1165	  1.1207	0.039705	  260.00	   0.000	2.951E+6	   0.237	 3908.63	   83.79	  1623.7	  993.62	   37.70	-0.30760	-0.37860	-0.38929	-0.39177	-0.39163	-0.39175	-0.38907	-0.38639	-0.38372	-0.38722	-0.40274	-0.44465	-0.54371	-0.69950	-0.87147	-1.03367	-1.17047	-1.28007	-1.37119	-1.46151	-1.52510	-1.60285	-1.65783	-1.73088	-1.77325	-1.81289	-1.86876	-1.98668	-2.24789	-2.29155	-2.32359	-2.39968	-2.52483	-2.69943	-2.92676	-3.05215	-3.07382	-2.92482	-2.22183	-1.88375	-1.88534	 0.52962	 0.92742	 0.99852	 0.92454	 0.80729	 0.67484	 0.56961	 0.46841	 0.36794	 0.27773	 0.19706	 0.11281	 0.05304	 0.00721	-0.00799	-0.00482	 0.02400	 0.04888	 0.07945	 0.12694	 0.13650	-0.31744	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99640	 0.99129	 0.98378	 0.97235	 0.95405	 0.92855	 0.89168	 0.85006	 0.80340	 0.78017	 0.76093	 0.73998	 0.72147	 0.70578	 0.68875	 0.67679	 0.66682	 0.65874	 0.65312	 0.65107	 0.65014	 0.65123	 0.65403	 0.65868	 0.66475	 0.67087	 0.67933	 0.68777	 0.69681	 0.70469	 0.71538	 0.72577	 0.73408	 0.74570	 0.75615	 0.76706	 0.77752	 0.78722	 0.79590	 0.80619	 0.81391	 0.83190	 0.84829	 0.86294	 0.87890	 0.89427	 0.90782	 0.92247	 0.93414	 0.95441	 0.97171	 0.98254	 0.99061	 0.99650	 1.00000	 1.00000	 1.00000	 1.00000	 0.03732	 0.04005	 0.03646	 0.00033	 0.02034	-0.00530	-0.04557	-0.07191	-0.08189	-0.08203	-0.07534	-0.06195	-0.04277	-0.02871	-0.03911	-0.05626	
      13	   8.989	  1.0902	-0.114004	 -0.0599	0.057744	  1.0947	  1.0998	0.025427	  220.78	   0.000	2.955E+6	   0.237	 3919.57	   83.91	  1628.1	  993.62	   37.74	-0.13974	-0.19499	-0.20610	-0.21969	-0.23277	-0.25050	-0.27895	-0.32649	-0.40608	-0.51228	-0.63696	-0.77098	-0.90196	-1.02335	-1.13629	-1.24563	-1.33133	-1.39967	-1.45247	-1.51266	-1.54899	-1.60026	-1.63155	-1.67997	-1.70021	-1.71661	-1.74770	-1.83949	-2.07035	-2.08057	-2.07956	-2.11508	-2.19863	-2.30474	-2.46549	-2.49945	-2.43847	-2.22276	-1.54919	-1.21044	-1.21166	 0.73345	 0.98546	 0.97377	 0.85868	 0.72520	 0.58512	 0.48431	 0.38768	 0.29188	 0.20757	 0.13425	 0.05743	 0.00670	-0.02929	-0.03375	-0.02070	 0.01891	 0.05437	 0.09570	 0.15308	 0.19630	-0.18320	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99788	 0.99352	 0.98648	 0.97550	 0.95861	 0.93572	 0.90311	 0.86597	 0.82374	 0.80226	 0.78310	 0.76138	 0.73978	 0.72014	 0.69917	 0.67981	 0.66217	 0.64505	 0.63005	 0.61865	 0.61001	 0.60219	 0.59612	 0.59334	 0.59237	 0.59372	 0.59789	 0.60325	 0.61092	 0.62063	 0.63266	 0.64596	 0.65731	 0.67389	 0.69111	 0.70886	 0.72831	 0.74751	 0.76626	 0.78669	 0.80437	 0.84554	 0.87789	 0.90595	 0.93144	 0.95284	 0.96850	 0.98088	 0.98845	 0.99646	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04494	 0.04586	 0.04001	 0.00400	 0.02113	-0.00390	-0.01578	-0.01161	-0.00452	 0.00418	-0.00061	-0.00677	-0.01149	-0.02507	-0.03701	-0.05041	
      14	   7.002	  0.9836	-0.099338	 -0.0648	0.021306	  0.9884	  0.9891	0.015302	  219.16	   0.000	2.966E+6	   0.238	 3949.93	   84.24	  1640.3	  993.61	   37.78	-0.02921	-0.06357	-0.08630	-0.11394	-0.14933	-0.20336	-0.28211	-0.37924	-0.49232	-0.60710	-0.72416	-0.84432	-0.95538	-1.05477	-1.14768	-1.23905	-1.30530	-1.35590	-1.38947	-1.43221	-1.45159	-1.48353	-1.49735	-1.52509	-1.52697	-1.52332	-1.53133	-1.59520	-1.78780	-1.76562	-1.73191	-1.72765	-1.76169	-1.81075	-1.87715	-1.82490	-1.68455	-1.41239	-0.79963	-0.47694	-0.47757	 0.90818	 0.99841	 0.89790	 0.74591	 0.60037	 0.45585	 0.36419	 0.27747	 0.18666	 0.11020	 0.04611	-0.02195	-0.06236	-0.08746	-0.08007	-0.05578	-0.00433	 0.04174	 0.09331	 0.15953	 0.22683	-0.03540	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99547	 0.99040	 0.98495	 0.97516	 0.96203	 0.94631	 0.92429	 0.89869	 0.86846	 0.83519	 0.80251	 0.77244	 0.74516	 0.72306	 0.70663	 0.69865	 0.69871	 0.70732	 0.71982	 0.73932	 0.76192	 0.79117	 0.81839	 0.84745	 0.87121	 0.89914	 0.92360	 0.94391	 0.96092	 0.97376	 0.98313	 0.99002	 0.99443	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04596	 0.04693	 0.04127	 0.00720	 0.03191	 0.02893	 0.01504	-0.00030	-0.00090	 0.00941	 0.00985	 0.00531	 0.00127	-0.01109	-0.02197	-0.03456	
      15	   4.997	  0.8202	-0.055715	 -0.0706	0.015934	  0.8219	  0.8223	0.011721	  220.82	   0.000	2.972E+6	   0.239	 3968.25	   84.44	  1647.6	  993.64	   37.81	 0.05646	 0.01766	-0.02596	-0.07997	-0.14491	-0.22594	-0.31931	-0.41659	-0.52007	-0.62119	-0.72346	-0.82869	-0.92362	-1.00620	-1.08269	-1.15852	-1.20827	-1.24316	-1.26007	-1.28651	-1.29064	-1.30418	-1.30145	-1.30873	-1.29272	-1.27014	-1.25531	-1.28977	-1.43759	-1.38412	-1.32055	-1.27816	-1.25787	-1.25373	-1.22043	-1.09618	-0.89178	-0.58785	-0.06882	 0.21348	 0.21378	 0.99802	 0.92477	 0.73821	 0.56490	 0.41709	 0.27847	 0.20036	 0.12768	 0.04582	-0.01956	-0.07186	-0.12998	-0.15829	-0.17070	-0.14972	-0.11267	-0.04741	 0.01078	 0.07349	 0.14943	 0.24118	 0.05406	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99589	 0.99219	 0.98351	 0.96971	 0.95145	 0.92453	 0.89195	 0.85383	 0.81265	 0.77490	 0.74458	 0.72213	 0.71060	 0.71076	 0.72368	 0.74507	 0.77896	 0.80772	 0.84408	 0.87840	 0.91474	 0.94119	 0.96331	 0.97671	 0.98805	 0.99464	 0.99794	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04079	 0.04215	 0.03676	 0.00492	 0.02779	 0.02542	 0.01559	 0.00648	 0.00543	 0.01290	 0.00784	 0.00384	 0.00082	-0.00963	-0.01875	-0.02952	
      16	   2.992	  0.6136	-0.018628	 -0.0722	0.013418	  0.6137	  0.6139	0.009753	  219.07	   0.000	2.976E+6	   0.239	 3978.48	   84.55	  1651.7	  993.61	   37.83	 0.10668	 0.05374	-0.00340	-0.06904	-0.14155	-0.22388	-0.31363	-0.40351	-0.49680	-0.58662	-0.67681	-0.76939	-0.85012	-0.91780	-0.97978	-1.04088	-1.07567	-1.09609	-1.09797	-1.10901	-1.09912	-1.09525	-1.07704	-1.06535	-1.03296	-0.99342	-0.95806	-0.96450	-1.06639	-0.98705	-0.89805	-0.82296	-0.76503	-0.69000	-0.59012	-0.41806	-0.18203	 0.12040	 0.51589	 0.72521	 0.72584	 0.94593	 0.71753	 0.47433	 0.30719	 0.17350	 0.05086	-0.00411	-0.05638	-0.12411	-0.17574	-0.21331	-0.25941	-0.27352	-0.27149	-0.23520	-0.18419	-0.10353	-0.03306	 0.04146	 0.12728	 0.23931	 0.10532	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99793	 0.99344	 0.98410	 0.96666	 0.93794	 0.90011	 0.85648	 0.80881	 0.76621	 0.73054	 0.71052	 0.70825	 0.72500	 0.74866	 0.78611	 0.82683	 0.87527	 0.91322	 0.94647	 0.96744	 0.98482	 0.99402	 0.99808	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03329	 0.03576	 0.03145	 0.00228	 0.02450	 0.02298	 0.01873	 0.00947	 0.00664	 0.01329	 0.00895	 0.00602	 0.00393	-0.00478	-0.01230	-0.02152	
      17	   1.001	  0.3863	0.005337	 -0.0710	0.012084	  0.3862	  0.3862	0.008325	  220.84	   0.000	2.975E+6	   0.239	 3976.70	   84.54	  1651.0	  993.61	   37.86	 0.13720	 0.07158	 0.01061	-0.05621	-0.12740	-0.20495	-0.28804	-0.36976	-0.45304	-0.53222	-0.61096	-0.69164	-0.75900	-0.81291	-0.86105	-0.90819	-0.92895	-0.93615	-0.92446	-0.92134	-0.89899	-0.87948	-0.84785	-0.81869	-0.77237	-0.71894	-0.66591	-0.64702	-0.70831	-0.60772	-0.49711	-0.40036	-0.30097	-0.18977	-0.05334	 0.14141	 0.37713	 0.63475	 0.87932	 0.97792	 0.97886	 0.68224	 0.35798	 0.10129	-0.02560	-0.12249	-0.21940	-0.24334	-0.26717	-0.31545	-0.34964	-0.37002	-0.40125	-0.39938	-0.38086	-0.32760	-0.26182	-0.16487	-0.08132	 0.00523	 0.10019	 0.22932	 0.13647	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99767	 0.99209	 0.97770	 0.94862	 0.90536	 0.85326	 0.79714	 0.74887	 0.71265	 0.69851	 0.70660	 0.73979	 0.77550	 0.82563	 0.87385	 0.92427	 0.95724	 0.98060	 0.99136	 0.99747	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02482	 0.02855	 0.02536	-0.00084	 0.02063	 0.01984	 0.01666	 0.01074	 0.00782	 0.01317	 0.00940	 0.00756	 0.00641	-0.00057	-0.00632	-0.01381	
      18	  -1.001	  0.1540	0.014274	 -0.0684	0.011582	  0.1542	  0.1541	0.007229	  219.21	   0.000	2.976E+6	   0.239	 3980.04	   84.57	  1652.4	  993.61	   37.88	 0.15680	 0.08235	 0.02307	-0.04067	-0.10766	-0.17868	-0.25437	-0.32778	-0.40141	-0.47056	-0.53838	-0.60765	-0.66259	-0.70356	-0.73876	-0.77298	-0.78109	-0.77646	-0.75261	-0.73707	-0.70376	-0.67083	-0.62783	-0.58372	-0.52530	-0.46006	-0.39241	-0.35150	-0.37802	-0.26358	-0.15246	-0.03110	 0.08370	 0.21670	 0.37122	 0.56020	 0.75707	 0.92495	 1.00000	 0.96295	 0.96374	 0.20087	-0.14648	-0.36806	-0.41606	-0.46874	-0.52868	-0.50875	-0.49617	-0.52222	-0.53510	-0.53407	-0.54785	-0.52823	-0.49210	-0.42096	-0.33947	-0.22621	-0.12924	-0.03086	 0.07171	 0.21256	 0.15613	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99668	 0.98800	 0.96664	 0.92775	 0.87617	 0.82070	 0.76610	 0.72353	 0.69778	 0.69861	 0.72214	 0.77181	 0.81648	 0.87299	 0.92046	 0.96236	 0.98428	 0.99576	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.01610	 0.02127	 0.01936	-0.00426	 0.01711	 0.01724	 0.01473	 0.01103	 0.00887	 0.01355	 0.01067	 0.00980	 0.00951	 0.00417	 0.00002	-0.00591	
      19	  -2.999	 -0.0941	0.007253	 -0.0645	0.012168	 -0.0936	 -0.0939	0.006928	  220.82	   0.000	2.975E+6	   0.239	 3979.05	   84.57	  1652.0	  993.60	   37.90	 0.16402	 0.08983	 0.03672	-0.02072	-0.08146	-0.14469	-0.21215	-0.27676	-0.34046	-0.39935	-0.45678	-0.51369	-0.55643	-0.58483	-0.60769	-0.62926	-0.62555	-0.61001	-0.57544	-0.54824	-0.50584	-0.46043	-0.40834	-0.35184	-0.28561	-0.21191	-0.13237	-0.07318	-0.07184	 0.04797	 0.16909	 0.29637	 0.41830	 0.55491	 0.70051	 0.85083	 0.96711	 0.99808	 0.89754	 0.65304	 0.65346	-0.54219	-0.84255	-0.97746	-0.90118	-0.88092	-0.88464	-0.81112	-0.75580	-0.75300	-0.74012	-0.71457	-0.70724	-0.66724	-0.61075	-0.51967	-0.42091	-0.28992	-0.17886	-0.06866	 0.04055	 0.18959	 0.16377	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99797	 0.99211	 0.97817	 0.95245	 0.91230	 0.86450	 0.80989	 0.75821	 0.72053	 0.69668	 0.69665	 0.71716	 0.75470	 0.81339	 0.86711	 0.91929	 0.95385	 0.98171	 0.99456	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.00622	 0.01308	 0.01277	-0.00769	 0.01367	 0.01490	 0.01340	 0.01146	 0.00869	 0.01513	 0.01348	 0.01374	 0.01445	 0.01098	 0.00860	 0.00433	
      20	  -5.008	 -0.3303	-0.015378	 -0.0604	0.013514	 -0.3304	 -0.3309	0.007395	  219.22	   0.000	2.971E+6	   0.239	 3970.46	   84.48	  1648.5	  993.62	   37.94	 0.16086	 0.09408	 0.04939	-0.00088	-0.05480	-0.11005	-0.16940	-0.22556	-0.27989	-0.32987	-0.37661	-0.42265	-0.45435	-0.47183	-0.48384	-0.49412	-0.48032	-0.45535	-0.41207	-0.37557	-0.32593	-0.27073	-0.21196	-0.14698	-0.07496	 0.00513	 0.08811	 0.15812	 0.18442	 0.30565	 0.42697	 0.55065	 0.66615	 0.78743	 0.90022	 0.98380	 0.99329	 0.87688	 0.55316	 0.06569	 0.06556	-1.48510	-1.66836	-1.66309	-1.42441	-1.32069	-1.25665	-1.12314	-1.02049	-0.98425	-0.94339	-0.89157	-0.86134	-0.79989	-0.72192	-0.61044	-0.49430	-0.34614	-0.22139	-0.10112	 0.01083	 0.15997	 0.16147	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99776	 0.99361	 0.98387	 0.96471	 0.93606	 0.89918	 0.85369	 0.80834	 0.76245	 0.72433	 0.70120	 0.69385	 0.70369	 0.73228	 0.77296	 0.83010	 0.87973	 0.92614	 0.95636	 0.98129	 0.99359	 0.99834	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.00267	 0.00586	 0.00707	-0.01040	 0.01087	 0.01312	 0.01223	 0.00954	 0.00790	 0.01639	 0.01580	 0.01691	 0.01849	 0.01660	 0.01568	 0.01287	
      21	  -6.995	 -0.5606	-0.052575	 -0.0569	0.016081	 -0.5628	 -0.5637	0.008649	  220.85	   0.000	2.966E+6	   0.239	 3958.76	   84.36	  1643.8	  993.60	   38.01	 0.14286	 0.09265	 0.05866	 0.01685	-0.02947	-0.07638	-0.12742	-0.17506	-0.22018	-0.26065	-0.29760	-0.33337	-0.35458	-0.36161	-0.36406	-0.36328	-0.34035	-0.30719	-0.25681	-0.21217	-0.15607	-0.09365	-0.02997	 0.04227	 0.11729	 0.20118	 0.28466	 0.36092	 0.40810	 0.52458	 0.63703	 0.74759	 0.84530	 0.93436	 0.99248	 0.98701	 0.86467	 0.54789	-0.03181	-0.80528	-0.80649	-2.65714	-2.64657	-2.41798	-2.00951	-1.80015	-1.65534	-1.45393	-1.29791	-1.22229	-1.14993	-1.06858	-1.01190	-0.92677	-0.82491	-0.69135	-0.55666	-0.39095	-0.25309	-0.12650	-0.01880	 0.11830	 0.14421	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99778	 0.99445	 0.98834	 0.97657	 0.95885	 0.93341	 0.89977	 0.86202	 0.82340	 0.78418	 0.74929	 0.71934	 0.69955	 0.69290	 0.70142	 0.71814	 0.74899	 0.78581	 0.83366	 0.87471	 0.91454	 0.94234	 0.96861	 0.98500	 0.99366	 0.99769	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.01058	-0.00033	 0.00244	-0.01228	 0.00937	 0.01272	 0.01143	 0.00799	 0.00668	 0.01837	 0.01921	 0.02120	 0.02351	 0.02304	 0.02345	 0.02198	
      22	  -9.000	 -0.7569	-0.098660	 -0.0550	0.020955	 -0.7630	 -0.7644	0.012286	  219.23	   0.000	2.959E+6	   0.238	 3939.86	   84.17	  1636.2	  993.62	   38.06	 0.08879	 0.07306	 0.05357	 0.02193	-0.01608	-0.05441	-0.09713	-0.13657	-0.17285	-0.20461	-0.23257	-0.25872	-0.27060	-0.26897	-0.26174	-0.25192	-0.22101	-0.18137	-0.12415	-0.07288	-0.01209	 0.05600	 0.12316	 0.19982	 0.27606	 0.36155	 0.44543	 0.52248	 0.58054	 0.68813	 0.78685	 0.87756	 0.94881	 0.99441	 0.98999	 0.88098	 0.60569	 0.06841	-0.77339	-1.85004	-1.85221	-3.92962	-3.67541	-3.16455	-2.59457	-2.26795	-2.03564	-1.76662	-1.55653	-1.43810	-1.33265	-1.22096	-1.13578	-1.02540	-0.89784	-0.74085	-0.58625	-0.40440	-0.25775	-0.13835	-0.05505	 0.04798	 0.08880	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99706	 0.99529	 0.99081	 0.98407	 0.97476	 0.96031	 0.94157	 0.91760	 0.88898	 0.85826	 0.82695	 0.79373	 0.76302	 0.73367	 0.70992	 0.69437	 0.68533	 0.68510	 0.69257	 0.70714	 0.73321	 0.76137	 0.79540	 0.82596	 0.86400	 0.89872	 0.92781	 0.95206	 0.97009	 0.98253	 0.99100	 0.99571	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	-0.02008	-0.00802	-0.00357	-0.01614	 0.00671	 0.01110	 0.00876	 0.00367	 0.00201	 0.01330	 0.02111	 0.02397	 0.02686	 0.02734	 0.02863	 0.02808	
