   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00
       1	   0.011	  0.2669	0.011840	 -0.0690	0.011890	  0.2669	  0.2669	0.009282	  179.38	   0.000	2.963E+6	   0.227	 3641.34	   79.15	  1515.9	 1013.33	   30.50	 0.14640	 0.07780	 0.01718	-0.04762	-0.11565	-0.18984	-0.26934	-0.34612	-0.42373	-0.49822	-0.57052	-0.64554	-0.70563	-0.75388	-0.79553	-0.83509	-0.84777	-0.84993	-0.83055	-0.82244	-0.79551	-0.76894	-0.72905	-0.68976	-0.63506	-0.58278	-0.54214	-0.59274	-0.48582	-0.39075	-0.28750	-0.17985	-0.07697	 0.04546	 0.19349	 0.38689	 0.60257	 0.81540	 0.97082	 0.99961	 0.99950	 0.47981	 0.13675	-0.09833	-0.19067	-0.27048	-0.30775	-0.43582	-0.37466	-0.41571	-0.43931	-0.45083	-0.47404	-0.46243	-0.43671	-0.37432	-0.30125	-0.19583	-0.10576	-0.01312	 0.08576	 0.22002	 0.14520	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99324	 0.97876	 0.94783	 0.90091	 0.84554	 0.78708	 0.73782	 0.70244	 0.69139	 0.70471	 0.74474	 0.78473	 0.83927	 0.88925	 0.93866	 0.96907	 0.98831	 0.99559	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02048	 0.02490	 0.02249	-0.00316	 0.01909	 0.01889	 0.01614	 0.01150	 0.00862	 0.01386	 0.01061	 0.00924	 0.00850	 0.00238	-0.00264	-0.00937	
       2	   1.008	  0.3834	0.005442	 -0.0703	0.012185	  0.3832	  0.3832	0.009996	  180.77	   0.000	2.965E+6	   0.227	 3657.40	   79.37	  1522.4	 1013.39	   30.90	 0.13797	 0.07260	 0.01117	-0.05521	-0.12537	-0.20287	-0.28612	-0.36717	-0.44975	-0.52937	-0.60714	-0.68815	-0.75447	-0.80908	-0.85738	-0.90356	-0.92258	-0.93079	-0.91724	-0.91570	-0.89436	-0.87491	-0.84033	-0.80848	-0.75896	-0.71332	-0.68203	-0.75167	-0.65051	-0.56381	-0.46765	-0.37038	-0.27863	-0.16824	-0.03192	 0.16171	 0.39269	 0.64537	 0.88238	 0.97881	 0.98415	 0.69062	 0.37063	 0.12327	-0.00150	-0.10442	-0.16354	-0.29838	-0.26308	-0.31451	-0.34792	-0.36920	-0.40034	-0.39753	-0.38046	-0.32685	-0.26156	-0.16456	-0.08100	 0.00532	 0.10013	 0.22724	 0.13583	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99784	 0.99215	 0.97743	 0.94779	 0.90333	 0.85050	 0.79378	 0.74491	 0.70841	 0.69438	 0.70317	 0.73752	 0.77391	 0.82508	 0.87405	 0.92484	 0.95800	 0.98136	 0.99183	 0.99781	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02535	 0.02904	 0.02595	-0.00099	 0.02135	 0.02068	 0.01754	 0.01173	 0.00862	 0.01410	 0.01039	 0.00855	 0.00732	 0.00038	-0.00546	-0.01301	
       3	   2.005	  0.5021	-0.004932	 -0.0714	0.012641	  0.5020	  0.5021	0.010576	  179.24	   0.000	2.965E+6	   0.227	 3668.93	   79.54	  1527.0	 1013.39	   31.23	 0.12662	 0.06554	 0.00444	-0.06254	-0.13439	-0.21495	-0.30197	-0.38740	-0.47511	-0.55998	-0.64370	-0.73070	-0.80371	-0.86543	-0.92059	-0.97402	-0.99970	-1.01455	-1.00777	-1.01312	-0.99761	-0.98632	-0.95766	-0.93365	-0.89006	-0.85238	-0.83194	-0.92278	-0.82881	-0.75204	-0.66595	-0.58164	-0.50382	-0.41228	-0.29374	-0.10764	 0.12936	 0.41151	 0.72835	 0.88579	 0.89602	 0.85073	 0.57214	 0.32536	 0.17613	 0.05402	-0.02389	-0.16584	-0.15552	-0.21402	-0.25671	-0.28733	-0.32607	-0.33195	-0.32336	-0.27860	-0.22110	-0.13272	-0.05589	 0.02444	 0.11459	 0.23356	 0.12372	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99618	 0.98854	 0.97190	 0.94170	 0.89929	 0.85006	 0.79693	 0.75099	 0.71517	 0.69960	 0.70477	 0.73275	 0.76472	 0.81115	 0.85760	 0.90792	 0.94363	 0.97124	 0.98555	 0.99515	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02943	 0.03243	 0.02874	 0.00023	 0.02289	 0.02191	 0.01827	 0.01100	 0.00782	 0.01379	 0.00969	 0.00735	 0.00561	-0.00219	-0.00892	-0.01736	
       4	   2.999	  0.6164	-0.019019	 -0.0721	0.013259	  0.6166	  0.6167	0.011202	  180.67	   0.000	2.965E+6	   0.228	 3675.26	   79.64	  1529.6	 1013.39	   31.45	 0.11329	 0.05752	-0.00188	-0.06837	-0.14088	-0.22393	-0.31436	-0.40408	-0.49690	-0.58711	-0.67660	-0.76994	-0.84964	-0.91825	-0.98044	-1.04117	-1.07410	-1.09561	-1.09546	-1.10827	-1.09915	-1.09594	-1.07381	-1.05817	-1.02142	-0.99183	-0.98254	-1.09680	-1.01063	-0.94527	-0.87101	-0.80171	-0.74186	-0.67286	-0.57755	-0.40647	-0.17319	 0.12640	 0.51540	 0.72223	 0.73536	 0.95128	 0.73094	 0.49705	 0.33261	 0.19722	 0.10371	-0.04334	-0.05093	-0.11903	-0.17023	-0.20915	-0.25488	-0.26877	-0.26808	-0.23166	-0.18154	-0.10148	-0.03098	 0.04330	 0.12876	 0.23917	 0.10866	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99823	 0.99394	 0.98474	 0.96676	 0.93686	 0.89717	 0.85209	 0.80309	 0.76019	 0.72497	 0.70631	 0.70621	 0.72619	 0.75238	 0.79268	 0.83536	 0.88478	 0.92235	 0.95428	 0.97335	 0.98855	 0.99588	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03429	 0.03663	 0.03235	 0.00228	 0.02529	 0.02391	 0.01975	 0.01081	 0.00769	 0.01427	 0.00989	 0.00694	 0.00478	-0.00391	-0.01150	-0.02080	
       5	   3.996	  0.7273	-0.036769	 -0.0723	0.014001	  0.7281	  0.7282	0.011894	  179.19	   0.000	2.966E+6	   0.228	 3685.64	   79.78	  1533.8	 1013.40	   31.69	 0.09579	 0.04619	-0.00955	-0.07373	-0.14554	-0.23017	-0.32362	-0.41755	-0.51554	-0.61112	-0.70659	-0.80625	-0.89290	-0.96869	-1.03799	-1.10637	-1.14650	-1.17498	-1.18209	-1.20233	-1.20003	-1.20526	-1.19019	-1.18328	-1.15407	-1.13222	-1.13633	-1.27493	-1.19821	-1.14492	-1.08455	-1.03293	-0.99388	-0.95198	-0.88684	-0.73826	-0.51810	-0.21216	 0.24310	 0.49052	 0.50576	 0.99640	 0.85131	 0.64128	 0.47060	 0.32696	 0.22147	 0.07120	 0.04642	-0.02890	-0.08774	-0.13440	-0.18648	-0.20792	-0.21462	-0.18622	-0.14323	-0.07129	-0.00695	 0.06142	 0.14206	 0.24328	 0.08993	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99657	 0.99056	 0.97931	 0.96008	 0.93075	 0.89345	 0.85224	 0.80776	 0.76863	 0.73522	 0.71523	 0.71111	 0.72389	 0.74351	 0.77652	 0.81403	 0.85955	 0.89709	 0.93171	 0.95508	 0.97640	 0.98899	 0.99561	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03836	 0.04020	 0.03543	 0.00379	 0.02741	 0.02572	 0.02088	 0.01021	 0.00713	 0.01446	 0.01001	 0.00657	 0.00393	-0.00566	-0.01414	-0.02435	
       6	   5.011	  0.8310	-0.057792	 -0.0719	0.015018	  0.8329	  0.8330	0.013251	  180.85	   0.000	2.963E+6	   0.228	 3681.36	   79.76	  1532.1	 1013.39	   31.86	 0.07424	 0.03121	-0.01899	-0.07845	-0.14743	-0.23205	-0.32778	-0.42572	-0.52879	-0.63003	-0.73161	-0.83751	-0.93110	-1.01419	-1.09071	-1.16638	-1.21415	-1.24980	-1.26386	-1.29194	-1.29660	-1.31058	-1.30279	-1.30499	-1.28370	-1.26905	-1.28746	-1.45137	-1.38500	-1.34457	-1.29967	-1.26680	-1.25153	-1.24020	-1.20997	-1.09009	-0.89157	-0.58974	-0.07630	 0.20240	 0.21731	 0.99632	 0.93320	 0.75640	 0.58778	 0.44056	 0.32661	 0.17522	 0.13588	 0.05382	-0.01116	-0.06472	-0.12244	-0.15066	-0.16433	-0.14332	-0.10697	-0.04267	 0.01568	 0.07840	 0.15425	 0.24581	 0.06746	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99790	 0.99479	 0.98787	 0.97602	 0.95699	 0.92928	 0.89525	 0.85772	 0.81652	 0.77943	 0.74644	 0.72400	 0.71480	 0.71944	 0.73238	 0.75644	 0.78665	 0.82689	 0.86261	 0.89867	 0.92572	 0.95336	 0.97319	 0.98595	 0.99348	 0.99734	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04274	 0.04404	 0.03877	 0.00574	 0.02996	 0.02784	 0.02235	 0.00990	 0.00678	 0.01468	 0.01072	 0.00684	 0.00370	-0.00673	-0.01600	-0.02706	
       7	   6.001	  0.9303	-0.081487	 -0.0708	0.016222	  0.9337	  0.9339	0.014378	  180.16	   0.000	2.964E+6	   0.228	 3690.37	   79.88	  1535.7	 1013.36	   32.05	 0.04676	 0.00936	-0.03316	-0.08479	-0.14760	-0.22941	-0.32593	-0.42748	-0.53591	-0.64309	-0.75093	-0.86360	-0.96444	-1.05517	-1.13917	-1.22266	-1.27807	-1.32114	-1.34318	-1.37932	-1.39122	-1.41438	-1.41409	-1.42656	-1.41324	-1.40693	-1.43831	-1.63119	-1.57656	-1.54951	-1.52196	-1.51037	-1.52196	-1.54540	-1.55567	-1.47110	-1.30319	-1.01535	-0.44938	-0.14613	-0.13153	 0.96017	 0.98230	 0.84842	 0.68918	 0.54266	 0.42323	 0.27172	 0.22036	 0.13285	 0.06169	 0.00231	-0.06101	-0.09560	-0.11596	-0.10206	-0.07240	-0.01549	 0.03662	 0.09398	 0.16494	 0.24616	 0.03833	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99741	 0.99370	 0.98663	 0.97644	 0.95987	 0.93747	 0.90854	 0.87316	 0.83550	 0.79981	 0.76642	 0.74094	 0.72285	 0.71603	 0.71994	 0.73673	 0.75608	 0.78461	 0.81577	 0.85349	 0.88487	 0.91552	 0.93791	 0.96071	 0.97692	 0.98729	 0.99370	 0.99718	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04594	 0.04686	 0.04124	 0.00690	 0.03172	 0.02917	 0.02078	 0.00802	 0.00590	 0.01462	 0.01039	 0.00600	 0.00237	-0.00898	-0.01909	-0.03101	
       8	   6.998	  1.0187	-0.106826	 -0.0685	0.018085	  1.0241	  1.0243	0.015964	  180.86	   0.000	2.960E+6	   0.228	 3684.18	   79.83	  1533.2	 1013.38	   32.17	 0.01095	-0.02331	-0.05591	-0.09601	-0.14735	-0.21991	-0.31318	-0.41691	-0.53070	-0.64430	-0.75920	-0.87889	-0.98747	-1.08632	-1.17818	-1.26942	-1.33290	-1.38374	-1.41389	-1.45847	-1.47767	-1.51037	-1.51810	-1.54081	-1.53615	-1.53968	-1.57636	-1.80497	-1.76345	-1.74977	-1.74063	-1.75213	-1.79218	-1.85308	-1.90743	-1.86343	-1.73309	-1.46768	-0.85604	-0.53751	-0.52586	 0.88994	 0.99984	 0.91554	 0.77226	 0.63033	 0.50810	 0.35817	 0.29623	 0.20460	 0.12806	 0.06297	-0.00467	-0.04524	-0.07179	-0.06459	-0.04120	 0.00873	 0.05495	 0.10671	 0.17286	 0.24284	-0.00108	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99678	 0.99226	 0.98682	 0.97698	 0.96268	 0.94544	 0.92089	 0.89215	 0.85947	 0.82406	 0.79037	 0.76167	 0.73759	 0.72207	 0.71468	 0.71734	 0.72774	 0.74833	 0.76816	 0.79567	 0.82411	 0.85734	 0.88552	 0.91295	 0.93294	 0.95429	 0.97043	 0.98177	 0.98961	 0.99446	 0.99725	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04928	 0.04978	 0.04377	 0.00811	 0.03358	 0.03046	 0.01759	 0.00583	 0.00451	 0.01417	 0.01043	 0.00558	 0.00150	-0.01074	-0.02164	-0.03435	
       9	   7.999	  1.0898	-0.131210	 -0.0651	0.021722	  1.0975	  1.0979	0.018513	  179.17	   0.000	2.960E+6	   0.228	 3690.25	   79.91	  1535.7	 1013.38	   32.32	-0.03773	-0.07248	-0.09479	-0.12134	-0.15566	-0.20882	-0.28757	-0.38733	-0.50464	-0.62518	-0.74820	-0.87552	-0.99271	-1.10082	-1.20098	-1.30023	-1.37222	-1.43107	-1.46979	-1.52335	-1.54975	-1.59238	-1.60832	-1.64164	-1.64651	-1.66197	-1.66200	-1.97011	-1.92733	-1.94089	-1.94798	-1.98196	-2.05083	-2.14965	-2.24918	-2.24852	-2.16041	-1.92418	-1.27572	-0.94801	-0.93752	 0.79395	 0.99473	 0.95994	 0.83710	 0.70233	 0.57968	 0.43194	 0.36188	 0.26674	 0.18587	 0.11585	 0.04353	-0.00269	-0.03469	-0.03387	-0.01622	 0.02699	 0.06774	 0.11397	 0.17545	 0.23313	-0.05367	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99587	 0.98603	 0.97676	 0.96649	 0.95154	 0.93221	 0.91137	 0.88457	 0.85592	 0.82558	 0.79429	 0.76536	 0.74246	 0.72416	 0.71279	 0.70762	 0.70996	 0.71784	 0.73413	 0.75034	 0.77234	 0.79548	 0.82325	 0.84837	 0.87423	 0.89467	 0.91823	 0.93796	 0.95413	 0.96756	 0.97793	 0.98545	 0.99118	 0.99500	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.05099	 0.05141	 0.04533	 0.00853	 0.03482	 0.03082	 0.01178	 0.00105	 0.00075	 0.01180	 0.01026	 0.00508	 0.00060	-0.01256	-0.02431	-0.03787	
