   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00
       1	   0.004	  0.3130	0.006122	 -0.0782	0.006141	  0.3130	  0.3130	0.006362	   49.17	   0.000	2.961E+6	   0.222	 3486.83	   76.82	  1453.4	 1012.94	   25.44	 0.18032	 0.07956	 0.01400	-0.05602	-0.13020	-0.20462	-0.28653	-0.36348	-0.44202	-0.51297	-0.57858	-0.66334	-0.75726	-0.79936	-0.84186	-0.87351	-0.89132	-0.88704	-0.87562	-0.86279	-0.84037	-0.80571	-0.78114	-0.74968	-0.69801	-0.63301	-0.57902	-0.55606	-0.53223	-0.44230	-0.33308	-0.22345	-0.12021	 0.00255	 0.14963	 0.34468	 0.56505	 0.78801	 0.95921	 0.99944	 1.00000	 0.51980	 0.17794	-0.06130	-0.16220	-0.25122	-0.31635	-0.36618	-0.37817	-0.40974	-0.43484	-0.44592	-0.45604	-0.45431	-0.42910	-0.37438	-0.29602	-0.16272	-0.08484	 0.00473	 0.11090	 0.26194	 0.17962	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99316	 0.96675	 0.91423	 0.84371	 0.78461	 0.76156	 0.78543	 0.82791	 0.89158	 0.94581	 0.98495	 0.99720	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02494	 0.02898	 0.02630	-0.00046	 0.02224	 0.02153	 0.01866	 0.01746	 0.01373	 0.01547	 0.01202	 0.01051	 0.00952	 0.00324	-0.00215	-0.00944	
       2	   0.004	  0.3125	0.006120	 -0.0780	0.006140	  0.3125	  0.3125	0.006133	  199.18	   0.000	2.945E+6	   0.222	 3478.93	   76.86	  1450.2	 1012.98	   26.46	 0.18269	 0.08203	 0.01633	-0.05382	-0.12805	-0.20257	-0.28456	-0.36161	-0.44013	-0.51121	-0.57679	-0.66236	-0.75576	-0.79790	-0.84048	-0.87219	-0.89007	-0.88581	-0.87454	-0.86178	-0.83943	-0.80479	-0.78033	-0.74889	-0.69728	-0.63238	-0.57840	-0.55545	-0.53167	-0.44177	-0.33250	-0.22295	-0.11971	 0.00298	 0.15005	 0.34506	 0.56538	 0.78829	 0.95931	 0.99952	 1.00000	 0.51991	 0.17818	-0.06101	-0.16186	-0.25083	-0.31599	-0.36572	-0.37769	-0.40920	-0.43418	-0.44519	-0.45520	-0.45340	-0.42807	-0.37335	-0.29494	-0.16153	-0.08357	 0.00609	 0.11235	 0.26367	 0.18123	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99072	 0.96010	 0.90471	 0.83503	 0.77986	 0.76236	 0.79166	 0.83617	 0.89982	 0.95181	 0.98742	 0.99783	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02537	 0.02933	 0.02655	 0.00077	 0.02247	 0.02162	 0.01869	 0.01744	 0.01381	 0.01552	 0.01206	 0.01057	 0.00961	 0.00338	-0.00196	-0.00914	
       3	   4.003	  0.8139	-0.049666	 -0.0860	0.007276	  0.8154	  0.8153	0.008337	  200.84	   0.000	2.916E+6	   0.221	 3453.36	   76.76	  1439.9	 1013.03	   27.95	 0.16856	 0.07089	-0.00701	-0.08983	-0.17698	-0.26833	-0.36738	-0.46355	-0.56375	-0.65824	-0.75233	-0.85379	-0.93424	-0.99817	-1.13609	-1.18410	-1.22463	-1.24521	-1.26249	-1.27777	-1.28215	-1.27851	-1.28538	-1.29114	-1.26816	-1.23281	-1.21963	-1.25029	-1.29311	-1.25561	-1.18949	-1.13849	-1.10529	-1.07127	-1.01731	-0.87720	-0.66296	-0.35465	 0.12453	 0.38604	 0.39999	 1.00000	 0.88589	 0.68662	 0.51442	 0.36683	 0.24386	 0.14050	 0.07346	 0.00133	-0.06093	-0.10795	-0.15132	-0.17992	-0.18690	-0.16062	-0.12110	-0.06265	 0.03447	 0.09563	 0.17986	 0.29467	 0.16865	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99459	 0.94317	 0.82907	 0.78427	 0.76597	 0.77483	 0.81009	 0.85636	 0.90966	 0.95426	 0.98293	 0.99596	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04490	 0.04519	 0.03866	 0.00475	 0.02743	 0.02331	 0.01649	 0.01695	 0.01031	 0.00862	 0.00291	-0.00101	-0.00409	-0.01408	-0.02280	-0.03304	
       4	   5.998	  1.0283	-0.098791	 -0.0859	0.009190	  1.0330	  1.0328	0.010953	  199.15	   0.000	2.956E+6	   0.225	 3575.08	   78.21	  1489.1	 1013.10	   28.81	 0.12402	 0.05709	-0.01431	-0.09538	-0.18389	-0.28161	-0.38746	-0.49281	-0.60331	-0.70971	-0.81713	-0.93208	-1.03408	-1.11863	-1.20078	-1.28594	-1.33360	-1.36448	-1.43261	-1.47388	-1.49113	-1.50423	-1.52824	-1.55440	-1.54842	-1.53205	-1.54552	-1.60721	-1.68729	-1.68530	-1.65192	-1.64316	-1.66297	-1.69882	-1.72637	-1.65679	-1.50281	-1.22056	-0.63202	-0.31909	-0.30790	 0.93354	 0.99386	 0.88075	 0.72694	 0.58061	 0.44935	 0.33436	 0.25116	 0.16664	 0.09155	 0.03152	-0.02397	-0.06451	-0.08494	-0.07282	-0.04480	-0.00074	 0.08354	 0.13215	 0.20542	 0.29844	 0.13541	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99683	 0.99020	 0.97558	 0.94862	 0.91071	 0.86741	 0.82247	 0.78705	 0.76537	 0.76469	 0.78179	 0.81911	 0.85304	 0.89551	 0.93194	 0.96444	 0.98289	 0.99396	 0.99767	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.05437	 0.05431	 0.04758	 0.01016	 0.03610	 0.03244	 0.02712	 0.01831	 0.01466	 0.01679	 0.01061	 0.00597	 0.00202	-0.00950	-0.02009	-0.03249	
       5	   0.000	  0.3143	0.006102	 -0.0782	0.006102	  0.3143	  0.3143	0.006228	   50.82	   0.000	2.973E+6	   0.226	 3636.17	   78.96	  1513.8	 1013.16	   29.48	 0.18034	 0.07957	 0.01385	-0.05626	-0.13050	-0.20500	-0.28704	-0.36409	-0.44279	-0.51400	-0.57904	-0.66382	-0.75912	-0.80129	-0.84393	-0.87573	-0.89358	-0.88931	-0.87816	-0.86544	-0.84296	-0.80842	-0.78380	-0.75239	-0.70074	-0.63564	-0.58169	-0.55854	-0.53494	-0.44488	-0.33534	-0.22576	-0.12233	 0.00053	 0.14771	 0.34293	 0.56357	 0.78671	 0.95858	 0.99948	 1.00000	 0.52211	 0.18044	-0.05942	-0.16079	-0.25019	-0.31594	-0.36599	-0.37820	-0.41001	-0.43522	-0.44633	-0.45654	-0.45479	-0.42960	-0.37498	-0.29429	-0.16299	-0.08501	 0.00453	 0.11080	 0.26200	 0.17965	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99688	 0.97984	 0.93699	 0.87193	 0.80940	 0.76682	 0.76821	 0.80655	 0.87611	 0.92668	 0.97282	 0.99340	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02501	 0.02895	 0.02616	-0.00195	 0.02208	 0.02111	 0.01817	 0.01633	 0.01380	 0.01470	 0.01117	 0.00965	 0.00865	 0.00234	-0.00301	-0.01020	
       6	   1.008	  0.4404	-0.001529	 -0.0806	0.006219	  0.4404	  0.4404	0.007042	   49.18	   0.000	2.968E+6	   0.226	 3626.84	   78.88	  1510.0	 1013.14	   29.60	 0.17790	 0.07584	 0.00661	-0.06691	-0.14452	-0.22321	-0.30952	-0.39125	-0.47545	-0.55269	-0.62591	-0.69817	-0.81694	-0.86854	-0.91441	-0.95173	-0.97579	-0.97735	-0.97285	-0.96657	-0.95002	-0.92241	-0.90476	-0.88158	-0.83594	-0.77703	-0.73153	-0.71983	-0.71049	-0.63066	-0.52808	-0.42949	-0.33734	-0.22877	-0.09463	 0.09937	 0.33401	 0.59659	 0.85310	 0.96435	 0.97149	 0.73085	 0.41692	 0.16726	 0.03411	-0.07748	-0.16270	-0.22973	-0.25823	-0.30200	-0.33797	-0.35910	-0.37859	-0.38493	-0.36823	-0.31922	-0.26930	-0.12453	-0.05629	 0.02642	 0.12735	 0.26988	 0.17739	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99146	 0.96374	 0.90850	 0.83861	 0.78332	 0.76208	 0.78005	 0.82814	 0.89214	 0.95069	 0.98307	 0.99760	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03002	 0.03309	 0.02941	-0.00062	 0.02358	 0.02199	 0.01847	 0.01576	 0.01333	 0.01323	 0.00913	 0.00698	 0.00542	-0.00188	-0.00815	-0.01618	
       7	   2.005	  0.5694	-0.013536	 -0.0832	0.006396	  0.5695	  0.5695	0.007448	   50.75	   0.000	2.967E+6	   0.226	 3627.27	   78.90	  1510.2	 1013.18	   29.71	 0.17524	 0.07282	 0.00026	-0.07661	-0.15768	-0.24058	-0.33129	-0.41788	-0.50762	-0.59064	-0.67130	-0.75384	-0.84280	-0.94092	-0.98794	-1.02989	-1.06022	-1.06836	-1.07081	-1.07144	-1.06154	-1.04147	-1.03142	-1.01740	-0.97867	-0.92672	-0.89059	-0.89210	-0.89889	-0.83118	-0.73855	-0.65310	-0.57692	-0.48787	-0.37372	-0.18940	 0.04920	 0.33950	 0.67737	 0.84929	 0.86089	 0.88227	 0.61585	 0.37042	 0.21428	 0.08492	-0.01622	-0.09803	-0.14131	-0.19598	-0.24187	-0.27250	-0.30073	-0.31504	-0.30664	-0.26494	-0.21731	-0.08725	-0.02660	 0.04908	 0.14464	 0.27799	 0.17493	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99476	 0.97548	 0.93144	 0.87458	 0.81115	 0.77020	 0.76568	 0.79992	 0.85658	 0.91466	 0.96189	 0.98833	 0.99784	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03507	 0.03718	 0.03254	 0.00068	 0.02478	 0.02267	 0.01708	 0.01624	 0.01214	 0.01149	 0.00682	 0.00404	 0.00194	-0.00633	-0.01346	-0.02225	
       8	   3.002	  0.6964	-0.029932	 -0.0852	0.006586	  0.6970	  0.6970	0.007947	   49.24	   0.000	2.961E+6	   0.226	 3616.97	   78.80	  1506.1	 1013.17	   29.84	 0.17156	 0.07012	-0.00550	-0.08560	-0.16997	-0.25711	-0.35220	-0.44374	-0.53888	-0.62769	-0.71541	-0.80828	-0.87593	-1.00359	-1.06477	-1.10944	-1.14580	-1.16035	-1.17019	-1.17814	-1.17528	-1.16313	-1.16137	-1.15718	-1.12588	-1.08193	-1.05675	-1.07226	-1.09693	-1.04353	-0.96292	-0.89340	-0.83721	-0.77330	-0.68580	-0.51940	-0.28768	 0.01808	 0.43126	 0.65306	 0.66784	 0.97223	 0.77333	 0.54519	 0.37603	 0.23478	 0.12045	 0.02644	-0.02993	-0.09389	-0.14875	-0.18814	-0.22456	-0.24621	-0.24587	-0.21197	-0.16762	-0.07109	 0.00343	 0.07197	 0.16189	 0.28585	 0.17158	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99688	 0.98329	 0.94851	 0.89429	 0.83128	 0.78275	 0.76293	 0.78258	 0.82661	 0.89139	 0.93525	 0.97395	 0.99243	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04028	 0.04201	 0.03711	 0.00324	 0.02889	 0.02657	 0.02242	 0.01802	 0.01495	 0.01474	 0.00979	 0.00661	 0.00408	-0.00502	-0.01321	-0.02312	
       9	   4.000	  0.8180	-0.050124	 -0.0865	0.007054	  0.8195	  0.8194	0.008402	   50.74	   0.000	2.967E+6	   0.226	 3636.70	   79.04	  1514.0	 1013.14	   29.98	 0.16583	 0.06809	-0.00993	-0.09285	-0.18013	-0.27157	-0.37082	-0.46711	-0.56758	-0.66237	-0.75678	-0.85871	-0.93990	-1.00010	-1.14101	-1.19007	-1.23049	-1.25114	-1.26836	-1.28377	-1.28818	-1.28467	-1.29150	-1.29736	-1.27427	-1.23892	-1.22574	-1.25641	-1.29962	-1.26213	-1.19579	-1.14478	-1.11148	-1.07759	-1.02374	-0.88329	-0.66881	-0.36008	 0.12068	 0.38283	 0.39851	 1.00000	 0.88712	 0.68836	 0.51603	 0.36835	 0.24500	 0.14137	 0.07403	 0.00165	-0.06077	-0.10799	-0.15165	-0.18025	-0.18752	-0.16123	-0.12186	-0.06135	 0.03293	 0.09444	 0.17879	 0.29311	 0.16680	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99610	 0.98278	 0.95336	 0.90161	 0.84004	 0.79152	 0.76572	 0.77189	 0.80498	 0.85228	 0.91153	 0.95371	 0.98278	 0.99424	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04560	 0.04676	 0.04138	 0.00577	 0.03233	 0.02961	 0.02527	 0.02128	 0.01491	 0.01692	 0.01161	 0.00797	 0.00506	-0.00487	-0.01390	-0.02480	
