   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00
       1	  -0.007	  0.2624	0.012950	 -0.0684	0.012917	  0.2624	  0.2624	0.007313	  219.18	   0.000	9.924E+5	   0.078	  419.75	   27.18	   179.1	  993.39	   31.39	 0.14292	 0.07350	 0.01474	-0.04953	-0.11675	-0.19050	-0.26558	-0.34379	-0.41558	-0.49313	-0.56170	-0.63084	-0.69340	-0.74200	-0.78157	-0.82196	-0.83653	-0.83318	-0.81828	-0.80778	-0.78597	-0.75567	-0.72737	-0.68734	-0.64125	-0.57287	-0.52504	-0.49028	-0.52946	-0.42771	-0.32133	-0.20772	-0.10467	 0.01908	 0.16209	 0.36328	 0.58460	 0.80925	 0.97148	 0.99785	 0.99775	 0.46388	 0.11548	-0.12490	-0.22149	-0.29536	-0.38791	-0.36761	-0.37629	-0.40991	-0.43272	-0.44992	-0.46156	-0.45554	-0.43222	-0.37191	-0.29867	-0.19481	-0.10503	-0.01395	 0.08444	 0.21745	 0.14213	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98722	 0.96386	 0.92204	 0.86621	 0.80428	 0.74137	 0.69363	 0.67014	 0.67103	 0.69151	 0.73413	 0.78563	 0.85295	 0.90435	 0.94843	 0.97401	 0.99240	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.01647	 0.02017	 0.01875	-0.00737	 0.01510	 0.01453	 0.01237	 0.00903	 0.00518	 0.00961	 0.00694	 0.00543	 0.00510	-0.00113	-0.00528	-0.01237	
       2	   1.998	  0.4927	-0.003638	 -0.0706	0.013542	  0.4925	  0.4927	0.008531	  220.77	   0.000	9.930E+5	   0.078	  419.64	   27.17	   179.0	  993.38	   31.21	 0.12642	 0.06323	 0.00313	-0.06412	-0.13520	-0.21582	-0.29853	-0.38468	-0.46573	-0.55328	-0.63325	-0.71400	-0.78807	-0.84897	-0.90252	-0.95474	-0.98181	-0.99158	-0.98796	-0.99005	-0.97996	-0.96348	-0.94707	-0.92115	-0.88563	-0.82682	-0.79985	-0.79930	-0.86842	-0.78537	-0.69767	-0.61056	-0.52958	-0.43993	-0.32804	-0.13816	 0.10034	 0.39808	 0.71654	 0.87973	 0.87937	 0.84494	 0.55699	 0.30294	 0.14664	 0.02866	-0.09655	-0.11439	-0.15990	-0.21212	-0.25376	-0.28988	-0.31772	-0.32782	-0.32191	-0.27807	-0.21928	-0.13227	-0.05579	 0.02402	 0.11319	 0.23110	 0.12517	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99408	 0.98314	 0.95977	 0.91995	 0.86737	 0.80836	 0.74702	 0.69977	 0.67508	 0.67158	 0.68717	 0.72280	 0.76799	 0.82956	 0.87885	 0.92577	 0.95676	 0.98229	 0.99420	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02565	 0.02798	 0.02517	-0.00408	 0.01932	 0.01775	 0.01483	 0.00940	 0.00483	 0.00971	 0.00626	 0.00377	 0.00253	-0.00546	-0.01120	-0.02000	
       3	   3.992	  0.7127	-0.035327	 -0.0718	0.014377	  0.7134	  0.7137	0.009979	  219.23	   0.000	9.951E+5	   0.078	  419.03	   27.12	   178.8	  993.33	   30.52	 0.10069	 0.04888	-0.00787	-0.07444	-0.14762	-0.23311	-0.32279	-0.41668	-0.50756	-0.60525	-0.69623	-0.78815	-0.87497	-0.95002	-1.01507	-1.08148	-1.12296	-1.14489	-1.15530	-1.16966	-1.17222	-1.17189	-1.16887	-1.15540	-1.13400	-1.08221	-1.08547	-1.13419	-1.22636	-1.16276	-1.10916	-1.05176	-1.01286	-0.96753	-0.91551	-0.76524	-0.55136	-0.23136	 0.21381	 0.47424	 0.47327	 0.99604	 0.84427	 0.62410	 0.44657	 0.30429	 0.16037	 0.10275	 0.03675	-0.03073	-0.08923	-0.14090	-0.18225	-0.20709	-0.21625	-0.18628	-0.14224	-0.07151	-0.00754	 0.06145	 0.14218	 0.24293	 0.09876	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99204	 0.98005	 0.95770	 0.92380	 0.88085	 0.83130	 0.78117	 0.73586	 0.69903	 0.68187	 0.68445	 0.70710	 0.73641	 0.77994	 0.82512	 0.87883	 0.91726	 0.95118	 0.97207	 0.98886	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03378	 0.03497	 0.03069	-0.00365	 0.02292	 0.02058	 0.01625	 0.00691	 0.00382	 0.00943	 0.00515	 0.00161	-0.00059	-0.01034	-0.01777	-0.02811	
       4	   5.994	  0.9105	-0.079523	 -0.0707	0.015985	  0.9138	  0.9142	0.012442	  219.23	   0.000	9.954E+5	   0.078	  418.27	   27.08	   178.5	  993.33	   30.22	 0.05999	 0.02210	-0.02303	-0.08108	-0.15001	-0.23641	-0.33125	-0.43214	-0.53208	-0.64095	-0.74284	-0.84605	-0.94634	-1.03499	-1.11409	-1.19438	-1.24892	-1.28508	-1.30928	-1.33945	-1.35628	-1.36381	-1.37368	-1.38617	-1.37612	-1.34164	-1.36522	-1.49127	-1.58525	-1.55573	-1.53324	-1.51893	-1.52798	-1.54727	-1.56782	-1.48514	-1.32421	-1.03223	-0.49257	-0.17009	-0.17400	 0.95963	 0.98042	 0.83724	 0.67099	 0.52341	 0.37414	 0.28785	 0.20686	 0.12863	 0.05713	-0.00700	-0.06220	-0.10083	-0.12336	-0.10943	-0.07692	-0.01554	 0.03846	 0.09535	 0.16652	 0.24879	 0.05805	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99294	 0.98555	 0.97154	 0.94930	 0.91978	 0.88373	 0.84284	 0.80122	 0.76247	 0.72723	 0.70453	 0.69620	 0.70098	 0.71576	 0.74268	 0.77516	 0.81938	 0.85684	 0.89525	 0.92408	 0.95380	 0.97392	 0.98612	 0.99316	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04207	 0.04228	 0.03713	 0.00007	 0.02762	 0.02487	 0.01919	 0.00534	 0.00289	 0.01084	 0.00663	 0.00233	-0.00097	-0.01236	-0.02135	-0.03332	
       5	   7.992	  1.0758	-0.131698	 -0.0655	0.019154	  1.0837	  1.0842	0.015354	  220.77	   0.000	9.938E+5	   0.077	  416.62	   27.02	   177.8	  993.31	   30.15	-0.02118	-0.04883	-0.07074	-0.10034	-0.14288	-0.21107	-0.30106	-0.40579	-0.51646	-0.63775	-0.75376	-0.87145	-0.98638	-1.08973	-1.18344	-1.27262	-1.35029	-1.40151	-1.43993	-1.48660	-1.51865	-1.54525	-1.57194	-1.60594	-1.61199	-1.58377	-1.60963	-1.79668	-1.94697	-1.95009	-1.96903	-2.00661	-2.06982	-2.15808	-2.26039	-2.26450	-2.19836	-1.96751	-1.36834	-1.01903	-1.02475	 0.77334	 0.99512	 0.95420	 0.83018	 0.68929	 0.54648	 0.44592	 0.35389	 0.26706	 0.18463	 0.10756	 0.04494	-0.00442	-0.03978	-0.03843	-0.01916	 0.01930	 0.07053	 0.11991	 0.18277	 0.24109	-0.02196	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99295	 0.98635	 0.97761	 0.96428	 0.94539	 0.92150	 0.89354	 0.86049	 0.82616	 0.79204	 0.75745	 0.73081	 0.71430	 0.70399	 0.70473	 0.71258	 0.72627	 0.75151	 0.77573	 0.80579	 0.83313	 0.86701	 0.89666	 0.92175	 0.94374	 0.96200	 0.97503	 0.98508	 0.99163	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04806	 0.04790	 0.04226	 0.00258	 0.03183	 0.02907	 0.02094	 0.00075	-0.00225	 0.00706	 0.00896	 0.00383	 0.00002	-0.01328	-0.02394	-0.03770	
       6	  10.001	  1.1739	-0.176289	 -0.0578	0.030243	  1.1866	  1.1879	0.022854	  219.62	   0.000	9.931E+5	   0.077	  414.91	   26.95	   177.0	  993.36	   29.81	-0.14663	-0.18341	-0.18728	-0.19381	-0.20126	-0.21545	-0.24221	-0.29919	-0.40354	-0.53144	-0.66747	-0.80802	-0.94349	-1.06840	-1.18043	-1.28746	-1.38219	-1.44949	-1.50621	-1.57040	-1.61854	-1.66281	-1.70784	-1.76194	-1.78901	-1.79056	-1.82591	-1.96148	-2.22257	-2.24384	-2.31679	-2.41215	-2.53422	-2.70912	-2.87853	-2.97309	-3.00587	-2.85436	-2.23311	-1.88299	-1.89004	 0.50588	 0.92753	 0.99448	 0.92225	 0.80103	 0.66704	 0.56014	 0.46184	 0.36692	 0.28049	 0.19459	 0.12375	 0.06598	 0.01978	 0.00916	 0.01851	 0.04606	 0.08447	 0.12188	 0.17588	 0.20968	-0.15410	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98806	 0.97308	 0.96108	 0.94941	 0.93351	 0.91424	 0.89285	 0.86877	 0.84208	 0.81378	 0.78655	 0.76276	 0.74051	 0.72400	 0.71032	 0.69916	 0.69576	 0.69721	 0.70209	 0.70974	 0.72078	 0.73443	 0.75314	 0.76958	 0.78732	 0.80255	 0.82219	 0.83964	 0.85647	 0.87300	 0.88914	 0.90256	 0.91564	 0.92674	 0.94822	 0.96414	 0.97523	 0.98380	 0.99042	 0.99459	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.05005	 0.05005	 0.04490	 0.00347	 0.03595	 0.02692	-0.00091	-0.01877	-0.01922	-0.00668	 0.00460	 0.00337	-0.00097	-0.01701	-0.02985	-0.04540	
       7	  11.992	  1.1731	-0.184695	 -0.0545	0.063069	  1.1859	  1.1913	0.037768	  260.00	   0.000	9.878E+5	   0.077	  410.34	   26.80	   175.1	  993.35	   29.77	-0.32278	-0.37889	-0.37585	-0.37097	-0.36582	-0.36265	-0.35912	-0.35748	-0.35700	-0.36081	-0.37972	-0.44559	-0.58708	-0.76460	-0.93386	-1.09227	-1.22431	-1.32740	-1.41921	-1.50855	-1.58069	-1.65294	-1.71980	-1.80035	-1.85191	-1.88048	-1.95030	-2.05003	-2.35666	-2.41879	-2.48446	-2.54402	-2.91256	-3.09667	-3.30690	-3.47523	-3.59792	-3.52486	-2.90943	-2.57391	-2.58119	 0.25569	 0.83226	 0.99448	 0.96681	 0.86519	 0.73853	 0.63264	 0.53192	 0.43103	 0.33835	 0.24737	 0.17024	 0.10381	 0.04898	 0.02779	 0.02722	 0.04417	 0.07276	 0.10069	 0.14457	 0.14852	-0.32081	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99178	 0.98425	 0.97345	 0.95507	 0.93046	 0.89815	 0.87881	 0.86168	 0.84260	 0.82240	 0.80090	 0.77719	 0.75592	 0.73193	 0.71031	 0.69097	 0.67328	 0.65748	 0.64177	 0.62648	 0.61613	 0.60930	 0.60056	 0.60035	 0.59900	 0.59928	 0.60169	 0.60731	 0.61311	 0.61927	 0.62953	 0.63981	 0.65174	 0.66465	 0.67958	 0.69370	 0.71101	 0.72476	 0.75613	 0.78820	 0.81745	 0.84690	 0.87640	 0.90154	 0.92660	 0.94496	 0.97154	 0.98769	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04182	 0.04348	 0.04065	-0.00081	 0.02965	 0.00605	-0.03657	-0.07282	-0.08568	-0.08523	-0.07226	-0.05150	-0.02709	-0.02063	-0.03510	-0.05409	
       8	  14.004	  1.1726	-0.193360	 -0.0565	0.096140	  1.1845	  1.1930	0.062019	  260.00	   0.000	9.807E+5	   0.076	  404.31	   26.60	   172.5	  993.36	   29.73	-0.41362	-0.48010	-0.48267	-0.47630	-0.46699	-0.45873	-0.44897	-0.44119	-0.43432	-0.42786	-0.42360	-0.42351	-0.44001	-0.49303	-0.61740	-0.79795	-0.97899	-1.12962	-1.26326	-1.38605	-1.48600	-1.58641	-1.67674	-1.78149	-1.85527	-1.91036	-2.00445	-2.13221	-2.45897	-2.53737	-2.62336	-2.73210	-2.97360	-3.46599	-3.67276	-3.89926	-4.10512	-4.11397	-3.51820	-3.20831	-3.21632	-0.00272	 0.71964	 0.97550	 0.98999	 0.90984	 0.79474	 0.68958	 0.58695	 0.48406	 0.38703	 0.29048	 0.20705	 0.13342	 0.06981	 0.04029	 0.03201	 0.04080	 0.05916	 0.08056	 0.11119	 0.10388	-0.40249	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.98940	 0.97941	 0.96832	 0.95221	 0.92910	 0.90046	 0.86264	 0.81996	 0.77124	 0.74473	 0.72217	 0.69808	 0.67516	 0.65261	 0.62557	 0.60879	 0.58787	 0.56953	 0.55412	 0.54104	 0.53023	 0.51892	 0.50872	 0.49981	 0.49623	 0.48739	 0.49079	 0.49067	 0.49246	 0.49281	 0.50164	 0.50783	 0.51381	 0.52528	 0.53454	 0.54640	 0.55616	 0.56791	 0.57934	 0.59722	 0.60973	 0.64264	 0.67858	 0.71212	 0.74839	 0.78440	 0.81738	 0.85273	 0.88023	 0.92543	 0.95621	 0.97683	 0.98864	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02607	 0.02978	 0.02944	-0.01464	 0.00394	-0.03643	-0.08490	-0.11410	-0.12132	-0.12074	-0.11338	-0.09572	-0.06783	-0.03776	-0.04745	-0.06953	
       9	  15.995	  1.1908	-0.176525	 -0.0626	0.158423	  1.1933	  1.2126	0.091021	  260.00	   0.000	9.749E+5	   0.076	  398.47	   26.40	   170.0	  993.33	   29.41	-0.49299	-0.55529	-0.56056	-0.55541	-0.54579	-0.53680	-0.52606	-0.51738	-0.50282	-0.50140	-0.49319	-0.48998	-0.49055	-0.49631	-0.51477	-0.58204	-0.71987	-0.89024	-1.06461	-1.22512	-1.35889	-1.49130	-1.60729	-1.73830	-1.83664	-1.91511	-2.03392	-2.18555	-2.53483	-2.65222	-2.77389	-2.93351	-3.18310	-3.62997	-4.09538	-4.35763	-4.62946	-4.72260	-4.15451	-3.87805	-3.88450	-0.29325	 0.58068	 0.93834	 1.00000	 0.94646	 0.84487	 0.74261	 0.64027	 0.53588	 0.43602	 0.33539	 0.24563	 0.16615	 0.09463	 0.05672	 0.04104	 0.04132	 0.05139	 0.06546	 0.09048	 0.06684	-0.47090	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99227	 0.97478	 0.94187	 0.91355	 0.88795	 0.85730	 0.81875	 0.77554	 0.72082	 0.66715	 0.61050	 0.57903	 0.55216	 0.52606	 0.50204	 0.47724	 0.44444	 0.43054	 0.40649	 0.38656	 0.36735	 0.35250	 0.33795	 0.32267	 0.31224	 0.29888	 0.29642	 0.28407	 0.28606	 0.27987	 0.27916	 0.27420	 0.28046	 0.28126	 0.28527	 0.29344	 0.29867	 0.30744	 0.31393	 0.32578	 0.33564	 0.35275	 0.36461	 0.39431	 0.43520	 0.47322	 0.51771	 0.56241	 0.60560	 0.65954	 0.70155	 0.77640	 0.84722	 0.89887	 0.93999	 0.96722	 0.99386	 1.00000	 1.00000	 1.00000	 0.00302	 0.00854	 0.00920	-0.04209	-0.04600	-0.09984	-0.14688	-0.16527	-0.15924	-0.15338	-0.14092	-0.12358	-0.09429	-0.06149	-0.07279	-0.09626	
