   Runnr	   Alpha	      Cn	      Ct	      Cm	      Cd	      Cl	Cl-press	Cd-press	  Z-w.r.	    Flap	      Re	       M	       Q	       V	     Dpb	   P-bar	       T	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	  Cpt_01	  Cpt_02	  Cpt_03	  Cpt_04	  Cpt_05	  Cpt_06	  Cpt_07	  Cpt_08	  Cpt_09	  Cpt_10	  Cpt_11	  Cpt_12	  Cpt_13	  Cpt_14	  Cpt_15	  Cpt_16	  Cpt_17	  Cpt_18	  Cpt_19	  Cpt_20	  Cpt_21	  Cpt_22	  Cpt_23	  Cpt_24	  Cpt_25	  Cpt_26	  Cpt_27	  Cpt_28	  Cpt_29	  Cpt_30	  Cpt_31	  Cpt_32	  Cpt_33	  Cpt_34	  Cpt_35	  Cpt_36	  Cpt_37	  Cpt_38	  Cpt_39	  Cpt_40	  Cpt_41	  Cpt_42	  Cpt_43	  Cpt_44	  Cpt_45	  Cpt_46	  Cpt_47	  Cpt_48	  Cpt_49	  Cpt_50	  Cpt_51	  Cpt_52	  Cpt_53	  Cpt_54	  Cpt_55	  Cpt_56	  Cpt_57	  Cpt_58	  Cpt_59	  Cpt_60	  Cpt_61	  Cpt_62	  Cpt_63	  Cpt_64	  Cpt_65	  Cpt_66	  Cpt_67	  Cps_01	  Cps_02	  Cps_03	  Cps_04	  Cps_05	  Cps_06	  Cps_07	  Cps_08	  Cps_09	  Cps_10	  Cps_11	  Cps_12	  Cps_13	  Cps_14	  Cps_15	  Cps_16
       /	 degrees	       /	       /	       /	       /	       /	       /	       /	      mm	 degrees	       /	       /	      Pa	     m/s	      Pa	      Pa	  degr_C	  100.00	   94.76	   89.84	   84.97	   80.44	   75.81	   71.34	   67.21	   63.02	   59.06	   55.22	   51.47	   47.87	   44.31	   40.97	   37.84	   34.73	   31.83	   28.95	   26.24	   23.77	   21.21	   19.02	   16.69	   14.78	   12.88	   11.12	    9.52	    7.96	    6.55	    5.35	    4.20	    3.24	    2.37	    1.63	    1.03	    0.58	    0.26	    0.02	    0.00	    0.00	    0.51	    1.21	    2.24	    3.62	    5.34	    7.43	    9.84	   12.66	   15.80	   19.37	   23.34	   27.72	   32.33	   37.52	   42.99	   48.39	   54.79	   61.58	   68.55	   75.87	   92.00	  100.00	    0.00	   24.00	   48.00	   72.00	   96.00	  108.00	  120.00	  132.00	  144.00	  156.00	  162.00	  168.00	  174.00	  180.00	  186.00	  192.00	  198.00	  204.00	  207.00	  210.00	  213.00	  216.00	  219.00	  222.00	  225.00	  228.00	  231.00	  234.00	  237.00	  240.00	  243.00	  246.00	  249.00	  252.00	  255.00	  258.00	  261.00	  264.00	  267.00	  270.00	  273.00	  276.00	  279.00	  282.00	  285.00	  288.00	  291.00	  294.00	  297.00	  300.00	  306.00	  312.00	  318.00	  324.00	  330.00	  336.00	  342.00	  348.00	  360.00	  372.00	  384.00	  396.00	  408.00	  432.00	  456.00	  480.00	  504.00	    0.00	   48.00	   96.00	  144.00	  168.00	  192.00	  216.00	  240.00	  264.00	  288.00	  312.00	  336.00	  360.00	  408.00	  456.00	  504.00
       1	   0.007	  0.2552	0.014243	 -0.0667	0.014274	  0.2552	  0.2552	0.007178	  250.87	   0.000	2.952E+6	   0.232	 3746.09	   81.32	  1558.2	  994.09	   32.53	 0.13720	 0.07461	 0.01754	-0.04550	-0.11253	-0.18521	-0.26296	-0.33929	-0.41730	-0.49133	-0.56288	-0.63739	-0.69786	-0.74553	-0.78744	-0.82476	-0.84035	-0.83873	-0.82229	-0.81243	-0.78515	-0.75562	-0.71747	-0.68525	-0.68784	-0.62692	-0.55764	-0.53152	-0.51374	-0.41146	-0.30043	-0.18604	-0.08527	 0.04381	 0.19232	 0.38945	 0.60598	 0.82107	 0.97386	 0.99840	 0.99994	 0.45736	 0.10602	-0.13421	-0.22437	-0.30857	-0.35732	-0.41398	-0.43073	-0.42983	-0.44148	-0.45335	-0.47451	-0.46502	-0.43803	-0.37697	-0.30301	-0.19924	-0.10984	-0.01734	 0.07930	 0.20749	 0.13545	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99586	 0.98636	 0.96474	 0.92565	 0.87390	 0.81705	 0.75960	 0.71160	 0.67563	 0.66144	 0.66937	 0.70221	 0.73797	 0.79004	 0.84206	 0.89915	 0.93923	 0.96982	 0.98526	 0.99531	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.01907	 0.02353	 0.02107	-0.00253	 0.01788	 0.01771	 0.01491	 0.01052	 0.00714	 0.01299	 0.00983	 0.00856	 0.00789	 0.00196	-0.00284	-0.00939	
       2	   2.002	  0.4839	-0.001629	 -0.0681	0.015273	  0.4836	  0.4839	0.008512	  249.14	   0.000	2.961E+6	   0.233	 3776.68	   81.68	  1570.5	  994.09	   32.74	 0.10968	 0.05800	 0.00377	-0.05916	-0.12810	-0.20568	-0.29010	-0.37452	-0.46245	-0.54686	-0.62970	-0.71603	-0.78929	-0.85036	-0.90580	-0.95661	-0.98534	-0.99630	-0.99308	-0.99626	-0.98054	-0.96590	-0.93993	-0.92426	-0.94605	-0.89906	-0.84578	-0.84271	-0.84663	-0.76618	-0.67497	-0.58207	-0.50739	-0.40650	-0.28748	-0.09724	 0.14213	 0.42824	 0.74241	 0.89542	 0.89677	 0.83555	 0.54647	 0.29291	 0.14411	 0.01756	-0.07389	-0.15688	-0.20325	-0.22878	-0.26212	-0.29298	-0.33103	-0.33824	-0.32867	-0.28484	-0.22636	-0.13880	-0.06258	 0.01799	 0.10667	 0.22107	 0.10898	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99448	 0.98543	 0.96677	 0.93446	 0.89073	 0.84008	 0.78493	 0.73564	 0.69438	 0.67020	 0.66587	 0.68282	 0.70752	 0.74847	 0.79348	 0.84789	 0.89159	 0.93147	 0.95733	 0.97958	 0.99169	 0.99700	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.02766	 0.03086	 0.02727	 0.00070	 0.02189	 0.02090	 0.01724	 0.00985	 0.00640	 0.01298	 0.00923	 0.00700	 0.00535	-0.00233	-0.00886	-0.01713	
       3	   3.996	  0.6968	-0.031155	 -0.0676	0.017481	  0.6973	  0.6978	0.010216	  250.84	   0.000	2.970E+6	   0.234	 3805.89	   82.02	  1582.3	  994.09	   32.92	 0.06609	 0.02653	-0.01799	-0.07254	-0.13624	-0.21375	-0.30218	-0.39385	-0.49176	-0.58689	-0.68159	-0.78014	-0.86715	-0.94254	-1.01209	-1.07717	-1.12055	-1.14525	-1.15671	-1.17440	-1.17191	-1.17356	-1.16199	-1.16553	-1.20777	-1.17821	-1.14368	-1.16767	-1.20376	-1.13784	-1.07198	-1.01874	-0.98360	-0.92807	-0.86087	-0.70692	-0.48150	-0.16925	 0.28259	 0.52553	 0.52662	 0.99259	 0.83011	 0.61022	 0.43763	 0.28878	 0.16656	 0.06795	-0.00162	-0.04804	-0.09926	-0.14576	-0.19818	-0.22015	-0.22593	-0.19814	-0.15389	-0.08187	-0.01826	 0.05070	 0.13039	 0.22743	 0.06512	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99830	 0.99553	 0.98891	 0.97752	 0.95872	 0.93036	 0.89467	 0.85450	 0.80938	 0.76663	 0.72648	 0.69559	 0.67858	 0.67491	 0.68258	 0.70280	 0.73175	 0.77326	 0.81253	 0.85473	 0.88842	 0.92544	 0.95389	 0.97337	 0.98648	 0.99394	 0.99759	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03581	 0.03790	 0.03328	 0.00396	 0.02603	 0.02437	 0.01945	 0.00756	 0.00475	 0.01224	 0.00973	 0.00642	 0.00388	-0.00553	-0.01374	-0.02371	
       4	   6.012	  0.8753	-0.070546	 -0.0641	0.021514	  0.8778	  0.8786	0.013930	  249.13	   0.000	2.957E+6	   0.233	 3784.52	   81.85	  1573.7	  994.11	   33.34	-0.00317	-0.03440	-0.06481	-0.10241	-0.14610	-0.20406	-0.28338	-0.37765	-0.48488	-0.59214	-0.70009	-0.81191	-0.91374	-1.00475	-1.08939	-1.16921	-1.22816	-1.26770	-1.29503	-1.32802	-1.34000	-1.35956	-1.36387	-1.38765	-1.45098	-1.44050	-1.42794	-1.47903	-1.55002	-1.51436	-1.46208	-1.44406	-1.47420	-1.47659	-1.47965	-1.38615	-1.20612	-0.90682	-0.34819	-0.04998	-0.04943	 0.97559	 0.96952	 0.81747	 0.65175	 0.49872	 0.36583	 0.25142	 0.16616	 0.10390	 0.03916	-0.02001	-0.08380	-0.11846	-0.13784	-0.12405	-0.09272	-0.03493	 0.01694	 0.07475	 0.14509	 0.22127	-0.00471	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99386	 0.98732	 0.97927	 0.96578	 0.94734	 0.92579	 0.89606	 0.86229	 0.82520	 0.78602	 0.74956	 0.71955	 0.69464	 0.67807	 0.66991	 0.67223	 0.68316	 0.70517	 0.72697	 0.75743	 0.78931	 0.82771	 0.86016	 0.89246	 0.91681	 0.94273	 0.96255	 0.97632	 0.98639	 0.99272	 0.99633	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04120	 0.04255	 0.03726	 0.00541	 0.02873	 0.02619	 0.01216	 0.00100	 0.00047	 0.01052	 0.00866	 0.00437	 0.00075	-0.01059	-0.02054	-0.03211	
       5	   8.003	  0.9926	-0.104925	 -0.0560	0.034285	  0.9975	  0.9996	0.019560	  250.76	   0.000	2.942E+6	   0.232	 3757.06	   81.59	  1562.6	  994.10	   33.67	-0.11371	-0.15004	-0.16218	-0.17638	-0.19263	-0.21913	-0.25611	-0.30921	-0.39369	-0.50308	-0.62523	-0.75514	-0.87818	-0.99126	-1.09607	-1.19381	-1.27206	-1.32950	-1.37555	-1.42606	-1.45461	-1.49363	-1.51542	-1.56052	-1.64436	-1.65456	-1.66544	-1.74400	-1.84775	-1.84420	-1.82434	-1.83032	-1.93481	-1.99763	-2.07705	-2.05867	-1.94427	-1.68708	-1.05377	-0.72993	-0.72980	 0.85289	 1.00000	 0.93321	 0.79486	 0.64989	 0.51509	 0.39328	 0.29683	 0.22314	 0.14748	 0.07794	 0.00482	-0.04103	-0.07230	-0.07138	-0.05172	-0.00682	 0.03342	 0.08074	 0.14164	 0.19233	-0.12866	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99519	 0.98751	 0.97153	 0.94538	 0.90653	 0.88328	 0.86007	 0.83255	 0.80336	 0.77651	 0.74699	 0.72040	 0.69625	 0.67517	 0.65880	 0.64794	 0.64198	 0.64049	 0.64394	 0.65321	 0.66551	 0.68379	 0.70066	 0.72231	 0.74490	 0.77120	 0.79525	 0.82029	 0.84063	 0.86488	 0.88697	 0.90618	 0.92390	 0.93909	 0.95171	 0.96264	 0.97115	 0.98532	 0.99214	 0.99585	 0.99825	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04286	 0.04423	 0.03910	 0.00591	 0.03002	 0.01773	-0.01078	-0.01277	-0.01043	 0.00376	 0.00640	 0.00189	-0.00279	-0.01635	-0.02816	-0.04128	
       6	   9.007	  1.0397	-0.110452	 -0.0559	0.053679	  1.0441	  1.0483	0.027387	  249.18	   0.000	2.955E+6	   0.234	 3795.01	   82.02	  1577.9	  994.10	   33.79	-0.16854	-0.21831	-0.22840	-0.24011	-0.25198	-0.26601	-0.28783	-0.32094	-0.37564	-0.45916	-0.56933	-0.69867	-0.83031	-0.95508	-1.07126	-1.17889	-1.26769	-1.33511	-1.39143	-1.45125	-1.48853	-1.53757	-1.56819	-1.62393	-1.71737	-1.73789	-1.76049	-1.85211	-1.97094	-1.98280	-1.97995	-2.00562	-2.13531	-2.23276	-2.34795	-2.36808	-2.28971	-2.05978	-1.40027	-1.07138	-1.07145	 0.76842	 0.99142	 0.96521	 0.84441	 0.70618	 0.57256	 0.44906	 0.34867	 0.27053	 0.19060	 0.11679	 0.03912	-0.01165	-0.04801	-0.05279	-0.03826	 0.00116	 0.03640	 0.07890	 0.13589	 0.17583	-0.20145	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99583	 0.99075	 0.98098	 0.96513	 0.93923	 0.90546	 0.86224	 0.83921	 0.81747	 0.79299	 0.76824	 0.74648	 0.72276	 0.70143	 0.68189	 0.66423	 0.64963	 0.63901	 0.63134	 0.62544	 0.62149	 0.62110	 0.62275	 0.62733	 0.63367	 0.64197	 0.65168	 0.66237	 0.67533	 0.68920	 0.70072	 0.71632	 0.73169	 0.74677	 0.76210	 0.77694	 0.79080	 0.80616	 0.81914	 0.84847	 0.87263	 0.89374	 0.91440	 0.93342	 0.94895	 0.96344	 0.97359	 0.98791	 0.99535	 0.99820	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.04085	 0.04258	 0.03785	 0.00382	 0.02522	 0.00279	-0.02254	-0.02178	-0.01774	-0.00325	-0.00035	-0.00425	-0.00852	-0.02243	-0.03483	-0.04859	
       7	  10.004	  1.0356	-0.116016	 -0.0557	0.065660	  1.0400	  1.0452	0.036354	  250.85	   0.000	2.943E+6	   0.233	 3768.03	   81.74	  1567.0	  994.10	   33.93	-0.26925	-0.32583	-0.33495	-0.34116	-0.34712	-0.35205	-0.35578	-0.36135	-0.37116	-0.39362	-0.43547	-0.50781	-0.62157	-0.76426	-0.91101	-1.04668	-1.16311	-1.25355	-1.33063	-1.40676	-1.45850	-1.52165	-1.56432	-1.63252	-1.73493	-1.76726	-1.80218	-1.90544	-2.03675	-2.06340	-2.07677	-2.12243	-2.23925	-2.40077	-2.54164	-2.59344	-2.54800	-2.34450	-1.67154	-1.34264	-1.34286	 0.69206	 0.97504	 0.98216	 0.87701	 0.74502	 0.61300	 0.48876	 0.38538	 0.30387	 0.22050	 0.14290	 0.06146	 0.00632	-0.03485	-0.04482	-0.03511	-0.00089	 0.02914	 0.06640	 0.11849	 0.14042	-0.27819	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99691	 0.99218	 0.98466	 0.97371	 0.95552	 0.93105	 0.89478	 0.85237	 0.80485	 0.78088	 0.76041	 0.73810	 0.71717	 0.69853	 0.67777	 0.66165	 0.64717	 0.63388	 0.62285	 0.61573	 0.61100	 0.60749	 0.60568	 0.60667	 0.60943	 0.61339	 0.61955	 0.62614	 0.63491	 0.64223	 0.65376	 0.66477	 0.67361	 0.68695	 0.69916	 0.71232	 0.72552	 0.73920	 0.75175	 0.76623	 0.77788	 0.80523	 0.83043	 0.85230	 0.87491	 0.89593	 0.91363	 0.93192	 0.94548	 0.96761	 0.98292	 0.99083	 0.99577	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.03590	 0.03861	 0.03505	 0.00051	 0.01755	-0.01026	-0.04502	-0.06006	-0.06284	-0.05530	-0.04598	-0.03666	-0.02629	-0.02621	-0.03826	-0.05368	
       8	  11.005	  1.0574	-0.112698	 -0.0582	0.091229	  1.0595	  1.0676	0.049126	  249.37	   0.000	2.930E+6	   0.232	 3736.55	   81.42	  1554.3	  994.09	   34.03	-0.33007	-0.39271	-0.40163	-0.40508	-0.40742	-0.40884	-0.40849	-0.40898	-0.41103	-0.42024	-0.44102	-0.48235	-0.55678	-0.66845	-0.80730	-0.95121	-1.08444	-1.19198	-1.28616	-1.37602	-1.44006	-1.51596	-1.56928	-1.64932	-1.76003	-1.80371	-1.85057	-1.96568	-2.10944	-2.15173	-2.18204	-2.24869	-2.36134	-2.58667	-2.75264	-2.83791	-2.82894	-2.65649	-1.97128	-1.64365	-1.64398	 0.60073	 0.94924	 0.99373	 0.90680	 0.78232	 0.65283	 0.52828	 0.42226	 0.33762	 0.25085	 0.16960	 0.08448	 0.02500	-0.02094	-0.03584	-0.03088	-0.00125	 0.02421	 0.05721	 0.10579	 0.11683	-0.33845	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99755	 0.98937	 0.97946	 0.96637	 0.94936	 0.92499	 0.89472	 0.85381	 0.81050	 0.76352	 0.73951	 0.71889	 0.69651	 0.67623	 0.65649	 0.63256	 0.61579	 0.59777	 0.58004	 0.56465	 0.55399	 0.54388	 0.53423	 0.52607	 0.51937	 0.51671	 0.51253	 0.51450	 0.51507	 0.51850	 0.51836	 0.52728	 0.53408	 0.53979	 0.55131	 0.56019	 0.57215	 0.58378	 0.59614	 0.60799	 0.62459	 0.63703	 0.66865	 0.70127	 0.73139	 0.76469	 0.79778	 0.82756	 0.85909	 0.88406	 0.92562	 0.95654	 0.97530	 0.98767	 0.99457	 1.00000	 1.00000	 1.00000	 1.00000	 0.02838	 0.03185	 0.02888	-0.00822	-0.00029	-0.03376	-0.06800	-0.08199	-0.08330	-0.07382	-0.06335	-0.05413	-0.04265	-0.03749	-0.04790	-0.06385	
       9	  11.999	  1.0663	-0.102742	 -0.0609	0.121185	  1.0644	  1.0768	0.062823	  300.00	   0.000	2.915E+6	   0.231	 3703.79	   81.08	  1541.1	  994.10	   34.15	-0.39988	-0.45981	-0.46710	-0.46567	-0.46361	-0.46204	-0.45885	-0.45564	-0.45191	-0.45141	-0.45593	-0.46955	-0.50435	-0.57532	-0.68756	-0.82547	-0.97144	-1.09671	-1.21080	-1.31693	-1.39527	-1.48554	-1.55076	-1.64314	-1.76168	-1.81764	-1.87653	-2.00313	-2.15814	-2.21602	-2.26336	-2.34923	-2.47727	-2.73170	-2.93439	-3.05255	-3.07408	-2.93514	-2.24333	-1.92014	-1.92048	 0.51014	 0.91921	 0.99914	 0.92995	 0.81315	 0.68646	 0.56221	 0.45411	 0.36674	 0.27698	 0.19249	 0.10395	 0.04035	-0.01014	-0.02976	-0.02923	-0.00403	 0.01709	 0.04583	 0.09083	 0.08989	-0.39018	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 1.00000	 0.99072	 0.97234	 0.95498	 0.93701	 0.91293	 0.88162	 0.84758	 0.80167	 0.75541	 0.70457	 0.67744	 0.65503	 0.63052	 0.60862	 0.58537	 0.55461	 0.53764	 0.51559	 0.49382	 0.47442	 0.46070	 0.44493	 0.42950	 0.41643	 0.40298	 0.39667	 0.38550	 0.38456	 0.38054	 0.38152	 0.37558	 0.38307	 0.38596	 0.38976	 0.40014	 0.40683	 0.41808	 0.42890	 0.44232	 0.45466	 0.47363	 0.48611	 0.52143	 0.56293	 0.60044	 0.64330	 0.68570	 0.72520	 0.76967	 0.80483	 0.86825	 0.91840	 0.95154	 0.97452	 0.98772	 0.99706	 1.00000	 1.00000	 1.00000	 0.02036	 0.02441	 0.02150	-0.02127	-0.02540	-0.06185	-0.09541	-0.10780	-0.10739	-0.09404	-0.07797	-0.06543	-0.05348	-0.05246	-0.06300	-0.07823	
